date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,annualTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualOperatingIncome,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,trailingEndCashPosition,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyIncomeTaxPayable,trailingNetIncome,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualTaxProvision,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingInterestExpense,annualPretaxIncome,annualPurchaseOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyTotalAssets,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualIncomeTaxPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2003-11-30,,,,,19928590.0,,,,,,,,,21212672.0,,,,-107839522.0,-17494157.0,,,1298.0,,,138557518.0,-271359.0,,225662167.0,87104649.0,,,,52838224.0,5077218904.0,0.01001,,6698260.0,,,-16959231.0,-348341989.0,,3913427681.0,,,,,,771078941.0,253849649.0,,,521867048.0,,,,,,,818522462.0,,,2552408465.0,,,,-1.0,,139854583.0,,,296203583.0,,,,,,4306139964.0,225663465.0,,,,,4085952.0,-15592053.0,,,,,19928590.0,2476556739.0,19928590.0,,-1547247468.0,,,21212672.0,21212672.0,935209037.0,,,84417035.0,15124643.0,138558816.0,,2366180213.0,,,,,,4706828097.0,,,0.01001,,276280187.0,56137367.0,,,,927240000.0,,,-37405869.0,226917683.0,,,,,1880030.0,,34972734.0,,,-92881070.0,145719294.0,109206700.0,,,,,,,,7553775643.0,,,-21816411.0,7299925993.0,,,,,,,,1050377.0,,,459621.0,,20753051.0,691064659.0,,385592054.0,472605.0,,,927240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-29,,,,,17086509.0,,,,,,,,,16391229.0,,,,-85660946.0,-15363177.0,,,-2635.0,,,138926103.0,-439966.0,,224865399.0,85939296.0,,,,162982073.0,5021806391.0,0.007515,,3764369.0,,,24591267.0,-358872844.0,,3865416499.0,,,,,,533465704.0,224047333.0,,,530700628.0,,,,,,,780204572.0,,,2769161653.0,,,,-1336.0,,143659580.0,,,305836342.0,,,,,,4488340687.0,224864286.0,,,,,-2654098.0,-61399524.0,,,,,17086509.0,2456700094.0,17086509.0,,-1547246958.0,,,16391229.0,16391229.0,938974462.0,89196417.0,,56661318.0,11009493.0,138924990.0,,2318169541.0,,,,,,4706828453.0,,,0.007515,,26542318.0,55189196.0,,,,921144000.0,,,-105547734.0,229461158.0,,,,,1239.0,,28186923.0,,,-23396507.0,186378580.0,19502607.0,,,,,,,,7478506485.0,,,-20055497.0,7254459152.0,,,,,,,,-425962.0,,,-4821167.0,,21212672.0,691065650.0,,398224362.0,566921.0,,,921144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-31,,,,,24827774.0,,,,,,,,,0.0,,,,-119545141.0,-22353013.0,,,-23.0,,,137929585.0,-206306.0,,237659632.0,97983662.0,,,,28570445.0,5094845473.0,0.015035,,10942408.0,,,5127664.0,-367557522.0,,3853211709.0,,,,,,811919673.0,197712730.0,,,532014976.0,,,,,,,855199456.0,,,2486151123.0,,,,0.0,,125477195.0,,,294355344.0,,,,,,4282925800.0,237659632.0,,,,,-264125.0,56154273.0,,,,,24827774.0,2501603812.0,24827774.0,,-1547247107.0,,,,,941575221.0,93448604.0,,60525528.0,18599047.0,139675970.0,,2305964602.0,,,,,,4773693669.0,,,0.015035,,307764466.0,54291355.0,,,,928364000.0,,,-79723048.0,319078284.0,-31036.0,,,,-1079.0,,43655548.0,,,-154305132.0,182875577.0,23413206.0,,,,,,,,7596449285.0,,,-27343885.0,7398736555.0,,,,,,,,2881371.0,,,-16391347.0,,16391229.0,691064670.0,,387293397.0,688904.0,,,929228000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,96095226.0,,929228000.0,0.0,28881743.0,1153814271.0,2079749475.0,0.0,,347413431.0,380540398.0,,4561909.0,0.0,,342106506.0,132477.0,-94172387.0,-20042801.0,,4205777807.0,2672.0,,410036726.0,129981600.0,423140.0,,239212263.0,109230663.0,,,90908972.0,97715764.0,5064887198.0,,36181794.0,26592077.0,,-85967996.0,23422094.0,-369194648.0,,4049564533.0,,,,545394806.0,856506.0,859109391.0,179467471.0,,5064887198.0,531821633.0,-0.083485,,-3108604.0,2307582634.0,-75253148.0,20752886.0,915914218.0,119518625.0,179467471.0,2307582634.0,925576000.0,,90908972.0,0.0,311403463.0,119518625.0,,9530430.0,292609370.0,90908972.0,,2492017314.0,,1312.0,4205777807.0,239212263.0,,-369194648.0,,,3404261.0,17728700.0,7556904512.0,74732424.0,,545394806.0,28881743.0,2492017314.0,28881743.0,,-1757224554.0,,,,,982280955.0,96095226.0,724922613.0,42973505.0,29899204.0,129981600.0,,2292339979.0,4773693599.0,925935204.0,,7377437041.0,859109391.0,4773693599.0,4572403.0,2292339979.0,,730953568.0,347413431.0,53853979.0,,,42973505.0,,,,-121802625.0,311403463.0,-947.0,925935204.0,982280955.0,915914218.0,2681719.0,,58882405.0,,,-118264353.0,215980117.0,5564008.0,219471406.0,,165981112.0,-494491.0,,,,7556904512.0,,,-16752203.0,7377437041.0,,,,,,,4049564533.0,6024644.0,-1757224554.0,47997114.0,7.0,,0.0,724922613.0,,410036726.0,856506.0,-20752886.0,,,,-344479276.0,,,-388847062.0,5564008.0,-407217996.0,-0.083485,,,,,,,,,,,,,,,,,,,
2004-11-30,,,,,18814445.0,,,,,,,,,0.0,,,,-150437158.0,-27152530.0,,,1187.0,,,138174151.0,-5165123.0,,234024709.0,95850558.0,,,,-14015206.0,5103560228.0,0.01001,,4984557.0,,,-53197909.0,-387521977.0,,4052561178.0,,,,,,840810169.0,182396056.0,,,537050368.0,,,,,,,1064186268.0,,,2213605369.0,,,,0.0,,117072939.0,,,303025659.0,,,,,,4262750059.0,234024709.0,,,,,-11583512.0,-4739842.0,,,,,18814445.0,2465001188.0,18814445.0,,-1757224994.0,,,,,984958422.0,92943692.0,,47429318.0,11825849.0,138174151.0,,2295336184.0,,,,,,4772758375.0,,,0.01001,,381854360.0,53625564.0,,,,925716000.0,,,22875980.0,318070801.0,,,,,0.0,,30616536.0,,,-141583512.0,127568306.0,4938228.0,,,,,,,,7568561416.0,,,-19373961.0,7386165360.0,,,,,,,,1051319.0,,,0.0,,0.0,724922785.0,,361073889.0,1037063.0,,,925716000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-28,,,,,32122333.0,,,,,,,,,0.0,,,,-111168465.0,-25139984.0,,,46.0,,,139186806.0,-99398.0,,244311259.0,105123936.0,,,,116280590.0,5241847330.0,0.03987,,13438183.0,,,38453798.0,-371441608.0,,4021033419.0,,,,,,836120360.0,193975829.0,,,549918609.0,,,,,,,1000669626.0,,,2402849920.0,,,,-1234.0,,122857319.0,,,305608583.0,,,,,,4405726970.0,244310026.0,,,,,1273893.0,-7277669.0,,,,,32122333.0,2286418794.0,32122333.0,,-1757225305.0,,,,,1002207424.0,95205327.0,,54677519.0,19721297.0,139186090.0,,2263808114.0,,,,,,4772757430.0,,,0.03987,,341744975.0,54555432.0,,,,922216000.0,,,-113232374.0,297724751.0,,,,,-184565298.0,,52144531.0,,,-108116821.0,224397411.0,4945123.0,,,,,,,,7528266124.0,,,-4582137.0,7334290295.0,,,,,,,,4325423.0,,,0.0,,0.0,0.0,,394224935.0,1370083.0,,,922216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,,,,,43265588.0,,,,,,,,,10893238.0,,,,-91534510.0,-24236152.0,,,22.0,,,,,,252899260.0,120840547.0,,,,86437413.0,5320495546.0,0.03999,,,,,-10105971.0,-433787480.0,,3994074771.0,,,,,,555247773.0,196631539.0,,,559883327.0,,,,,,,978104379.0,,,2763477606.0,,,,0.0,,115630410.0,,,306984067.0,,,,,,4765247773.0,252899260.0,,,,,2959478.0,2771495.0,,,,,43265588.0,2171623385.0,43265588.0,,-1757224940.0,,,10893238.0,10893238.0,1023665788.0,94345753.0,,51899385.0,26877431.0,132058713.0,,2236849831.0,,,,,,4772757496.0,,,0.03999,,77400577.0,53655752.0,,,,914720000.0,,,-85154834.0,285880065.0,,,,,-2.0,,70283528.0,,,-101141469.0,187578882.0,5937775.0,,,,,,,,7492118931.0,,,-135458028.0,7295487392.0,,,,,,,,6836280.0,,,10893238.0,,0.0,0.0,,377563668.0,1778949.0,,,914720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-31,98420178.0,,920856000.0,1187.0,66382428.0,1227817211.0,2209810089.0,1712760.0,,51380415.0,440988724.0,,-10982789.0,1712760.0,,317350741.0,227893.0,-26891914.0,-35454717.0,,4799731751.0,-1254.0,,408033234.0,,,,250758403.0,119174648.0,,,160585163.0,128647944.0,5363827893.0,,6623145.0,,,-287063501.0,31473227.0,-471488427.0,,4271236795.0,,,,541004154.0,2231454.0,564096142.0,180716914.0,,5363827893.0,562957749.0,-0.26934,1712760.0,-2110385.0,2693387537.0,-111983383.0,0.0,1051528784.0,114663501.0,180716914.0,2693387537.0,920856000.0,,160585163.0,1187.0,274227894.0,114663501.0,,79899110.0,312199346.0,160585163.0,,2053109792.0,,1.0,4799731751.0,250758403.0,,-471488427.0,,,35220883.0,7135631.0,7416937685.0,93869436.0,,541004154.0,66382428.0,2053109792.0,66382428.0,,-2082002374.0,,,1712760.0,1712760.0,1054815430.0,98420178.0,0.0,45223739.0,35443893.0,131583755.0,,2189234421.0,4772758457.0,981992878.0,,7236220772.0,564096142.0,4772758457.0,27872997.0,2189234421.0,,769906231.0,51380415.0,52570397.0,,,45223739.0,,,,-212633579.0,274227894.0,,981992878.0,1054815430.0,1051528784.0,173582511.0,,101695866.0,,1712760.0,-101713688.0,230361632.0,6262315.0,214408309.0,,254740653.0,-5265282.0,,,,7416937685.0,,,-127649375.0,7236220772.0,,,,,,,4271236795.0,67686088.0,-2082002374.0,70903264.0,-9180478.0,,10893238.0,0.0,,408033234.0,2231454.0,1712760.0,,,,-388144807.0,,,-452555490.0,6262315.0,-380032047.0,-0.26934,,,,,,,,,,,,,,,,,,,
2005-11-30,,,,,75680680.0,,,,,,,,,210610225.0,,,,-167767556.0,-22439734.0,,,,,,130168860.0,,,255321999.0,125153139.0,,,,26872016.0,6113131478.0,0.0878,,-8066845.0,,,-22192850.0,-410791895.0,,4287981833.0,,,,,,794400838.0,421787586.0,,,589544661.0,,,,,,,1080393618.0,,,3177538139.0,,,,0.0,,129247700.0,,,334222662.0,,,,,,5318730639.0,255321999.0,,,,,7009433.0,-19625015.0,,,,,75680680.0,1593356236.0,75680680.0,,-2082001863.0,,,210610225.0,210610225.0,1060798882.0,105637592.0,,64211017.0,-6960522.0,130168860.0,,2205979970.0,,,,,,4772757657.0,,,0.0878,,277722138.0,63442413.0,,,,876140000.0,,,201652498.0,305962501.0,,,,,2636543.0,,68652614.0,,,-148142541.0,175014557.0,6240829.0,,,,,,,,7706487714.0,,,-57953884.0,7284700128.0,,,,,,,,,,,208897170.0,,1713055.0,0.0,,404800279.0,2843834.0,,,876140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28,,,,,45790072.0,,,,,,,,,0.0,,,,-124669113.0,-22292744.0,,,,,,126026755.0,,,267924971.0,141898216.0,,,,87176604.0,5876670453.0,0.05259,,24965630.0,,,10990987.0,-388906055.0,,4282094740.0,,,,,,636186527.0,222034534.0,,,611197319.0,,,,,,,1102008406.0,,,3052752471.0,,,,1.0,,137630353.0,,,343272748.0,,,,,,5240483926.0,267924571.0,,,,88110871.0,-5651482.0,-6243439.0,,,,,45790072.0,1616007043.0,45790072.0,,-2082001590.0,,,,,1085723049.0,105161877.0,,62294672.0,26072930.0,126026355.0,,2200093150.0,,,,,,4684647280.0,,,0.05259,,105465182.0,64383733.0,,,,870480000.0,,,-305195608.0,297791662.0,,,,,-15696863.0,,72078837.0,,,-132088062.0,219264666.0,6255822.0,,,,,,,,7492677496.0,,,-223.0,7270642963.0,,,,,,,,,,,-210610222.0,,210610225.0,0.0,,419303646.0,345337.0,,,870492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-31,,,,,126410482.0,,,,,,,,,9624532.0,,,,-48488237.0,-29364637.0,,,,,,,,,279544154.0,160147545.0,,,,80244487.0,5749589298.0,0.144985,,,,,-22536300.0,-291860824.0,,4289077296.0,,,,,,597280335.0,207169126.0,,,626653821.0,,,,,,,1137566616.0,,,2912383836.0,,,,1101.0,,127393746.0,,,347109667.0,,,,,,5152308963.0,279544154.0,,,,,47729575.0,1956320.0,,,,,126410482.0,1714130148.0,126410482.0,,-2082001762.0,,,9624532.0,9624532.0,1102358511.0,105440432.0,,49870073.0,17710857.0,119396609.0,,2207075534.0,,,,,,4772758203.0,,,0.144985,,99907509.0,63755781.0,,,,870500000.0,,,-140438392.0,276716582.0,300338.0,,,,-2485816.0,,144166483.0,,,-118318175.0,198562662.0,6335609.0,,,,,,,,7463719445.0,,,-88.0,7256550319.0,,,,,,,,70777163.0,,,9625406.0,,0.0,0.0,,385596785.0,329223.0,,,870500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-31,106497294.0,,438517037.0,-1105.0,210368780.0,1381367502.0,2459284215.0,0.0,,20810781.0,579565890.0,,-15547332.0,0.0,,306318348.0,2274384.0,-148171526.0,-29237691.0,,5119492986.0,,,156799956.0,,,,275126579.0,152368137.0,,,458250304.0,112025241.0,5712837733.0,,-323650.0,,,-146639788.0,33414513.0,-172700762.0,,4406961228.0,,,,498350823.0,330277.0,593344748.0,213005633.0,,5712837733.0,631888267.0,1.045,,-21463603.0,2995936154.0,-103334806.0,1713244.0,1138619242.0,138142052.0,213005633.0,2995936154.0,434360478.0,,458250304.0,-1105.0,279886225.0,138142052.0,304319010.0,88143157.0,356761688.0,458250304.0,,1809705070.0,,16037778.0,5119492986.0,275126579.0,304319010.0,-172700762.0,,88111123.0,235678.0,2448531.0,7522542803.0,-83661770.0,,498350823.0,210368780.0,1809705070.0,210368780.0,,-2156904893.0,,,,,984937590.0,106497294.0,0.0,53994256.0,-120486258.0,122758442.0,,2250056335.0,4691483487.0,1077916713.0,,7309537170.0,593344748.0,4691483487.0,49325086.0,2250056335.0,,846872860.0,20810781.0,62721295.0,,,53994256.0,,,,-115484973.0,279886225.0,1858176.0,1077916713.0,984937590.0,1138619242.0,-1196.0,,89646750.0,,,-142005734.0,254030975.0,4917707.0,254303546.0,,374544350.0,-9392467.0,,,,7522542803.0,,,-88685593.0,7309537170.0,,88111123.0,,,,,4406961228.0,3703606.0,-2156904893.0,-85520822.0,-9625598.0,,9624532.0,0.0,,156799956.0,330277.0,-1713244.0,,,,-359466475.0,,,-540554512.0,4917707.0,-489096432.0,1.055,,,,,,,,,,,,,,,,,,,
2006-11-30,,,,,81138518.0,,,,,,,,,0.0,,,,-201679799.0,-32240493.0,,,6472536.0,,,116016901.0,,,299787598.0,183770697.0,,,,23417837.0,5786257851.0,0.095005,,40825625.0,,,-61344068.0,-123803814.0,,4464640859.0,,,,,,873750143.0,229474706.0,,,671006052.0,,,,,,,1112254197.0,,,2759666552.0,,,,-1143.0,,154564349.0,,,371218454.0,,,,,,4912507708.0,299787598.0,,,,88111225.0,34258.0,79936.0,,,,,81138518.0,1871559895.0,81138518.0,,-2156905333.0,,,,,1040586959.0,112414069.0,,53734156.0,40825625.0,116016901.0,,2307735526.0,,,,,,4758718740.0,,,0.095005,,335215256.0,61840813.0,,,,860136000.0,,,19076168.0,273777549.0,8789540.0,,,,0.0,,121861368.0,,,-159173233.0,182591070.0,4830422.0,,,,,,,,7657817746.0,,,,7428343040.0,,,,,,,,9838986.0,,,0.0,,0.0,0.0,,421290396.0,344867.0,,,861228000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28,,,,,79750731.0,,,,,,,,,0.0,,,,-166920552.0,-53968986.0,,,8010787.0,,,119303169.0,,,303038686.0,183735517.0,,,,139512531.0,5768322996.0,0.09268,,43530139.0,,,37987719.0,-98021065.0,,4491045056.0,,,,,,916761849.0,251543593.0,,,685729666.0,,,,,,,1101224108.0,,,2666182563.0,,,,1.0,,159792861.0,,,382691633.0,,,,,,4851561147.0,303038033.0,,,,88111176.0,1143359.0,-16015570.0,,,,,79750731.0,1945253365.0,79750731.0,,-2156904623.0,,,,,1084154476.0,112718549.0,,69563487.0,43529549.0,119302516.0,,2334140433.0,,,,,,4758862493.0,,,0.09268,,339385606.0,61597425.0,,,,863932000.0,,,-123489275.0,280918666.0,46426376.0,,,,0.0,,123183148.0,,,-150888792.0,290401323.0,4985371.0,,,,,,,,7713576360.0,,,,7462032768.0,,,,,,,,475818.0,,,0.0,,0.0,0.0,,459672323.0,355764.0,,,866956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-31,,,,,91658109.0,,,,,,,,,210986307.0,,,,-156409277.0,-54237675.0,,,-14484393.0,,,,,,310747754.0,193525888.0,,,,78509512.0,5951640993.0,0.104935,,,,,-28072834.0,-60601198.0,,4521893453.0,,,,,,836828199.0,444757167.0,,,702237912.0,,,,,,,1197793111.0,,,2784368849.0,,,,-1.0,,150925332.0,,,391490158.0,,,,,,5114812794.0,310747754.0,,,,88110826.0,7867993.0,10249925.0,,,,,91658109.0,2002580231.0,91658109.0,,-2156905220.0,,,210986307.0,210986307.0,1132650834.0,116117886.0,,60302739.0,48518400.0,117221866.0,,2364988233.0,,,,,,4776387462.0,,,0.104935,,297231493.0,61218442.0,,,,868072000.0,,,136036984.0,279977535.0,17731238.0,,,,-179717.0,,140270646.0,,,-152886199.0,231395711.0,6308302.0,,,,,,,,7954221224.0,,,,7509464056.0,,,,,,,,5534576.0,,,210986307.0,,0.0,0.0,,417170518.0,317715.0,,,868072000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-31,118915497.0,,436492969.0,-1054.0,135931673.0,1534820129.0,2774444562.0,165309632.0,,297238105.0,766509125.0,,-180399.0,165309632.0,,348931322.0,92058234.0,-194767775.0,,,5307797236.0,25908867.0,,441444245.0,,,,326051476.0,205477888.0,,,388478742.0,107491442.0,6169698280.0,,-28351092.0,,,-305971094.0,23078091.0,-68131659.0,,4579804832.0,,,,473115308.0,312269.0,861901044.0,590243697.0,,6169698280.0,715470450.0,0.89,165309632.0,-12305095.0,2771315540.0,,0.0,1208567359.0,155499525.0,590243697.0,2771315540.0,431643047.0,,388478742.0,-1054.0,286406793.0,155499525.0,,15970039.0,389418974.0,388478742.0,,1994040511.0,,25907797.0,5307797236.0,326051476.0,,-68131659.0,,88110560.0,837114.0,-6619386.0,8163738791.0,142870556.0,,473115308.0,135931673.0,1994040511.0,135931673.0,,-2156904737.0,,,165309632.0,165309632.0,1327914337.0,118915497.0,0.0,60601329.0,9996144.0,120573588.0,,2422900095.0,4776077646.0,1239624433.0,,7573495094.0,861901044.0,4776077646.0,9882899.0,2422900095.0,,1000012660.0,297238105.0,60387185.0,,,60601329.0,,,,-146528403.0,286406793.0,19111080.0,1239624433.0,1327914337.0,1208567359.0,-682.0,,145672940.0,,165309632.0,-188133114.0,295624556.0,4303197.0,245042726.0,,530987446.0,,,,,8163738791.0,,,,7573495094.0,,88110560.0,,,,,4579804832.0,120659.0,-2156904737.0,142870556.0,-45676675.0,,210986307.0,0.0,,441444245.0,312269.0,165309632.0,,,,-114904526.0,,,-651081338.0,4303197.0,-719777403.0,0.9,,,,,,,,,,,,,,,,,,,
2007-11-30,,,,,112222890.0,,,,,,,,,0.0,,,,-142540302.0,-71222589.0,,,4004205.0,,,128007410.0,,,333888054.0,205880644.0,,,,115830580.0,6043219185.0,0.25956,,56581556.0,,,-186242.0,-25377991.0,,4630683889.0,,,,,,625602283.0,439585461.0,,,743827976.0,,,,,,,1332480224.0,,,2713284270.0,,,,-1.0,,177692000.0,,,410919195.0,,,,,,5417616902.0,332908781.0,,,,88110544.0,23618704.0,27731051.0,,,,,112222890.0,2000009012.0,112222890.0,,-2156904976.0,,,,,1371852408.0,122356063.0,,55136678.0,56581556.0,127028137.0,,2473778913.0,,,,,,4776077901.0,,,0.25956,,20172224.0,59715630.0,,,,431577300.0,,,-308901572.0,265675378.0,14510864.0,,,,1001.0,,168721338.0,,,-170324422.0,286155002.0,10961249.0,,,,,,,,8043228197.0,,,,7603642736.0,,,,,,,,53069.0,,,-165309903.0,,165309903.0,0.0,,472112747.0,-54989486.0,,,432047112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-29,,,,,298847704.0,,,,,,,,,0.0,,,,-155806960.0,-77731300.0,,,-1754671.0,,,126452328.0,,,350594829.0,224142169.0,,,,210279931.0,5884846131.0,0.68734,,-136401633.0,,,-3539055.0,-54089077.0,,4654511848.0,,,,,,645075214.0,445660210.0,,,763181595.0,,,,,,,1358620587.0,,,2645111592.0,,,,0.0,,173298594.0,,,413470652.0,,,,,,5239770917.0,349710943.0,,,,88111297.0,-3300560.0,-65640795.0,,,,,298847704.0,2200477829.0,298847704.0,,-2156904926.0,,,,,1236038738.0,122283945.0,,63294661.0,-136401534.0,125568774.0,,2497606922.0,,,,,,4776078065.0,,,0.68734,,38123095.0,57510569.0,,,,431844000.0,,,-144940725.0,277867466.0,6275686.0,,,,-4271967.0,,162465834.0,,,-90473926.0,300753857.0,9241962.0,,,,,,,,8085323960.0,,,,7639663750.0,,,,,,,,307761.0,,,-293.0,,0.0,0.0,,475426212.0,172402910.0,,,434201000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-31,,,,,128112813.0,,,,,,,,,0.0,,,,-216851703.0,-77568196.0,,,-2248539.0,,,,,,356970752.0,231241544.0,,,,27793189.0,5857598488.0,0.29966,,,,,-2763959.0,222947672.0,,4740951055.0,,,,,,643762435.0,378914644.0,,,792148826.0,,,,,,,1364051931.0,,,2634181257.0,,,,-994.0,,176382809.0,,,436060485.0,,,,,,5213836053.0,356088341.0,,,,88110824.0,163152.0,63542455.0,,,,,128112813.0,2248603263.0,128112813.0,,-2156905094.0,,,,,1215602865.0,126270394.0,,57235376.0,45611819.0,124846797.0,,2584045961.0,,,,,,4776078392.0,,,0.29966,,39691604.0,56797652.0,,,,428294637.0,,,-91373580.0,279051930.0,4756625.0,,,,-2810.0,,173795265.0,,,-280428274.0,308221463.0,6632510.0,,,,,,,,8106201751.0,,,-252.0,7727287107.0,,,,,,,,34116.0,,,-190.0,,0.0,0.0,,471167927.0,-65521289.0,,,428294637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
