,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyChangeInInventory,annualDilutedEPS,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualCapitalExpenditure,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,annualStockBasedCompensation,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,annualInventory,quarterlyTaxProvision,quarterlyEbitda,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyTotalRevenue,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualNetIncome,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,annualPretaxIncome,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingOperatingIncome,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
599529600,,-78500000.0,-47600000.0,109700000.0,607700000.0,,,654900000.0,594702649.0,,-0.08004,182500000.0,,,120500000.0,,,101600000.0,,,,,,-98900000.0,,,10800000.0,2128800000.0,104000000.0,,,,104000000.0,205700000.0,,,,,119600000.0,594702649.0,1247200000.0,,,456800000.0,642900000.0,,,,-262100000.0,,,,,-150900000.0,-47600000.0,,,,171400000.0,449900000.0,,,11900000.0,213100000.0,,241900000.0,-150900000.0,,607700000.0,278500000.0,,,,,-23400000.0,,,,-262100000.0,109700000.0,,,12800000.0,,,,,122400000.0,,,,,2165000000.0,,121600000.0,,52500000.0,2128800000.0,-23400000.0,,,,-379600000.0,,1336000000.0,,,654900000.0,-949800000.0,,-8000000.0,,,,-47600000.0,,2370700000.0,-44400000.0,,3800000.0,2200000.0,,-1428300000.0,,,65400000.0,-28700000.0,,,,-100000.0,,205700000.0,119600000.0,,1336000000.0,0.0,111500000.0,2043400000.0,,3200000.0,2370700000.0,,,,,,,,,121600000.0,11900000.0,104000000.0,-0.08004,52500000.0,,,,,,,,,,,,,104000000.0,,,2165000000.0,2043400000.0,,456800000.0,1672000000.0,1672000000.0,102700000.0,176900000.0,241900000.0,,,,,,,,,,,,,,,,,,
607305600,0.0,,,,,,,,,,,,,,,,,,77700000.0,59000000.0,,,,,,,,,106500000.0,,,,106500000.0,162600000.0,104000000.0,-0.070035,61900000.0,,182500000.0,,,,,455700000.0,,,,-5800000.0,49900000.0,,,100000.0,,-167900000.0,,,,,,,,,,,,309300000.0,,-47000000.0,623600000.0,,,,,,-66500000.0,6600000.0,,,18700000.0,48100000.0,616834440.0,82700000.0,,,-11800000.0,,,128700000.0,,-4100000.0,-6100000.0,,,,121600000.0,,,2114500000.0,,,,,,-0.070035,1428700000.0,,,662500000.0,,,,2500000.0,-5200000.0,,,,2423800000.0,,51000000.0,,,,,-41200000.0,31200000.0,,-41200000.0,,,,,27800000.0,,,,,,,2139600000.0,,,,,0.0,-30100000.0,,616834440.0,,,-75100000.0,,11600000.0,,,48400000.0,,35800000.0,-6400000.0,,,,,-2000000.0,-43200000.0,-86900000.0,,,,,,2261200000.0,,,,1658800000.0,,,,,,,,,,,,,,,,,,,,,,
615168000,0.0,,,,,,,,,,,,,,,,,,90200000.0,67400000.0,,,,,,,,,155900000.0,,,,155900000.0,237600000.0,0.0,-0.05336,67400000.0,,126700000.0,,,,,456100000.0,,,,2600000.0,54100000.0,,,1500000.0,,-183400000.0,,,,,,,,,,,,303400000.0,,-28000000.0,639500000.0,,,,,,-100300000.0,20200000.0,,,22800000.0,49400000.0,633433283.0,-8600000.0,,,-28400000.0,,,135000000.0,,12100000.0,2000000.0,,,,126200000.0,,,2091600000.0,,,,,,-0.05336,1310500000.0,,,669900000.0,,,,49400000.0,-8200000.0,,,,2395000000.0,,44800000.0,,,,,-30600000.0,31200000.0,,-30600000.0,,,,,36100000.0,,,,,,,2031200000.0,,,,,0.0,-13000000.0,,633433283.0,,,47700000.0,,9400000.0,,,50800000.0,,37700000.0,7600000.0,,,,,-3200000.0,-33800000.0,37800000.0,,,,,,2157400000.0,,,,1635500000.0,,,,,,,,,,,,,,,,,,,,,,
623116800,0.0,,,,,,,,,,,,,,,,,,90200000.0,68100000.0,51300000.0,,,,,,,,125800000.0,,,,125800000.0,211600000.0,0.0,-0.02668,72100000.0,,85900000.0,,,,,536300000.0,,,,8400000.0,55700000.0,,,400000.0,,-198900000.0,,,,,,,,,,,,236200000.0,,-18100000.0,735200000.0,,,,,,-129800000.0,31700000.0,,,22100000.0,59400000.0,1105697151.0,92400000.0,,,-184200000.0,,,141100000.0,,17400000.0,8600000.0,,,,140500000.0,,,2269500000.0,,,,,,-0.02668,1412500000.0,,,677100000.0,,,,-30100000.0,-152500000.0,,,,2505700000.0,,50900000.0,,,,,-26500000.0,33600000.0,,-26500000.0,,,,,34500000.0,,,,,,,2153600000.0,,,,,0.0,-2400000.0,,1105697151.0,,,-21200000.0,,9000000.0,,,64000000.0,,37300000.0,-8400000.0,,,,,-3000000.0,-29500000.0,-154100000.0,,,,,,2294100000.0,,,,1733200000.0,,,,,,,,,,,,,,,,,,,,,,
631065600,100000.0,39500000.0,-157000000.0,52900000.0,758100000.0,,,734900000.0,1001626846.0,,-0.156745,104000000.0,,,151400000.0,,,130500000.0,96300000.0,70300000.0,-55800000.0,,,-207900000.0,,,-85400000.0,2268700000.0,143600000.0,,,,143600000.0,168000000.0,0.0,,93200000.0,,145600000.0,1001626846.0,222600000.0,,,542900000.0,-100000.0,,,-3300000.0,63900000.0,,,-100000.0,,-215200000.0,-148800000.0,,,,208000000.0,562300000.0,,,11100000.0,264400000.0,,314000000.0,-215200000.0,-53900000.0,758100000.0,354300000.0,,,,3500000.0,-183700000.0,34100000.0,,,26000000.0,52900000.0,,56100000.0,39700000.0,,16500000.0,,,157500000.0,,14300000.0,-1000000.0,,2414700000.0,,157200000.0,,,2268700000.0,-183700000.0,,,,100000.0,,1522600000.0,,,734900000.0,-81900000.0,,-11600000.0,17700000.0,50600000.0,,-148800000.0,,2582700000.0,-146900000.0,61200000.0,-115300000.0,1900000.0,,-275700000.0,-50600000.0,37900000.0,89900000.0,-50600000.0,93200000.0,,,200000.0,32400000.0,168000000.0,145600000.0,,1522600000.0,0.0,133900000.0,2257500000.0,,1900000.0,2582700000.0,,0.0,-40100000.0,,,,,-33300000.0,157200000.0,11100000.0,143600000.0,-0.156745,,,40500000.0,7100000.0,,,,14000000.0,-3400000.0,-50600000.0,-72500000.0,,,143600000.0,,,2414700000.0,2257500000.0,,542900000.0,1725800000.0,1725800000.0,92600000.0,223800000.0,314000000.0,,,,,,,,,,,,,,,,,,
638841600,0.0,,,,,,,,,,,,,,,,,,97100000.0,73900000.0,8300000.0,,,,,,,,104500000.0,,,,104500000.0,118900000.0,143700000.0,-0.04669,83700000.0,,150400000.0,,,,,540800000.0,,,,-3200000.0,63900000.0,,,200000.0,,-231300000.0,,,,,,,,,,,,282000000.0,,-49100000.0,772100000.0,,,,,,-233100000.0,15900000.0,-100000.0,,23200000.0,58600000.0,1055900621.0,-40800000.0,,,-17700000.0,,,155300000.0,,-4000000.0,-3600000.0,,,,150800000.0,,,2221300000.0,,,,,,-0.04669,1493600000.0,,,694200000.0,,,,-39000000.0,-1800000.0,,,,2503300000.0,,58200000.0,,,,,-45900000.0,40700000.0,,-45900000.0,,,,,33200000.0,,,,,,,2233600000.0,,,,,0.0,-34000000.0,,1055900621.0,,,-4800000.0,,8500000.0,,,45800000.0,,38000000.0,-3300000.0,,,,,-3400000.0,-49300000.0,-14200000.0,,,,,,2384400000.0,,,,1680500000.0,,,,,,,,,,,,,,,,,,,,,,
646704000,0.0,,,,,,,,,,,,,,,,,,105200000.0,75600000.0,7400000.0,,,,,,,,129500000.0,,,,129500000.0,73800000.0,0.0,-0.043355,87300000.0,,139800000.0,,,,,510700000.0,,,,-300000.0,69300000.0,,,100000.0,,-247400000.0,,,,,,,,,,,,296300000.0,,-42100000.0,758100000.0,,,,,,-278300000.0,17300000.0,0.0,,29600000.0,45500000.0,1042555645.0,26600000.0,,,-31100000.0,,,163700000.0,,-9000000.0,-1600000.0,,,,162100000.0,,,2189400000.0,,,,,,-0.043355,1502800000.0,,,702800000.0,,,,24900000.0,-13800000.0,,,,2485700000.0,,58500000.0,,,,,-41800000.0,39700000.0,,-41800000.0,,,,,35900000.0,,,,,,,2249800000.0,,,,,0.0,-34300000.0,,1042555645.0,,,,,29300000.0,,,44200000.0,,36700000.0,2600000.0,,,,,-3400000.0,-45200000.0,-18900000.0,,,,,,2411900000.0,,,,1678700000.0,,,,,,,,,,,,,,,,,,,,,,
654652800,0.0,,,,,,,,,,,,,,,,,,104400000.0,75200000.0,27800000.0,,,,,,,,113000000.0,,,,113000000.0,25300000.0,0.0,-0.04669,90900000.0,,104900000.0,,,,,516900000.0,,,,-1700000.0,68300000.0,,,0.0,,-265300000.0,,,,,,,,,,,,249700000.0,,-46800000.0,782200000.0,,,,,,-326800000.0,28400000.0,0.0,,29200000.0,53100000.0,1038766331.0,-4600000.0,,,-27400000.0,,,165800000.0,,5100000.0,-1800000.0,,,,176500000.0,,,2206500000.0,,,,,,-0.04669,1500400000.0,,,711600000.0,,,,-16400000.0,1000000.0,,,,2456200000.0,,61400000.0,,,,,-45100000.0,39100000.0,,-45100000.0,,,,,36200000.0,,,,,,,2254400000.0,,,,,0.0,-36800000.0,,1038766331.0,,,,,32500000.0,,,42400000.0,,38800000.0,700000.0,,,,,-3400000.0,-48500000.0,-40200000.0,,,,,,2430900000.0,,,,1689600000.0,,,,,,,,,,,,,,,,,,,,,,
662601600,0.0,-54900000.0,-188600000.0,53300000.0,790500000.0,,,721400000.0,1067013663.0,,-0.176755,143600000.0,,,238400000.0,,,141900000.0,106400000.0,78300000.0,-29300000.0,,,-113200000.0,,,-52500000.0,2205100000.0,88600000.0,,,,88600000.0,-21700000.0,0.0,,95700000.0,,135400000.0,1067013663.0,10700000.0,,,519200000.0,1800000.0,,,500000.0,69800000.0,,,2000000.0,,-271300000.0,-178400000.0,,,,243900000.0,657000000.0,,,37900000.0,303100000.0,,251500000.0,-271300000.0,-45000000.0,790500000.0,413100000.0,,,,-8100000.0,-375700000.0,36000000.0,0.0,,28100000.0,53300000.0,,29500000.0,-900000.0,,-37000000.0,,,172200000.0,,7000000.0,-1100000.0,,2478300000.0,,186900000.0,,43100000.0,2205100000.0,-375700000.0,,,,0.0,,1526900000.0,,,721400000.0,-64300000.0,,-13600000.0,-24400000.0,-1000000.0,,-178400000.0,,2456600000.0,-183100000.0,65800000.0,-15600000.0,2300000.0,,-163300000.0,-45500000.0,41700000.0,110000000.0,-45500000.0,95700000.0,,,-100000.0,36600000.0,-21700000.0,135400000.0,,1526900000.0,0.0,161200000.0,2291400000.0,,-4700000.0,2456600000.0,,0.0,52600000.0,,,,,-23700000.0,186900000.0,37900000.0,88600000.0,-0.176755,43100000.0,,124900000.0,1800000.0,,,,14200000.0,-3400000.0,-45500000.0,-90000000.0,,,88600000.0,,,2478300000.0,2291400000.0,,519200000.0,1685900000.0,1685900000.0,97600000.0,271200000.0,251500000.0,,,,,,,,,,,,,,,,,,
670377600,-3400000.0,,,,,,,,,,,,,,,,,,110600000.0,79400000.0,,,,,,,,,251200000.0,,,,251200000.0,-39000000.0,88600000.0,-0.043355,105000000.0,,212700000.0,,,,,515700000.0,,,,1100000.0,73600000.0,,,29000000.0,,-290000000.0,,,,,,,,,,,,488700000.0,,-41200000.0,805700000.0,,,,,,-422100000.0,57900000.0,31100000.0,,31200000.0,68100000.0,975666013.0,237700000.0,,,-30400000.0,,,174700000.0,,25200000.0,1500000.0,,,,190500000.0,,,2205700000.0,,,,,,-0.043355,1766800000.0,,,731400000.0,,,,162600000.0,27500000.0,,,,2694400000.0,,64100000.0,,,,,-42300000.0,42400000.0,,-42300000.0,,,,,37000000.0,,,,,,,2542900000.0,,,,,0.0,-33000000.0,,975666013.0,,,-99200000.0,,17400000.0,,,44700000.0,,38600000.0,-3800000.0,,,,,-4000000.0,-42300000.0,-133000000.0,,,,,,2733400000.0,,,,1690000000.0,,,,,,,,,,,,,,,,,,,,,,
678240000,-3100000.0,,,,,,,,,,,,,,,,,,117400000.0,77600000.0,,,,,,,,,95400000.0,,,,95400000.0,-58200000.0,0.0,-0.03335,98700000.0,,256100000.0,,,,,517700000.0,,,,5200000.0,80000000.0,,,18000000.0,,-306500000.0,,,,,,,,,,,,384000000.0,,-27900000.0,824200000.0,,,,,,-459300000.0,8000000.0,29400000.0,,39800000.0,52900000.0,992503748.0,-80200000.0,,,-22200000.0,,,183500000.0,,-31800000.0,3300000.0,,,,175600000.0,,,2191800000.0,,,,,,-0.03335,1666700000.0,,,741500000.0,,,,-155800000.0,-14200000.0,,,,2575800000.0,,66100000.0,,,,,-33100000.0,40200000.0,,-33100000.0,,,,,37400000.0,,,,,,,2458400000.0,,,,,0.0,-26800000.0,,992503748.0,,,-58300000.0,,24000000.0,,,50200000.0,,40400000.0,2500000.0,,,,,-4200000.0,-33100000.0,-83600000.0,,,,,,2634000000.0,,,,1674100000.0,,,,,,,,,,,,,,,,,,,,,,
686188800,400000.0,,,,,,,,,,,,,,,,,,115500000.0,79400000.0,,,,,,,,,70900000.0,,,,70900000.0,56600000.0,0.0,-0.04002,95900000.0,,266100000.0,,,,,512800000.0,,,,2200000.0,76700000.0,,,200000.0,,-326200000.0,,,,,,,,,,,,527800000.0,,-38100000.0,839000000.0,,,,,,-4100000.0,57300000.0,37300000.0,,36100000.0,66100000.0,1006996502.0,-32900000.0,,,-17100000.0,,,178900000.0,,18400000.0,1400000.0,,,,207300000.0,,,2159000000.0,,,,,,-0.04002,1618400000.0,,,751700000.0,,,,-24500000.0,40200000.0,,,,2686800000.0,,63400000.0,,,,,-40300000.0,40500000.0,,-40300000.0,,,,,38800000.0,,,,,,,2422900000.0,,,,,0.0,-34500000.0,,1006996502.0,,,-32200000.0,,45300000.0,,,52800000.0,,39300000.0,1300000.0,,,,,-4500000.0,-40300000.0,-48900000.0,,,,,,2630200000.0,,,,1646200000.0,,,,,,,,,,,,,,,,,,,,,,
694137600,-89800000.0,37000000.0,-155600000.0,51300000.0,845400000.0,,,763000000.0,1060378901.0,,-0.14674,88600000.0,,,246800000.0,341800000.0,,159600000.0,125400000.0,87700000.0,,,,-85000000.0,,,-38000000.0,2148100000.0,125700000.0,,,,125700000.0,19500000.0,0.0,,118300000.0,,489700000.0,1060378901.0,394200000.0,,,504800000.0,-10100000.0,,,4400000.0,78900000.0,,,167300000.0,,-340600000.0,-155600000.0,,,,252100000.0,721000000.0,,,94700000.0,323900000.0,,645500000.0,-340600000.0,-35500000.0,845400000.0,468900000.0,,,,13800000.0,-548600000.0,53000000.0,39800000.0,,37700000.0,51300000.0,,269600000.0,16100000.0,,-15300000.0,,,183900000.0,,4300000.0,7600000.0,,2774100000.0,,264300000.0,,56900000.0,2148100000.0,-548600000.0,,,,-95900000.0,,1689900000.0,,,763000000.0,-352500000.0,,-17300000.0,54700000.0,37700000.0,,-155600000.0,,2793600000.0,-142800000.0,58500000.0,91200000.0,214500000.0,,-533400000.0,-39900000.0,41200000.0,145000000.0,-39900000.0,118300000.0,,,137600000.0,46500000.0,19500000.0,489700000.0,,1689900000.0,0.0,164300000.0,2509800000.0,,12800000.0,2793600000.0,,0.0,56300000.0,,,,,-162800000.0,264300000.0,94700000.0,125700000.0,-0.14674,56900000.0,,128500000.0,-10100000.0,,,,,-4600000.0,-39900000.0,-267900000.0,,,125700000.0,341800000.0,,2774100000.0,2509800000.0,,504800000.0,1301500000.0,1301500000.0,176200000.0,309300000.0,645500000.0,,,,,,,,,,,,,,,,,,
702000000,-563600000.0,,,,,,,,,,,,,,,,,,131000000.0,88900000.0,231200000.0,,,,,,,,111600000.0,,,,111600000.0,76200000.0,125700000.0,-0.03335,137200000.0,,262300000.0,,,,,572200000.0,,,,4900000.0,85800000.0,,,102600000.0,,-382600000.0,,,,,,,,,,,,412100000.0,,-31800000.0,954800000.0,,,,,,-590000000.0,65800000.0,19900000.0,,42100000.0,64700000.0,1100449775.0,301900000.0,,,-20100000.0,,,196500000.0,,16600000.0,3300000.0,,,,294800000.0,,,3120400000.0,,,,,,-0.03335,2330900000.0,,,775000000.0,,,,-14100000.0,45700000.0,,,,3532500000.0,,65500000.0,,,,,-36700000.0,43700000.0,,-36700000.0,,,,,45200000.0,,,,,,,3161500000.0,,,,,0.0,-6100000.0,,1100449775.0,,,-29200000.0,,92900000.0,,,55600000.0,,67000000.0,-427300000.0,,,,,-4700000.0,-36700000.0,-381700000.0,,,,,,3456300000.0,,,,2548200000.0,,,,,,,,,,,,,,,,,,,,,,
709862400,566900000.0,,,,,,,,,,,,,,,,,,154300000.0,107800000.0,52400000.0,,,,,,,,104700000.0,,,,104700000.0,42200000.0,0.0,-0.03335,145500000.0,,206200000.0,,,,,574000000.0,,,,6000000.0,98600000.0,,,2900000.0,,-403400000.0,,,,,,,,,,,,357800000.0,,-34300000.0,977400000.0,,,,,,-635000000.0,48000000.0,59800000.0,,46500000.0,54200000.0,1208395802.0,-49800000.0,,,-1018600000.0,,,221300000.0,,-7200000.0,2600000.0,,,,301900000.0,,,3119600000.0,,,,,,-0.03335,2287300000.0,,,787000000.0,,,,-6900000.0,-970600000.0,,,,3477400000.0,,67000000.0,,,,,-40300000.0,52100000.0,,-40300000.0,,,,,55700000.0,,,,,,,3133300000.0,,,,,0.0,-26300000.0,,1208395802.0,,,-30900000.0,,102200000.0,,,59000000.0,,54200000.0,700000.0,,,,,-4800000.0,-40300000.0,-5200000.0,,,,,,3435200000.0,,,,2545600000.0,,,,,,,,,,,,,,,,,,,,,,
717811200,-568400000.0,,,,,,,,,,,,,,,,,,154400000.0,110600000.0,-48200000.0,,,,,,,,158000000.0,,,,158000000.0,-21200000.0,0.0,-0.043355,141700000.0,,271500000.0,,,,,576700000.0,,,,2300000.0,98500000.0,,,-100000.0,,-426300000.0,,,,,,,,,,,,473500000.0,,-50000000.0,1003000000.0,,,,,,-692300000.0,41500000.0,-6100000.0,,43800000.0,64400000.0,1206319917.0,154900000.0,,,964000000.0,,,221200000.0,,-7700000.0,-900000.0,,,,302900000.0,,,3153300000.0,,,,,,-0.043355,2487100000.0,,,798900000.0,,,,53300000.0,1005500000.0,,,,3626800000.0,,66800000.0,,,,,-52300000.0,54700000.0,,-52300000.0,,,,,55900000.0,,,,,,,3345100000.0,,,,,0.0,-7100000.0,,1206319917.0,,,-65500000.0,,96800000.0,,,59100000.0,,86400000.0,426000000.0,,,,,-4900000.0,-52300000.0,-143100000.0,,,,,,3648000000.0,,,,2576600000.0,,,,,,,,,,,,,,,,,,,,,,
725760000,-1555500000.0,87800000.0,-270200000.0,70000000.0,1522500000.0,,,-100000.0,1209246123.0,,-0.223445,125700000.0,,,312300000.0,,,227700000.0,185000000.0,152400000.0,100200000.0,,,-109400000.0,,,-55000000.0,3843300000.0,213400000.0,,,,213400000.0,-181600000.0,0.0,,234500000.0,,157400000.0,1209246123.0,1729900000.0,,,957100000.0,16000000.0,,,800000.0,114100000.0,,,2000000.0,,-565400000.0,-217900000.0,,,,275500000.0,900300000.0,,,87200000.0,459700000.0,,428600000.0,-565400000.0,-87800000.0,1522500000.0,624800000.0,,,,2400000.0,-838000000.0,97000000.0,-29200000.0,,32600000.0,70000000.0,,1322900000.0,33500000.0,,-34700000.0,,,261200000.0,,31800000.0,-2600000.0,,4453500000.0,,391700000.0,,88400000.0,3843300000.0,-838000000.0,,,,-2120600000.0,,3973500000.0,,,-100000.0,,,-19200000.0,55500000.0,62300000.0,,-270200000.0,,4271900000.0,-203900000.0,76200000.0,142900000.0,107400000.0,,-1894400000.0,-140900000.0,81500000.0,165100000.0,-88600000.0,234500000.0,,,44400000.0,70900000.0,-181600000.0,157400000.0,,3973500000.0,0.0,232000000.0,4061800000.0,,14000000.0,4271900000.0,,0.0,-37500000.0,,,,,,391700000.0,87200000.0,213400000.0,-0.223445,88400000.0,,82600000.0,16600000.0,,,,335600000.0,-4800000.0,-140900000.0,-1364400000.0,,,213400000.0,,,4453500000.0,4061800000.0,,957100000.0,2886200000.0,2886200000.0,252300000.0,397100000.0,428600000.0,,,,,,,,,,,,,,,,,,
733536000,-35900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,220100000.0,,,,220100000.0,-818900000.0,213400000.0,-0.61364,214800000.0,,340900000.0,,,,,1027800000.0,,,,,433600000.0,,,3100000.0,,-595400000.0,,,,,,,,,,,,612400000.0,,,1623200000.0,,,,,,-1609800000.0,87100000.0,,,345900000.0,77800000.0,25585034.0,161700000.0,,,-25300000.0,,,345900000.0,,9000000.0,-7600000.0,,,,393500000.0,,,3994700000.0,,,,,,-0.61364,4015200000.0,,,100000.0,,,,6600000.0,61800000.0,,,,4607100000.0,,,,,,,-15700000.0,87700000.0,,-17700000.0,,,,,,,,,,,,5032500000.0,,,,,0.0,,,25585034.0,,,-180900000.0,,100900000.0,,,1017200000.0,,,-5400000.0,,,,,-5300000.0,-15700000.0,-242100000.0,,,,,,5426000000.0,,,,2966900000.0,,,,,,,,,,,,,,,,,,,,,,
741398400,-66900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,166100000.0,,,,166100000.0,-836600000.0,0.0,-0.010005,227100000.0,,204500000.0,,,,,1015200000.0,,,,,434400000.0,,,0.0,,-626100000.0,,,,,,,,,,,,429500000.0,,,1641300000.0,,,,,,-1632000000.0,76600000.0,,,345900000.0,74900000.0,1569215392.0,-164500000.0,,,-34600000.0,,,345900000.0,,-11900000.0,-4600000.0,,,,383100000.0,,,4014000000.0,,,,,,-0.010005,3883400000.0,,,0.0,,,,-53900000.0,42000000.0,,,,4443500000.0,,,,,,,-15700000.0,88500000.0,,-17700000.0,,,,,,,,,,,,4897000000.0,,,,,0.0,,,1569215392.0,,,135400000.0,,81100000.0,,,1013600000.0,,,1100000.0,,,,,-5000000.0,-15700000.0,33900000.0,,,,,,5280100000.0,,,,2998800000.0,,,,,,,,,,,,,,,,,,,,,,
749347200,-131300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,152100000.0,,,,152100000.0,-853000000.0,0.0,-0.01334,235200000.0,,327400000.0,,,,,1008600000.0,,,,,430400000.0,,,1600000.0,,-663700000.0,,,,,,,,,,,,553700000.0,,,1672300000.0,,,,,,-1672800000.0,75300000.0,-200000.0,,345900000.0,70200000.0,1176911544.0,202600000.0,,,-39900000.0,,,345900000.0,,-14000000.0,18800000.0,,,,396800000.0,,,4129800000.0,,,,,,-0.01334,4074500000.0,,,0.0,,,,-14100000.0,35400000.0,,,,4683500000.0,,,,,,,-15700000.0,84500000.0,,-17700000.0,,,,,,,,,,,,5139700000.0,,,,,0.0,,,1176911544.0,,,-120800000.0,,91400000.0,,,1065200000.0,,,-3300000.0,,,,,-5200000.0,-15700000.0,-292000000.0,,,,,,5536500000.0,,,,3121200000.0,,,,,,,,,,,,,,,,,,,,,,
