,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualNetIncome,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyAccountsReceivable,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualSaleOfInvestment,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualOtherNonCashItems,annualInvestingCashFlow,annualBasicEPS,annualRetainedEarnings,trailingSaleOfInvestment,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalAssets,trailingTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingOperatingCashFlow,annualAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,annualNetPPE,quarterlyInventory,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyOtherIntangibleAssets,trailingOperatingIncome,annualCommonStockIssuance,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualEbitda,annualNetOtherInvestingChanges,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,trailingBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualGrossPPE,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingInterestExpense,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualInventory,annualTotalRevenue,annualOtherCurrentAssets,annualCapitalStock,annualCostOfRevenue,trailingGrossProfit,annualTotalNonCurrentAssets,annualGrossProfit,trailingTaxProvision,annualFreeCashFlow,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyRetainedEarnings,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,trailingOperatingExpense,quarterlyGrossPPE,quarterlyNetPPE,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,annualGoodwill,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,152939000.0,0.0,375000000.0,0.0,0.0,0.0,128613000.0,62184000.0,,0.0,,62184000.0,0.3428,104884000.0,1012857000.0,,242200000.0,11350000.0,361717000.0,10993000.0,-21900000.0,0.3428,233637000.0,,154941000.0,1999000.0,1012857000.0,,47368000.0,48081000.0,,296108000.0,8580000.0,47368000.0,759307000.0,14317000.0,563718000.0,,11350000.0,,,,1000.0,375000000.0,,3567000.0,,0.0,47368000.0,770657000.0,3567000.0,165937000.0,-20946000.0,,47368000.0,,10999000.0,907973000.0,14245000.0,12758000.0,,23754000.0,24483000.0,128613000.0,-9437000.0,,,296108000.0,242200000.0,,-712903000.0,1000.0,,-1287000.0,33046000.0,0.0,,47368000.0,24326000.0,361717000.0,-9437000.0,,563718000.0,762970000.0,12758000.0,1000.0,583546000.0,,104884000.0,179424000.0,,46794000.0,,0.0,,,233637000.0,128613000.0,24483000.0,,-94159000.0,,,,23754000.0,14317000.0,,770657000.0,-238896000.0,8580000.0,759307000.0,907973000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,0.0,,,0.0,,,,,0.0,,422497000.0,,118871000.0,1657867000.0,,,10602000.0,289195000.0,,,,,,,,,,918097000.0,,,,8444000.0,918097000.0,,,70848000.0,,,,,,,,,524000.0,,,,498216000.0,,,,,,,,,,71700000.0,,,,,,,,130104000.0,1159651000.0,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,199571000.0,,,,,,,,,33847000.0,,,,,487614000.0,1538996000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,230740000.0,0.0,439383500.0,-100000000.0,0.0,0.0,205353000.0,540229000.0,,0.0,,540229000.0,0.4672,135389000.0,3152184000.0,,1089070000.0,10052000.0,1646071000.0,5225000.0,-1418914000.0,0.4672,128990000.0,,240477000.0,2536000.0,3152184000.0,,134039000.0,-620464000.0,,316874000.0,8580000.0,134039000.0,2053090000.0,39809000.0,813563000.0,,10052000.0,,,,990000000.0,439383500.0,,7180000.0,,0.0,134039000.0,2063142000.0,7180000.0,245294000.0,-1435482000.0,,134039000.0,,12018000.0,3016795000.0,47368000.0,1417950000.0,,50990000.0,62035000.0,205353000.0,-11181000.0,,,316874000.0,1089070000.0,,-491723000.0,20000000.0,,-25473000.0,86671000.0,0.0,,134039000.0,25416000.0,1646071000.0,-11181000.0,,813563000.0,1219651000.0,1417950000.0,20000000.0,917191000.0,,135389000.0,302460000.0,,-645937000.0,,1000.0,,,128990000.0,205324000.0,61983000.0,,-852598000.0,,,,50990000.0,39809000.0,,2063142000.0,-249845000.0,8580000.0,2053090000.0,3016795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,0.0,,,0.0,,,,,0.0,,1218703000.0,,232387000.0,3671677000.0,,,8580000.0,1798843000.0,,,,,,,,,,226631000.0,,,,8580000.0,226631000.0,,,468828000.0,,,,,,,,,7910000.0,,,,2177723000.0,,,,,,,,,,1442973000.0,,,,,,,,151132000.0,1493881000.0,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,467380000.0,,,,,,,,,70933000.0,,,,,2169143000.0,3439290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-396856000.0,0.0,500069900.0,-220000000.0,0.0,0.0,-438396000.0,263475000.0,,0.0,-27284000.0,263475000.0,-0.876,213833000.0,2333557000.0,,507390000.0,8970000.0,1564614000.0,94279000.0,370341000.0,-0.876,-529406000.0,,-175331000.0,4468000.0,2333557000.0,,75631000.0,-89294000.0,,176658000.0,8621000.0,75631000.0,1814321000.0,79450000.0,657436000.0,,8970000.0,,,,3849000.0,500069900.0,,900000.0,,0.0,75631000.0,1823291000.0,900000.0,-350188000.0,389593000.0,,75631000.0,,42200000.0,2119724000.0,134039000.0,954471000.0,,91586000.0,188566000.0,-438396000.0,-12136000.0,,,176658000.0,507390000.0,,-2133302000.0,20016000.0,,-41987000.0,-58408000.0,0.0,,75631000.0,41664000.0,1564614000.0,-12136000.0,,657436000.0,835531000.0,954471000.0,20016000.0,822296000.0,,213833000.0,13235000.0,,-131281000.0,,3028000.0,,,-529406000.0,-438520000.0,188566000.0,,-299362000.0,,,,91586000.0,79450000.0,,1823291000.0,24559000.0,8621000.0,1814321000.0,2119724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,0.0,,,,,0.0,,273530000.0,,179225000.0,1394670000.0,,,8145000.0,468273000.0,,,,,,,,,,110632000.0,,,,8145000.0,110632000.0,,,485065000.0,,,,,,,,,0.0,,,,629855000.0,,,,,,,,,,204157000.0,,,,,,,,109119000.0,761939000.0,,,60016000.0,,,,,,,,,,,,,,,,,,,,,,,,,-657896000.0,,,,,,,,,67249000.0,,,,,621710000.0,1215445000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-564487000.0,0.0,1409459200.0,0.0,0.0,0.0,-525710000.0,46306000.0,,0.0,0.0,46306000.0,-0.373,167664000.0,639222000.0,,619904000.0,8381000.0,0.0,22612000.0,184143000.0,-0.373,-1052206000.0,,-462227000.0,4938000.0,639222000.0,,244523000.0,144512000.0,,7310000.0,8131000.0,244523000.0,10940000.0,74034000.0,166394000.0,,8381000.0,,,,634953000.0,1409459200.0,,0.0,,0.0,244523000.0,19321000.0,0.0,-538113000.0,175565000.0,,244523000.0,,21436000.0,471558000.0,75630000.0,1405000.0,,85065000.0,64510000.0,-525710000.0,-11031000.0,,,7310000.0,619904000.0,,-839612000.0,68016000.0,,-280000.0,168893000.0,0.0,,244523000.0,-38625000.0,0.0,-11031000.0,,166394000.0,354385000.0,1405000.0,68016000.0,752281000.0,,167664000.0,-397896000.0,,144232000.0,3548000.0,0.0,,,-1052206000.0,-525862000.0,64331000.0,,332984000.0,,,,85065000.0,74034000.0,,19321000.0,394532000.0,8131000.0,10940000.0,471558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,0.0,,,0.0,,,,,0.0,,37066000.0,,182615000.0,660967000.0,,,8336000.0,,,,,,,,,,,200066000.0,,,,8131000.0,209426000.0,,,95968000.0,,,,,,,,,3009000.0,,,,16291000.0,,,,,,,,,,1123000.0,,,,,,,,5415000.0,639233000.0,,,68016000.0,,,,,,,,,,,,,,,,,,,,,,,,,-1032892000.0,,,9360000.0,,,,,,75976000.0,,,,,7955000.0,478352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,35920000.0,,1700405000.0,,,,35861000.0,27069000.0,,120000.0,-16054000.0,27069000.0,0.021,304989000.0,795734000.0,,665503000.0,8283000.0,15032000.0,-15352000.0,-248796000.0,0.021,-1014496000.0,,-25665000.0,3169000.0,795734000.0,,183453000.0,165410000.0,,36117000.0,8124000.0,191483000.0,114748000.0,158689000.0,63682000.0,97274000.0,8283000.0,,97274000.0,,0.0,1700405000.0,8030000.0,43300000.0,,,183453000.0,123031000.0,43300000.0,39165000.0,123000.0,,191483000.0,,76000.0,490745000.0,244523000.0,,,162008000.0,34959000.0,35861000.0,-3319000.0,,,36117000.0,665503000.0,,0.0,68016000.0,,-110854000.0,-61527000.0,120000.0,,183453000.0,59000.0,15032000.0,-3319000.0,,63682000.0,197062000.0,,68016000.0,188141000.0,,304989000.0,8921000.0,,54556000.0,2326000.0,6918000.0,,-34740000.0,-1014496000.0,35861000.0,34586000.0,8030000.0,181565000.0,,,,162008000.0,158689000.0,,123031000.0,96765000.0,8124000.0,114748000.0,490745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
