date,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,annualCapitalExpenditure,trailingDeferredIncomeTax,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyOperatingExpense,annualNetIncome,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualStockholdersEquity,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualSaleOfInvestment,annualBasicAverageShares,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingNetIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyNetPPE,trailingChangeInInventory,quarterlyResearchAndDevelopment,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualGoodwill,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1988-12-31,72400000.0,-809000000.0,,231800000.0,,,,394900000.0,,,,,,,,,,616000000.0,412200000.0,,,1357900000.0,,736000000.0,139700000.0,,,,,,,29900000.0,226200000.0,,,736000000.0,272500000.0,-61200000.0,352800000.0,,,-809000000.0,,,,,10500000.0,,,,699700000.0,69600000.0,139700000.0,,,412200000.0,,,0.0,,,352800000.0,,72400000.0,,,126600000.0,,50800000.0,13100000.0,587900000.0,126600000.0,0.0,,,,21100000.0,39700000.0,59000000.0,1111900000.0,,565000000.0,50800000.0,375900000.0,,,,,0.37,39700000.0,,,699700000.0,,,,,,,,,188108108.0,,,0.0,116300000.0,,10500000.0,-61200000.0,,,,232800000.0,,,0.37,,,,,,200400000.0,,,770000000.0,116300000.0,165000000.0,,,272500000.0,0.0,,165000000.0,205000000.0,13100000.0,,,,232800000.0,,200400000.0,,231800000.0,1111900000.0,375900000.0,,,,,,,,,231800000.0,,,,,0.0,,,,131400000.0,,,,,,,,,154000000.0,7200000.0,188108108.0,,,,226200000.0,,,231800000.0,,,,,,,,,,,,,,,,
1989-03-31,,288300000.0,,,178694000.0,,,288300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288300000.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,18700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,32100000.0,,,202222222.0,,,301400000.0,,,,,,,170700000.0,,,,367600000.0,,,,,,,,,,,,,,219600000.0,,,726300000.0,232300000.0,,384100000.0,,,45300000.0,,,,,,,,,721400000.0,,135300000.0,,,,,130700000.0,,,,,138600000.0,,,0.09,126500000.0,,,8800000.0,,,,,125400000.0,,18200000.0,,,,,,45000000.0,,,4600000.0,,,,28000000.0,,,,,,,,,,,,,3500000.0,,,149800000.0,18200000.0,10200000.0,-61200000.0,,,,153600000.0,,,,,202222222.0,,,,,31100000.0,12900000.0,,,158400000.0,,,,,,,,,,,,,,194100000.0,,,1089000000.0,362700000.0,,,,,,,,0.09,100800000.0,,,,,,18200000.0,,,,,,,,50700000.0,,,3500000.0,,,,,,,,,,100800000.0,,,,,,,,,,,,,,,,
1989-09-30,,58300000.0,,,208666667.0,,,403000000.0,-96700000.0,,-90900000.0,0.0,,,230900000.0,,,,555400000.0,,,,,,,,,,,,,,225800000.0,,-2300000.0,875000000.0,426100000.0,,412900000.0,,-1200000.0,75500000.0,,,,,,,,,765700000.0,,129300000.0,,,,,172100000.0,,,-75200000.0,,172600000.0,,-5400000.0,0.15,126400000.0,,,2900000.0,,,,,155400000.0,,31300000.0,,,,,,52500000.0,,,6800000.0,,-15700000.0,,130800000.0,108600000.0,,,,-700000.0,,,,,,,,2000000.0,,,157400000.0,31300000.0,13800000.0,-61200000.0,,,-30200000.0,240700000.0,,,,-49500000.0,208666667.0,,,,,53500000.0,22200000.0,,,164600000.0,,,,,10200000.0,,,,,-65200000.0,,,,267700000.0,,,1321100000.0,446100000.0,,,,,,,,0.15,70700000.0,,,,,,31300000.0,,,,,,17200000.0,,54600000.0,,,,,,,0.0,,,,,,70700000.0,,,,,,,,,,,,,,,,
1989-12-31,92200000.0,48700000.0,,278200000.0,,,,417000000.0,289600000.0,-900000.0,-8600000.0,0.0,,,237000000.0,-42300000.0,,637100000.0,444200000.0,,0.0,1409700000.0,,806900000.0,60100000.0,,,,,-5100000.0,,24300000.0,236900000.0,,-2300000.0,806900000.0,384100000.0,-67000000.0,434600000.0,,-2200000.0,65200000.0,,,,,14100000.0,38000000.0,,,802300000.0,92200000.0,60100000.0,,,444200000.0,,180000000.0,142700000.0,10900000.0,900000.0,434600000.0,188300000.0,92200000.0,17300000.0,,57600000.0,,61600000.0,2500000.0,602500000.0,57600000.0,231800000.0,-10400000.0,171800000.0,,24000000.0,90400000.0,64600000.0,1246500000.0,,577100000.0,61600000.0,439600000.0,-100000.0,8100000.0,,-9500000.0,0.46,90400000.0,-114600000.0,,802300000.0,,-100000.0,,60000000.0,,,-25900000.0,,200434783.0,-300000.0,,-116200000.0,142700000.0,24000000.0,14100000.0,-67000000.0,,,207500000.0,218900000.0,,,0.46,327900000.0,,,,,255600000.0,40200000.0,16200000.0,807200000.0,142700000.0,169900000.0,,,384100000.0,185000000.0,300000.0,169900000.0,230100000.0,2500000.0,,318400000.0,-73900000.0,218900000.0,,255600000.0,,278200000.0,1246500000.0,439600000.0,,46400000.0,,,,,,,278200000.0,,,,,0.0,24000000.0,-21200000.0,,156800000.0,,,16500000.0,,74800000.0,,,,170100000.0,11000000.0,200434783.0,0.0,74800000.0,,236900000.0,,,278200000.0,,,,,,,,,,,,,,,,
1990-03-31,,32200000.0,,,194000000.0,,,301100000.0,-30000000.0,,-8500000.0,0.0,,,180700000.0,,,,292800000.0,,-100000.0,,,,,,,,,,,,235400000.0,,-2300000.0,662700000.0,232900000.0,,451100000.0,-17700000.0,-700000.0,46700000.0,,,,,,,,,803000000.0,,59900000.0,,,,,120400000.0,,,-900000.0,,148500000.0,,-20700000.0,0.1,57600000.0,,,2300000.0,,,,,134000000.0,,19400000.0,,,,,,58700000.0,,,3600000.0,,-7600000.0,,14700000.0,-95500000.0,,,,-100000.0,,,,,,,,4400000.0,,,163600000.0,19400000.0,14100000.0,-67000000.0,,,-100100000.0,164500000.0,,,,3100000.0,194000000.0,,,,,32900000.0,13500000.0,,,168400000.0,,,,,500000.0,,,,,-4500000.0,,,,250600000.0,,,1095800000.0,433100000.0,,,,,,,,0.1,178000000.0,,,,,,19400000.0,,,,,,14500000.0,,53700000.0,,,,,,,278200000.0,,,,,,178000000.0,,,,,,,,,,,,,,,,
1990-06-30,,15700000.0,,,174000000.0,,,277300000.0,-164200000.0,,-17400000.0,0.0,,,159200000.0,,,,336200000.0,,200000.0,,,,,,,,,,,,236400000.0,,-2900000.0,713800000.0,276700000.0,,456900000.0,0.0,0.0,30700000.0,,,,,,,,,814700000.0,,59500000.0,,,,,118100000.0,,,-7600000.0,,143500000.0,,-27100000.0,0.05,57500000.0,,,2000000.0,,,,,128500000.0,,8700000.0,,,,,,59400000.0,,,2800000.0,,-9800000.0,,67700000.0,49400000.0,,,,0.0,,,,,,,,2200000.0,,,193200000.0,8700000.0,22100000.0,-67000000.0,,,-107100000.0,160500000.0,,,,-140200000.0,174000000.0,,,,,15200000.0,6500000.0,,,169400000.0,,,,,400000.0,,,,,-150000000.0,,,,245600000.0,,,1150900000.0,437100000.0,,,,,,,,0.05,70900000.0,,,,,,8700000.0,,,,,,15000000.0,,48500000.0,,,,,,,0.0,,,,,,70900000.0,,,,,,,,,,,,,,,,
1990-09-30,,60900000.0,,,194705882.0,,,448800000.0,-103100000.0,,-5900000.0,0.0,,,255200000.0,,,,488900000.0,,0.0,,,,,,,,,,,,234900000.0,,-2900000.0,908900000.0,429600000.0,,487200000.0,-6700000.0,-1300000.0,76400000.0,,,,,,,,,849200000.0,,59300000.0,,,,,193600000.0,,,1900000.0,,194300000.0,,10100000.0,0.17,57400000.0,,,1900000.0,,,,,178800000.0,,33100000.0,,,,,,56000000.0,,,4800000.0,,-7800000.0,,116400000.0,37100000.0,,,,500000.0,,,,,,,,500000.0,,,188000000.0,33100000.0,20600000.0,-67000000.0,,,-23300000.0,250600000.0,,,,-55800000.0,194705882.0,,,,,56600000.0,23500000.0,,,167900000.0,,,,,0.0,,,,,-63600000.0,,,,240700000.0,,,1338100000.0,429200000.0,,,,,,,,0.17,47700000.0,,,,,,33100000.0,,,,,,15500000.0,,62600000.0,,,,,,,0.0,,,,,,47700000.0,,,,,,,,,,,,,,,,
1990-12-31,89200000.0,51500000.0,,289300000.0,,,,492800000.0,322900000.0,700000.0,-9800000.0,0.0,,,287300000.0,-36200000.0,,722100000.0,417000000.0,,,1520000000.0,,861600000.0,59500000.0,,,,,-13400000.0,,16500000.0,252800000.0,,-2900000.0,861600000.0,357500000.0,-83600000.0,867800000.0,-11400000.0,-11400000.0,66700000.0,,-35800000.0,,,18200000.0,25600000.0,,,867800000.0,89200000.0,59500000.0,,,417000000.0,,205500000.0,125400000.0,1000000.0,9800000.0,867800000.0,235800000.0,89200000.0,52600000.0,,56900000.0,,81900000.0,2600000.0,637600000.0,56900000.0,278200000.0,-11000000.0,220600000.0,,27900000.0,29700000.0,63300000.0,1284800000.0,,661900000.0,81900000.0,423200000.0,,5400000.0,,-11000000.0,0.46,29700000.0,-103400000.0,,867800000.0,,300000.0,,60200000.0,,,14900000.0,,193913043.0,1700000.0,,-41600000.0,137400000.0,27900000.0,18200000.0,-83600000.0,,,241600000.0,175400000.0,,,0.46,354500000.0,,,,,235800000.0,47700000.0,19800000.0,882400000.0,137400000.0,169200000.0,,,357500000.0,161600000.0,100000.0,169200000.0,220500000.0,2600000.0,,343500000.0,3200000.0,175400000.0,,235800000.0,,289300000.0,1284800000.0,423200000.0,,11100000.0,,,,,-8600000.0,,289300000.0,,,,,0.0,27900000.0,-112400000.0,,152500000.0,,,15200000.0,,152400000.0,,,,160300000.0,8700000.0,193913043.0,0.0,152400000.0,,252800000.0,,,289300000.0,,,,,,,,,,,,,,,,
1991-03-31,,31300000.0,,,186363636.0,,,306600000.0,500000.0,,-8600000.0,0.0,,,187300000.0,,,,294900000.0,,-100000.0,,,,,,,,,,,,248700000.0,,-2800000.0,747700000.0,236000000.0,,539300000.0,,-1600000.0,44800000.0,,,,,,,,,869500000.0,,58900000.0,,,,,119300000.0,,,-300000.0,,156000000.0,,-10600000.0,0.11,56500000.0,,,2400000.0,,,,,142500000.0,,20500000.0,,,,,,81800000.0,,,2400000.0,,-8300000.0,,3400000.0,-26200000.0,,,,0.0,,,,,,,,5200000.0,,,141900000.0,20500000.0,20200000.0,-83600000.0,,,-10200000.0,182100000.0,,,,32800000.0,186363636.0,,,,,34100000.0,13600000.0,,,165100000.0,,,,,3000000.0,,,,,24500000.0,,,,231400000.0,,,1164400000.0,416700000.0,,,,,,,,0.11,279100000.0,,,,,,20500000.0,,,,,,13500000.0,,50500000.0,,,,,,,289300000.0,,,,,,279100000.0,,,,,,,,,,,,,,,,
1991-06-30,,20600000.0,,,182941176.0,,,368500000.0,-198100000.0,,-358500000.0,0.0,,,217300000.0,,,,980500000.0,,,,,,,,,,,,,,306100000.0,,-3400000.0,886500000.0,445200000.0,,494800000.0,,6200000.0,40200000.0,,,,,,,,,828500000.0,,535300000.0,,,,,151200000.0,,,200000.0,,196700000.0,,-51000000.0,-0.17,524800000.0,,,10500000.0,,,,,177100000.0,,-31100000.0,,,,,,101200000.0,,,65600000.0,,-358700000.0,,30200000.0,302900000.0,,,,-600000.0,,,,,,,,3300000.0,,,273800000.0,-31100000.0,25700000.0,-83600000.0,,,-260600000.0,317400000.0,,,,-203400000.0,182941176.0,,,,,-41700000.0,-10600000.0,,,222500000.0,,,,,5600000.0,,,,,-562100000.0,,,,674300000.0,,,1809000000.0,922500000.0,,,,,,,,-0.17,18500000.0,,,,,,-31100000.0,,,,,,19600000.0,,97600000.0,,,,,,,0.0,,,,,,18500000.0,,,,,,,,,,,,,,,,
1991-09-30,,130500000.0,,,190000000.0,,,704800000.0,-225100000.0,,-17900000.0,0.0,,,407000000.0,,,,1319000000.0,,,,,,,,,,,,,,261500000.0,,-3500000.0,1292800000.0,926800000.0,,538800000.0,,-1100000.0,155200000.0,,,,,,,,,890100000.0,,392200000.0,,,,,297800000.0,,,-1100000.0,,276500000.0,,21900000.0,0.25,381000000.0,,,11200000.0,,,,,251800000.0,,47500000.0,,,,,,109900000.0,,,14200000.0,,-16800000.0,,354400000.0,175500000.0,,,,1400000.0,,,,,,,,-36300000.0,,,260900000.0,47500000.0,25300000.0,-37300000.0,,,4100000.0,460700000.0,,,,-154100000.0,190000000.0,,,,,80100000.0,32600000.0,,,224200000.0,,,,,1800000.0,,,,,-170900000.0,,,,666800000.0,,,2209100000.0,916300000.0,,,,,,,,0.25,22500000.0,,,,,,47500000.0,,,,,,24700000.0,,111700000.0,,,,,,,0.0,,,,,,22500000.0,,,,,,,,,,,,,,,,
1991-12-31,81700000.0,23600000.0,,120600000.0,,,,761200000.0,399400000.0,-2700000.0,-19400000.0,0.0,,,443900000.0,-399400000.0,,1018200000.0,994800000.0,,,2141100000.0,,1025200000.0,401000000.0,,,,,-20100000.0,,42600000.0,325100000.0,,-3400000.0,1025200000.0,593800000.0,-99900000.0,580200000.0,,-23600000.0,47600000.0,,,,,47500000.0,-23300000.0,,,955300000.0,81700000.0,401000000.0,,,994800000.0,,317300000.0,-279300000.0,17500000.0,-3800000.0,580200000.0,420300000.0,81700000.0,63500000.0,,380300000.0,,144800000.0,20700000.0,885500000.0,380300000.0,289300000.0,-13100000.0,396300000.0,,44900000.0,36100000.0,63900000.0,1950100000.0,,936400000.0,144800000.0,924900000.0,,19400000.0,,-15600000.0,0.42,36100000.0,-330600000.0,,955300000.0,,-3500000.0,,81800000.0,,,23800000.0,,194523810.0,68900000.0,,-404400000.0,208400000.0,44900000.0,47500000.0,-99900000.0,,,98000000.0,405300000.0,,,0.42,444800000.0,,,,,652200000.0,73200000.0,28300000.0,1255600000.0,208400000.0,225200000.0,,,593800000.0,120100000.0,7100000.0,225200000.0,319200000.0,20700000.0,,429200000.0,-5000000.0,405300000.0,,652200000.0,,120600000.0,1950100000.0,924900000.0,,-168700000.0,,,,,,,120600000.0,,,,,0.0,44900000.0,121600000.0,,145600000.0,,,24000000.0,,152400000.0,,,,237400000.0,-49200000.0,194523810.0,0.0,152400000.0,,325100000.0,,,120600000.0,,,,,,,,,,,,,,,,
1992-03-31,,43200000.0,,,212727273.0,,,452600000.0,-4400000.0,,-74000000.0,0.0,,,278000000.0,,,,921900000.0,,400000.0,,,,,,,,,,,,336900000.0,,-3500000.0,920200000.0,468100000.0,,599300000.0,,900000.0,64500000.0,,,,,,,,,965800000.0,,453800000.0,,,,,174600000.0,,,-200000.0,,234800000.0,,-41100000.0,0.11,382800000.0,,,71000000.0,,,,,213500000.0,,23200000.0,,,,,,213700000.0,,,7500000.0,,-23900000.0,,33500000.0,1800000.0,,,,0.0,,,,,,,,2700000.0,,,242600000.0,23400000.0,23200000.0,-99900000.0,,,-37500000.0,336100000.0,,,,41400000.0,212727273.0,,,,,38300000.0,15100000.0,,,237000000.0,,,,,5200000.0,,,,,17500000.0,,,,707300000.0,,,1887700000.0,967500000.0,,,,,,,,0.11,83100000.0,,,,60000000.0,,23400000.0,,,,,,21300000.0,,98500000.0,-115000000.0,,43400000.0,,,,120600000.0,,,,,,83100000.0,,,,,,,,,,,,,,,,
1992-06-30,,45600000.0,,,206363636.0,,,486000000.0,-282100000.0,,38000000.0,0.0,,,301500000.0,,,,1057900000.0,,-200000.0,,,,,,,,,,,,342200000.0,,-4300000.0,1090700000.0,604000000.0,,617700000.0,,4700000.0,70500000.0,,,,,,,,,996400000.0,,453900000.0,,,,,184500000.0,,,600000.0,,255900000.0,,-59900000.0,0.11,382500000.0,,,71400000.0,,,,,231000000.0,,22700000.0,,,,,,142300000.0,,,8000000.0,,-19400000.0,,170600000.0,131500000.0,,,,100000.0,,,,,,,,-100000.0,,,310100000.0,22700000.0,21900000.0,-99900000.0,,,-58600000.0,335700000.0,,,,-230000000.0,206363636.0,,,,,37500000.0,14800000.0,,,242300000.0,,,,,2100000.0,,,,,-249400000.0,,,,699400000.0,,,2054300000.0,963600000.0,,,,,,,,0.11,24500000.0,,,,84000000.0,,22700000.0,,,,,,24900000.0,,97700000.0,-29000000.0,,,,,,0.0,,,,,,24500000.0,,,,,,,,,,,,,,,,
1992-09-30,,123200000.0,,,204242424.0,,,771200000.0,-229200000.0,,-29300000.0,0.0,,,454500000.0,,,,1387600000.0,,0.0,,,,,,,,,,,,340700000.0,,-4300000.0,1487200000.0,948300000.0,,680700000.0,,300000.0,148900000.0,,,,,,,,,1059500000.0,,439300000.0,,,,,316700000.0,,,-8900000.0,,331300000.0,,27800000.0,0.33,367800000.0,,,71500000.0,,,,,305600000.0,,67400000.0,,,,,,138000000.0,,,11900000.0,,-19900000.0,,359600000.0,178200000.0,,,,-100000.0,,,,,,,,100000.0,,,282000000.0,67400000.0,24300000.0,-99900000.0,,,12800000.0,465300000.0,,,,-135800000.0,204242424.0,,,,,111400000.0,44000000.0,,,240800000.0,,,,,3400000.0,,,,,-155700000.0,,,,694800000.0,,,2447100000.0,959900000.0,,,,,,,,0.33,37300000.0,,,,0.0,,67400000.0,,,,,,25700000.0,,123400000.0,0.0,,,,,,0.0,,,,,,37300000.0,,,,,,,,,,,,,,,,
1992-12-31,179000000.0,112700000.0,,126000000.0,,,,831400000.0,468500000.0,0.0,-28700000.0,0.0,,,492000000.0,-90400000.0,,1184600000.0,977200000.0,,0.0,2541100000.0,,1116900000.0,275900000.0,,,,,2200000.0,,35900000.0,279800000.0,,-4400000.0,1116900000.0,701300000.0,-28500000.0,742000000.0,,-3700000.0,136400000.0,,,,,23700000.0,-47200000.0,,,1105600000.0,179200000.0,275900000.0,,,977200000.0,,339400000.0,139400000.0,16300000.0,4900000.0,742000000.0,379300000.0,179200000.0,58000000.0,,206200000.0,,134700000.0,69700000.0,1032000000.0,206200000.0,120600000.0,-16500000.0,355600000.0,,65700000.0,64200000.0,113200000.0,2082800000.0,,1089000000.0,134700000.0,965900000.0,200000.0,8600000.0,,-27200000.0,0.89,64200000.0,-434700000.0,,1105600000.0,,0.0,,95600000.0,,,-15200000.0,144000000.0,201348315.0,700000.0,,-94000000.0,217900000.0,65700000.0,23700000.0,-28500000.0,,,88600000.0,453600000.0,,,0.89,554200000.0,,,,,690900000.0,104900000.0,39200000.0,1509100000.0,217900000.0,251300000.0,,,701300000.0,229800000.0,5600000.0,251300000.0,420100000.0,69700000.0,,527000000.0,-3600000.0,453600000.0,,690900000.0,,126000000.0,2082800000.0,965900000.0,,5300000.0,,,,,-144000000.0,,126000000.0,,,,0.0,0.0,65700000.0,-123200000.0,,292200000.0,,,23700000.0,,183500000.0,0.0,,,324500000.0,3500000.0,201348315.0,0.0,183500000.0,,279800000.0,,,126000000.0,,,,,,,,,,,,,,,,
1993-03-31,,45500000.0,,,204615385.0,,,487000000.0,33100000.0,,-73400000.0,0.0,,,296800000.0,,,,799900000.0,,,,,,,,,,,,,,281000000.0,,-4400000.0,955600000.0,522900000.0,,763300000.0,,-1100000.0,72000000.0,,,,,,,,,1121900000.0,,277000000.0,,,,,190200000.0,,,-4400000.0,,251300000.0,,-15200000.0,0.13,206200000.0,,,70800000.0,,,,,224800000.0,,26600000.0,,,,,,197700000.0,,,4400000.0,,-19400000.0,,52500000.0,-36300000.0,,,,0.0,,,,,,,,1700000.0,,,237500000.0,26600000.0,25800000.0,-28500000.0,,,-25700000.0,363300000.0,,,,85100000.0,204615385.0,,,,,42900000.0,16300000.0,,,252500000.0,,,,,2200000.0,,,,,65700000.0,,,,687900000.0,,,1921800000.0,966200000.0,,,,,,,,0.13,100300000.0,,,,91700000.0,,26600000.0,,,,,,26500000.0,,107100000.0,-141400000.0,,,,,,126000000.0,,,,,,100300000.0,,,,,,,,,,,,,,,,
1993-06-30,,47800000.0,,,209230769.0,,,515600000.0,-319400000.0,,31800000.0,0.0,,,317300000.0,,,,939900000.0,,,,,,,,,,,,,,282400000.0,,-5200000.0,1120800000.0,664300000.0,,785200000.0,,-600000.0,71100000.0,,,,,,,,,1137600000.0,,275600000.0,,,,,198300000.0,,,-1200000.0,,269500000.0,,-81600000.0,0.13,205700000.0,,,69900000.0,,,,,246300000.0,,27200000.0,,,,,,141300000.0,,,6100000.0,,-20100000.0,,207800000.0,154200000.0,,,,0.0,,,,,,,,2100000.0,,,315000000.0,27200000.0,22200000.0,-28500000.0,,,-83600000.0,356000000.0,,,,-269500000.0,209230769.0,,,,,43800000.0,16600000.0,,,253900000.0,,,,,3000000.0,,,,,-289600000.0,,,,680600000.0,,,2077500000.0,956700000.0,,,,,,,,0.13,16600000.0,,,,50100000.0,,27200000.0,,,,,,23300000.0,,100500000.0,0.0,,,,,,0.0,,,,,,16600000.0,,,,,,,,,,,,,,,,
1993-09-30,,132200000.0,,,204054054.0,,,812400000.0,-276900000.0,,-47100000.0,0.0,,,486800000.0,,,,1383200000.0,,-300000.0,,,,,,,,,,,,287400000.0,,-5300000.0,1615500000.0,1110400000.0,,855500000.0,,-4300000.0,157700000.0,,,,,,,,,1211800000.0,,272800000.0,,,,,325600000.0,,,8100000.0,,354600000.0,,-17300000.0,0.37,203600000.0,,,69200000.0,,,,,329100000.0,,75500000.0,,,,,,145800000.0,,,9400000.0,,-21500000.0,,469400000.0,257300000.0,,,,100000.0,,,,,,,,0.0,,,333500000.0,75500000.0,48300000.0,-28500000.0,,,31800000.0,506700000.0,,,,-180500000.0,204054054.0,,,,,122800000.0,47300000.0,,,258900000.0,,,,,2200000.0,,,,,-202000000.0,,,,672300000.0,,,2595000000.0,979500000.0,,,,,,,,0.37,48500000.0,,,,0.0,,75500000.0,,,,,,25400000.0,,134300000.0,-30600000.0,,,,,,0.0,,,,,,48500000.0,,,,,,,,,,,,,,,,
