,timestamp,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualCapitalExpenditure,annualOtherIncomeExpense,trailingGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,annualDilutedAverageShares,trailingInterestExpense,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingTaxProvision,annualInventory,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualCostOfRevenue,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualGrossProfit,quarterlyPretaxIncome,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingCashDividendsPaid,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyLongTermDebt,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualNetIncome,annualAccountsReceivable,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,trailingOperatingIncome,annualFreeCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualStockholdersEquity,annualOtherCurrentAssets,trailingTotalRevenue,annualOtherNonCashItems,annualLongTermDebt,trailingPurchaseOfInvestment,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualDilutedEPS,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,annualDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualNetPPE,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualBasicEPS,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOtherNonCashItems,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingBasicEPS
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,299548800,200000.0,,,,,,,,,,,,,,-2000000.0,0.0,,,,-2200000.0,,,,,14416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,14416000.0,3300000.0,,,,,,,,,,,3300000.0,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,200000.0,,,3300000.0,0.0,,,0.0,,,,,,,,,,,0.0,-500000.0,,,,1500000.0,,1000000.0,,,,,,0.000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500000.0,,0.0,,,,,,,0.000417,3300000.0,,2200000.0,,,,,,,,,
2,331171200,600000.0,,,,,,,,,,,,,,-4800000.0,0.0,,,,-5000000.0,,,,,14752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,14752000.0,7200000.0,,,,,,,,,,,7200000.0,,,,,,,,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,600000.0,,,7200000.0,0.0,,,0.0,,,,,,,,,,,0.0,400000.0,,,,1600000.0,,2800000.0,,,,,,0.000833,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3200000.0,,0.0,,,,,,,0.000833,7200000.0,,5000000.0,,,,,,,,,
3,362707200,1100000.0,,,,,,,,,,,,,,-14200000.0,0.0,,,,-12800000.0,,,,,53252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,53252000.0,13100000.0,,,,,,,,,,,13100000.0,,,,,,,,-9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1100000.0,,,13100000.0,0.0,,,0.0,,,,,,,,,,,0.0,9100000.0,,,,800000.0,,4300000.0,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13400000.0,,0.0,,,,,,,0.00125,13100000.0,,12800000.0,,,,,,,,,
4,394243200,1500000.0,,,,,,,,,,,,,,100000.0,0.0,,,,1900000.0,,,,,53528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,53528000.0,16200000.0,,,,,,,,,,,16200000.0,,,,,,,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17900000.0,,,,,,,,,1500000.0,,,16200000.0,0.0,,,0.0,,,,,,,,,,,0.0,10700000.0,,,,1000000.0,,6100000.0,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,0.0,,,,,,,0.00125,16200000.0,,16000000.0,,,,,,,,,
5,425779200,2900000.0,,,,,4000000.0,,,,,,,,,0.0,0.0,,1200000.0,,6700000.0,,8300000.0,,,59572000.0,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,2900000.0,8800000.0,59572000.0,23400000.0,,,10900000.0,,,,,,,,12500000.0,,,,,-1000000.0,300000.0,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,,,34700000.0,,,4800000.0,,,,,,2900000.0,,,3700000.0,0.0,,,0.0,,,,,,,,,,,0.0,24800000.0,500000.0,,,,,9600000.0,,,18200000.0,,,0.004167,,,,,1900000.0,,,,,,,,,,,,,,,,,,3000000.0,,,,3700000.0,300000.0,,0.0,,18200000.0,,,,,0.004167,4200000.0,,28000000.0,,,,,,,,,
6,449539200,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,,,,,,,,,11400000.0,11400000.0,66600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66600000.0,,,,,,,,,,,,,,,,,,
7,457401600,5700000.0,,,,,8500000.0,,52400000.0,,,,,,,100000.0,0.0,,1500000.0,,13100000.0,,14300000.0,,,66596000.0,,,,,31600000.0,31600000.0,,600000.0,,,,,-21400000.0,,,,,,10100000.0,,,,-21400000.0,13700000.0,,,,,-2000000.0,,5700000.0,15300000.0,66596000.0,42900000.0,,,19800000.0,,,,8500000.0,11800000.0,,,23100000.0,,,,,-2000000.0,800000.0,52000000.0,12700000.0,,,,,,,,,,,,,,11500000.0,,,6500000.0,,,,,,,,,13100000.0,11500000.0,,,65100000.0,,,9300000.0,,,65100000.0,,,5700000.0,,1800000.0,7800000.0,0.0,,,0.0,,,,,,,,900000.0,,100000.0,0.0,52400000.0,600000.0,,,,,11800000.0,,,31600000.0,,,0.015,,,,,3600000.0,,12700000.0,,,,800000.0,,6600000.0,,,,,,10100000.0,,,,6500000.0,,,,6600000.0,900000.0,,0.0,,31600000.0,,,,,0.015,8800000.0,,52000000.0,,,,,,,,,
8,465350400,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,14300000.0,,,,,,,,,,14300000.0,14300000.0,66780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66780000.0,,,,,,,,,,,,,,,,,,
9,473299200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,15700000.0,,,,,,,,,,15700000.0,15700000.0,66780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66780000.0,,,,,,,,,,,,,,,,,,
