,timestamp,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualCapitalExpenditure,annualOtherIncomeExpense,trailingGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,annualDilutedAverageShares,trailingInterestExpense,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingTaxProvision,annualInventory,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualCostOfRevenue,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualGrossProfit,quarterlyPretaxIncome,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingCashDividendsPaid,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyLongTermDebt,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualNetIncome,annualAccountsReceivable,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,trailingOperatingIncome,annualFreeCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualStockholdersEquity,annualOtherCurrentAssets,trailingTotalRevenue,annualOtherNonCashItems,annualLongTermDebt,trailingPurchaseOfInvestment,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualDilutedEPS,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,annualDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualNetPPE,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualBasicEPS,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOtherNonCashItems,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingBasicEPS
10,481075200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,15900000.0,,,,,,,,,,15900000.0,15900000.0,66780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66780000.0,,,,,,,,,,,,,,,,,,
11,488937600,8800000.0,,,,,13000000.0,,62600000.0,,,,,,,0.0,0.0,,3400000.0,,23900000.0,,22800000.0,,,67412000.0,,,,,22100000.0,22100000.0,,700000.0,,,,,-34700000.0,,,,,,18400000.0,,,,-34700000.0,17100000.0,,,,,-4100000.0,,8800000.0,24900000.0,67412000.0,62900000.0,,,26900000.0,,,,13000000.0,16500000.0,,,36000000.0,,,,,-4100000.0,1500000.0,56700000.0,18000000.0,,,,,,,,,,,,,,20300000.0,,,8900000.0,,,,,,,,,23900000.0,20300000.0,,,80600000.0,,,14400000.0,,,80600000.0,,,8800000.0,,2300000.0,11100000.0,0.0,,,0.0,,,,,,,,1500000.0,,0.0,0.0,62600000.0,700000.0,,,,,16500000.0,,,22100000.0,,,0.0325,,,,,5600000.0,,18000000.0,,,,1500000.0,,15000000.0,,,,,,18400000.0,,,,8900000.0,,,,15000000.0,1500000.0,,0.0,,22100000.0,,,,,0.0325,13200000.0,,56700000.0,,,,,,,,,
12,496886400,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,18900000.0,,,,,,,,,,18900000.0,18900000.0,67480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67480000.0,,,,,,,,,,,,,,,,,,
13,504835200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,20100000.0,,,,,,,,,,20100000.0,20100000.0,67412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67412000.0,,,,,,,,,,,,,,,,,,
14,512611200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,20200000.0,,,,,,,,,,20200000.0,20200000.0,67604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67604000.0,,,,,,,,,,,,,,,,,,
15,520473600,9900000.0,,,,,16000000.0,,75600000.0,,,,,,,0.0,0.0,,2500000.0,,24900000.0,,24100000.0,,,68176000.0,,,,,25500000.0,25500000.0,,600000.0,,,,,-44700000.0,,,,,,26200000.0,,,,-44700000.0,23400000.0,,,,,-7000000.0,,9900000.0,27000000.0,68176000.0,82500000.0,,,41100000.0,,,,16000000.0,20500000.0,,,41400000.0,,,,,-7000000.0,2100000.0,73300000.0,22600000.0,,,,,,,,,,,,,,30100000.0,,,9000000.0,,,,,,,,,24900000.0,30100000.0,,,98200000.0,,,16900000.0,,,98200000.0,,,9900000.0,,2600000.0,14400000.0,0.0,,,0.0,,,,,,,,2100000.0,,0.0,0.0,75600000.0,600000.0,,,,,20500000.0,,,25500000.0,,,0.035,,,,,7000000.0,,22600000.0,,,,2100000.0,,15900000.0,,,,,,26200000.0,,,,9000000.0,,,,15900000.0,2100000.0,,0.0,,25500000.0,,,,,0.035,17300000.0,,73300000.0,,,,,,,,,
16,528422400,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,22200000.0,,,,,,,,,,22200000.0,22200000.0,68268000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68268000.0,,,,,,,,,,,,,,,,,,
17,536371200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,21200000.0,,,,,,,,,,21200000.0,21200000.0,68508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68508000.0,,,,,,,,,,,,,,,,,,
18,544147200,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,22100000.0,,,,,,,,,,22100000.0,22100000.0,68768000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68768000.0,,,,,,,,,,,,,,,,,,
19,552009600,7500000.0,,,,,19300000.0,,87000000.0,,,,,,,0.0,0.0,,2700000.0,,35900000.0,,27100000.0,,,69704000.0,,,,,25900000.0,25900000.0,,1300000.0,,,,,-55600000.0,,,,,,29200000.0,,,,-55600000.0,22600000.0,,,,,-10900000.0,,7500000.0,30800000.0,69704000.0,88200000.0,,,47400000.0,,,,19300000.0,24800000.0,,,40800000.0,,,,,-10900000.0,3700000.0,79600000.0,28500000.0,,,,,,,,,,,,,,37600000.0,,,8400000.0,,,,,,,,,35900000.0,37600000.0,,,115500000.0,,,12800000.0,,,115500000.0,,,7500000.0,,200000.0,10000000.0,0.0,,,0.0,,,,,,,,3700000.0,,0.0,0.0,87000000.0,1300000.0,,,,,24800000.0,,,25900000.0,,,0.0275,,,,,5300000.0,,28500000.0,,,,3700000.0,,27500000.0,,,,,,29200000.0,,,,8400000.0,,,,27500000.0,3700000.0,,0.0,,25900000.0,,,,,0.0275,13700000.0,,79600000.0,,,,,,,,,
20,559958400,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,23500000.0,,,,,,,,,,23500000.0,23500000.0,69388000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69388000.0,,,,,,,,,,,,,,,,,,
21,567907200,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,25500000.0,,,,,,,,,,25500000.0,25500000.0,72008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72008000.0,,,,,,,,,,,,,,,,,,
22,575769600,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,30300000.0,,,,,,,,,,30300000.0,30300000.0,70224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70224000.0,,,,,,,,,,,,,,,,,,
23,583632000,8800000.0,,,,,28800000.0,,97500000.0,,,,,,,-100000.0,0.0,,1600000.0,,30800000.0,,,,,71132000.0,,,,,24400000.0,24400000.0,,1900000.0,,,,,-67000000.0,,,,,,36700000.0,,,,-67000000.0,33700000.0,,,,,-14200000.0,,8800000.0,4700000.0,71132000.0,112900000.0,,,96000000.0,,,,28800000.0,31500000.0,,,16900000.0,,,,,-14200000.0,5700000.0,103800000.0,37100000.0,,,,,,,,,,,,,,46500000.0,,,14600000.0,,,,,,,,,30800000.0,46500000.0,,,134600000.0,,,13800000.0,,,134600000.0,,,8800000.0,,2600000.0,12200000.0,0.0,,,0.0,,,,,,,,5600000.0,,-100000.0,0.0,97500000.0,1900000.0,,,,,31500000.0,,,24400000.0,,,0.0325,,,,,5000000.0,,37100000.0,,,,5700000.0,,16200000.0,,,,,,36700000.0,,,,14600000.0,,,,16200000.0,5600000.0,,0.0,,24400000.0,,,,,0.0325,16900000.0,,103800000.0,,,,,,,,,
24,591580800,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,38800000.0,,,,,,,,,,38800000.0,38800000.0,70844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70844000.0,,,,,,,,,,,,,,,,,,
25,599529600,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,41500000.0,,,,,,,,,,41500000.0,41500000.0,70756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70756000.0,,,,,,,,,,,,,,,,,,
26,607305600,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,42100000.0,,,,,,,,,,42100000.0,42100000.0,71132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71132000.0,,,,,,,,,,,,,,,,,,
