,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
1199059200,,,,2760000000.0,-25000000.0,320000000.0,,,,,505000000.0,39000000.0,,594000000.0,,1393000000.0,,,63000000.0,601000000.0,,,840000000.0,,,,,35000000.0,36000000.0,,36000000.0,,,,56000000.0,,,,,36000000.0,130000000.0,,,2000000.0,15000000.0,,500000000.0,129000000.0,,,-12000000.0,,73000000.0,,,,,,,,131000000.0,,3000000.0,,9000000.0,,129000000.0,-17000000.0,,42000000.0,,1431000000.0,1000000.0,200000000.0,,,0.56,,,,,,-75000000.0,,,,,,-50000000.0,,,,7000000.0,,,,,,,,,,-3000000.0,,,,,65000000.0,419000000.0,,,38000000.0,,117000000.0,154000000.0,,,,,,64000000.0,,,,,1243000000.0,-2000000.0,,,,,,,,,-1874000000.0,1025000000.0,,6000000.0,,-6000000.0,,,,,,,86000000.0,,,,,,,0.57,,-104000000.0,,-10000000.0,,31000000.0,,,,,1000000.0,,1143000000.0,,,17000000.0,,-42000000.0,,34000000.0,-33000000.0,,,,1367000000.0,,591000000.0,,,711000000.0,2899000000.0,44000000.0,,,,,,,,,,
1206921600,,,,2821000000.0,-18000000.0,341000000.0,,,,,487000000.0,42000000.0,,668000000.0,,1424000000.0,,,62000000.0,644000000.0,,,839000000.0,,,,,38000000.0,11000000.0,,11000000.0,,,,66000000.0,,,,,11000000.0,112000000.0,,,2000000.0,11000000.0,,513000000.0,111000000.0,,,-11000000.0,,85000000.0,,,,,,,,186000000.0,,3000000.0,,9000000.0,,111000000.0,-40000000.0,,42000000.0,,1470000000.0,-6000000.0,208000000.0,,,0.17,,,,,,-10000000.0,,,,,,11000000.0,,,,7000000.0,,,,,,,,,,-21000000.0,,,,,65000000.0,402000000.0,,,70000000.0,,118000000.0,129000000.0,,,,,,64000000.0,,,,,1262000000.0,2000000.0,,,,,,,,,-1951000000.0,1054000000.0,,-2000000.0,,11000000.0,,,,,,,75000000.0,,,,,,,0.18,,-30000000.0,,,,-17000000.0,,,,,1000000.0,,1132000000.0,,,19000000.0,,32000000.0,,23000000.0,-42000000.0,,,,1397000000.0,,631000000.0,,,786000000.0,3005000000.0,33000000.0,,,,,,,,,,
1214784000,,,,2941000000.0,-4000000.0,345000000.0,,,,,483000000.0,37000000.0,,703000000.0,,1461000000.0,,,62000000.0,677000000.0,,,847000000.0,,,,,37000000.0,27000000.0,,27000000.0,,,,67000000.0,,,,,27000000.0,108000000.0,,,2000000.0,19000000.0,,558000000.0,107000000.0,,,-12000000.0,,87000000.0,,,,,,,,210000000.0,,3000000.0,,9000000.0,,107000000.0,-46000000.0,,39000000.0,,1546000000.0,56000000.0,188000000.0,,,0.43,,,,,,4000000.0,,,,,,-34000000.0,,,,7000000.0,,,,,,,,,,-11000000.0,,,,,64000000.0,450000000.0,,,79000000.0,,137000000.0,111000000.0,,,,,,64000000.0,,,,,1285000000.0,4000000.0,,,,,,,,,-1985000000.0,1099000000.0,,16000000.0,,8000000.0,,,,,,,89000000.0,,,,,,,0.44,,-15000000.0,,,,-11000000.0,,,,0.0,1000000.0,,1146000000.0,,,20000000.0,,54000000.0,,39000000.0,-50000000.0,,,,1480000000.0,,699000000.0,,,840000000.0,3084000000.0,50000000.0,,,,,,,,,,
1222732800,,112000000.0,86000000.0,2858000000.0,22000000.0,294000000.0,-47000000.0,,646000000.0,586000000.0,586000000.0,38000000.0,112000000.0,740000000.0,,1450000000.0,34000000.0,,,646000000.0,,,898000000.0,,1249000000.0,29000000.0,165000000.0,34000000.0,12000000.0,-176000000.0,12000000.0,1143000000.0,,2858000000.0,56000000.0,,163000000.0,23000000.0,129000000.0,12000000.0,130000000.0,,,-11000000.0,18000000.0,,523000000.0,129000000.0,,,-12000000.0,1081000000.0,75000000.0,124000000.0,898000000.0,,,314000000.0,,601000000.0,130000000.0,,3000000.0,1000000.0,10000000.0,3000000.0,129000000.0,-73000000.0,1000000.0,40000000.0,,1499000000.0,-54000000.0,159000000.0,-35000000.0,,,294000000.0,328000000.0,159000000.0,,24000000.0,6000000.0,5000000.0,129000000.0,130000000.0,,,5000000.0,,38000000.0,,7000000.0,63000000.0,154000000.0,,1408000000.0,,2920000000.0,,-30000000.0,86000000.0,0.0,246000000.0,-1839000000.0,,,65000000.0,314000000.0,,,24000000.0,,114000000.0,107000000.0,-10000000.0,38000000.0,,,,,,-25000000.0,-199000000.0,112000000.0,1249000000.0,1000000.0,,14000000.0,1.37,,130000000.0,64000000.0,523000000.0,,-1839000000.0,1081000000.0,,9000000.0,65000000.0,1000000.0,2706000000.0,7000000.0,3191000000.0,,1450000000.0,74000000.0,79000000.0,,485000000.0,-75000000.0,,,,,-3000000.0,25000000.0,,-10000000.0,,20000000.0,,320000000.0,-124000000.0,0.0,1000000.0,86000000.0,1143000000.0,,,19000000.0,,80000000.0,,16000000.0,-74000000.0,1.34,,,1408000000.0,18000000.0,601000000.0,,1499000000.0,854000000.0,2920000000.0,39000000.0,-68000000.0,,,,,,,,,
1230681600,,,,2723000000.0,20000000.0,284000000.0,,,,,592000000.0,28000000.0,,560000000.0,,1445000000.0,,,63000000.0,555000000.0,,,892000000.0,,,,,35000000.0,4000000.0,,4000000.0,,,,56000000.0,,,,,4000000.0,150000000.0,,,-7000000.0,16000000.0,,486000000.0,149000000.0,,,-12000000.0,,74000000.0,,,,,,,,115000000.0,,3000000.0,,9000000.0,,149000000.0,-35000000.0,,35000000.0,,1392000000.0,-1000000.0,183000000.0,,,0.07,,,,,,63000000.0,,,,,,49000000.0,,,,7000000.0,,,,,,,,,,,,,,,65000000.0,351000000.0,,,4000000.0,,92000000.0,129000000.0,,,,,,64000000.0,,,,,1227000000.0,-6000000.0,,,,,,,,,-1806000000.0,1045000000.0,,8000000.0,,1000000.0,,,,,,,53000000.0,,,,,,,0.07,,51000000.0,,-2000000.0,,-38000000.0,,,,,1000000.0,,1135000000.0,,,18000000.0,,92000000.0,,1000000.0,-29000000.0,,,,1278000000.0,,500000000.0,,,652000000.0,2851000000.0,18000000.0,,,,,,,,,,
1238457600,,,,2490000000.0,71000000.0,267000000.0,,,,,567000000.0,0.0,,475000000.0,,1442000000.0,,,63000000.0,,,,848000000.0,58000000.0,,,,33000000.0,-60000000.0,,-58000000.0,,,,54000000.0,,,,,-58000000.0,220000000.0,,,-6000000.0,14000000.0,,355000000.0,220000000.0,,,-13000000.0,,73000000.0,,,,,,,,54000000.0,,3000000.0,,8000000.0,,220000000.0,-25000000.0,,44000000.0,,1248000000.0,1000000.0,138000000.0,,,-0.92,,,,,,171000000.0,,,,,,114000000.0,,,,0.0,,,,,,,,,,,,,,,65000000.0,309000000.0,,,30000000.0,,-5000000.0,149000000.0,,,,,,63000000.0,,,,,1142000000.0,-1000000.0,,,,,,,,,-1797000000.0,996000000.0,,-5000000.0,,-31000000.0,,,,,,,-39000000.0,,,,,,,-0.92,,240000000.0,,-41000000.0,,-89000000.0,,,,,0.0,,1065000000.0,,,19000000.0,31000000.0,195000000.0,,-91000000.0,-24000000.0,,,,1048000000.0,,400000000.0,,,470000000.0,2793000000.0,-78000000.0,,,,,,,,,,
1246320000,,,,2471000000.0,-43000000.0,286000000.0,,,,,551000000.0,0.0,,443000000.0,,1450000000.0,,,63000000.0,417000000.0,,,847000000.0,58000000.0,,,,35000000.0,-12000000.0,,-12000000.0,,,,50000000.0,,,,,-12000000.0,178000000.0,,,2000000.0,10000000.0,,346000000.0,177000000.0,,3000000.0,-19000000.0,,66000000.0,,,,,,,,24000000.0,,3000000.0,,6000000.0,,177000000.0,-19000000.0,,45000000.0,,1214000000.0,0.0,143000000.0,,,-0.2,,,,,,8000000.0,,,,,,20000000.0,,,,0.0,,,,,,,,,,-2000000.0,,,,,64000000.0,316000000.0,,,69000000.0,,68000000.0,220000000.0,,,,,,63000000.0,,,,,1159000000.0,0.0,,,,-57000000.0,,,,,-1913000000.0,1015000000.0,,-1000000.0,,7000000.0,,,,,,,49000000.0,6000000.0,,,,,,-0.187455,,-24000000.0,,8000000.0,,-64000000.0,,,,0.0,1000000.0,,1042000000.0,,,16000000.0,23000000.0,30000000.0,,-2000000.0,-22000000.0,,,,1021000000.0,,367000000.0,,,511000000.0,2928000000.0,2000000.0,,,,,,,,,,
1254268800,,-102000000.0,-77000000.0,2676000000.0,127000000.0,328000000.0,-57000000.0,0.0,452000000.0,623000000.0,623000000.0,0.0,,538000000.0,,1476000000.0,37000000.0,0.0,,,31000000.0,,962000000.0,61000000.0,1134000000.0,2000000.0,-55000000.0,37000000.0,-11000000.0,-105000000.0,-11000000.0,1018000000.0,,2676000000.0,51000000.0,,169000000.0,-127000000.0,304000000.0,-11000000.0,305000000.0,,,-7000000.0,11000000.0,,358000000.0,304000000.0,,4000000.0,-13000000.0,1012000000.0,69000000.0,399000000.0,962000000.0,,,407000000.0,,477000000.0,34000000.0,,2000000.0,1000000.0,7000000.0,2000000.0,304000000.0,-26000000.0,0.0,45000000.0,,1439000000.0,0.0,129000000.0,-2000000.0,61000000.0,,328000000.0,97000000.0,129000000.0,,60000000.0,51000000.0,-1000000.0,304000000.0,305000000.0,,,1000000.0,,30000000.0,,0.0,63000000.0,129000000.0,,1200000000.0,,3000000000.0,,-51000000.0,-77000000.0,0.0,211000000.0,-1988000000.0,,,65000000.0,407000000.0,,,60000000.0,-406000000.0,72000000.0,177000000.0,-20000000.0,0.0,,,,,,175000000.0,-106000000.0,,1134000000.0,-1000000.0,,-22000000.0,-1.179008,-222000000.0,34000000.0,63000000.0,358000000.0,,-1988000000.0,1012000000.0,,0.0,65000000.0,1000000.0,2016000000.0,0.0,2243000000.0,,1476000000.0,71000000.0,42000000.0,7000000.0,227000000.0,293000000.0,,,27000000.0,,0.0,54000000.0,,-16000000.0,,64000000.0,,282000000.0,321000000.0,0.0,1000000.0,-77000000.0,1018000000.0,,,18000000.0,31000000.0,82000000.0,,-10000000.0,-31000000.0,-1.22,,,1200000000.0,11000000.0,477000000.0,,1439000000.0,610000000.0,3000000000.0,3000000.0,184000000.0,,,,,,,,,
1262217600,,,,2670000000.0,-62000000.0,325000000.0,,,,,622000000.0,0.0,,543000000.0,,1450000000.0,,,65305864.0,507000000.0,,,958000000.0,59000000.0,,,,36000000.0,34000000.0,,29000000.0,,,,67000000.0,,,,,29000000.0,243000000.0,,,0.0,11000000.0,,376000000.0,242000000.0,,0.0,-12000000.0,,85000000.0,,,,,,,,36000000.0,,2000000.0,,9000000.0,,242000000.0,-8000000.0,,33000000.0,,1409000000.0,-7000000.0,126000000.0,,,0.44,,,,,,-45000000.0,,,,,,-22000000.0,,,,0.0,,,,,,,,,,-1000000.0,,,,,65000000.0,376000000.0,,,56000000.0,,136000000.0,304000000.0,,,,,,65305864.0,,,,,1155000000.0,2000000.0,,,,-1000000.0,,,,,-2003000000.0,988000000.0,,1000000.0,,11000000.0,,,,,,,84000000.0,8000000.0,,,,,,0.444064,,-104000000.0,,-3000000.0,,-19000000.0,,,,1000000.0,1000000.0,,1035000000.0,,,18000000.0,34000000.0,-32000000.0,,42000000.0,-13000000.0,,,,1220000000.0,,451000000.0,,,679000000.0,2991000000.0,51000000.0,,,,,,,,,,
1269993600,,,,2686000000.0,6000000.0,308000000.0,,,,,602000000.0,0.0,,572000000.0,,1418000000.0,,,63000000.0,548000000.0,,,921000000.0,59000000.0,,,,36000000.0,47000000.0,,43000000.0,,,,61000000.0,,,,,43000000.0,249000000.0,,,-4000000.0,11000000.0,,374000000.0,248000000.0,,0.0,-16000000.0,,80000000.0,,,,,,,,59000000.0,,2000000.0,,11000000.0,,248000000.0,-19000000.0,,34000000.0,,1385000000.0,0.0,125000000.0,,,0.657976,,,,,,26000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,-1000000.0,,,,,65000000.0,377000000.0,,,55000000.0,,140000000.0,242000000.0,,,,,,64000000.0,,,,,1195000000.0,-1000000.0,,,,-4000000.0,,,,,-1983000000.0,956000000.0,,-2000000.0,,-1000000.0,,,,,,,90000000.0,8000000.0,,,,,,0.657976,,-48000000.0,,1000000.0,,-15000000.0,,,,,1000000.0,,1067000000.0,,,19000000.0,23000000.0,44000000.0,,45000000.0,-18000000.0,,,,1268000000.0,,464000000.0,,,712000000.0,2939000000.0,60000000.0,,,,,,,,,,
1277856000,,,,2704000000.0,47000000.0,265000000.0,,,,,601000000.0,0.0,,599000000.0,,1373000000.0,,,64000000.0,588000000.0,,,878000000.0,59000000.0,,,,35000000.0,51000000.0,,47000000.0,,,,61000000.0,,,,,47000000.0,296000000.0,,,2000000.0,12000000.0,,357000000.0,295000000.0,,-7000000.0,-13000000.0,,77000000.0,,,,,,,,63000000.0,,2000000.0,,10000000.0,,295000000.0,-30000000.0,,40000000.0,,1363000000.0,7000000.0,125000000.0,,,0.719785,,,,,,61000000.0,,,,,,13000000.0,,,,0.0,,,,,,,,,,-3000000.0,,,,,65000000.0,397000000.0,,,56000000.0,,154000000.0,248000000.0,,,,,,64000000.0,,,,,1235000000.0,0.0,,,,-20000000.0,,,,,-1925000000.0,921000000.0,,6000000.0,,20000000.0,,,,,,,120000000.0,6000000.0,,,,,,0.719785,,-20000000.0,,8000000.0,,-5000000.0,,,,,1000000.0,,1102000000.0,,,16000000.0,19000000.0,87000000.0,,70000000.0,-26000000.0,,,,1331000000.0,,485000000.0,,,753000000.0,2846000000.0,77000000.0,,,,,,,,,,
1285804800,,208000000.0,154000000.0,2886000000.0,92000000.0,324000000.0,-53000000.0,-7000000.0,575000000.0,600000000.0,600000000.0,0.0,,615000000.0,,1448000000.0,39000000.0,,,,34000000.0,,930000000.0,61000000.0,1302000000.0,-5000000.0,248000000.0,39000000.0,37000000.0,-112000000.0,35000000.0,1125000000.0,,2886000000.0,57000000.0,,143000000.0,-57000000.0,387000000.0,35000000.0,387000000.0,,,0.0,6000000.0,,373000000.0,387000000.0,,0.0,-12000000.0,975000000.0,74000000.0,249000000.0,930000000.0,,,447000000.0,,539000000.0,52000000.0,,4000000.0,1000000.0,10000000.0,4000000.0,387000000.0,-55000000.0,3000000.0,36000000.0,,1469000000.0,0.0,124000000.0,-5000000.0,61000000.0,,324000000.0,391000000.0,124000000.0,,88000000.0,99000000.0,2000000.0,387000000.0,387000000.0,,,2000000.0,,40000000.0,,0.0,65370220.0,304000000.0,,1438000000.0,,2943000000.0,,-2000000.0,154000000.0,0.0,246000000.0,-1968000000.0,,,65000000.0,447000000.0,,,88000000.0,-45000000.0,134000000.0,295000000.0,-2000000.0,0.0,,,,,,83000000.0,-108000000.0,,1302000000.0,1000000.0,,46000000.0,2.355813,-20000000.0,52000000.0,65370220.0,373000000.0,,-1968000000.0,975000000.0,,5000000.0,65000000.0,16000000.0,2329000000.0,0.0,2893000000.0,,1448000000.0,70000000.0,97000000.0,5000000.0,564000000.0,141000000.0,,,27000000.0,,0.0,88000000.0,,-8000000.0,,-18000000.0,-5000000.0,316000000.0,-84000000.0,1000000.0,,169000000.0,1125000000.0,,,17000000.0,34000000.0,150000000.0,,51000000.0,-51000000.0,2.35,,,1438000000.0,6000000.0,539000000.0,,1469000000.0,749000000.0,2943000000.0,60000000.0,-7000000.0,,,,,,,,,
1293753600,,,,2911000000.0,1000000.0,318000000.0,,,,,594000000.0,0.0,,595000000.0,,1461000000.0,,,64655172.0,571000000.0,,,918000000.0,57000000.0,,,,38000000.0,79000000.0,,75000000.0,,,,64000000.0,,,,,75000000.0,388000000.0,,,2000000.0,6000000.0,,380000000.0,388000000.0,,0.0,-12000000.0,,81000000.0,,,,,,,,59000000.0,,4000000.0,,10000000.0,,388000000.0,-30000000.0,,35000000.0,,1411000000.0,0.0,129000000.0,,,1.13,,,,,,9000000.0,,,,,,-6000000.0,,,,0.0,,,,,,,,,,0.0,,,,,65000000.0,402000000.0,,,96000000.0,,158000000.0,387000000.0,,,,,,65000000.0,,,,,1381000000.0,1000000.0,,,,-14000000.0,,,,,-1989000000.0,972000000.0,,5000000.0,,-6000000.0,,,,,,,115000000.0,5000000.0,,,,,,1.16,,-55000000.0,,-22000000.0,,-10000000.0,,,,1000000.0,,,1188000000.0,,,17000000.0,27000000.0,40000000.0,,70000000.0,-31000000.0,,,,1450000000.0,,493000000.0,,,753000000.0,2961000000.0,77000000.0,,,,,,,,,,
1301529600,,,,3014000000.0,-22000000.0,339000000.0,,,,,588000000.0,0.0,,630000000.0,,1484000000.0,,,65561751.0,621000000.0,,,927000000.0,57000000.0,,,,39000000.0,56000000.0,,51000000.0,,,,64000000.0,,,,,51000000.0,366000000.0,,,4000000.0,6000000.0,,427000000.0,366000000.0,,,-15000000.0,,83000000.0,,,,,,,,74000000.0,,4000000.0,,10000000.0,,366000000.0,-43000000.0,,,,1447000000.0,3000000.0,132000000.0,,,0.76,,,,,,-23000000.0,,,,,,-40000000.0,,,,0.0,,,,,,,,,,0.0,,,,,66000000.0,413000000.0,,,108000000.0,,161000000.0,388000000.0,,,,,,65561751.0,,,,,1443000000.0,-2000000.0,,,,-7000000.0,,,,,-2060000000.0,994000000.0,,7000000.0,,17000000.0,,,,,,,117000000.0,7000000.0,,,,,,0.777893,,-88000000.0,,4000000.0,,-4000000.0,,,,,,,1227000000.0,,,19000000.0,27000000.0,18000000.0,,72000000.0,-41000000.0,,,,1530000000.0,,520000000.0,,,791000000.0,3054000000.0,78000000.0,,,,,,,,,,
1309392000,,,,3102000000.0,-22000000.0,341000000.0,,,,,578000000.0,0.0,,708000000.0,,1522000000.0,,,65406101.0,697000000.0,,,925000000.0,58000000.0,,,,41000000.0,67000000.0,,60000000.0,,,,62000000.0,,,,,60000000.0,344000000.0,,,-5000000.0,6000000.0,,434000000.0,344000000.0,,,-17000000.0,,79000000.0,,,,,,,,87000000.0,,4000000.0,,9000000.0,,344000000.0,-65000000.0,,,,1467000000.0,0.0,134000000.0,,,0.947924,,,,,,2000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,-9000000.0,,,-64000000.0,,65000000.0,429000000.0,,,126000000.0,,175000000.0,366000000.0,,,,,,65600000.0,,,,,1510000000.0,-6000000.0,,,,-11000000.0,,,,,-2111000000.0,1030000000.0,,4000000.0,,18000000.0,,,,,,,127000000.0,4000000.0,,,,,,0.947924,,-45000000.0,,2000000.0,,-21000000.0,,,,,,,1276000000.0,,,17000000.0,20000000.0,59000000.0,,83000000.0,-57000000.0,,,,1580000000.0,,542000000.0,,,883000000.0,3141000000.0,96000000.0,,,,,,,,,,
1317340800,,203000000.0,236000000.0,3141000000.0,-58000000.0,305000000.0,-47000000.0,-2000000.0,659000000.0,556000000.0,556000000.0,46000000.0,11000000.0,611000000.0,,1586000000.0,40000000.0,,,659000000.0,34000000.0,,869000000.0,60000000.0,1487000000.0,-3000000.0,243000000.0,40000000.0,3000000.0,-232000000.0,50000000.0,1314000000.0,,3141000000.0,59000000.0,,144000000.0,-72000000.0,286000000.0,50000000.0,286000000.0,,,-4000000.0,8000000.0,,393000000.0,286000000.0,,0.0,-3000000.0,1036000000.0,72000000.0,195000000.0,869000000.0,,,330000000.0,,656000000.0,143000000.0,,,,10000000.0,3000000.0,286000000.0,-94000000.0,5000000.0,39000000.0,,1525000000.0,-16000000.0,189000000.0,-59000000.0,60000000.0,,305000000.0,386000000.0,189000000.0,,106000000.0,-23000000.0,-6000000.0,286000000.0,286000000.0,,,-33000000.0,,39000000.0,-111000000.0,106000000.0,63860777.0,387000000.0,,1555000000.0,,2967000000.0,,-25000000.0,236000000.0,-50000000.0,249000000.0,-1931000000.0,-15000000.0,,64000000.0,330000000.0,,,106000000.0,-36000000.0,64000000.0,344000000.0,-3000000.0,46000000.0,,,,,,-101000000.0,-230000000.0,11000000.0,1487000000.0,1000000.0,,6000000.0,3.67988,-4000000.0,143000000.0,65400000.0,393000000.0,,-1931000000.0,1036000000.0,,3000000.0,64000000.0,-23000000.0,2544000000.0,110000000.0,3102000000.0,,1586000000.0,66000000.0,27000000.0,3000000.0,558000000.0,-35000000.0,,,19000000.0,,-12000000.0,-4000000.0,,-9000000.0,,-37000000.0,0.0,315000000.0,-192000000.0,,,205000000.0,1314000000.0,,,13000000.0,34000000.0,78000000.0,,-22000000.0,-101000000.0,3.57,,,1555000000.0,8000000.0,656000000.0,,1525000000.0,675000000.0,2967000000.0,-8000000.0,-79000000.0,,,,,,,,,
1325289600,,,,3086000000.0,-98000000.0,300000000.0,,,,,551000000.0,13000000.0,,619000000.0,,1600000000.0,,,63008453.0,663000000.0,,,860000000.0,60000000.0,,,,39000000.0,40000000.0,,46000000.0,,,,65000000.0,,,,,46000000.0,188000000.0,,,3000000.0,9000000.0,,374000000.0,188000000.0,,,-12000000.0,,82000000.0,,,,,,,,135000000.0,,,,10000000.0,,188000000.0,-65000000.0,,36000000.0,,1464000000.0,5000000.0,193000000.0,,,0.71,,,,,,-41000000.0,,,,,,-46000000.0,,,,39000000.0,,,,,,,,,,-30000000.0,,,-12000000.0,,63000000.0,421000000.0,,,92000000.0,,143000000.0,286000000.0,,,,,,64200000.0,,,,,1486000000.0,-4000000.0,,,,-32000000.0,,,,,-1928000000.0,1051000000.0,,-1000000.0,,16000000.0,,,,,,,101000000.0,5000000.0,,,,,,0.730061,,-78000000.0,,7000000.0,,-48000000.0,,,,,,,1348000000.0,,,17000000.0,30000000.0,20000000.0,,55000000.0,-61000000.0,,,,1486000000.0,,604000000.0,,,762000000.0,2979000000.0,61000000.0,,,,,,,,,,
