,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyNetIncome,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingCashDividendsPaid,trailingNetIncome,trailingPurchaseOfBusiness,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,trailingStockBasedCompensation,annualRetainedEarnings,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualCommonStockIssuance,annualGoodwill,annualStockBasedCompensation,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInventory,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,trailingOperatingIncome,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualNetPPE,annualOtherIncomeExpense,annualEbitda,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOperatingIncome,quarterlyBeginningCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualCurrentAssets,trailingOperatingExpense,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyBasicEPS,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,annualDilutedEPS,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,trailingFreeCashFlow,annualGrossProfit,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,annualBasicEPS,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlySaleOfInvestment,annualSaleOfInvestment,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
985996800,153000158.0,,-5199432.0,218699354.0,,-140400441.0,,,-140400441.0,,,,,,,,,,,-0.251935,351001104.0,11899732.0,,,977800725.0,,,,,1137999369.0,,,,,,,,1444400126.0,3085399653.0,,,127600504.0,,,-296299858.0,,,,,95000788.0,,,95000788.0,,,,-101600189.0,,,,408399811.0,,,,,,,,,69700457.0,,100200221.0,,,,156799622.0,5710799306.0,,,,,,,,11920398865.0,18287299385.0,-141300646.0,1445800095.0,3216599401.0,16531899732.0,,-4800567.0,,-665899417.0,,,,,22646262021.0,,,-154600347.0,1110099322.0,,554997636.0,,,,,-250999527.0,,149099795.0,,,,,,,-0.251935,,656299858.0,,,,6290600662.0,,,,-29200693.0,656299858.0,,,,95000788.0,-739700457.0,,,576000000.0,408399811.0,,,,,,149700457.0,,,1755399653.0,,7171899732.0,,,-66799622.0,,,4748499133.0,,,,-207200063.0,11869500236.0,1420499764.0,,,-818899575.0,,581499291.0,,,247900047.0,1794299227.0,576000000.0,,,,-10776761785.0,,,,,,,,,,,,,,,,,,,,,
993859200,485099691.0,,75498978.0,274098336.0,,51399395.0,,,33199697.0,,,,,,,,,,,0.08529,434400908.0,31100268.0,,,1086600605.0,,,,,1127800303.0,,,,,,,,1469099849.0,7926299546.0,,,116000000.0,,,22299546.0,,,,,170700454.0,,,170700454.0,,,,-102399811.0,,,,399999584.0,,,,,,,,,69701967.0,,95000788.0,,,,126800303.0,1200399395.0,,,,,,,,12702497731.0,19109299546.0,50499244.0,1479698942.0,3372900151.0,17089099849.0,,-46800038.0,,-122601339.0,,,,,22577953101.0,,,-59100107.0,1398199697.0,,646898638.0,,,,,169299073.0,,151800303.0,,,,,,,0.08529,,616900151.0,,,,6406801815.0,,,,14401903.0,616900151.0,,,,170500756.0,-608900148.0,,,578400000.0,401500756.0,,,,,,1510.0,,,2020199697.0,,3033000000.0,,,76099849.0,,,9669497731.0,,,,109299546.0,12236500756.0,1267000000.0,,,-607701030.0,,199301012.0,,,215399395.0,1744700454.0,578400000.0,,,,-10341452345.0,,,,,,,,,,,,,,,,,,,,,
1001808000,552299394.0,,-88300177.0,311098312.0,,585800852.0,,,29100521.0,,,,,,,,,,,0.980995,401199306.0,23900742.0,,,1191000473.0,,,,,1150500237.0,,,,,,,,1428800694.0,8222700016.0,,,98300458.0,,,599653.0,,,,,82199779.0,,,82199779.0,,,,-56599653.0,,,,421100368.0,,,,,,,,,69700174.0,,170500756.0,,,,168800694.0,250800063.0,,,,,,,,11985299037.0,18991399716.0,585800852.0,521099890.0,3329499763.0,17289799590.0,,131100368.0,,-34800490.0,,,,,22657901215.0,,,48699665.0,1370700647.0,,-1.0,,,,,233201164.0,,218699700.0,,,,,,,0.980995,,745499447.0,,,,7006100679.0,,,,772998253.0,699299353.0,,,,82199779.0,120599974.0,,,594800000.0,375499448.0,,,,,,-1792.0,,,1701600126.0,,2022700016.0,,,80299826.0,,,9962599022.0,,,,109400347.0,12406400505.0,1747500395.0,,,-587099884.0,,-761199546.0,,,323799905.0,1849799590.0,596000000.0,,,,-10251500710.0,,,,,,,,,,,,,,,,,,,,,
1009756800,208201521.0,-33199618.0,-65098700.0,440600127.0,,-43299270.0,-1821300541.0,-45399554.0,-40199461.0,,1326599809.0,,19265600127.0,,,,6986900669.0,8651399236.0,77798471.0,,356302134.0,36198589.0,,,972099650.0,1860100287.0,,1654799427.0,,1306099895.0,,1668998727.0,,103099331.0,,,588400000.0,1326599809.0,8651399236.0,,69700732.0,118600764.0,,,-2601312.0,972099650.0,1398600764.0,10418599172.0,7202599491.0,17099650.0,,,17099650.0,,1273898440.0,,-64600920.0,,17099650.0,3320899395.0,439498964.0,588400000.0,339600446.0,17099650.0,12759799427.0,-277900350.0,2704399872.0,,,69700732.0,1035399554.0,82199779.0,17099650.0,964199300.0,,176000869.0,229899713.0,23888400191.0,,,,,,,12278699459.0,19265600127.0,-44199148.0,745401146.0,3320899395.0,17823000637.0,149600446.0,-58297916.0,440600127.0,-27497863.0,,-2249399873.0,,,23888400191.0,,-167099650.0,-2098861.0,1273898440.0,,0.0,-11128600764.0,,,,-119598450.0,745401146.0,149600446.0,,1442599491.0,,,,,,,444999526.0,-83099331.0,,21201847.0,6986900669.0,356302134.0,,450000000.0,205999837.0,598300133.0,,,,17099650.0,-593299910.0,624500159.0,,,592801162.0,,0.755,,0.0,17823000637.0,-71901704.0,,2529598854.0,1442599491.0,,1860100287.0,12278699459.0,93400191.0,20400349.0,118600764.0,,10418599172.0,,,31902260.0,-19799112.0,12759799427.0,1654799427.0,0.755,,-235699384.0,-138799745.0,319999689.0,33099331.0,,5498971.0,1904400028.0,,453500478.0,-850799109.0,229899713.0,-11128600764.0,,,-325200573.0,1494199300.0,,100200573.0,,4673000637.0,,,,,,,,,,,,,
1017532800,288699809.0,,-62700765.0,433900575.0,,-1999681.0,,,-1199809.0,,,,,,,,,,,-0.005025,91499362.0,32799554.0,,,1002299235.0,,,,,1108699809.0,,,3195900255.0,,,,,1007899936.0,8818599426.0,,,108599426.0,,,-17700765.0,,,,,,,,,,,,-26800510.0,,,,374399299.0,,,,,,,,,5169600064.0,,17100064.0,,,,181400574.0,121400574.0,,,,,,,,12079600064.0,18482200446.0,-2088910.0,775100382.0,3871199809.0,16968100701.0,,-199172.0,,-117200446.0,,,,,19151599745.0,,,10600701.0,1274099745.0,,1594.0,,,,,-43199490.0,,206400574.0,,,,,,,-0.005025,,589298917.0,,,,6394099745.0,,,,-2500000.0,589300510.0,,,,-45600701.0,-408400255.0,,,608000000.0,374400892.0,,,332200446.0,,,-1593.0,,,1514099745.0,,1819200127.0,,,16499363.0,,,10260399937.0,,,,15799873.0,8023000319.0,1010699490.0,,,-405900255.0,,56999681.0,,,214899618.0,1698000319.0,608000000.0,,,,-11128599426.0,,,,,,,,,,,,,,,,,,,,,
1025395200,280200024.0,,36601356.0,525400819.0,,18399758.0,,,18599788.0,,,,,,,,,,,0.02509,55300804.0,24500037.0,,,929799970.0,,,,,1126999545.0,,,,,,,,1004200636.0,8715999394.0,,,101100167.0,,,-8799818.0,,,,,,,,,,,,-26299960.0,,,,385200640.0,,,,,,,,,69699955.0,,-45600701.0,,,,174000606.0,269599939.0,,,,,,,,12027001061.0,18444400667.0,17499621.0,594602212.0,7080400061.0,16958501288.0,,-699449.0,,-268400403.0,,,,,19193499015.0,,,8699193.0,1160200030.0,,0.0,,,,,-83500010.0,,213900591.0,,,,,,,0.02509,,621001520.0,,,,6408699803.0,,,,-31199045.0,621000152.0,,,,-8999848.0,-579799472.0,,,613200000.0,385199272.0,,,296299439.0,,,-59098270.0,,,1485899379.0,,1781400212.0,,,33100470.0,,,10245600849.0,,,,51700258.0,8196599485.0,980400061.0,,,-548600427.0,,336200804.0,,,235800880.0,1747999697.0,613200000.0,,,,-10996899530.0,,,,,,,,,,,,,,,,,,,,,
1033344000,804300167.0,,3699409.0,433800000.0,,-107400000.0,,,-105300000.0,,,,,,,,,,,-0.17488,670600000.0,354000409.0,,,666500000.0,,,,,1103200000.0,,,,,,,,1000400000.0,8125900000.0,,,92200000.0,,,-318900000.0,,,,,,,,,,,,-43199530.0,,,,400800061.0,,,,,,,,,69700000.0,,-8999848.0,,,,98600000.0,218500000.0,,,,,,,,11645400000.0,18255700000.0,-108200000.0,765500000.0,7078500000.0,17107300000.0,,-10201379.0,,481600849.0,,,,,19367000000.0,,,-57099894.0,1196200000.0,,0.0,,,,,362399500.0,,214000000.0,,,,,,,-0.17488,,663100061.0,,,,6599800000.0,,,,-2700955.0,663100000.0,,,,-5300000.0,-322100273.0,,,630600000.0,400800000.0,8600379.0,,,,,253699863.0,,,1148400000.0,,2085300000.0,,,-50500000.0,,,9560100000.0,,,,-155800000.0,8113100000.0,824500000.0,,,-322699318.0,,-478500485.0,,,262300000.0,1766300000.0,630600000.0,,,,-11253900000.0,,,,,,,,,,,,,,,,,,,,,
1041292800,368800000.0,,-3700000.0,405300000.0,,-139200000.0,-1691100000.0,-266500000.0,-139200000.0,,992300000.0,,18219800000.0,,,,6432600000.0,8197400000.0,263400000.0,,529600000.0,-319100000.0,,,640400000.0,2181000000.0,,630400000.0,,1149200000.0,,1570300000.0,3124600000.0,92200000.0,3124600000.0,,635800000.0,992300000.0,8197400000.0,,69700000.0,96500000.0,48100000.0,,-181100000.0,640400000.0,1742000000.0,9595000000.0,7006700000.0,,,,,,1599200000.0,,-39300000.0,,,3948600000.0,409900000.0,635800000.0,-77000000.0,-9000000.0,8025900000.0,-526500000.0,2019400000.0,,,69700000.0,948300000.0,-5300000.0,,2200000.0,,261600000.0,,19515200000.0,,,,,48100000.0,,11776000000.0,18219800000.0,-146900000.0,3800000.0,3948600000.0,17046600000.0,,318700000.0,405300000.0,-47300000.0,,-1693300000.0,,,19515200000.0,,9200000.0,47000000.0,1599200000.0,,0.0,-11489300000.0,,,,-22500000.0,3800000.0,,331700000.0,1173200000.0,,,,,,,146000000.0,-26100000.0,,307600000.0,6432600000.0,529600000.0,,-239300000.0,38600000.0,645200000.0,,,,-9000000.0,-380800000.0,715600000.0,-985400000.0,,409900000.0,-4300000.0,-0.375,,0.0,17046600000.0,68800000.0,,2518600000.0,1173200000.0,,2181000000.0,11776000000.0,-42500000.0,-41600000.0,96500000.0,,9595000000.0,,,213200000.0,-177700000.0,8025900000.0,630400000.0,-0.375,,-416100000.0,-227100000.0,8300000.0,21800000.0,,235300000.0,1794400000.0,,-229000000.0,48700000.0,,-11489300000.0,,,-135600000.0,1570300000.0,,17100000.0,,4488100000.0,,,,,,,,,,,,,
1049068800,399700309.0,,16399295.0,613700603.0,,91200235.0,,,91200235.0,,,,,,,,,,,0.130165,644999266.0,20099897.0,,,553399442.0,,,,,1070099897.0,,,,,,,,990599383.0,7715200529.0,,,86299398.0,,,-12100779.0,,,,,7399736.0,,,7399736.0,,,,-44799471.0,,,,411100338.0,,,,,,,,,69700309.0,,-8999559.0,,,,161599824.0,161400029.0,,,,,,,,11296700456.0,17806900250.0,90299691.0,637101513.0,7005400323.0,16469100926.0,,6600558.0,,191900985.0,,,,,19630699281.0,,,36900250.0,1170800646.0,,1469.0,,,,,-6900250.0,,151200235.0,,,,,,,0.130165,,670800647.0,,,,6498799765.0,,,,5898340.0,670800647.0,,,,7399736.0,-182600264.0,,,693600000.0,411100338.0,10199794.0,,,,,-147399735.0,,,1337799324.0,,1977199941.0,,,-5899809.0,,,9319500515.0,,,,85300426.0,7869199354.0,667100044.0,,,-207799324.0,,-200699280.0,,,259700309.0,1740900544.0,694000000.0,,,,-11761499927.0,,,,,,,,,,,,,,,,,,,,,
1056931200,470699529.0,,9201137.0,1024399568.0,,74799406.0,,,74799406.0,,,,,,,,,,,0.105575,631900581.0,20999657.0,,,499600162.0,,,,,1053499932.0,,,,,,,,988299338.0,6833599892.0,,,81599352.0,,,-9900041.0,,,,,16600027.0,,,16600027.0,,,,-43801096.0,,,,410099176.0,,,,,,,,,69700122.0,,7399736.0,,,,169100365.0,509400243.0,,,,,,,,11067999460.0,17622900176.0,73999730.0,624300959.0,6944599487.0,16274900716.0,,-4500058.0,,165198839.0,,,,,19838099419.0,,,218400304.0,1080399838.0,,0.0,,,,,-189199980.0,,213000135.0,,,,,,,0.105575,,719800082.0,,,,6546300149.0,,,,501768.0,719800082.0,,,,16600027.0,-286000303.0,,,697200000.0,410099959.0,4699571.0,,,,,,,,1347999460.0,,2221700662.0,,,54899365.0,,,8846298798.0,,,,129698771.0,7820000000.0,686899905.0,,,-305500690.0,,-175500909.0,,,309700123.0,1773300014.0,701600000.0,,,,-12018099419.0,,,,,,,,,,,,,,,,,,,,,
1064880000,858700648.0,,85700216.0,1018699352.0,,115899514.0,,,115899514.0,,,,,,,,,,,0.15986,622999730.0,20600878.0,,,504500270.0,,,,,1051700432.0,,,,,,,,986300648.0,6632500000.0,,,77799838.0,,,-9900054.0,,,,,102300108.0,,,102300108.0,,,,-41599325.0,,,,407200000.0,,,,,,,,,69700162.0,,16600027.0,,,,136500540.0,285799568.0,,,,,,,,10812699892.0,17459900054.0,115000000.0,655499730.0,6898599406.0,16053599406.0,,-9801742.0,,554700554.0,,,,,20064600216.0,,,95698906.0,1266400594.0,,0.0,,,,,279099960.0,,210599676.0,,,,,,,0.15986,,754500270.0,,,,6636700432.0,,,,-5100810.0,754498920.0,,,,102300108.0,-307800027.0,,,700200000.0,407198812.0,3799987.0,,,,,,,,1406300648.0,,2175199892.0,,,84000540.0,,,8637500000.0,,,,199900054.0,7762999730.0,747599946.0,,,-304000094.0,,-465200405.0,,,347300108.0,1806199352.0,706400000.0,,,,-12301600486.0,,,,,,,,,,,,,,,,,,,,,
1072828800,414899514.0,,-96100648.0,1173700000.0,,49599676.0,-1197800000.0,511700000.0,52899676.0,,1007000000.0,,17477500000.0,,,,6662000000.0,6469400000.0,-215400000.0,,586000000.0,24899568.0,,,723800000.0,2154700000.0,,741700000.0,,1126600162.0,,1652800000.0,3118000000.0,86600000.0,3118000000.0,,703600000.0,1007000000.0,6469400000.0,,69700000.0,123500000.0,41900000.0,,-20099676.0,723800000.0,2144000000.0,8650100000.0,7146000000.0,,,,,,1294100000.0,,-41800108.0,,,3799300000.0,424400486.0,698600000.0,-931000000.0,6200000.0,7417900000.0,-52000000.0,2836200000.0,,,69700000.0,1191300000.0,102300108.0,,3700000.0,,204499838.0,221100000.0,19896300000.0,,,,,41900000.0,,10804800000.0,17477500000.0,41599622.0,346400000.0,3799300000.0,15960200000.0,-2700000.0,-9198758.0,1173700000.0,-20500378.0,,-1252700000.0,,,19896300000.0,,398600000.0,47600540.0,1294100000.0,,92000000.0,-12478400000.0,,,,-59699730.0,346400000.0,-2700000.0,-83400000.0,1517300000.0,,,,,,,691100054.0,15200000.0,,-16900000.0,6662000000.0,586000000.0,,320900000.0,2400702.0,699000054.0,,,,6200000.0,-421399406.0,671700000.0,-1201700000.0,,424400486.0,-45699352.0,0.455,,92000000.0,15960200000.0,-215401350.0,,2844100000.0,1517300000.0,,2154700000.0,10804800000.0,176900000.0,43900270.0,123500000.0,,8650100000.0,,,23300000.0,96799946.0,7417900000.0,741700000.0,0.46,,-435399892.0,334800000.0,-89599406.0,-27000000.0,,274599568.0,1825600216.0,,331500000.0,891300000.0,221100000.0,-12478400000.0,,,-172000000.0,1652800000.0,,-9000000.0,,4301900000.0,,,,,,,,,,,,,
1080691200,588099423.0,,267300630.0,1134400577.0,,101299843.0,,,101299843.0,,,,,,,,,,,0.14028,670000000.0,27000262.0,,,762699370.0,,,,,1066600210.0,,,,,,,,1005099685.0,6658200420.0,,,117800367.0,,,-17099947.0,,,,,273499475.0,,,273499475.0,,,,-42300630.0,,,,410400052.0,,,,,,,,,0.0,,6200157.0,,,,145000000.0,213099423.0,,,,,,,,11013600472.0,17563499475.0,100400052.0,673899528.0,6863399790.0,15780199370.0,,0.0,,278399790.0,,,,,20480000000.0,,,91799580.0,1332800367.0,,1312.0,,,,,50001312.0,,8799843.0,,,,,,,0.14028,,737199632.0,,,,6540199370.0,,,,-1000787.0,737199633.0,,,,273499475.0,-298600472.0,,,706200000.0,410400053.0,5700420.0,,,,,-1312.0,,,1783300105.0,,2215899790.0,,,62599685.0,,,8797700682.0,,,,163899528.0,7710400052.0,,,,-309699633.0,,-22199633.0,,,326799580.0,1803799843.0,711200000.0,,,,-12769599948.0,,,,,,,,,,,,,,,,,,,,,
1088553600,488999977.0,,84199036.0,1076298865.0,,172300200.0,,,172300200.0,,,,,,,,,,,0.241175,638300200.0,16799605.0,,,800200133.0,,,,,1080100067.0,,,,,,,,1003199466.0,6736500334.0,,,96700467.0,,,-2700467.0,,,,,357699800.0,,,357699800.0,,,,-48299770.0,,,,407599948.0,,,,,,,,,0.0,,273499475.0,,,,156900600.0,213799867.0,,,,,,,,10892298865.0,17589299533.0,171499666.0,731399600.0,6835199466.0,15653099400.0,,-3598399.0,,142899743.0,,,,,20742000000.0,,,98700754.0,1224200133.0,,-1335.0,,,,,-144999311.0,,8800534.0,,,,,,,0.241175,,785501000.0,,,,6686500334.0,,,,200254.0,785499666.0,,,,357699800.0,-341599661.0,,,708600000.0,407599733.0,21100114.0,,,,,17598377.0,,,1936200133.0,,2076300200.0,,,44900600.0,,,8815998665.0,,,,217200800.0,7674800534.0,,,,-346100234.0,,-63199967.0,,,377899933.0,1865599733.0,720200000.0,,,,-13067199466.0,,,,,,,,,,,,,,,,,,,,,
1096502400,847200713.0,,264500082.0,1305800681.0,,156599471.0,,,156599471.0,,,,,,,,,,,0.21596,624799042.0,27000183.0,,,815100164.0,,,,,1112799546.0,,,,,,,,1001300239.0,6514000252.0,,,84699509.0,,,-12999874.0,,,,,622199824.0,,,622199824.0,,,,-45500142.0,,,,407600353.0,,,,,,,,,0.0,,357699800.0,,,,158600227.0,4000252.0,,,,,,,,10803900718.0,17643299735.0,156499937.0,753500063.0,6793099408.0,15445999748.0,,-2458.0,,527400227.0,,,,-36999679.0,20909299483.0,,,91399628.0,1354000252.0,,-1.0,,,,,202699901.0,,8800554.0,,,,,,,0.220985,,834100291.0,,,,6828499433.0,,,,1501049.0,834101046.0,,,,622199824.0,-316500132.0,,,711400000.0,407601108.0,12000020.0,,,,,-17599585.0,,,2197299987.0,,1982799546.0,,,97200454.0,,,8821101172.0,,,,254899836.0,7623299735.0,,,,-319800486.0,,-266200501.0,,,426499938.0,1946900592.0,723600000.0,,,,-13285999748.0,,,,,,,,,,,,,,,,,,,,,
1104451200,613799887.0,,274300252.0,1506100000.0,,135599672.0,-1299500000.0,825500000.0,140199672.0,,991900000.0,,17838000000.0,,,,7025600000.0,6332200000.0,27900000.0,,531500000.0,77999950.0,,,863500000.0,1969100000.0,,1008100000.0,,-852299811.0,1012600000.0,1643100000.0,3126800000.0,148800000.0,3126800000.0,23800000.0,715200000.0,991900000.0,6332200000.0,,0.0,133300000.0,38400000.0,,-25400454.0,863500000.0,2538100000.0,8830200000.0,7581200000.0,,,,,,313000000.0,,-112599458.0,,,3692800000.0,417499647.0,710600000.0,-348300000.0,896500000.0,7528200000.0,-58200000.0,3124100000.0,,,0.0,1500100000.0,622199824.0,,-8100000.0,,194999811.0,4300000.0,21010800000.0,,,,,38400000.0,,10799300000.0,17838000000.0,135600101.0,0.0,3692800000.0,15190400000.0,-2200000.0,114800857.0,1506100000.0,270400240.0,,-1319000000.0,,-78000454.0,21010800000.0,,380900000.0,99000038.0,313000000.0,,896500000.0,-13482600000.0,,,2030800000.0,-55701902.0,0.0,-2200000.0,-139700000.0,2647600000.0,,-150800000.0,,,,,767300202.0,890300000.0,1012600000.0,111200000.0,7025600000.0,531500000.0,,564000000.0,-8800516.0,2817200202.0,,,,896500000.0,-342799735.0,655500000.0,-248600000.0,,2448299647.0,-48600554.0,0.785,,896500000.0,15190400000.0,27902520.0,,5174000000.0,2647600000.0,,1969100000.0,10799300000.0,255100000.0,50400491.0,133300000.0,,8830200000.0,,,52000000.0,187600290.0,7528200000.0,1008100000.0,0.79,,-343399647.0,570400000.0,3300101.0,-9800000.0,,368900555.0,1964900391.0,,565800000.0,1219100000.0,4300000.0,-13482600000.0,,,-248700000.0,3673900000.0,,6200000.0,,2407200000.0,,,,,,,,,,,,,
1112227200,728400242.0,,350800484.0,1486602177.0,,242199516.0,,,242199516.0,,,,,,,,,,,0.33018,662899637.0,87899637.0,,,874899637.0,,,,,616500000.0,,,,,,,,995299879.0,6356299879.0,,,111000000.0,,,-10900847.0,,,,,1247299879.0,,,1247299879.0,,,,,,,,402199516.0,,,,,,,,,0.0,,896500605.0,,,,159000000.0,4400242.0,,,,,,,,10992401451.0,18136500605.0,242199516.0,785100363.0,6807700121.0,15112800484.0,,0.0,,455200726.0,,,,-158299879.0,21181800484.0,,,91700121.0,1486899637.0,,0.0,,,,,41099154.0,,8800484.0,,,,,,,0.335185,,875299879.0,,,,7125199516.0,,,,-5499395.0,1358200121.0,,,,1247299879.0,-306199516.0,,,720400000.0,894799879.0,22299879.0,,,,,2419.0,,,3023700121.0,492600363.0,2154199516.0,,,70299879.0,,,8838201935.0,,,,314100363.0,7447299879.0,,,,-273199516.0,,-71400242.0,,,463400242.0,1974700121.0,735800000.0,,,,-13734500605.0,,,,,,,,,,,,,,,,,,,,,
1120089600,687700163.0,,-106200018.0,1439300356.0,,189500430.0,,,189500430.0,,,,,,,,,,,0.25944,603800172.0,56100608.0,,,846300479.0,,,,,617600000.0,,,,,,,,1051999509.0,4691099791.0,,,128999632.0,,,-7899840.0,,,,,1141099791.0,,,1141099791.0,,,,,,,,399100349.0,,,,,,,,,0.0,,1247299879.0,,,,178500000.0,1581000368.0,,,,,,,,10825700257.0,17993899595.0,189500430.0,31299865.0,6787200196.0,15073999018.0,,-153001104.0,,278999593.0,,,,-272100268.0,21391898858.0,,,103300493.0,1458500061.0,,1228.0,,,,,8300625.0,,153400025.0,,,,,,,0.26443,,874800545.0,,,,7154699890.0,,,,-2800593.0,1400900061.0,,,,1141099791.0,-410000312.0,,,716200000.0,927599460.0,-18000137.0,,,,,,,,2919900577.0,528500405.0,3643300601.0,,,105999755.0,,,7182399656.0,,,,297200196.0,7480099423.0,1044600466.0,,,-408700570.0,,-383899868.0,,,473300601.0,2018500061.0,724800000.0,,,,-13911799435.0,,,,,,,,,,,,,,,,,,,,,
