date,quarterlyNonCurrentDeferredRevenue,annualCashAndCashEquivalents,annualAccumulatedDepreciation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,trailingBeginningCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualResearchAndDevelopment,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualEbitda,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyGoodwill,quarterlyAccountsReceivable,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,trailingNetIncomeCommonStockholders,annualNetIncome,trailingOperatingCashFlow,annualCostOfRevenue,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualTaxProvision,trailingTaxProvision,annualTotalAssets,trailingCommonStockIssuance,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualOtherNonCashItems,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualDepreciationAndAmortization,annualInvestingCashFlow,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyInventory,annualAccountsReceivable,quarterlyAccumulatedDepreciation,annualGoodwill,annualInventory,trailingCashDividendsPaid,annualChangeInInventory,trailingPretaxIncome,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,trailingChangeInInventory,trailingNetIncome,annualDilutedAverageShares,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyCapitalStock,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualBasicEPS,annualTotalRevenue,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,trailingPurchaseOfInvestment,annualPretaxIncome,trailingTotalRevenue,annualPurchaseOfInvestment,annualEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingInterestExpense,trailingEndCashPosition,trailingStockBasedCompensation,trailingChangeInCashSupplementalAsReported,annualAccountsPayable,annualGrossPPE,trailingInvestingCashFlow,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,annualOperatingIncome,trailingRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2012-12-31,12469000.0,243442000.0,-562913000.0,,227000.0,366035000.0,,-298908000.0,338904000.0,1070401000.0,251677000.0,3141000.0,,,18064000.0,,50056000.0,1232423000.0,2266982000.0,1052337000.0,163372000.0,,-34746000.0,,,2266982000.0,509493000.0,962552000.0,1921656000.0,18064000.0,280773000.0,338904000.0,1070401000.0,39000.0,,680366000.0,-34746000.0,-42125000.0,,,338904000.0,,3243115000.0,-71000000.0,0.0,0.0,5595000.0,102642000.0,0.0,58304000.0,,3002248000.0,,735266000.0,214499000.0,280773000.0,280773000.0,-24941000.0,,,50056000.0,1921656000.0,84080000.0,5595000.0,102642000.0,,,109144000.0,-179594000.0,19743000.0,0.0,747673000.0,680366000.0,-562913000.0,,747673000.0,,-274902000.0,,1052337000.0,741181000.0,669510000.0,,,978470000.0,256783000.0,,280773000.0,669510000.0,0.0,-241178000.0,-200178000.0,97520000.0,36780000.0,0.0,524215000.0,0.3539,-8463000.0,,735266000.0,39000.0,3002248000.0,0.3597,3984296000.0,,0.0,,97520000.0,,397208000.0,,-280773000.0,243442000.0,524215000.0,,,,,,774342000.0,1232423000.0,,,12469000.0,243442000.0,774342000.0,375146000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,17139000.0,,,,,,,,,1629184000.0,,,,,,,,670476000.0,2846930000.0,1606450000.0,,,,,,,,,2009901000.0,22734000.0,,,,,,1472215000.0,,,,,,,,,,,5595000.0,,0.0,,,,,,,,202510000.0,,,,114267000.0,,,,332561000.0,,,,,,,840247000.0,,,,,,,,,,,,,,,,202510000.0,670476000.0,0.0,,,97520000.0,,,,,,,800417000.0,31000.0,3647347000.0,,,,,,,,,,,,532901000.0,,,,,,,,,,,330391000.0,1251096000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,17822000.0,709037000.0,-651530000.0,,7721000.0,436634000.0,,-318544000.0,440866000.0,1805363000.0,243442000.0,6595000.0,,,23417000.0,,74204000.0,1458994000.0,3766416000.0,1781946000.0,251041000.0,1190918000.0,-53011000.0,,,3766416000.0,658420000.0,994294000.0,2849805000.0,23417000.0,983000000.0,440755000.0,1805363000.0,27000.0,,786711000.0,564158000.0,349289000.0,1190918000.0,,440755000.0,,4845690000.0,-105000000.0,,,5595000.0,488929000.0,0.0,63623000.0,,4665248000.0,,898832000.0,183708000.0,113750000.0,113750000.0,-21034000.0,,,74204000.0,2849805000.0,280773000.0,5595000.0,488929000.0,,,147336000.0,-1039081000.0,30843000.0,,767915000.0,786711000.0,-651530000.0,,767915000.0,,-63595000.0,,1781946000.0,967081000.0,807464000.0,,,1012035000.0,667833000.0,,983000000.0,807464000.0,0.0,-702092000.0,8588000.0,105177000.0,-113510000.0,0.0,1692037000.0,0.4353,466274000.0,,898832000.0,27000.0,4665248000.0,0.443,5812771000.0,,0.0,,105177000.0,,504489000.0,,-983000000.0,709037000.0,1692037000.0,,,,,,954392000.0,1458994000.0,,,17822000.0,709037000.0,954392000.0,530447000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,16552000.0,,,,,,,,,2799306000.0,,,,,,,,859430000.0,4764651000.0,2767622000.0,,1281527000.0,,,,,,,2981681000.0,31684000.0,,,,,,1842407000.0,,,,,,,,,,,5595000.0,,0.0,,,,,,,,92450000.0,,,,23209000.0,,,,851250000.0,,,,,,,1183549000.0,,,,,,,,,,,,,,,,487360000.0,859430000.0,0.0,,,105177000.0,,,,,,,1023214000.0,23000.0,5787865000.0,,,,,,,,,,,,1176975000.0,,,,,,,,,,,689615000.0,1637717000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,23228000.0,504600000.0,-842745000.0,,3417000.0,682263000.0,,-382528000.0,561268000.0,2343249000.0,709037000.0,13981000.0,,,46457000.0,,87613000.0,1994127000.0,4204393000.0,2296792000.0,392271000.0,2002069000.0,-79480000.0,,,4204393000.0,862707000.0,1069823000.0,3247697000.0,46457000.0,394946000.0,566096000.0,2343249000.0,15000.0,,1503303000.0,-79480000.0,-565379000.0,2002069000.0,,566096000.0,,7137040000.0,-132737000.0,,,10787000.0,521571000.0,-374946000.0,72739000.0,,5593839000.0,,1389446000.0,320046000.0,20000000.0,20000000.0,-44021000.0,,,87613000.0,3247697000.0,11200601000.0,10787000.0,521571000.0,,,214719000.0,169428000.0,40420000.0,-349569000.0,895693000.0,1503303000.0,-842745000.0,,895693000.0,,-133313000.0,,2296792000.0,1289418000.0,1151382000.0,,,1079639000.0,-182851000.0,,394946000.0,1151382000.0,0.0,-877447000.0,-940352000.0,105177000.0,122358000.0,0.0,899546000.0,0.5243,-203562000.0,,1389446000.0,15000.0,5593839000.0,0.5291,8426458000.0,,-374946000.0,,105177000.0,,634007000.0,,-10498941000.0,504600000.0,899546000.0,,,,,,1378250000.0,1994127000.0,,,23228000.0,504600000.0,1378250000.0,607155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,27434000.0,,,,,,,,,3470070000.0,,,,,,,,1165381000.0,5435248000.0,3415110000.0,,,,,,,,,3400663000.0,54960000.0,,,,,,2158199000.0,,,,,,,,,,,16188000.0,,0.0,,,,,,,,73934000.0,,,,108820000.0,,,,677319000.0,,,,,,,1131323000.0,,,,,,,,,,,,,,,,899921000.0,1165381000.0,0.0,,,105177000.0,,,,,,,1439040000.0,9000.0,6874288000.0,,,,,,,,,,,,1519870000.0,,,,,,,,,,,619949000.0,2416436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,24502000.0,186780000.0,-1069911000.0,,7933000.0,806394000.0,,-411248000.0,763521000.0,3791403000.0,504600000.0,15998000.0,,,51982000.0,,0.0,2323723000.0,6017097000.0,3739421000.0,502140000.0,2716908000.0,-70770000.0,,,6017097000.0,1123992000.0,1074292000.0,3830983000.0,51982000.0,1780186000.0,761632000.0,3791403000.0,6000.0,,2442757000.0,-70770000.0,1290239000.0,2716908000.0,,761632000.0,,8932855000.0,-170035000.0,,,19201000.0,683239000.0,0.0,98756000.0,,7636294000.0,,1619197000.0,351922000.0,71916000.0,71916000.0,-34398000.0,,,0.0,3830983000.0,13645955000.0,19201000.0,683239000.0,,,245717000.0,-1932000000.0,60218000.0,-43500000.0,896962000.0,2442757000.0,-1069911000.0,,896962000.0,,-8639000.0,,3739421000.0,1763377000.0,1253812000.0,,,1083531000.0,1701487000.0,,1780186000.0,1253812000.0,0.0,-654131000.0,538443000.0,105177000.0,-125167000.0,0.0,1966966000.0,0.7029,-318450000.0,,1619197000.0,6000.0,7636294000.0,0.709,10696232000.0,,0.0,,105177000.0,,862277000.0,,-15045338000.0,186780000.0,1966966000.0,,,,,,2535440000.0,2323723000.0,,,24502000.0,186780000.0,2535440000.0,956983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,25638000.0,,,,,,,,,4538624000.0,,,,,,,,1417166000.0,6819639000.0,4485412000.0,,3150694000.0,,,,,,,4080649000.0,53212000.0,,,,,,2963005000.0,,,,,,,,,,,24757000.0,,0.0,,,,,,,,145341000.0,,,,180405000.0,,,,747991000.0,,,,,,,1398070000.0,,,,,,,,,,,,,,,,1475995000.0,1417166000.0,0.0,,,105177000.0,,,,,,,1816675000.0,3000.0,8636314000.0,,,,,,,,,,,,1785917000.0,,,,,,,,,,,309922000.0,3243260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,28188000.0,466928000.0,-1352193000.0,,5786000.0,1254155000.0,,-972664000.0,1271601000.0,6723197000.0,186780000.0,16181000.0,,,64869000.0,,156207000.0,3309728000.0,9317867000.0,6658328000.0,694397000.0,3948771000.0,-63907000.0,,,9317867000.0,1779326000.0,1080616000.0,4895255000.0,64869000.0,2186742000.0,1270753000.0,6723197000.0,1000.0,,2876155000.0,-63907000.0,642885000.0,3948771000.0,,1270753000.0,,11931643000.0,-228176000.0,,,33864000.0,904348000.0,0.0,174834000.0,,11636539000.0,,2318672000.0,485129000.0,159245000.0,159245000.0,-44317000.0,,,156207000.0,4895255000.0,19908181000.0,33864000.0,904348000.0,,,316710000.0,-1259864000.0,79210000.0,-7680000.0,2828362000.0,2876155000.0,-1352193000.0,,2828362000.0,,-1937777000.0,,6658328000.0,2680135000.0,1957535000.0,,,1089087000.0,1615549000.0,,2186742000.0,1957535000.0,0.0,-779304000.0,-141966000.0,105177000.0,28592000.0,0.0,2653670000.0,1.1668,274431000.0,,2318672000.0,1000.0,11636539000.0,1.176,14611778000.0,,0.0,,105177000.0,,1446435000.0,,-20231284000.0,466928000.0,2653670000.0,,,,,,5027807000.0,3309728000.0,,,28188000.0,466928000.0,5027807000.0,1425980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,26789000.0,,,,,,,,,6559712000.0,,,,,,,,2112967000.0,8960403000.0,5994606000.0,,5053218000.0,,,,,,,5713894000.0,565106000.0,,,,,,3097324000.0,,,,,,,,,,,79595000.0,,0.0,,,,,,,,74352000.0,,,,573996000.0,,,,1456595000.0,,,,,,,2277236000.0,,,,,,,,,,,,,,,,1714353000.0,2112967000.0,0.0,,,105177000.0,,,,,,,3333386000.0,414225000.0,12293789000.0,,,,,,,,,,,,2379679000.0,,,,,,,,,,,665326000.0,3719938000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,44825000.0,1226877000.0,-1789018000.0,,4352000.0,1604392000.0,,-1765472000.0,2914114000.0,8207101000.0,466928000.0,48801000.0,,,501611000.0,,,4537868000.0,11635455000.0,7705490000.0,1168157000.0,6797159000.0,-80518000.0,,,11635455000.0,3901948000.0,1087701000.0,7488519000.0,501611000.0,1972340000.0,2901554000.0,8207101000.0,392424000.0,,4449343000.0,-80518000.0,670804000.0,6797159000.0,,2901554000.0,,17563489000.0,-318130000.0,,,106895000.0,1347881000.0,,404205000.0,,15726310000.0,,4090855000.0,593974000.0,1952340000.0,1952340000.0,-37419000.0,,,,7488519000.0,33823180000.0,106895000.0,1347881000.0,,,534828000.0,-1686275000.0,89158000.0,-122000000.0,2621844000.0,4449343000.0,-1789018000.0,,2621844000.0,,177499000.0,,7705490000.0,4802763000.0,2748850000.0,,,1092416000.0,2436276000.0,,1972340000.0,2748850000.0,,-1361915000.0,-1126427000.0,105177000.0,-39321000.0,,3199217000.0,2.6561,762212000.0,,4090855000.0,392424000.0,15726310000.0,2.6676,22366252000.0,,,,105177000.0,,3318319000.0,,-33675884000.0,1226877000.0,3199217000.0,,,,,,5188326000.0,4537868000.0,,,44825000.0,1226877000.0,5188326000.0,3198371000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,46918000.0,,,,,,,,,12290569000.0,,,,,,,,3442448000.0,15100152000.0,7672760000.0,,,,,,,,,7975775000.0,4617809000.0,,,,,,6327108000.0,,,,,,,,,3931200000.0,,273094000.0,,,,,,,,,,4003339000.0,,,,105044000.0,,,,1486624000.0,,,,,,,2804215000.0,,,,,,,,,,,,,,,,4023339000.0,3442448000.0,99174000.0,,,105177000.0,,,,,,,5207755000.0,370623000.0,20307907000.0,,,,,,,,,,,,5520517000.0,,,,,,,,,,,1497178000.0,6046971000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,70113000.0,2254299000.0,-2497400000.0,,2680000.0,1785321000.0,,-2617393000.0,2512679000.0,13563999000.0,1226877000.0,202137000.0,,,4886558000.0,,,7233964000.0,16768374000.0,8677441000.0,1362345000.0,,-11049000.0,,,16768374000.0,3872816000.0,1092863000.0,9234097000.0,4886558000.0,4834497000.0,2490872000.0,13563999000.0,348821000.0,,5085128000.0,-78272000.0,950499000.0,,,2490872000.0,,21018737000.0,-725117000.0,4079983000.0,4079983000.0,403328000.0,1482405000.0,,338595000.0,,22852143000.0,,6083769000.0,643766000.0,,,135204000.0,,,,9234097000.0,47464319000.0,403328000.0,1482405000.0,,,819405000.0,-5499290000.0,93132000.0,-3597000.0,3073922000.0,5085128000.0,-2497400000.0,,3073922000.0,,-519925000.0,,8677441000.0,4913115000.0,4736564000.0,,,1096110000.0,3567892000.0,,4834497000.0,4736564000.0,,-1810381000.0,-202868000.0,105163000.0,-74420000.0,,7088796000.0,2.2725,1025381000.0,,6083769000.0,348821000.0,22852143000.0,2.2792,25931852000.0,,,,105163000.0,,2851274000.0,,-50559329000.0,2254299000.0,7088796000.0,,,,,,5616194000.0,7233964000.0,,,70113000.0,2254299000.0,5616194000.0,3127794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,54397000.0,,,,,,,,,15332351000.0,,,,,,,,5581862000.0,18319994000.0,10180979000.0,,9424716000.0,,,,,,,9991908000.0,5151372000.0,,,,,862000.0,6911759000.0,,,,,,,,,4091169000.0,,535317000.0,,,,,,,,,,,,,,,,,,1112482000.0,,,,,,,4389732000.0,,,,,,,,,,,,,,,,4542015000.0,5581862000.0,,,,105163000.0,,,,,,,7168136000.0,477128000.0,25488130000.0,,,,,,,,,,,,6154942000.0,,,,,,,,,,,1612927000.0,7739821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
