,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,annualInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyNetPPE,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCapitalStock,annualOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualDilutedEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualDilutedAverageShares,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualInterestExpense,quarterlyEbitda,annualNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,trailingTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualCostOfRevenue,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1056931200,,,-5034494.0,453333211.0,,,-110999373.0,,,271619519.0,-196278744.0,,,,29100365.0,188300000.0,29100365.0,,,,,,,,,,47321625.0,,6879629718.0,,,601163580.0,,,2835122040.0,725432552.0,,,31745798.0,,,0.12071,80543520.0,,,329263069.0,181631530.0,,,117649918.0,,,,,,,188300000.0,,,2348087084.0,,160620146.0,,,,,,,,,,,,8408833983.0,7481787450.0,23300014.0,,,725432552.0,,,,197537958.0,197537958.0,,,,,,,,,,,,,,-29625723.0,,481368291.0,-6100462.0,131699952.0,,,,,,,,,,,5765583236.0,,,,,,,,540999595.0,,540999595.0,,9052447844.0,22694328.0,197537958.0,,,,,25410948.0,,,-36605223.0,,,629606128.0,,,,861730761.0,,,,,,,,,,,,,2348087084.0,,1436052243.0,,,45325545.0,,927046533.0,,,,,,352923881.0,,-2172818126.0,,,,,,,0.12071,,4329530993.0,,,,,,,,,,,,,,,,,,
1064880000,,,-17701915.0,480917061.0,,,-101912120.0,,,150110254.0,-307158553.0,,,,124200432.0,189800000.0,124200432.0,,,,,,,,,,49242704.0,,6919000295.0,,,644258714.0,,,2826851502.0,515246832.0,,,1779792.0,,,0.61946,-83100311.0,,,333589295.0,124608063.0,,,197537958.0,,,,,,,189800000.0,,,2453928096.0,,48198134.0,,,,,,,,,,,,8340232817.0,7550948333.0,118400864.0,,,515246832.0,,,,115400077.0,115400077.0,,,,,,145070.0,,,,,,,,-26122654.0,,490125046.0,21230490.0,54173011.0,,,,,,,,,,,5439317084.0,,,,,,,,630000000.0,,630000000.0,,9192171635.0,61563403.0,115400077.0,,,,,49772659.0,,,-73673880.0,,,732031931.0,,,,938613985.0,,,,,,,,,,,,,2453928096.0,,1146194002.0,,,15030435.0,,789284483.0,,,,,,291052407.0,,-2273171340.0,,,,,,,0.61946,,4293123082.0,,,,,,,,,,,,,,,,,,
1072828800,21599897.0,686699729.0,-14973979.0,440498518.0,,,-50261789.0,,1.26,164887005.0,-117226965.0,2460600283.0,2978299626.0,,49699536.0,,49699536.0,-535099833.0,,,,,46999871.0,,,,46999871.0,,6316900683.0,941499420.0,933900554.0,686699729.0,410199665.0,,2978299626.0,-1288.0,,,-229369.0,0.0,756500064.0,,39724677.0,,,410199665.0,75800593.0,,,115400077.0,6316900683.0,-29000386.0,,,535898492.0,,,,913998453.0,0.0,2508599768.0,114625216.0,-7900296.0,1.26,58500579.0,,185300000.0,-1288.0,155000644.0,155000644.0,-200999614.0,,,8420199665.0,7538799433.0,43799623.0,,,303600412.0,,,4540199665.0,155000644.0,155000644.0,547199536.0,,8619401005.0,,335599639.0,-18851.0,,,,,-2302500322.0,,,-29000386.0,,547199536.0,4380527.0,4134495.0,,,,-555700116.0,,,,440498518.0,905300786.0,,5481699086.0,,257199536.0,,155000644.0,,,,721399606.0,,-1251301670.0,,8619401005.0,-5540589.0,155000644.0,75800593.0,11700374.0,,881400232.0,19326666.0,,,-44570662.0,27400490.0,183900554.0,-1144637103.0,234199407.0,-45500452.0,,933900554.0,265000644.0,200799948.0,,,,1441199278.0,,7538799433.0,195500451.0,,,,2460600283.0,,941499420.0,,,-3553236.0,5481699086.0,881400232.0,,78400103.0,,8420199665.0,257199536.0,269200052.0,303600412.0,-2302500322.0,143300271.0,269200052.0,,1067400490.0,103099317.0,,,-193800077.0,4540199665.0,185300000.0,,,,,,,,,,,,,,,,,
1080691200,,,-1497029.0,407491455.0,,,-91718013.0,,,176948898.0,-260483149.0,,,,47199633.0,191400000.0,47199633.0,,,,,,,,,,44212274.0,,6350798745.0,,,697615791.0,,,2861122960.0,186430085.0,,,,,,0.2505,-33433661.0,,,420864920.0,32136235.0,679451832.0,,154693058.0,,,,,,,191400000.0,,,2470498038.0,,85230885.0,,,,,,,,,,,,8280569694.0,7437742032.0,-700420.0,,,186430085.0,,,,121259397.0,121259397.0,,,,,,,,,,,,,,-26048315.0,,579949265.0,-3692673.0,15968316.0,,,,,,,,,,,5271141002.0,,,,,,,,701100472.0,,701100472.0,,8726784314.0,50100590.0,121259397.0,,,,,24152077.0,,,-36427720.0,,,802399475.0,,,,931352011.0,,,,,,,,,,,,,2470498038.0,,813386079.0,,,86528310.0,,842827661.0,,,,,,256491070.0,,-2375985569.0,,,,,,,0.24048,,,,,,,,,,,,,,,,,,,,
1088553600,,,-891287.0,413875271.0,,,-89794008.0,,,67057393.0,25034991.0,,,,15499666.0,192200000.0,25099400.0,,,,,,,,,,73639745.0,,6414519369.0,,,707240093.0,,,2837219965.0,1.0,,,,,,0.13064,15620804.0,,,444127274.0,95134590.0,,,121259397.0,,,,,,,192200000.0,,,2457875765.0,,-22736615.0,,,,,,,,,,,,8407071555.0,7431643471.0,-22900600.0,,,280925676.0,,,,136432555.0,136432555.0,,,,,,,,,,,,,,-18608963.0,,585037921.0,-7353289.0,-38856345.0,,,,,,,,,,,5416800336.0,,,,,,,,656400267.0,,656400267.0,,8886725030.0,-76471580.0,136432555.0,,,,,-4348955.0,,,-33231498.0,,,761292550.0,,,,904773734.0,,,,,,,,,,,,,2457875765.0,,979010558.0,,,-2141143.0,,975428084.0,,,,,,321228510.0,,-2472205661.0,,,,,,,0.13064,,4437789778.0,,,,,,,,,,,,,,,,,,
1096502400,,,-30962704.0,428286827.0,,,-79422376.0,,,208771136.0,-118172207.0,,,,35799420.0,193000000.0,35799420.0,,,,,,,,,,46094096.0,,6243310912.0,,,670106610.0,,,2752205800.0,1.0,,,,,,0.1808,24084840.0,,,400610459.0,27079037.0,,,136432555.0,,,,,,,193000000.0,,,2459214602.0,,129348760.0,,,,,,,,,,,,8084585872.0,7263354342.0,35799420.0,,,234054470.0,,,,160582672.0,160582672.0,,,,,,,,,,,,,,-20906609.0,-631.0,505143506.0,37527667.0,15321827.0,,,,,,,,,,,5091356732.0,,,,,,,,683099408.0,,683099408.0,,8779581303.0,-66514089.0,160582672.0,,,,,16733667.0,,,-32484502.0,,,784633502.0,,,,892811779.0,,,,,,,,,,,,,2459214602.0,,785292073.0,,,9593020.0,,821231530.0,,,,,,213944303.0,,-2536270391.0,,,,,,,0.1808,,4306064659.0,,,,,,,,,,,,,,,,,,
1104451200,,703899688.0,-16249412.0,357600192.0,,,-104865939.0,,0.88,160623101.0,-205179731.0,2472699784.0,2470200384.0,,62100519.0,,62100346.0,-65399568.0,,,,,39900408.0,,,,39900408.0,,6244400048.0,1275000000.0,910299976.0,703899688.0,429100072.0,,2470200384.0,622099832.0,,,1011201.0,0.0,613400528.0,,-24172151.0,,,429100072.0,201299496.0,,,160582672.0,6244400048.0,-49499640.0,,,478100552.0,,,,889900408.0,0.0,2838299736.0,55757162.0,699544.0,0.88,140700744.0,,192700000.0,622099832.0,137099832.0,137099832.0,-558800096.0,,,8132999760.0,7136499880.0,206200132.0,,,622099832.0,,,3768899688.0,137099832.0,137099832.0,432300216.0,,8865399568.0,,210699544.0,,,,,,-2620999520.0,,,-49499640.0,-806887.0,432300216.0,-8681129.0,32566202.0,,,,-365800336.0,,,-2300216.0,357600192.0,1128899688.0,,5043899688.0,,160599952.0,,137099832.0,,,,852899711.0,,-1507299473.0,,8865399568.0,27485511.0,137099832.0,201299496.0,-17900168.0,,996499880.0,-4036189.0,,,-33255848.0,17800576.0,232399808.0,-1403224997.0,170200384.0,-49600432.0,,910299976.0,3400528.0,247600192.0,,,,1607000240.0,,7136499880.0,25000000.0,,,,2472699784.0,,1275000000.0,,,46720557.0,5043899688.0,996499880.0,,50099592.0,,8132999760.0,170200384.0,390399568.0,622099832.0,-2620999520.0,155000000.0,390399568.0,,1231299496.0,32500600.0,,,-135399568.0,3768899688.0,192700000.0,,,,,,,,,,,,,,,,,
1112227200,,,-18401452.0,466199516.0,,,-50400242.0,,,160100363.0,-100800484.0,,,,51700121.0,195100000.0,51700121.0,,,,,,,-1500605.0,20700121.0,,32800484.0,,5955800484.0,,,714800484.0,,,2053800484.0,1.0,,,3400242.0,,,0.27015,11599758.0,291899637.0,,425599758.0,352000000.0,525299879.0,,111599758.0,,,,,,,195100000.0,,,0.0,,109700121.0,,,,,,,,,,,,8071199516.0,6947299879.0,51700121.0,,,820599758.0,48299879.0,,,123100363.0,123100363.0,,,,,,,,,,,,420400242.0,,-55299879.0,-300000000.0,413500605.0,6800484.0,-12299879.0,,,,,,,,,,,4966899637.0,,,,,,,,712299879.0,,139199516.0,,8625301089.0,-46899637.0,123199516.0,,,,,-3000000.0,,,-33000000.0,,,238399032.0,,,,913199516.0,,,,72400242.0,,,281200726.0,,,,,,2489199516.0,,1605500605.0,,,3500605.0,,1123899637.0,,,,,,542399032.0,,-2669500605.0,,,,,,,0.26014,,,,,,,,,,,,,,,,,,,,
1120089600,,,-7399456.0,768900208.0,,,-94499721.0,,,81999797.0,-42799614.0,,,,24800540.0,195300000.0,24800540.0,,,,,,,1900086.0,9100282.0,,50600221.0,,5710899718.0,,,730099423.0,,,2054000245.0,1228.0,,,4600249.0,,,0.12972,-54500212.0,241400516.0,,516899472.0,96699399.0,,,123199516.0,,,,,,,195300000.0,,,0.0,,-12499924.0,,,,,,,,,,,,7938700135.0,7002999877.0,24800540.0,,,798599484.0,51799435.0,,,58299988.0,58299988.0,,,,,,,,,,,,379799926.0,,-63899595.0,0.0,515599607.0,-7300054.0,-31799790.0,,,,,,,,,,,4852999877.0,,,,,,,,621200442.0,,91000368.0,,8443499448.0,-90800130.0,58299988.0,,,,,-1400392.0,,,-2599607.0,,,190600410.0,,,,888900209.0,,,,33900822.0,,,288799558.0,,,,,,2477400270.0,,1460800295.0,,,3699591.0,,935700258.0,,,,,,309900577.0,,-2732599730.0,,,,,,,0.12972,,3392199582.0,,,,,,,,,,,,,,,,,,
1128038400,,,-14398860.0,789799071.0,,,-77000154.0,,,165400421.0,-180399902.0,,,,52099884.0,196100000.0,52099884.0,,,,,,,-900116.0,4800232.0,,46800232.0,,5572900116.0,,,737900116.0,,,1989700348.0,1162.0,,,5399044.0,,,0.26981,-2299314.0,304800232.0,,567299652.0,250399535.0,,,58299988.0,,,,,,,196100000.0,,,0.0,,88400267.0,,,,,,,,,,,,7941399535.0,6854299652.0,52099884.0,,,699399535.0,51700348.0,,,56000000.0,56000000.0,,,,,,,,,,,,418099884.0,,-59199768.0,0.0,561000000.0,11499570.0,4700134.0,,,,,,,,,,,4855499419.0,,,,,,,,722900116.0,,119800232.0,,8334299651.0,10799651.0,56000000.0,,,,,6500276.0,,,-61200625.0,,,211800906.0,,,,872800232.0,,,,56900116.0,,,298299652.0,,,,,,2488600465.0,,1531800232.0,,,71299224.0,,1087099884.0,,,,,,417000000.0,,-2761399535.0,,,,,,,0.26981,,3323700348.0,,,,,,,,,,,,,,,,,,
1135987200,,740300035.0,-13599511.0,781501337.0,,,-103599360.0,-9299919.0,1.01,211899349.0,-72299570.0,2543100361.0,2208599837.0,,58199163.0,,70199395.0,-242100244.0,,,,,27699733.0,-1700220.0,12799233.0,,27699733.0,,5545499477.0,1141000116.0,912200256.0,740300035.0,593400395.0,,2208599837.0,409499942.0,,,6200418.0,0.0,619399930.0,,23299547.0,383999977.0,,593400395.0,90700081.0,,,56000000.0,5545499477.0,-66999651.0,,,441200140.0,,,,842100245.0,0.0,2838499826.0,108299989.0,100012.0,1.01,91098966.0,,196800000.0,409499942.0,79299919.0,79299919.0,-396299570.0,,,7740700081.0,6814400512.0,70199395.0,,,409499942.0,46399570.0,,3497999768.0,79299919.0,79299919.0,590300035.0,,8411799047.0,,234199326.0,,,,,,-2866299570.0,426100314.0,,-66999651.0,0.0,590300035.0,-5400512.0,7099268.0,,,,-325499477.0,,,-300000000.0,781501337.0,1195499477.0,,4638999884.0,,186799628.0,,79299919.0,,,,810100291.0,,94401069.0,,8411799047.0,-115200128.0,79299919.0,90700081.0,-21900221.0,,926299570.0,55300976.0,,,-2399675.0,5599488.0,197299686.0,204500942.0,198799860.0,-53799279.0,,912200256.0,19599953.0,293900453.0,,70998396.0,,1636699617.0,331699245.0,6814400512.0,-32300267.0,,,,2543100361.0,,1141000116.0,,,12599546.0,4638999884.0,926299570.0,,47399698.0,,7740700081.0,198799860.0,225899523.0,409499942.0,-2866299570.0,101200140.0,225899523.0,,1201800209.0,57400860.0,,,-99199907.0,3497999768.0,196800000.0,,,,,,,,,,,,,,,,,
1143763200,,,-12900513.0,811800560.0,,,-29200140.0,,,200300093.0,-177300327.0,,,,69200140.0,199500000.0,69200140.0,,,,,,,-1599720.0,23799626.0,,48799626.0,,5507099486.0,,,738299860.0,,,2204699907.0,287199907.0,,,,,,0.34968,10199673.0,295300093.0,,402399580.0,113299860.0,475699440.0,,79300560.0,,,,,,,199500000.0,,,0.0,,171099953.0,,,,,,,,,,,,7539099720.0,6794599486.0,69200140.0,,,287199907.0,41200374.0,,,89500234.0,89500234.0,,,,,,,-300093.0,,,,,438400281.0,,-69099720.0,2600420.0,453400280.0,1299626.0,-16700140.0,,,,,,,,,,,4439200141.0,,,,,,,,733700374.0,,154000468.0,,8454399813.0,-11899813.0,89500234.0,,,,,5500934.0,,,-32900514.0,,,264300561.0,,,,887500000.0,,,,92999766.0,,,284399813.0,,,,,,2539599486.0,,904699907.0,,,18800794.0,,744500234.0,,,,,,203800794.0,,-2947300327.0,,,,,,,0.34968,,,,,,,,,,,,,,,,,,,,
1151625600,,,-18400100.0,799599554.0,,,-68699470.0,,,66799740.0,-99899896.0,,,,86400446.0,200500000.0,86400446.0,,,,,,,799777.0,-51899610.0,,115899610.0,,5447200223.0,,,719000558.0,,,2165299498.0,-1.0,,,,,,0.42871,-34499729.0,241200223.0,,373899610.0,104000000.0,,,89500234.0,,,,,,,200500000.0,,,0.0,,-1899730.0,,,,,,,,,,,,7422499721.0,6686999442.0,86400446.0,,,248300056.0,40600112.0,,,55000558.0,55000558.0,,,,,,,,,,,,357800335.0,,-70000000.0,,430799777.0,-38599124.0,-86500083.0,,,,,,,,,,,4281200223.0,,,,,,,,599000558.0,,75699945.0,,8363200223.0,-5100745.0,55000558.0,,,,,7199568.0,,,-33099486.0,,,182799740.0,,,,921699944.0,,,,34500836.0,,,282100390.0,,,,,,2593699944.0,,834100390.0,,,42898035.0,,735500279.0,,,,,,190700501.0,,-2916000000.0,,,,,,,0.42871,,3447099833.0,,,,,,,,,,,,,,,,,,
1159574400,,,-19799197.0,816699452.0,,,-66200088.0,,,144800245.0,-25199464.0,,,,35300101.0,201100000.0,35300101.0,,,,,,,1600536.0,3699564.0,,114299765.0,,5390600201.0,,,719700458.0,,,2149500391.0,1.0,,,2500056.0,,,0.17967,43800447.0,302100145.0,,459500391.0,109300324.0,,,55000558.0,,,,,,,201100000.0,,,0.0,,78600157.0,,,,,,,,,,,,7488000447.0,6634699899.0,35300101.0,,,285999776.0,48599531.0,,,98799598.0,98799598.0,,,,,,-8200335.0,,,,,,381900079.0,,-68999665.0,,460499609.0,-15800983.0,14000491.0,,,,,,,,,,,4348101040.0,,,,,,,,684000224.0,,98199397.0,,8389599866.0,-76099923.0,98799598.0,,,,,5399420.0,,,-34099475.0,,,209699699.0,,,,906599978.0,,,,38999665.0,,,283700682.0,,,,,,2598599531.0,,907000112.0,,,-2299031.0,,853300548.0,,,,,,180700794.0,,-2998999665.0,,,,,,,0.17967,,3441100928.0,,,,,,,,,,,,,,,,,,
1167523200,,698599720.0,-22499911.0,1069699440.0,,,-59600209.0,,0.22,77700341.0,59199547.0,2427899581.0,1971099720.0,,-145999929.0,,-145999929.0,-261300093.0,,,,,52999767.0,-18300268.0,-101399968.0,,52999767.0,,5041900047.0,1403099953.0,710000000.0,698599720.0,618300326.0,,1971099720.0,786599487.0,,,4399525.0,0.0,489600419.0,,-33200298.0,347600376.0,,618300326.0,123099953.0,,,98799598.0,5041900047.0,-64500233.0,,,156599487.0,,,,594400046.0,0.0,2796500466.0,18100132.0,-17500000.0,0.22,-65800326.0,,200800000.0,786599487.0,65599953.0,65599953.0,-243200140.0,,,7460100186.0,6563099953.0,-145999929.0,,,786599487.0,51399726.0,,3093099953.0,65599953.0,65599953.0,441900047.0,,8587999767.0,,-80900512.0,,,,,,-3546099720.0,432200638.0,,-64500233.0,,441900047.0,-110599426.0,-99999942.0,,,,-223699907.0,,,,1069699440.0,1453701072.0,,4497200606.0,,44899814.0,,65599953.0,,,,779801014.0,,-171300367.0,,8587999767.0,-168199612.0,65599953.0,123099953.0,-13699907.0,,897000233.0,80799192.0,,,-33800805.0,-163699907.0,181799860.0,-62399998.0,44899814.0,-73599721.0,,710000000.0,12899581.0,265900512.0,,-247399897.0,,1610300559.0,603501005.0,6563099953.0,-189199674.0,,,,2427899581.0,,1403099953.0,,,-125200124.0,4497200606.0,897000233.0,,-125800326.0,,7460100186.0,44899814.0,160100187.0,786599487.0,-3546099720.0,79299860.0,160100187.0,,1186199907.0,98899114.0,,,-133900280.0,3093099953.0,200800000.0,,,,,,,,,,,,,,,,,
1175299200,,,1399907.0,1113601245.0,,,-54300046.0,,,330800277.0,-262699493.0,,,,65999769.0,202600000.0,65999769.0,,,,,,,-8799585.0,24000231.0,,38700415.0,,4994499539.0,,,650599631.0,,,1968199954.0,599300046.0,,,4700185.0,,,0.33015,12900138.0,290699954.0,,407600323.0,225000000.0,419499539.0,,65599631.0,,,,,,,202600000.0,,,0.0,,276500231.0,,,,,,,,,,,,7252900138.0,6527600323.0,65999769.0,,,599300046.0,45000000.0,,,78499769.0,78499769.0,,,,,,,-10000000.0,,,,,433000461.0,,-325000000.0,-175000000.0,364599862.0,-3199954.0,132699493.0,,,,,,,,,,,4534700184.0,,,,,,,,723700415.0,,152099861.0,,8642099862.0,-55000000.0,78499769.0,,,,,10600785.0,,,-75000000.0,,,251999538.0,,,,725299815.0,,,,90000000.0,,,280900600.0,,,,,,2188000461.0,,1236800046.0,,,9300046.0,,725299815.0,,,,,,200499308.0,,-3647600323.0,,,,,,,0.33015,,,,,,,,,,,,,,,,,,,,
1183161600,,,-39699588.0,1051200850.0,,,-139500167.0,,,227599298.0,-160200613.0,,,,57199787.0,202800000.0,57199787.0,,,,,,,14000000.0,5800213.0,,41800213.0,,5002399575.0,,,671399575.0,,,1747600425.0,689399575.0,,,5399709.0,,,0.28028,-25400669.0,255900106.0,,388199787.0,222700319.0,,,78499769.0,,,,,,,202800000.0,,,0.0,,88099131.0,,,,,,,,,,,,7156500531.0,6432300744.0,57199787.0,,,689399575.0,42299681.0,,,53099894.0,53099894.0,,,,,,,-9099894.0,,,,,409600425.0,,-409700319.0,,370500531.0,1499635.0,55700082.0,,,,,,,,,,,4534200850.0,,,,,,,,665500531.0,,90500531.0,,8379299681.0,-98800213.0,53099894.0,,,,,31099534.0,,,-29700319.0,,,190900106.0,,,,722000000.0,,,,63000000.0,,,319099894.0,,,,,,2105900106.0,,1330700319.0,,,26500166.0,,724199787.0,,,,,,241099893.0,,-3376900106.0,,,,,,,0.28028,,3203500531.0,,,,,,,,,,,,,,,,,,
1191110400,,,-50100398.0,995899831.0,,,-188899777.0,,,96300813.0,74399659.0,,,,65899831.0,201522360.0,65899831.0,,,,,,,1299811.0,23399583.0,,36800159.0,,5023300209.0,,,681799662.0,,,1732099771.0,776399682.0,,,4300384.0,,,0.32999,6700074.0,336099573.0,,511299811.0,208200338.0,,,53099894.0,,,,,,,201522360.0,,,0.0,,-92598964.0,,,,,,,,,,,,7213999801.0,6370000000.0,65899831.0,,,776399682.0,40400477.0,,,59800258.0,59800258.0,,,,,,,,,,,,434000795.0,,-318799563.0,,461299811.0,1599951.0,-65599217.0,,,,,,,,,,,4517899235.0,,,,,,,,770100368.0,,128799563.0,,8457300010.0,-166600264.0,59800258.0,,,,,-18700219.0,,,-49599592.0,,,230999702.0,,,,718500447.0,,,,89299414.0,,,305201232.0,,,,,,2190100368.0,,1495099871.0,,,-12900480.0,,843999801.0,,,,,,236099573.0,,-3433999801.0,,,,,,,0.32999,,3022799364.0,,,,,,,,,,,,,,,,,,
1199059200,,636699772.0,12499790.0,908800278.0,,,-216400219.0,,1.53,192499930.0,-95299335.0,2298500348.0,1705500050.0,,129499871.0,,129499871.0,-410100308.0,,,,,30100308.0,-37099911.0,-28799802.0,,30100308.0,,5117299633.0,1503099613.0,762499752.0,636699772.0,546399841.0,,1705500050.0,1.0,,,5100169.0,0.0,847200318.0,,-8899116.0,348000179.0,,546399841.0,177100010.0,,,59800258.0,5117299633.0,-244799881.0,,,541099414.0,,,,956199225.0,0.0,2774699573.0,-23900289.0,-30599861.0,1.53,142099513.0,,202500000.0,1.0,50899791.0,50899791.0,-443799782.0,,,7178699970.0,6360199623.0,129499871.0,,,804600258.0,37300010.0,,2880700169.0,50899791.0,50899791.0,472099513.0,,8592699375.0,,329200516.0,,,,,,-3475399742.0,281199046.0,,-244799881.0,-74899195.0,472099513.0,-33699414.0,-57100686.0,,,,-599100209.0,,,-249899692.0,908800278.0,1002899990.0,,4383799782.0,,308800278.0,,50899791.0,,,,629199225.0,,183499294.0,,8592699375.0,-89699831.0,50899791.0,177100010.0,-14699573.0,,818500348.0,-10199423.0,,,-50499970.0,-33799782.0,165000497.0,296398966.0,308800278.0,-75900289.0,,762499752.0,19500447.0,248100109.0,,100700069.0,,1543999404.0,97699752.0,6360199623.0,65699672.0,,,,2298500348.0,,1503099613.0,,,119199781.0,4383799782.0,818500348.0,,20400238.0,,7178699970.0,308800278.0,191100408.0,804600258.0,-3475399742.0,65600358.0,191100408.0,,1230700169.0,12800677.0,,,-204799881.0,2880700169.0,202500000.0,,,,,,,,,,,,,,,,,
