date,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,trailingCapitalExpenditure,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,quarterlyAccountsPayable,annualChangesInAccountReceivables,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,annualTaxProvision,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,annualRepaymentOfDebt,annualInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualGrossProfit,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingTaxProvision,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualBasicEPS,annualNetIncome,annualCostOfRevenue,quarterlyDilutedAverageShares,annualCurrentDebt,trailingSaleOfInvestment,annualInvestingCashFlow,annualDilutedAverageShares,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualStockBasedCompensation,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualCurrentLiabilities,quarterlyDilutedEPS,annualInventory,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,annualDilutedEPS,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualSaleOfInvestment,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualBasicAverageShares,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualChangeInAccountPayable,annualEbitda,trailingRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1970-01-01 00:00:00.962323200,,,,4577400000.0,,,,3465400000.0,,,,,,-92400000.0,0.24,,71900000.0,243000000.0,-712500000.0,,,,,524600000.0,,,,,71900000.0,,,,,193600000.0,,-90200000.0,,,-1800000.0,,,,,429400000.0,-30400000.0,,,,192400000.0,,829500000.0,,,,,,,,,109000000.0,,2253800000.0,,,25000000.0,,,,,71900000.0,,-90200000.0,260900000.0,,1007000000.0,-156900000.0,,,,,,,,,,193600000.0,,106700000.0,,,,-673700000.0,,46900000.0,,46900000.0,,,,,11500000.0,-196300000.0,,,,,,,,0.0,68500000.0,,,81800000.0,,,,,-140300000.0,,0.24,,,,,,1542000000.0,,,,-513800000.0,,120500000.0,,,,,5673700000.0,,,,,,,,,,,,,,-1680000000.0,,-52600000.0,,,,,7927500000.0,,-12100000.0,520200000.0,,,,-249300000.0,,-872700000.0,,,,,,,,-1102600000.0,,46900000.0,1096300000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,19500000.0,,,,,,481700000.0,,,-29000000.0,429700000.0,7800000.0,,,,419400000.0,,,,,,,,,,,-203400000.0,0.0,,,,,,,92000000.0,,-17700000.0,176000000.0,,,,,0.0,,,1040600000.0,,,,749700000.0,,,178000000.0,203400000.0,,,336400000.0,52000000.0,,,20200000.0,,,37000000.0,,,,,,,-2100000.0,,,,,,0.0,0.0,,,,176000000.0,0.91,176000000.0,290900000.0,,0.0,,-29000000.0,193600000.0,10500000.0,,,,,,,0.0,261000000.0,,,,,,5300000.0,,,,,,,,,,,597400000.0,-203400000.0,23100000.0,,186900000.0,,152300000.0,0.0,,188700000.0,0.91,,,,,,0.0,,193600000.0,,,0.0,,0.0,118500000.0,0.0,7000000.0,,,149500000.0,232400000.0,,,50100000.0,,291100000.0,,,,,,0.0,268000000.0,,,,,,0.0,118500000.0,,,,,0.0,,,268000000.0,,,,,,,149500000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,10900000.0,,,131500000.0,,,,,,,,,0.22,,68900000.0,,,,37800000.0,,,,67000000.0,,,,68900000.0,,,,,193600000.0,,,,,,,246300000.0,,,,,,,,212000000.0,,,,,,398100000.0,452100000.0,,,,125700000.0,,,,,25700000.0,,0.0,,131500000.0,68900000.0,,,294300000.0,,,,,,,,,,,,,193600000.0,,,,,,,60800000.0,43200000.0,,43200000.0,,,,,17400000.0,,,155400000.0,,,168700000.0,,,0.0,82300000.0,158900000.0,,,,,,,,,0.22,,,,,,,,,,,,143100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,192300000.0,,,,,,,,,,,,,,398100000.0,,,644400000.0,43200000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,9300000.0,,,346100000.0,,,,,,,,,0.14,,50800000.0,,,9900000.0,0.0,-35600000.0,,,48600000.0,,,,56500000.0,,0.0,,-12900000.0,193700000.0,,,,,,,23500000.0,,,,,,,-21000000.0,207800000.0,,,,,,388600000.0,501300000.0,,,,138700000.0,,,,,20400000.0,,326000000.0,12300000.0,138300000.0,47800000.0,,,286700000.0,-12900000.0,,,,,28000000.0,,-207800000.0,,,,,195000000.0,,,,,,,21700000.0,27400000.0,23400000.0,27400000.0,8300000.0,,,67700000.0,18300000.0,,,19600000.0,,,187600000.0,,,0.0,78900000.0,170400000.0,,,191100000.0,,,,,,0.14,,,,,,,,258300000.0,,,,157000000.0,,,,,,,,,,,,,,23400000.0,5700000.0,,,,,23400000.0,,,1900000.0,,,,236800000.0,,,,,,,,,150000000.0,,3000000.0,-4600000.0,,714600000.0,,,738100000.0,27400000.0,,,-90300000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,21400000.0,,16800000.0,,,356100000.0,604400000.0,,,-54700000.0,532800000.0,,-207900000.0,,,508600000.0,72000000.0,,,,0.0,14300000.0,,,67400000.0,,-176800000.0,18400000.0,77200000.0,,0.0,18400000.0,-16300000.0,,91100000.0,,155700000.0,149800000.0,,,78700000.0,,7400000.0,,,1178600000.0,,-12800000.0,229100000.0,852700000.0,,,236400000.0,117100000.0,373100000.0,508600000.0,666300000.0,71600000.0,,139200000.0,-2500000.0,,,0.0,24400000.0,,293200000.0,55600000.0,148200000.0,67600000.0,-50200000.0,,311600000.0,-16300000.0,,,0.0,-290000000.0,-40700000.0,,-207900000.0,149800000.0,0.77,149800000.0,325900000.0,,150000000.0,,-54700000.0,194300000.0,,,21400000.0,43200000.0,-5000000.0,43200000.0,51600000.0,213900000.0,78700000.0,79300000.0,17900000.0,,,155700000.0,,,200000000.0,,,0.0,82500000.0,,,,181700000.0,745000000.0,-99100000.0,23400000.0,,373100000.0,,200000000.0,55600000.0,,181700000.0,0.77,,,213900000.0,,,1900000.0,157100000.0,193700000.0,,,18400000.0,,0.0,148200000.0,1400000.0,16800000.0,0.0,,293200000.0,171800000.0,18400000.0,5200000.0,67400000.0,,271700000.0,,18400000.0,,23400000.0,1900000.0,18400000.0,248300000.0,,236400000.0,,,,18400000.0,356100000.0,,,,150000000.0,0.0,4400000.0,35300000.0,240900000.0,666300000.0,,,745000000.0,43200000.0,,79300000.0,-100000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,12400000.0,,,353200000.0,,,,,,,,,0.28,,88300000.0,,,20300000.0,0.0,-47900000.0,,,61200000.0,,,,93800000.0,,-2000000.0,20800000.0,-8500000.0,194000000.0,,,,,,,133900000.0,,,,,,,-21900000.0,238300000.0,,,,,,380300000.0,553900000.0,,,,130900000.0,,,,,30100000.0,,276000000.0,110200000.0,149500000.0,84700000.0,,,319100000.0,-6500000.0,,,,,-21400000.0,,-203700000.0,,,,,195700000.0,,,,,,,20200000.0,54600000.0,2400000.0,54600000.0,32500000.0,,,83800000.0,19100000.0,,4800000.0,169100000.0,,,219800000.0,,,0.0,80800000.0,,,,196200000.0,,,,,,0.28,,,,,,,,192200000.0,,,,150000000.0,,,,,,,,,,,,,,20800000.0,5500000.0,,,,,20800000.0,,18400000.0,1900000.0,,,,236300000.0,,,,,,,,,150000000.0,,3600000.0,26000000.0,,656300000.0,,,790200000.0,54600000.0,,,-6900000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,13000000.0,,,360800000.0,,,,,,,,,0.34,,103400000.0,,,-1600000.0,0.0,-22000000.0,,,65600000.0,,,,110200000.0,,0.0,26400000.0,-8500000.0,194300000.0,,,,,,,205300000.0,,,,,,,-19600000.0,260400000.0,,,,,,398900000.0,609900000.0,,,,137800000.0,,,,,34200000.0,,250900000.0,176100000.0,153300000.0,100100000.0,,,345600000.0,-8500000.0,,,,,-36400000.0,,-207500000.0,,,,,196000000.0,,,,,,,20500000.0,65900000.0,5600000.0,65900000.0,49100000.0,,,88100000.0,19200000.0,,2800000.0,183300000.0,,,241100000.0,,,0.0,85200000.0,,,,218900000.0,,,,,,0.34,,,,,,,,162800000.0,,,,157000000.0,,,,,,,,,,,,,,26400000.0,6800000.0,,,,,26400000.0,,20800000.0,1900000.0,,,,245200000.0,,,,,,,,,150000000.0,,3300000.0,40600000.0,,649800000.0,,,855100000.0,65900000.0,,,-2000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,14200000.0,,,367900000.0,,,,,,,,,0.33,,98100000.0,,,3300000.0,0.0,-19400000.0,,,57300000.0,,,,104500000.0,,0.0,20800000.0,-8700000.0,194700000.0,,,,,,,286400000.0,,,,,,,-16000000.0,252400000.0,,,,,,392700000.0,612500000.0,,,,133700000.0,,,,,30000000.0,,184300000.0,241200000.0,154900000.0,95100000.0,,,337500000.0,-8700000.0,,,,,-52100000.0,,-213000000.0,,,,,196500000.0,,,,,,,19800000.0,65100000.0,-5600000.0,65100000.0,55400000.0,,,85400000.0,20600000.0,,10300000.0,185400000.0,,,253200000.0,,,0.0,85100000.0,,,,204700000.0,,,,,,0.33,,,,,,,,98900000.0,,,,154300000.0,,,,,,,,,,,,,,20800000.0,6400000.0,,,,,20800000.0,,26400000.0,2000000.0,,,,250900000.0,,,,,,,,,150000000.0,,3000000.0,46700000.0,,577000000.0,,,863400000.0,65100000.0,,,0.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,18600000.0,,14000000.0,,,375900000.0,626700000.0,,,-33700000.0,546000000.0,,-218100000.0,,,612400000.0,111100000.0,,,,0.0,-3500000.0,,,59800000.0,,0.0,-2700000.0,117700000.0,,0.0,15700000.0,-10000000.0,,131100000.0,,184300000.0,257800000.0,,,366300000.0,,12000000.0,,,1372400000.0,,-2200000.0,276500000.0,1027600000.0,,,246500000.0,186500000.0,400800000.0,612400000.0,492600000.0,80700000.0,,143600000.0,-92800000.0,,,0.0,36800000.0,,91800000.0,313400000.0,157800000.0,109000000.0,-59700000.0,,370200000.0,-10000000.0,,,18400000.0,,-79000000.0,,-218100000.0,257800000.0,1.33,257800000.0,344800000.0,,156700000.0,,-35700000.0,196800000.0,,,18600000.0,72200000.0,-5100000.0,72200000.0,83200000.0,,366300000.0,,21800000.0,,6000000.0,184300000.0,,,257600000.0,,,0.0,93700000.0,,,,214800000.0,858900000.0,-188900000.0,25300000.0,,400800000.0,,257600000.0,313400000.0,,214800000.0,1.31,,,,,,2000000.0,165400000.0,194500000.0,,,15700000.0,,0.0,157800000.0,23900000.0,14000000.0,,,91800000.0,220200000.0,15700000.0,6600000.0,59800000.0,,426200000.0,,15700000.0,,20800000.0,2000000.0,15700000.0,400900000.0,,246500000.0,,,,15700000.0,375900000.0,,,,156700000.0,-2000000.0,2100000.0,73200000.0,388900000.0,492600000.0,,,858900000.0,72200000.0,,,8900000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,16200000.0,,,656700000.0,,,,,,,,,0.69,,122000000.0,,,59100000.0,0.0,-20100000.0,,,64800000.0,,,,141600000.0,,0.0,33400000.0,-33000000.0,195700000.0,,,,,,,542700000.0,,,,,,,-7400000.0,293200000.0,,,,,,342700000.0,574700000.0,,,,149800000.0,,,,,40400000.0,,93400000.0,448700000.0,311000000.0,120600000.0,,,390100000.0,-33000000.0,,,,,-54300000.0,,-345700000.0,,,,,198000000.0,,,,,,,18500000.0,80200000.0,17700000.0,135300000.0,104800000.0,,,,21400000.0,,25300000.0,201000000.0,,,265900000.0,,,0.0,96900000.0,,,,237400000.0,,,,,,0.68,,,,,,,,,,,,171200000.0,,,,,,,,,,,,,,33400000.0,19600000.0,,,,,33400000.0,,15700000.0,2000000.0,,,,404100000.0,,,,,,,,,76900000.0,,1400000.0,71800000.0,,436100000.0,,,978800000.0,135300000.0,,,0.0,,,,,,,,,,,,,,,,
