date,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCurrentAssets,annualCommonStockIssuance,quarterlyRetainedEarnings,annualDilutedAverageShares,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingTaxProvision,trailingNetIncome,quarterlyDilutedEPS,trailingPretaxIncome,trailingEndCashPosition,annualDilutedEPS,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCostOfRevenue,annualNetIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCurrentDebt,trailingSaleOfInvestment,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualBasicAverageShares,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualTotalNonCurrentAssets,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,annualGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,trailingInvestingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyTaxProvision,annualInventory,annualGoodwill,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingChangeInWorkingCapital,annualBasicEPS,annualStockBasedCompensation,annualInterestExpense,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingInterestExpense,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInInventory,trailingCashDividendsPaid,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1991-12-31,,,76700000.0,,31900000.0,,,600000.0,,,,,,,,,0.0,,15600000.0,,,,100000.0,,30800000.0,,,,0.04,,,,,,0.0,,1800000.0,,,,,,6800000.0,,,87400000.0,10700000.0,,,26500000.0,,6000000.0,30900000.0,6800000.0,6800000.0,,,,,,,,,4600000.0,,170000000.0,-1300000.0,200000.0,0.0,8000000.0,,,,0.0,,,,,,,,100000.0,,,,,32600000.0,,16100000.0,,-2800000.0,,,,,,,,,,,,,,,28800000.0,56500000.0,28800000.0,,0.0,,0.04,10500000.0,,,,,,,-4800000.0,-1300000.0,,,,,,1000000.0,,,,,,9500000.0,,,,3100000.0,,170000000.0,,,1000000.0,,0.0,,,,,10400000,17400000.0,59100000,,13400000.0,0.0,,,-4300000.0,,3700000.0,,,4700000.0,,,,,,11000000,,,3200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,22800000.0,91200000.0,2900000.0,36600000.0,165263158.0,,400000.0,35900000.0,,,,,,14000000.0,7000000.0,0.0,,15000000.0,11000000.0,,22800000.0,,0.0,35900000.0,,,,,,,0.095,,-100000.0,,56900000.0,24100000.0,15700000.0,,85200000.0,15700000.0,24300000.0,4800000.0,,,101100000.0,9900000.0,,,22100000.0,,5400000.0,35900000.0,4800000.0,4800000.0,5400000.0,165263158.0,52400000.0,-100000.0,,91200000.0,1700000.0,,7000000.0,65200000.0,,-500000.0,600000.0,0.0,8500000.0,101100000.0,8600000.0,,-100000.0,15700000.0,,,35900000.0,36600000.0,,,,,,,,23300000.0,,15400000.0,,-600000.0,,,,56900000.0,,,1400000.0,,,9900000.0,4500000.0,,26000000.0,76900000.0,56900000.0,65200000.0,56900000.0,24500000.0,0.0,,,7300000.0,,,-3000000.0,,,10600000.0,-6100000.0,-500000.0,,,,,26900000.0,2800000.0,,-6100000.0,,54100000.0,,10600000.0,,,-3200000.0,24600000.0,-2600000.0,,,,4800000.0,-3200000.0,2000000.0,,,,,6700000,21900000.0,45400000,,14000000.0,-2700000.0,,,21900000.0,,2500000.0,8500000.0,,4500000.0,7400000.0,4500000.0,,,21900000.0,7100000,30000000.0,,28200000.0,,,162100000.0,,,0.095,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,95300000.0,,40700000.0,,,600000.0,,,,,,,,,-100000.0,,15400000.0,,,,,,35200000.0,,,,0.025,,,,,,,,10500000.0,,,,,,4100000.0,,,106100000.0,10800000.0,,,21900000.0,,5400000.0,35200000.0,4100000.0,4100000.0,,,,,,,,,8400000.0,,164000000.0,-1400000.0,400000.0,0.0,6100000.0,,,,0.0,,,,,,,,,,,,,23300000.0,,16000000.0,,2500000.0,,,,,,,,,,,,,,,69100000.0,70900000.0,69100000.0,,56900000.0,,0.025,6300000.0,,,,,,,-6100000.0,-1500000.0,,,,,,0.0,,,,,,11500000.0,100000.0,,,12000000.0,,164000000.0,,,400000.0,,400000.0,,,,,5900000,22700000.0,45200000,,12500000.0,,,,7400000.0,,2200000.0,,,5400000.0,,,,,,6500000,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,116200000.0,,43300000.0,,,300000.0,,,,,,,,,-100000.0,,20100000.0,,,,100000.0,,54300000.0,,,,0.03,,,,,,,,-1600000.0,,,,,,5200000.0,,,134600000.0,18400000.0,,,27000000.0,,8300000.0,54400000.0,5200000.0,5200000.0,,,,,,,,,11700000.0,,173333333.0,-4400000.0,900000.0,0.0,8100000.0,,,,-100000.0,,,,,,,,,,,,,27600000.0,,20400000.0,,-1300000.0,,,,,,,,,,,,,,,69100000.0,80200000.0,69100000.0,,0.0,,0.03,7400000.0,,,,,,,-6100000.0,-4400000.0,,,,,,-400000.0,,,,,,16200000.0,,,,2800000.0,,173333333.0,,,1400000.0,,1800000.0,,,,,6600000,32700000.0,54600000,,21600000.0,,,,-3300000.0,,2200000.0,,,10100000.0,,,,,,6900000,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,134500000.0,,55500000.0,,,1000000.0,,,,,,,,,100000.0,,29500000.0,,,,0.0,,63000000.0,,,,0.065,,,,,,0.0,,-9400000.0,,,,,,12300000.0,,,159800000.0,25300000.0,,,46700000.0,,11200000.0,63000000.0,12300000.0,12300000.0,,,,,,,,,12800000.0,,189230769.0,-4900000.0,600000.0,0.0,12300000.0,,,,0.0,,,,,,,,,,,,,60400000.0,,30500000.0,0.0,-4100000.0,,,,,,,,,,,,,,,64600000.0,94000000.0,64600000.0,,0.0,,0.065,17400000.0,,,,,,,-6100000.0,-4900000.0,,,,,,100000.0,,,,,,20200000.0,,,,-4500000.0,,189230769.0,,,7600000.0,,7500000.0,,,,,16200000,34500000.0,107100000,,28500000.0,0.0,,,-17300000.0,,5100000.0,,,14100000.0,,,,,,17200000,,,-4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,24900000.0,152800000.0,5400000.0,64100000.0,187272727.0,,2100000.0,67700000.0,,,,0.0,,33800000.0,15800000.0,,,29400000.0,10800000.0,,41200000.0,0.0,0.0,67700000.0,,,,,,,0.165,,0.0,0.0,98000000.0,25400000.0,30900000.0,,156600000.0,30900000.0,44300000.0,8600000.0,-400000.0,,181300000.0,28500000.0,,,43200000.0,,9600000.0,67700000.0,8600000.0,8600000.0,9600000.0,187272727.0,96600000.0,,,152800000.0,4000000.0,,15800000.0,110600000.0,,-7000000.0,700000.0,0.0,12600000.0,181300000.0,13400000.0,,0.0,30900000.0,,,67700000.0,64100000.0,,,,,,,,43400000.0,,31500000.0,0.0,-300000.0,,,,98000000.0,,,2600000.0,,,28500000.0,18900000.0,,42700000.0,141800000.0,98000000.0,110600000.0,98000000.0,45200000.0,0.0,,,12400000.0,,,-3200000.0,,,27900000.0,-9000000.0,-7000000.0,,,,0.0,59100000.0,12500000.0,,-9000000.0,,100600000.0,,27900000.0,,,-17700000.0,32400000.0,-3500000.0,,,,8200000.0,-17800000.0,-4300000.0,,,,,11700000,33900000.0,86600000,,33800000.0,-3400000.0,,,24000000.0,,3800000.0,12600000.0,,18900000.0,17600000.0,12600000.0,,,33900000.0,13800000,39000000.0,,33500000.0,,,298400000.0,,,0.165,,100000.0,,,,,,,,,,,,,,,,,,
1993-06-30,,,149200000.0,,71500000.0,,,1400000.0,,,,,,,,,-100000.0,,28100000.0,,,,0.0,,55200000.0,,,,0.04,,,,,,0.0,,-2900000.0,,,,,,7300000.0,,,180500000.0,31300000.0,,,39300000.0,,9700000.0,55200000.0,7300000.0,7300000.0,,,,,,,,,15400000.0,,182500000.0,-4000000.0,700000.0,0.0,15200000.0,,,,0.0,,,,,,,,,,,,,40200000.0,,29500000.0,,-2600000.0,,,,,,,,,,,,,,,99600000.0,122000000.0,99600000.0,,98000000.0,,0.04,10600000.0,,,,,,,-9000000.0,-4000000.0,,,,,,0.0,,,,,,30600000.0,,,,1100000.0,,182500000.0,,,3700000.0,,3700000.0,,,,,9800000,31100000.0,79500000,,24100000.0,-100000.0,,,-8700000.0,,3300000.0,,,21600000.0,,,,,,11200000,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,168300000.0,,79500000.0,,,1900000.0,,,,,,,,,-100000.0,,30200000.0,,,,100000.0,,64400000.0,,,,0.04,,,,,,100000.0,,-10800000.0,,,,,,8000000.0,,,201200000.0,32900000.0,,,42000000.0,,9800000.0,64500000.0,8000000.0,8000000.0,,,,,,,,,15900000.0,,200000000.0,-3400000.0,1200000.0,0.0,12000000.0,,,,0.0,,,,,,,,,,,,,40100000.0,,31900000.0,,3200000.0,,,,,,,,,,,,,,,92400000.0,133600000.0,92400000.0,,0.0,,0.04,11500000.0,,,,,,,-9000000.0,-3400000.0,,,,,,0.0,,,,,,32100000.0,,,,-7400000.0,,200000000.0,,,3400000.0,,3400000.0,,,,,10100000,36600000.0,82100000,,27800000.0,-100000.0,,,-18200000.0,,3500000.0,,,23100000.0,,,,,,12000000,,,-7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,210500000.0,,97600000.0,,,2200000.0,,,,,,,,,-600000.0,,40500000.0,,,,0.0,,85200000.0,,,,0.09,,,,,,0.0,,-3300000.0,,,,,,18100000.0,,,244600000.0,34100000.0,,,66700000.0,,9600000.0,85200000.0,18100000.0,18100000.0,,,,,,,,,22100000.0,,201111111.0,-3500000.0,800000.0,0.0,11600000.0,,,,0.0,,,,,,,,,,,,,82800000.0,,42300000.0,,400000.0,,,,,,,,,,,,,,,94300000.0,156900000.0,94300000.0,,0.0,,0.09,25700000.0,,,,,,,-9000000.0,-3600000.0,,,,,,0.0,,,,,,33500000.0,,,,300000.0,,201111111.0,,,5300000.0,,5300000.0,,,,,24400000,51200000.0,149500000,,34000000.0,0.0,,,-15000000.0,,7600000.0,,,24500000.0,,,,,,26600000,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,26800000.0,233700000.0,9900000.0,108900000.0,207906977.0,,2400000.0,98000000.0,,,62600000.0,0.0,,35900000.0,65000000.0,700000.0,,-28200000.0,-18300000.0,,60500000.0,0.0,93900000.0,98000000.0,,,,,,,0.215,,0.0,0.0,93900000.0,43800000.0,44700000.0,,216700000.0,44700000.0,64200000.0,11200000.0,,,273700000.0,40000000.0,,,53000000.0,,14900000.0,98000000.0,11200000.0,11200000.0,14900000.0,194347826.0,70600000.0,-100000.0,,233700000.0,7900000.0,,65000000.0,172200000.0,,-39800000.0,1100000.0,93900000.0,9700000.0,273700000.0,19500000.0,,-36800000.0,44700000.0,,,98000000.0,108900000.0,,,,,,,,54200000.0,,36800000.0,,1900000.0,,,,93900000.0,,,3800000.0,,,40000000.0,25100000.0,,40800000.0,201600000.0,93900000.0,172200000.0,93900000.0,68400000.0,0.0,,,16400000.0,,,2900000.0,,,34100000.0,-9000000.0,-3000000.0,,,,0.0,86500000.0,7300000.0,,-9000000.0,,141100000.0,,34100000.0,,,-50700000.0,46800000.0,3900000.0,,,,4800000.0,-14000000.0,-2500000.0,,,,,16200000,62100000.0,107200000,,35900000.0,4100000.0,,,23600000.0,,5200000.0,9700000.0,,25100000.0,17200000.0,7300000.0,,,62100000.0,18600000,7400000.0,,11200000.0,,-36800000.0,418300000.0,,,0.23,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,216200000.0,,120600000.0,,,2300000.0,,,,,,,,,-3900000.0,,14800000.0,,,,0.0,,74000000.0,,,,0.06,,,,,,0.0,,-16900000.0,,,,,,11800000.0,,,261100000.0,44900000.0,,,38400000.0,,19500000.0,74000000.0,11800000.0,11800000.0,,,,,,,,,52700000.0,,196666667.0,10500000.0,9300000.0,0.0,10300000.0,,,,0.0,,,,,,,,,,,,,35800000.0,,30900000.0,,-600000.0,,,,,,,,,,,,,,,92300000.0,183600000.0,92300000.0,,93900000.0,,0.06,16900000.0,,,,,,,-9000000.0,-2600000.0,,,,,,0.0,,,,,,34400000.0,13000000.0,,,-14300000.0,,196666667.0,,,900000.0,,900000.0,,,,13800000.0,7500000,52700000.0,74200000,,21300000.0,,,,-24500000.0,,5100000.0,,,25400000.0,,,,,,9800000,,,-1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,246700000.0,,127400000.0,,,2600000.0,,,,,,,,,2400000.0,,19400000.0,,,,0.0,,97200000.0,,,,0.035,,,,,,0.0,,-2500000.0,,,,,,6700000.0,,,292900000.0,46200000.0,,,44500000.0,,19800000.0,97200000.0,6700000.0,6700000.0,,,,,,,,,33100000.0,,191428571.0,-4300000.0,1400000.0,0.0,20700000.0,,,,0.0,,,,,,,,,,,,,41800000.0,,37900000.0,,-10400000.0,,,,,,,,,,,,,,,116300000.0,193400000.0,116300000.0,,0.0,,0.035,9300000.0,,,,,,,-9000000.0,-3600000.0,,,,,,0.0,,,,,,35400000.0,-800000.0,,,1100000.0,,191428571.0,,,2300000.0,,2300000.0,,,,15900000.0,6600000,57100000.0,86300000,,40100000.0,,,,-10600000.0,,2600000.0,,,26400000.0,,,,,,9200000,,,-200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,295800000.0,,151200000.0,,,2800000.0,,,,,,,,,1600000.0,,35600000.0,,,,0.0,,130400000.0,,,,0.12,,,,,,0.0,,2400000.0,,,,,,23800000.0,,,349700000.0,53900000.0,,,92500000.0,,26500000.0,130400000.0,23800000.0,23800000.0,,,,,,,,,29300000.0,,198333333.0,5300000.0,800000.0,0.0,17200000.0,,,,0.0,,,,,,,,,,,,,124200000.0,,59100000.0,,3300000.0,,,,,,,,,,,,,,,104200000.0,217800000.0,104200000.0,,0.0,,0.12,34800000.0,,,,,,,-9000000.0,-3900000.0,,,,,,500000.0,,,,,,36400000.0,9000000.0,,,6300000.0,,198333333.0,,,1600000.0,,1100000.0,,,,20800000.0,33400000,86600000.0,216700000,,43800000.0,,,,-34900000.0,,11000000.0,,,27400000.0,,,,,,36200000,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,45900000.0,272200000.0,7200000.0,161500000.0,208920000.0,,3100000.0,103000000.0,,,73900000.0,0.0,,34200000.0,60000000.0,0.0,,21600000.0,-5700000.0,,64700000.0,0.0,143400000.0,103000000.0,,,,,,,0.2675,,-2100000.0,0.0,143400000.0,62900000.0,55700000.0,,252600000.0,55700000.0,80700000.0,13400000.0,,,341200000.0,69000000.0,,,65200000.0,5700000.0,38500000.0,103000000.0,13400000.0,13400000.0,38500000.0,208920000.0,91300000.0,100000.0,,272200000.0,10800000.0,,60000000.0,237100000.0,,-39500000.0,1800000.0,143400000.0,12400000.0,341200000.0,25000000.0,,-2100000.0,55700000.0,,,103000000.0,161500000.0,,,,,,,,50900000.0,,48000000.0,,4800000.0,,,,143400000.0,,,13300000.0,,,69000000.0,30500000.0,,63800000.0,240700000.0,143400000.0,237100000.0,143400000.0,75500000.0,0.0,,,19700000.0,,,-2900000.0,,,54600000.0,-24100000.0,-7800000.0,,,,0.0,93900000.0,3800000.0,,-24100000.0,,176000000.0,,54600000.0,-15500000.0,,-28000000.0,70700000.0,6800000.0,,,,6700000.0,-17900000.0,2900000.0,,,,23300000.0,17200000,68800000.0,116100000,,34200000.0,,,,64300000.0,,6300000.0,12400000.0,,30500000.0,11500000.0,4300000.0,,,68800000.0,20300000,49500000.0,,39200000.0,,-14200000.0,493300000.0,,,0.2675,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,216700000.0,,162400000.0,,,3200000.0,,,,,,,,,,,17900000.0,,,,0.0,,81200000.0,,,,0.005,,,,,,0.0,,-62000000.0,,,,,,800000.0,,,324600000.0,107900000.0,,,40400000.0,,50200000.0,81200000.0,800000.0,800000.0,,,,,,,,,34200000.0,,160000000.0,-29800000.0,1200000.0,0.0,12000000.0,,,,-7200000.0,,,,,,,,,,,,,39600000.0,,40400000.0,,400000.0,,,,,,,,,,,,,,,110200000.0,242200000.0,110200000.0,,166300000.0,,0.005,1200000.0,,,,,,,-27400000.0,-30500000.0,,,,,,0.0,,,,,,85100000.0,7800000.0,,,-31500000.0,,160000000.0,,,4800000.0,,4800000.0,,,,19300000.0,0,45300000.0,80000000,,35900000.0,-500000.0,,,-35000000.0,,400000.0,,,57700000.0,,,,,,3200000,,,-56100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,220100000.0,,165400000.0,,,3700000.0,,,,,,,,,,,22200000.0,,,,100000.0,,81100000.0,,,,0.015,,,,,,100000.0,,-39400000.0,,,,,,3000000.0,,,341500000.0,121400000.0,,,49200000.0,,58700000.0,81200000.0,3000000.0,3000000.0,,,,,,,,,47200000.0,,200000000.0,11100000.0,1200000.0,0.0,18900000.0,,,,-3300000.0,,,,,,,,,,,,,44500000.0,,46400000.0,,-7000000.0,,,,,,,,,,,,,,,80600000.0,259600000.0,80600000.0,,0.0,,0.015,4300000.0,,,,,,,-24100000.0,-8500000.0,,,,,,1300000.0,,,,,,86800000.0,22900000.0,,,-30900000.0,,200000000.0,,,13500000.0,,12200000.0,,,,20700000.0,2800000,44500000.0,93700000,,36600000.0,,,,-38000000.0,,1300000.0,,,62700000.0,,,,,,6500000,,,-6700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,305600000.0,,194700000.0,,,3900000.0,,,,,,,,,,,41600000.0,,,,0.0,,135900000.0,,,,0.135,,,,,,0.0,,2100000.0,,,,,,29300000.0,,,425100000.0,119500000.0,,,116400000.0,,54000000.0,135900000.0,29300000.0,29300000.0,,,,,,,,,39700000.0,,217037037.0,-21500000.0,2500000.0,0.0,32700000.0,,,,300000.0,,,,,,,,,,,,,123300000.0,,75300000.0,,3400000.0,,,,,,,,,,,,,,,70700000.0,287900000.0,70700000.0,,0.0,,0.135,43000000.0,,,,,,,-34000000.0,-8700000.0,,,,,,-100000.0,,,,,,99500000.0,-17200000.0,,,10800000.0,,217037037.0,,,1200000.0,,1300000.0,,,,30000000.0,41100000,87400000.0,239700000,,48500000.0,,,,-20200000.0,,13700000.0,,,65500000.0,,,,,,45000000,,,-9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,-49900000.0,300300000.0,21700000.0,199500000.0,216652000.0,,5100000.0,100600000.0,,,99600000.0,0.0,,37000000.0,107000000.0,,,23400000.0,-43600000.0,,53600000.0,0.0,0.0,100600000.0,,,,,,,0.1875,,-15200000.0,0.0,105600000.0,49400000.0,40500000.0,,257700000.0,40500000.0,59300000.0,7300000.0,,,424200000.0,123900000.0,,,67800000.0,5300000.0,53800000.0,100600000.0,7300000.0,7300000.0,53800000.0,216652000.0,105100000.0,-100000.0,,300300000.0,15900000.0,,107000000.0,322300000.0,,-34000000.0,1200000.0,0.0,14600000.0,424200000.0,18800000.0,,-5000000.0,40500000.0,,,100600000.0,199500000.0,,,,,,,,50700000.0,,58200000.0,,900000.0,,,,105600000.0,,,6000000.0,,,123900000.0,70100000.0,,6900000.0,274200000.0,105600000.0,322300000.0,105600000.0,69500000.0,0.0,,,10700000.0,,,-2300000.0,,,108900000.0,-38800000.0,-9100000.0,,,,0.0,143400000.0,7900000.0,,-38800000.0,,220600000.0,,108900000.0,-8200000.0,,-74200000.0,58500000.0,3200000.0,,,,11300000.0,-56800000.0,3400000.0,,,,29700000.0,9600000,63600000.0,118500000,,37000000.0,3800000.0,,,49600000.0,,3400000.0,14600000.0,,70100000.0,30800000.0,9100000.0,,,63600000.0,14700000,-37800000.0,,34900000.0,,-11700000.0,531900000.0,,,0.1875,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,285200000.0,,199600000.0,,,4500000.0,,,,,,,,,,,22100000.0,,,,0.0,,77300000.0,,,,0.0,,,,-10400000.0,,0.0,,-9400000.0,,,,,,,,,410000000.0,124800000.0,,,45600000.0,,52400000.0,77300000.0,,,,,,,,,,,122300000.0,,219720000.0,-12700000.0,6100000.0,97000000.0,13600000.0,,,,-400000.0,,,,,,,,,,,,,35000000.0,,51900000.0,,1100000.0,,,,,,,,,,,,,,,97000000.0,331600000.0,97000000.0,,105600000.0,,0.0,,,,,,,,-42500000.0,-7000000.0,,,,,,1100000.0,,,,,,114900000.0,5000000.0,,,-2400000.0,,219720000.0,,,6400000.0,,5300000.0,,,,25300000.0,-6300000,51300000.0,80600000,,26000000.0,,,,-2000000.0,,-100000.0,,,72400000.0,,,,,,-1800000,,,-8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,307400000.0,,205400000.0,,,5200000.0,,,,,,,,,,,30900000.0,,,,,,105100000.0,,,,0.015,,,,5400000.0,,,,-33600000.0,,,,,,5900000.0,,,441700000.0,134300000.0,,,70000000.0,,56300000.0,105100000.0,5900000.0,5900000.0,,,,,,,,,92900000.0,,219720000.0,5500000.0,1900000.0,0.0,24400000.0,,,,-2200000.0,,,,,,,,,,,,,59300000.0,,64800000.0,,-10800000.0,,,,,,,,,,,,,,,87900000.0,336600000.0,87900000.0,,97000000.0,,0.015,8200000.0,,,,,,,-42500000.0,-10500000.0,,,,,,-1100000.0,,,,,,120500000.0,12700000.0,,,-23100000.0,,219720000.0,,,8200000.0,,9300000.0,,,,28700000.0,5200000,66100000.0,129300000,,39000000.0,,,,-32400000.0,,2300000.0,,,78000000.0,,,,,,10400000,,,-9200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,428100000.0,,242100000.0,,,5400000.0,,,,,,,,,,,46000000.0,,,,,,185200000.0,,,,0.165,,,,1400000.0,,,,33000000.0,,,,,,36700000.0,,,564800000.0,136700000.0,,,141000000.0,,53300000.0,185200000.0,36700000.0,36700000.0,,,,,,,,,78000000.0,,215882353.0,-4900000.0,900000.0,0.0,18700000.0,,,,2400000.0,,,,,,,,,,,,,130100000.0,,85200000.0,,5700000.0,,,,,,,,,,,,,,,135300000.0,379600000.0,135300000.0,,0.0,,0.17,56700000.0,,,,,,,-52900000.0,-10600000.0,,,,,,0.0,,,,,,136300000.0,1900000.0,,,43600000.0,,222424242.0,,,6900000.0,,6900000.0,,,,33800000.0,55800000,128800000.0,271100000,,56400000.0,,,,3000000.0,,20000000.0,,,83400000.0,,,,,,61200000,,,47500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
