date,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualLongTermDebt,annualBasicAverageShares,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,annualDilutedEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyInventory,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualDilutedAverageShares,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyBeginningCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOperatingIncome,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualGrossProfit,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,annualBasicEPS,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,annualFreeCashFlow,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyDilutedAverageShares,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
2016-09-30,51911000.0,,,50838000.0,,22317000.0,,63879000.0,63879000.0,,,,,,188207000.0,,,,,,,,,,,,403667000.0,243244000.0,84412000.0,,,626657000.0,,,,401417000.0,5026000.0,,,,,,-4065000.0,,,,,,,,,219308000.0,,,,,303720000.0,,,,,,14543000.0,,4697000.0,,1.13,168470000.0,,1.15,,,,,,-24723000.0,,3227000.0,,,,-8078000.0,,908618000.0,13667000.0,,1900478000.0,63879000.0,,,63557000.0,42459000.0,891728000.0,2951000.0,,6043000.0,,,13868000.0,,,,,,,,,-32573000.0,,5053000.0,,,-4207000.0,958000.0,55734773.0,,,,,0.0,-64532000.0,10445000.0,,991860000.0,,,1842000.0,,,92119000.0,,,-1958000.0,,,-62041000.0,,219308000.0,,95778000.0,,176957000.0,457961000.0,,59000.0,250833000.0,,1008750000.0,81235000.0,,,0.0,,450657000.0,,,-52396000.0,151375000.0,74349000.0,,,10470000.0,623860000.0,420201000.0,,81179000.0,,-9452000.0,61014000.0,,,,,,,,,,,,,,56645239.0,,,,,,,,,,,,,,
2016-12-31,123539000.0,,-22030000.0,-26767000.0,,14800000.0,-74814000.0,74262000.0,74262000.0,887000.0,,1825843000.0,,4631000.0,190727000.0,-301000.0,945174000.0,,,348511000.0,55248900.0,,59575000.0,,494406000.0,,416229000.0,251502000.0,68046000.0,587847000.0,,616088000.0,4.65,,40858000.0,348511000.0,4631000.0,616088000.0,,40343000.0,416229000.0,,0.0,4611000.0,,,8696000.0,1175000.0,386263000.0,-8159000.0,1666487000.0,192541000.0,-86300000.0,,,259204000.0,260587000.0,148967000.0,56407136.0,56610000.0,68046000.0,260587000.0,15455000.0,192541000.0,4611000.0,-93710000.0,1.33,219308000.0,372753000.0,1.35,,319853000.0,520079000.0,3168000.0,192541000.0,-15299000.0,,3366000.0,,,,-2983000.0,,880669000.0,13831000.0,22226000.0,1825843000.0,74262000.0,,300172000.0,56610000.0,110283000.0,867885000.0,7371000.0,14800000.0,19374000.0,-42601000.0,,22226000.0,,520079000.0,,13831000.0,325726000.0,-371112000.0,,1545000.0,26640000.0,-110000000.0,8696000.0,,,-1717000.0,887000.0,54930541.0,957958000.0,,,2526000.0,0.0,-86300000.0,9208000.0,,945174000.0,6110000.0,88630000.0,1326000.0,,190727000.0,100427000.0,262179000.0,,4001000.0,13006000.0,-73000000.0,4261000.0,,192541000.0,,98989000.0,,183632000.0,494406000.0,867885000.0,-192000.0,272757000.0,,957958000.0,83534000.0,705154000.0,,-53000000.0,880669000.0,386263000.0,37993000.0,-103315000.0,-200000.0,148967000.0,81606000.0,0.0,,7344000.0,587847000.0,435134000.0,262179000.0,84643000.0,,-13256000.0,-152692000.0,,,4.75,,272757000.0,-371112000.0,385301000.0,-54209000.0,216603000.0,,961333000.0,103911000.0,262179000.0,55685863.0,,,,,,,,,,,,,,
2017-03-31,159327000.0,,,44758000.0,,24821000.0,,71409000.0,71409000.0,,,,,,213611000.0,,,,,,,,,,,,340540000.0,250459000.0,81667000.0,,,617813000.0,,,,348604000.0,4390000.0,,,,,,0.0,,,,,,,,,237299000.0,,,,,318966000.0,,,,,,14448000.0,,4644000.0,,1.29,192541000.0,,1.31,,,,,,76478000.0,,3179000.0,,,,-17977000.0,,910706000.0,14400000.0,,1855215000.0,71409000.0,,,52248000.0,151029000.0,873009000.0,-84000.0,,4675000.0,,,21638000.0,,,,,,,-96404000.0,,68605000.0,,13591000.0,,,-3593000.0,890000.0,54372931.0,,,,,0.0,-80152000.0,8809000.0,,944509000.0,,,0.0,,,100661000.0,,,4848000.0,,,-21600000.0,,237299000.0,,95837000.0,,181495000.0,515544000.0,,-121000.0,266704000.0,,982206000.0,81389000.0,,,,,395162000.0,,,,148644000.0,83034000.0,,,11625000.0,569452000.0,431954000.0,,85658000.0,,-8298000.0,-93708000.0,,,,,,,,,,,,,,55371826.0,,,,,,,,,,,,,,
2017-06-30,9091000.0,,,-9045000.0,,19233000.0,,64817000.0,64817000.0,,,,,,197254000.0,,,,,,,,,,,,359899000.0,250044000.0,86664000.0,,,625518000.0,,,,348698000.0,4490000.0,,,,,,-7753000.0,,,,,,,,,228254000.0,,,,,314918000.0,,,,,,14395000.0,,4662000.0,,1.19,237299000.0,,1.2,,,,,,-16666000.0,,3179000.0,,,,-6942000.0,,874718000.0,14617000.0,,1904310000.0,64817000.0,,,48484000.0,2210000.0,878845000.0,-12000.0,,2275000.0,,,20393000.0,,,,,,,-11702000.0,,-82987000.0,,7861000.0,,,3012000.0,943000.0,53846544.0,,,,,0.0,-61198000.0,9892000.0,,1029592000.0,,,0.0,,,100146000.0,,,-5768000.0,,,-11548000.0,,228254000.0,,95228000.0,,180979000.0,261484000.0,,-154000.0,261484000.0,,1025465000.0,80833000.0,,,,,613234000.0,,,,149618000.0,75398000.0,,,10581000.0,622558000.0,431023000.0,,85751000.0,,-6881000.0,-8580000.0,,,,,,,,,,,,,,54530805.0,,,,,,,,,,,,,,
2017-09-30,108766000.0,,,-18449000.0,,21036000.0,,74154000.0,74154000.0,,,,,,236090000.0,,,,,,,,,,,,344898000.0,259672000.0,82673000.0,,,764377000.0,,,,348793000.0,10750000.0,,,,,,0.0,,,,,,,,,209805000.0,,,,,292478000.0,,,,,,16280000.0,,4669000.0,,1.35,228254000.0,,1.37,,,,,,30393000.0,,3177000.0,,,,-11532000.0,,925795000.0,15097000.0,,2053349000.0,74154000.0,,,73722000.0,100255000.0,1051326000.0,-3000.0,,15778000.0,,,16677000.0,,,,,,,0.0,,8546000.0,,12992000.0,,,2160000.0,960000.0,54109566.0,,,,,0.0,-46444000.0,8260000.0,,1127554000.0,,,0.0,,,101850000.0,,,2364000.0,,,-129762000.0,,209805000.0,,95713000.0,,180651000.0,527262000.0,,-237000.0,261503000.0,,1002023000.0,79433000.0,,,0.0,,398533000.0,,,-144131000.0,152305000.0,82393000.0,,,8239000.0,696712000.0,440323000.0,,84938000.0,,-8511000.0,1908000.0,,,,,,,,,,,,,,54756184.0,,,,,,,,,,,,,,
2017-12-31,105898000.0,,-41701000.0,73054000.0,,11050000.0,-177814000.0,71108000.0,71108000.0,966000.0,,2146618000.0,,7716000.0,233503000.0,-576000.0,1191000000.0,,,348888000.0,54129439.0,,61297000.0,223816000.0,566058000.0,,379501000.0,267135000.0,77589000.0,742800000.0,2236000.0,769058000.0,5.13,293934000.0,33086000.0,348888000.0,7716000.0,769058000.0,,30573000.0,379501000.0,,0.0,4664000.0,,2236000.0,18590000.0,7014000.0,389560000.0,-7753000.0,1758439000.0,282859000.0,-38713000.0,,,383082000.0,360448000.0,163051000.0,54849046.0,71628000.0,77589000.0,360448000.0,16174000.0,282859000.0,4664000.0,-119277000.0,,209805000.0,401981000.0,,,346091000.0,588178000.0,92835000.0,282859000.0,-32458000.0,,3092000.0,,,,-5250000.0,,955618000.0,15393000.0,14973000.0,2146618000.0,71108000.0,293934000.0,328057000.0,71628000.0,84871000.0,1045600000.0,-22000.0,11050000.0,10358000.0,-44717000.0,,14973000.0,,588178000.0,,15393000.0,323741000.0,-425127000.0,-25000000.0,10729000.0,6214000.0,-133106000.0,18590000.0,,,9150000.0,966000.0,,1101018000.0,,,57747000.0,0.0,-38713000.0,3612000.0,,1191000000.0,-121000.0,90318000.0,0.0,223816000.0,233503000.0,106498000.0,281488000.0,,5570000.0,12627000.0,,-14904000.0,,282859000.0,,98260000.0,,188004000.0,566058000.0,1045600000.0,-64000.0,298992000.0,,1101018000.0,82086000.0,731129000.0,,,955618000.0,389560000.0,46569000.0,378000.0,0.0,163051000.0,87232000.0,0.0,,16124000.0,742800000.0,455139000.0,281488000.0,89744000.0,,-21027000.0,-18897000.0,,,5.2,,298992000.0,-425127000.0,385038000.0,-144131000.0,338365000.0,,1027310000.0,192541000.0,281488000.0,,,,,,,,,,,,,,,
2018-03-31,40468000.0,,,-10858000.0,,15787000.0,,78098000.0,78098000.0,,,,,,260998000.0,,,,,,,,,,,,393940000.0,430592000.0,81541000.0,,,776469000.0,,,,348980000.0,7382000.0,,,,,,,,,,,,,,,272001000.0,,,,,353542000.0,,,,,,16898000.0,,4643000.0,,1.42,282859000.0,,1.45,,,,,,-12979000.0,,3795000.0,,,,-10160000.0,,1014450000.0,15610000.0,,2219445000.0,78098000.0,,,67061000.0,32164000.0,1055942000.0,-858000.0,,6253000.0,,,22962000.0,,,,,,,-38208000.0,,-60256000.0,,11850000.0,,,-3481000.0,977000.0,53925560.0,,,,,,-26505000.0,9392000.0,,1204995000.0,,,,,,109441000.0,,,-6668000.0,,,-13856000.0,,272001000.0,,97813000.0,,189533000.0,628163000.0,,45000.0,332353000.0,,1163503000.0,80915000.0,,,,,386287000.0,,,-1645000.0,161060000.0,88748000.0,,,10650000.0,734581000.0,620125000.0,,91720000.0,,-8304000.0,-38339000.0,,,,,,,,,,,,,,54985790.0,,,,,,,,,,,,,,
2018-06-30,39203000.0,,,17218000.0,,16179000.0,,71868000.0,71868000.0,,,,,,192339000.0,,,,,,,,,,,,404572000.0,449226000.0,83777000.0,,,759137000.0,,,,349074000.0,7713000.0,,,,,,-12490000.0,,,,,,,,,289219000.0,,,,,372996000.0,,,,,,17046000.0,,4684000.0,,1.31,272001000.0,,1.33,,,,,,-13706000.0,,3302000.0,,,,-45448000.0,,935748000.0,15715000.0,,2174496000.0,71868000.0,,,60374000.0,30288000.0,1025846000.0,-18000.0,,43455000.0,,,14049000.0,,,,,,,-15964000.0,,-57001000.0,,15123000.0,,,736000.0,908000.0,54109702.0,,,,,,-65522000.0,7038000.0,,1238748000.0,,,,,,99975000.0,,,3427000.0,,,-10908000.0,,289219000.0,,97982000.0,,192384000.0,548252000.0,,-251000.0,326741000.0,,1148650000.0,80936000.0,,,,,387496000.0,,,0.0,155020000.0,79627000.0,,,7759000.0,790446000.0,641610000.0,,94402000.0,,-8915000.0,-6375000.0,,,,,,,,,,,,,,54852453.0,,,,,,,,,,,,,,
2018-09-30,128105000.0,,,137002000.0,,16670000.0,,84527000.0,84527000.0,,,,,,216959000.0,,,,,,,,,,,,373264000.0,459196000.0,65261000.0,,,760884000.0,,,,349169000.0,7590000.0,,,,,,,,,,,,,,,426221000.0,,,,,491482000.0,,,,,,17062000.0,,4689000.0,,1.54,289219000.0,,1.55,,,,,,31620000.0,,3201000.0,,,,-30258000.0,,991244000.0,15694000.0,,2325728000.0,84527000.0,,,54162000.0,116937000.0,1020187000.0,-6000.0,,49149000.0,,,16239000.0,,,,,,,-2788000.0,,17155000.0,,15306000.0,,,1297000.0,902000.0,54368656.0,,,,,,-64526000.0,8544000.0,,1334484000.0,,,,,,116316000.0,,,210000.0,,,7723000.0,,426221000.0,,97881000.0,,195821000.0,602140000.0,,-252000.0,353636000.0,,1305541000.0,80819000.0,,,,,389104000.0,,,0.0,154548000.0,96053000.0,,,11526000.0,872183000.0,655017000.0,,97940000.0,,-11168000.0,1802000.0,,,,,,,,,,,,,,54901404.0,,,,,,,,,,,,,,
2018-12-31,60863000.0,,-80956000.0,-30370000.0,,10126000.0,-37296000.0,88163000.0,88163000.0,877000.0,,2354255000.0,,8213000.0,317143000.0,-564000.0,1354281000.0,,,349264000.0,54118764.0,,65916000.0,304722000.0,610623000.0,,414791000.0,479206000.0,59910000.0,888326000.0,2274000.0,756260000.0,5.89,6963000.0,99865000.0,349264000.0,8213000.0,756260000.0,,31594000.0,414791000.0,,0.0,4658000.0,,2274000.0,13288000.0,-5067000.0,389351000.0,-12490000.0,2595777000.0,395851000.0,-69328000.0,,,268639000.0,455761000.0,158669000.0,54790663.0,54055000.0,59910000.0,455761000.0,14910000.0,395851000.0,4658000.0,-113023000.0,,426221000.0,444032000.0,,,385847000.0,634567000.0,,395851000.0,-42492000.0,,3204000.0,,,,4910000.0,,999974000.0,14525000.0,5724000.0,2354255000.0,88163000.0,6963000.0,364614000.0,54055000.0,40853000.0,1024072000.0,-23000.0,10126000.0,1008000.0,-48397000.0,,5724000.0,,634567000.0,,14525000.0,325794000.0,-475898000.0,-72000000.0,1652000.0,-50804000.0,-128960000.0,13288000.0,,,3100000.0,877000.0,,1330183000.0,,,-37557000.0,,-69328000.0,6620000.0,,1354281000.0,-905000.0,112992000.0,,304722000.0,317143000.0,118300000.0,322656000.0,,-2036000.0,13502000.0,0.0,-20255000.0,,395851000.0,,98034000.0,,199819000.0,610623000.0,1024072000.0,-106000.0,274468000.0,,1330183000.0,83124000.0,777557000.0,,,999974000.0,389351000.0,41958000.0,-150906000.0,-6163000.0,158669000.0,100186000.0,,,12023000.0,888326000.0,679025000.0,322656000.0,101785000.0,,-20010000.0,-70111000.0,-38000.0,,5.96,,274468000.0,-475898000.0,391710000.0,-7808000.0,220242000.0,,1818220000.0,282859000.0,322656000.0,,,,,,,,,,,,,,,
2019-03-31,94634000.0,,,21787000.0,,14128000.0,,88297000.0,88297000.0,,,,,,363787000.0,,,,,,,,,,,,415341000.0,475497000.0,60299000.0,,,787393000.0,,9482000.0,,349357000.0,8327000.0,,,,,,,,,,,,,,,417638000.0,,,,,477937000.0,,,,,,22943000.0,,4658000.0,,1.63,395851000.0,,1.64,,,,,,3545000.0,,3354000.0,,,,-81000.0,,1185073000.0,18906000.0,,2607258000.0,88297000.0,,,57665000.0,87600000.0,1166733000.0,-24000.0,,239000.0,,,10885000.0,,266528000.0,,,,,-25000000.0,,-24241000.0,,19304000.0,,,740000.0,847000.0,53845407.0,,,,,,-75093000.0,7079000.0,,1422185000.0,,,,,,126634000.0,,,5403000.0,,,-50558000.0,,417638000.0,,97409000.0,,199355000.0,712274000.0,,547000.0,318298000.0,,1440525000.0,81912000.0,,,,,472799000.0,,,-44368000.0,266528000.0,100337000.0,,,12040000.0,951603000.0,674852000.0,,101946000.0,,-7034000.0,-21633000.0,,,,,,,,,,,,,,54142510.0,,,,,,,,,,,,,,
2019-06-30,22735000.0,,,-47430000.0,,14580000.0,,91857000.0,92215000.0,,,,,,357645000.0,,,,,,,,,,,,431981000.0,490656000.0,61071000.0,,,854741000.0,,10768000.0,,349451000.0,19421000.0,,,,,,,,,,,,,,,370208000.0,,,,,431279000.0,,,,,,22788000.0,,4664000.0,,1.69,417638000.0,,1.7,,,,,,-12830000.0,,3199000.0,,,,-9024000.0,,1223173000.0,16456000.0,,2719096000.0,91857000.0,,,74264000.0,11552000.0,1251988000.0,-34000.0,,8822000.0,,,9462000.0,,265238000.0,,,,,-40100000.0,,-100198000.0,,20226000.0,,,1725000.0,847000.0,53957446.0,,,,,,-72669000.0,5755000.0,,1495923000.0,,,,,,130658000.0,,,-5108000.0,,,-44234000.0,,370208000.0,,98391000.0,,204481000.0,708817000.0,,654000.0,321484000.0,,1467108000.0,83203000.0,,,,,514356000.0,,,-40568000.0,265238000.0,104671000.0,,,12456000.0,1003328000.0,695137000.0,,106090000.0,,-11183000.0,-26471000.0,,,,,,,,,,,,,,54449117.0,,,,,,,,,,,,,,
2019-09-30,160727000.0,,,47396000.0,,14420000.0,,94825000.0,95483000.0,,,,,,370725000.0,,,,,,,,,,,,407814000.0,499791000.0,53636000.0,,,877017000.0,,10939000.0,,349542000.0,17620000.0,,,,,,,,,,,,,,,417604000.0,,,,,471240000.0,,,,,,22978000.0,,4636000.0,,1.72,370208000.0,,1.73,,,,,,25549000.0,,3393000.0,,,,-6970000.0,,1242897000.0,16514000.0,,2745186000.0,94825000.0,,,66286000.0,147015000.0,1265193000.0,-54000.0,,14753000.0,,,15264000.0,,263986000.0,,,,,-76473000.0,,33005000.0,,20764000.0,,,714000.0,803000.0,54004963.0,,,,,,-95504000.0,8231000.0,,1502289000.0,,,,,,134874000.0,,,-373000.0,,,-37605000.0,,417604000.0,,100606000.0,,210650000.0,728979000.0,,356000.0,322226000.0,,1479993000.0,85449000.0,,,,,513918000.0,,,-34971000.0,263986000.0,108503000.0,,,13020000.0,1020386000.0,710441000.0,,110044000.0,,-13712000.0,-72527000.0,,,,,,,,,,,,,,54550672.0,,,,,,,,,,,,,,
2019-10-31,,,,,,8082000.0,,,,,,,,,,,,,,,,,,10437000.0,,,,,,,,,,250595000.0,,,,,,,,,,,,,,,,,,75446000.0,,,,,75446000.0,,,,,,,,4637000.0,,,,,,,,,,,,,,,,,,,21774000.0,36000.0,,879763000.0,,,,80000.0,,256319000.0,,,,,,,,9149000.0,,,,,,,,,0.0,,,,,,,,,,,-107581000.0,,,857989000.0,,,,,,,,,,,,,,,,,,,13692000.0,,,,,623444000.0,,,,,,8082000.0,,,,5155000.0,,,,,530051000.0,,,,,,,,,,,,-3994000.0,,,,,,,,,,,,,,,,,,,,,,
