date,annualOperatingIncome,annualDilutedEPS,annualAccountsPayable,trailingFreeCashFlow,annualTotalRevenue,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualBasicEPS,annualNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,annualCashAndCashEquivalents,annualBasicAverageShares,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualChangeInInventory,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,annualCapitalExpenditure,quarterlyDilutedEPS,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualCapitalStock,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1970-01-01 00:00:00.765072000,,,,5937000000.0,,28708000000.0,,,,15161000000.0,,,,,,,,,,,,,,18318000000.0,167312000000.0,,4560995283.0,,,134400000.0,4560995283.0,28486000000.0,,,,,5498000000.0,,,870241008.0,,,,,,,,,,,,,3400000000.0,,870241008.0,870241008.0,,24181000000.0,,,,,,,,,,18584000000.0,6.475008,,1603000000.0,,,,,,,,,,,,,,,,,,,,76189000000.0,,,,,134400000.0,,,,,,148994000000.0,,,,,,,,-22271000000.0,,,,,,,,,-18068000000.0,,49186000000.0,,,,,-27294000000.0,,,,,,,,8014000000.0,,1828000000.0,,,120286000000.0,-65615000000.0,,6.475008,-70252000000.0,,,49269000000.0,,,,,,,,,8271000000.0,-2884000000.0,45206000000.0,,,,-15686000000.0,18643000000.0,,18683000000.0,,,2155000000.0,,,,-273000000.0,,,,4560995283.0,,1676000000.0,,-2355000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,,,,,,,,,,,,,,,,,,,,,,,,,,5897436831.0,,,120408163.0,5897436831.0,,,,,,,,,1528101770.0,,,,,,,,,,,,,,,1528101770.0,1528101770.0,,,,,,,,,,,,,12.691015,,,,,,,,,,,,,,,,,,,,,,,,,,,120408163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.691015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5897436831.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,,,,,,,,,,,,,,,,,,,,,,,,,,6319607320.0,,,124090909.0,6319607320.0,,,,,,,,,1414141638.0,,,,,,,,,,,,,,,1414141638.0,1414141638.0,,,,,,,,,,,,,11.396013,,,,,,,,,,,,,,,,,,,,,,,,,,,124090909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.396013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319607320.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,8523699873.0,44.030051,6247087236.0,,23615647354.0,,,,21722355161.0,,,10624192306.0,,,29709924413.0,,,0.0,29709924413.0,40334116719.0,1914012217.0,2242942598.0,1292411497.0,,,21921785392.0,6837607920.0,44.548052,5537426414.0,,-8254339561.0,,8285419597.0,105755814.0,0.0,,,3183113687.0,40334116719.0,898731041.0,,,7451438631.0,-6933438031.0,,65628086017.0,5475266342.0,87350441178.0,-1149961332.0,5537426414.0,2426832811.0,5736856645.0,,1085211257.0,1724941998.0,1724941998.0,-7770009.0,,87350441178.0,,21722355161.0,47016324459.0,28624713156.0,1292411497.0,4711215457.0,,3071743558.0,,,,,,107000000.0,47016324459.0,21921785392.0,,,10624192306.0,,,,536130621.0,28624713156.0,,,6503497533.0,3084693573.0,,,,,,,,919451065.0,,8285419597.0,65628086017.0,11740483599.0,63201253206.0,,,8285419597.0,8285419597.0,,18140381012.0,,2193732541.0,,,12719504733.0,11595443431.0,,,,63201253206.0,79166031698.0,,,,,,3183113687.0,173530201.0,,,-15964778492.0,2426832811.0,,1085211257.0,,,3856514467.0,,,,,,,,-18673921630.0,,,79166031698.0,9616681139.0,,-914271059.0,,-19052062068.0,,,-15964778492.0,,,,,,,,,,,1193991383.0,,,,,,6247087236.0,1193991383.0,,,0.0,,-8254339561.0,4428905130.0,,3084693573.0,,1991712307.0,,,2193732541.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,,,,,,,,,,,,,,,,,,,,,,,,,,,6034706990.0,,,105000000.0,6034706990.0,,,,,,,,,1315721524.0,,,,,,,,,,,,,,,1315721524.0,1315721524.0,,,,,,,,,,,,,9.583011,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.583011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6034706990.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,,,,,,,,,,,,,,,,,,,,,,,,,,5697969538.0,,,105000000.0,5697969538.0,,,,,,,,,1236135032.0,,,,,,,,,,,,,,,1236135032.0,1236135032.0,,,,,,,,,,,,,8.683593,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.683593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697969538.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.812419200,,,,,,,,,,,,,,,,,,,,,,,,,,,6281867733.0,,,133902439.0,6281867733.0,,,,,,,,,1430421147.0,,,,,,,,,,,,,,,1430421147.0,1430421147.0,,,,,,,,,,,,,10.682562,,,,,,,,,,,,,,,,,,,,,,,,,,,133902439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.682562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281867733.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.820368000,8430318786.0,42.754884,10153629129.0,,25301448354.0,,,,22796484309.0,,,16619321664.0,,,42888656649.0,,,0.0,42888656649.0,59507978313.0,2150859180.0,563944785.0,2174466171.0,,,20789890074.0,6455845155.0,42.754884,5762728803.0,,-10415284413.0,,5733875814.0,106380368.0,0.0,,,5770597800.0,59507978313.0,257016825.0,,,7913587983.0,-11627754567.0,,82372660596.0,6284705604.0,105169144905.0,-1487240433.0,5762728803.0,4933861119.0,6297820599.0,,2030201226.0,1471465362.0,1471465362.0,,,105169144905.0,-2622999.0,22796484309.0,45383128698.0,36478047093.0,2174466171.0,4548280266.0,,3436128690.0,,,,,,106380368.0,45383128698.0,20789890074.0,,,16619321664.0,,,,372465858.0,36478047093.0,4380408330.0,,464270823.0,2864314908.0,,,,,,,,-519353802.0,,5733875814.0,82372660596.0,8884097613.0,77438799477.0,,,5733875814.0,5733875814.0,,19016742750.0,,2169220173.0,,,9469026390.0,11866447476.0,,,,77438799477.0,95492901594.0,,,,,,5770597800.0,613781766.0,,,-18054102117.0,4933861119.0,,2030201226.0,,,7840144011.0,,,,,,,,-20511852180.0,,,95492901594.0,10586423964.0,,-516730803.0,,-20656117125.0,,335743872.0,-18054102117.0,,,,,,,,4380408330.0,,,695094735.0,,,,,,10153629129.0,695094735.0,,,262299900.0,,-10415284413.0,-2106268197.0,,2864314908.0,,,,,2169220173.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,,,,,,,,,,,,,,,,,,,,,,,,,,,7123474000.0,,,136000000.0,7123474000.0,,,,,,,,,1601604000.0,,,,,,,,,,,,,,,1601604000.0,1601604000.0,,,,,,,,,,,,,11.7765,,,,,,,,,,,,,,,,,,,,,,,,,,,136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7123474000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,,,,,,,,,,,,,,,,,,,,,,,,,,7131648166.0,,,136000000.0,7131648166.0,,,,,,,,,1603441836.0,,,,,,,,,,,,,,,1603441836.0,1603441836.0,,,,,,,,,,,,,11.790014,,,,,,,,,,,,,,,,,,,,,,,,,,,136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.790014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7131648166.0,,,,,,,,,,,,,,,,,,,,,,
