,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,annualGoodwill,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingInterestExpense,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualFreeCashFlow,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualDilutedEPS,trailingBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,trailingDilutedAverageShares,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1120089600,,-8587000.0,,2539000.0,-8145000.0,,6440000.0,8532000.0,,,,,,,20527000.0,,,,4421000.0,,34751000.0,46091000.0,39551000.0,,,,,27299000.0,20018000.0,,964480000.0,,,,,2342000.0,,,0.0,,,,,,,,61753000.0,,-11024000.0,,61753000.0,,,,,,,14942000.0,,121669000.0,,,69898000.0,,,,,,,-37676000.0,,15247000.0,,2716000.0,,,1049570000.0,41319000.0,,1770145000.0,6118000.0,,,,-457532000.0,1633745000.0,-2016000.0,,,,,,,1545109000.0,,,,116226000.0,,,-32458000.0,40013000.0,,0.0,,,,,,,0.0,,,,671940000.0,,,,-20018000.0,35874000.0,,,,,5624000.0,,,-441798000.0,61753000.0,,86103000.0,65171000.0,52000.0,,-218000.0,82551000.0,,,,27101000.0,136400000.0,,,,-235654000.0,967019000.0,,,,,1545109000.0,7083000.0,,0.0,-42373000.0,132194000.0,,20932000.0,-448945000.0,,442240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,52090000.0,,8608000.0,83871000.0,,7885000.0,7885000.0,,,,,,,27605000.0,,,,6252000.0,,36952000.0,67632000.0,145883000.0,,,,,27299000.0,,,1016015000.0,,,,,2517000.0,,,0.0,,,,,,,,145624000.0,,-15928000.0,,145624000.0,,,,,,,20779000.0,,220775000.0,,,61753000.0,,,,,,,7235000.0,,15875000.0,,4297000.0,,,1119975000.0,34833000.0,,2071403000.0,3801000.0,,,,-214623000.0,1837179000.0,-466000.0,,,,,,,1775047000.0,,,,-3828000.0,,,21583000.0,39379000.0,,0.0,,,,,,,0.0,,,,898978000.0,,,,20018000.0,43950000.0,,,,,14648000.0,,,-245996000.0,145624000.0,,114261000.0,91090000.0,-175000.0,,1604000.0,95352000.0,,,,36231000.0,234224000.0,,,,-854000.0,1024623000.0,,,,,1775047000.0,8206000.0,,0.0,-52354000.0,181893000.0,,23171000.0,-266713000.0,,277777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,26868000.0,,8782000.0,-128086000.0,-947485000.0,10546000.0,11991000.0,,,,2249189000.0,,,29716000.0,1229000.0,859929000.0,1176791000.0,8960000.0,73158000.0,42879000.0,88554000.0,14295000.0,,-60243000.0,2814000.0,104591000.0,27169000.0,9111000.0,27169000.0,1176791000.0,,320979000.0,,,2814000.0,42879000.0,,0.0,,121772000.0,41697000.0,21657000.0,1284669000.0,651068000.0,,17538000.0,0.0,-18873000.0,,17538000.0,86610000.0,,2061546000.0,,,17538000.0,23083000.0,17538000.0,121772000.0,,872447000.0,145624000.0,159647000.0,,86489000.0,0.0,2061546000.0,17538000.0,-18347000.0,,18692000.0,,4387000.0,,,1389260000.0,27287000.0,,2249189000.0,7904000.0,9111000.0,27586000.0,,-222666000.0,2125113000.0,-2096000.0,8782000.0,,-978897000.0,,,,2061546000.0,27287000.0,115596000.0,,-17000.0,0.0,,-9755000.0,41697000.0,-12668000.0,0.0,,,124076000.0,,-42872000.0,,359000.0,,,,859929000.0,-4847000.0,11572000.0,8960000.0,0.0,52502000.0,19232000.0,,29716000.0,,8669000.0,61982000.0,-295633000.0,-245986000.0,17538000.0,,131870000.0,102451000.0,-312000.0,2125113000.0,922000.0,104591000.0,359000.0,,,29236000.0,124076000.0,405537000.0,,,-14134000.0,1284669000.0,0.0,1389260000.0,-21292000.0,,2061546000.0,11192000.0,,0.0,-60243000.0,220424000.0,25825000.0,29419000.0,-249534000.0,-307000.0,91032000.0,,,4387000.0,,,319048000.0,-892287000.0,5966000.0,,-56841000.0,245531000.0,,30205000.0,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,28704000.0,,8478000.0,2400000.0,,1073000.0,17825000.0,,,,,,,33637000.0,,,,7742000.0,,51197000.0,81470000.0,158400000.0,,,,,27169000.0,0.0,,1352742000.0,,,,,2841000.0,,,,,,,,,,,19938000.0,,-19831000.0,,19938000.0,,,,,,,22974000.0,,121827000.0,,,17538000.0,,,,,,,-9672000.0,,26823000.0,,3309000.0,,,1578737000.0,17237000.0,,2593751000.0,13738000.0,,,,-247181000.0,2454575000.0,-8311000.0,,,,,,,2410169000.0,,,,-343000.0,,,-4473000.0,52130000.0,,,,,,,,,0.0,,,,1015014000.0,,,,216460000.0,49772000.0,,,,,5199000.0,,,-250092000.0,19938000.0,,130757000.0,103959000.0,-12000.0,,-8338000.0,118371000.0,,,,38052000.0,139176000.0,,,,-81045000.0,1460366000.0,,,,,2410169000.0,,-216460000.0,,-64021000.0,212227000.0,,26798000.0,-275885000.0,,223788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,52436000.0,,6321000.0,-4273000.0,,22052000.0,22052000.0,,,,,,,35901000.0,,,,10832000.0,,51229000.0,89942000.0,0.0,,,,,27169000.0,0.0,,1501625000.0,,,,,3183000.0,,,,,,,,,,,15665000.0,,-21553000.0,,15665000.0,,,,,,,25842000.0,,176827000.0,,,19938000.0,,,,,,,302000.0,,22936000.0,,2161000.0,,,1725357000.0,14890000.0,,2795019000.0,16898000.0,,,,-176549000.0,2654618000.0,5148000.0,,,,,,,2612559000.0,,,,-692000.0,,,906000.0,46649000.0,,,,,,,,,0.0,,,,1069662000.0,,,,-219846000.0,70317000.0,,,,,527000.0,,,-232371000.0,15665000.0,,158859000.0,114384000.0,-342000.0,,3669000.0,118215000.0,,,,41884000.0,140401000.0,,,,-130865000.0,1607142000.0,,,,,2612559000.0,,,,-64691000.0,248801000.0,,44475000.0,-228985000.0,,175662000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,43601000.0,,6177000.0,109524000.0,,10026000.0,1536000.0,,,,,,,32903000.0,,,,11888000.0,,40889000.0,84330000.0,0.0,,,,,22436000.0,0.0,,1483534000.0,,,,,3005000.0,,,,,,,,,,,125189000.0,,-22672000.0,,125189000.0,,,,,,,32146000.0,,176827000.0,,,15665000.0,,,,,,,2427000.0,,23996000.0,,16959000.0,,,1722418000.0,19193000.0,,2771374000.0,-3652000.0,,,,6643000.0,2527386000.0,-501000.0,,,,,,,2485757000.0,,,,-500000.0,,,1006000.0,49038000.0,,,,,,,,,0.0,,,,1048956000.0,,,,-539044000.0,65552000.0,,,,,-1421000.0,,,92889000.0,125189000.0,,142683000.0,109277000.0,178000.0,,2040000.0,133461000.0,,,,37316000.0,243988000.0,,,,-293000.0,1588957000.0,,,,,2485757000.0,,,,-85880000.0,227013000.0,,33406000.0,-36958000.0,,-26966000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,38363000.0,,6429000.0,-96160000.0,-500695000.0,13056000.0,11824000.0,,,,2760373000.0,,,32354000.0,10135000.0,1037783000.0,1476597000.0,12338000.0,101837000.0,41695000.0,93499000.0,0.0,,-97932000.0,3089000.0,140268000.0,22249000.0,68714000.0,22249000.0,1476597000.0,,158400000.0,,,3089000.0,41695000.0,,,,176828000.0,48519000.0,3797000.0,1582322000.0,903056000.0,,29029000.0,140000.0,-22675000.0,,29029000.0,163104000.0,,2492187000.0,,,29029000.0,20875000.0,29029000.0,176828000.0,,349082000.0,125189000.0,236363000.0,,134526000.0,-70676000.0,2492187000.0,29029000.0,-1381000.0,,22441000.0,,23231000.0,,,1722590000.0,29352000.0,,2760373000.0,6637000.0,68714000.0,42765000.0,,-7546000.0,2612502000.0,-904000.0,6429000.0,,-587737000.0,,,,2492187000.0,29352000.0,153985000.0,,842000.0,0.0,,-1966000.0,48519000.0,-693000.0,,,,147871000.0,,-8324000.0,,0.0,,,,1037783000.0,-4568000.0,11491000.0,12338000.0,471754000.0,58448000.0,33621000.0,,32354000.0,,-508000.0,96109000.0,-212868000.0,-111121000.0,29029000.0,,152881000.0,119505000.0,-84000.0,2612502000.0,12764000.0,140268000.0,0.0,,,42570000.0,147871000.0,564836000.0,,,-665000.0,1582322000.0,0.0,1722590000.0,-4527000.0,,2492187000.0,,,,-97932000.0,246380000.0,42765000.0,33376000.0,-45909000.0,-260000.0,-23402000.0,,,23231000.0,,,430310000.0,-424633000.0,17538000.0,,-86731000.0,338220000.0,,53237000.0,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,22349000.0,,6958000.0,-13925000.0,,4828000.0,4828000.0,,,,,,,87198000.0,,,,11446000.0,,48861000.0,93311000.0,0.0,66729000.0,,,,22249000.0,66729000.0,,1787330000.0,,,,,3074000.0,,,,,,,,,,,15104000.0,,-23826000.0,,81833000.0,,,,,,,27482000.0,,176828000.0,,,29029000.0,,,,,,,-16745000.0,,23732000.0,,24542000.0,,,2042844000.0,21782000.0,,3062701000.0,-359000.0,,,,-301942000.0,2910519000.0,-133000.0,,,,,,,2799759000.0,,,,0.0,,,-12824000.0,2075000.0,,,,,,,,,-66729000.0,,,,1019857000.0,,,,-68000.0,56818000.0,,,,,3921000.0,,,-324359000.0,15104000.0,,146535000.0,117303000.0,15000.0,,2641000.0,149210000.0,,,,41403000.0,152182000.0,,,,-1956000.0,1893634000.0,,,,,2799759000.0,,,,-116757000.0,239846000.0,,29232000.0,-324291000.0,,288085000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,74251000.0,,6641000.0,36141000.0,,17552000.0,74472000.0,,,,,,,50733000.0,,,,15675000.0,,48481000.0,101425000.0,110895000.0,37659000.0,,,,17365000.0,37659000.0,,1726463000.0,,,,,3073000.0,,,,,,,,,,,51245000.0,,-23949000.0,,88904000.0,,,,,,,30165000.0,,176843000.0,,,15104000.0,,,,,,,20171000.0,,27026000.0,,21326000.0,,,1976072000.0,26913000.0,,3084347000.0,66171000.0,,,,-80298000.0,2914716000.0,-6846000.0,,,,,,,2832779000.0,,,,-73565000.0,,,22754000.0,30642000.0,,,,,,,,,-37659000.0,,,,1108275000.0,,,,26127000.0,74057000.0,,,,,2583000.0,,,19438000.0,51245000.0,,169973000.0,126081000.0,1000.0,,-53797000.0,143572000.0,,,,44138000.0,169631000.0,,,,-176083000.0,1832500000.0,,,,,2832779000.0,,,,-67480000.0,271398000.0,,43892000.0,-154549000.0,,-57548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,58539000.0,,6188000.0,-16671000.0,,16567000.0,16567000.0,,,,,,,60278000.0,,,,18073000.0,,39934000.0,100919000.0,0.0,36893000.0,,,,17365000.0,36893000.0,,1723770000.0,,,,,3157000.0,,,,,,,,,,,34574000.0,,-24361000.0,,71467000.0,,,,,,,30159000.0,,176838000.0,,,51245000.0,,,,,,,-1349000.0,,24994000.0,,9111000.0,,,1971314000.0,30287000.0,,3060462000.0,11380000.0,,,,31293000.0,2914929000.0,-527000.0,,,,,,,2830384000.0,,,,-13325000.0,,,9362000.0,30270000.0,,,,,,,,,-36893000.0,,,,1089148000.0,,,,5157000.0,71733000.0,,,,,10711000.0,,,-22089000.0,34574000.0,,166119000.0,124652000.0,-84000.0,,3529000.0,141910000.0,,,,43542000.0,145533000.0,,,,-14908000.0,1829404000.0,,,,,2830384000.0,,,,-74257000.0,267038000.0,,41467000.0,-27246000.0,,-53121000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,58840000.0,,6034000.0,32838000.0,-317286000.0,24147000.0,29796000.0,,,,3049152000.0,,,54868000.0,4944000.0,1193431000.0,1712336000.0,18133000.0,123245000.0,36703000.0,69356000.0,0.0,35816000.0,191208000.0,3041000.0,137391000.0,16251000.0,35816000.0,16251000.0,1712336000.0,29047000.0,110895000.0,,,3190000.0,33749000.0,,,,276334000.0,26555000.0,11224000.0,1718330000.0,970800000.0,,67412000.0,,-24179000.0,,103228000.0,213621000.0,,2485218000.0,35816000.0,,66198000.0,29738000.0,66198000.0,176838000.0,,141690000.0,34574000.0,263744000.0,,140499000.0,6419000.0,2485218000.0,66198000.0,6463000.0,,24164000.0,,9815000.0,,,1955217000.0,30038000.0,,3049152000.0,24277000.0,35816000.0,,,26446000.0,2883452000.0,0.0,5994000.0,,-538480000.0,,,,2801347000.0,16792000.0,190725000.0,,0.0,,,472000.0,28540000.0,-86890000.0,,,,482111000.0,,3707000.0,,-35816000.0,,,,1093935000.0,-103821000.0,38025000.0,15186000.0,3824000.0,76586000.0,103285000.0,,44789000.0,,-5991000.0,93110000.0,-204494000.0,9724000.0,67412000.0,,176038000.0,133292000.0,-36000.0,2567041000.0,-1474000.0,137351000.0,324806000.0,,,47137000.0,165700000.0,652144000.0,,,-11547000.0,1817866000.0,,1855721000.0,19406000.0,,2801347000.0,,,,-70457000.0,245394000.0,52902000.0,42746000.0,-32394000.0,-104000.0,-35726000.0,,,24866000.0,,,830301000.0,213621000.0,28173000.0,-538480000.0,-96315000.0,362779000.0,,125663000.0,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,21362000.0,,6066000.0,-45112000.0,,1055000.0,1055000.0,,,,,,,51431000.0,,,,11753000.0,,45571000.0,89117000.0,,30350000.0,,,,16251000.0,30350000.0,,1709274000.0,,,,,3287000.0,,,,,,,,,,,22300000.0,,-25995000.0,,52650000.0,,,,,,,29826000.0,,176832000.0,,,67412000.0,,,,,,,-8027000.0,,24482000.0,,10839000.0,,,1948757000.0,26266000.0,,3007362000.0,-4177000.0,,,,-10458000.0,2876920000.0,-2038000.0,,,,,,,2804053000.0,,,,-11827000.0,,,-14367000.0,34064000.0,,,,,,,,,-30350000.0,,,,1058605000.0,,,,5206000.0,57985000.0,,,,,-6340000.0,,,-26614000.0,22300000.0,,159630000.0,133220000.0,-97000.0,,4848000.0,133871000.0,,,,42759000.0,130442000.0,,,,-2038000.0,1814886000.0,,,,,2804053000.0,,,,-95186000.0,248747000.0,,26410000.0,-31820000.0,,-39860000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,66136000.0,,6144000.0,16640000.0,,22616000.0,69218000.0,,,,,,,37784000.0,,,,10522000.0,,34888000.0,91634000.0,,,,,,16251000.0,29286000.0,,1706707000.0,,,,,2990000.0,,,-56000.0,,,,,,,,38940000.0,,-25784000.0,,38940000.0,,,,,,,31321000.0,,276428000.0,,,22300000.0,,,,,,,9587000.0,,24578000.0,,11396000.0,,,1840765000.0,15457000.0,,3043617000.0,61128000.0,,,,38260000.0,2555924000.0,-2020000.0,,,,,,,2906141000.0,,,,0.0,,,7800000.0,42437000.0,,,,,,,,,361017000.0,,,,1202852000.0,,,,-357709000.0,77470000.0,,,,,5963000.0,,,-21692000.0,38940000.0,,163602000.0,117453000.0,297000.0,,-4593000.0,127914000.0,,,,74056000.0,487693000.0,,,,-42010000.0,1712851000.0,,,,,2482794000.0,,,,-51743000.0,255236000.0,,46149000.0,-27876000.0,,-27804000.0,,,,,-423347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,43387000.0,,6273000.0,151372000.0,,10809000.0,10809000.0,,,,,,,35824000.0,,,,11095000.0,,31613000.0,79396000.0,0.0,0.0,,,,16251000.0,28715000.0,,1703301000.0,,,,,3117000.0,,,1342000.0,,,,,,,,189098000.0,,-25775000.0,,189098000.0,,,,,,,29044000.0,,176728000.0,,,38940000.0,,,,,,,3287000.0,,24710000.0,,27032000.0,,,1929185000.0,14087000.0,,2849618000.0,5576000.0,,,,-8216000.0,2573722000.0,-69000.0,,568000.0,,,,,2502902000.0,,,,-172587000.0,,,1863000.0,23815000.0,,,,,,,,,0.0,,,,920433000.0,,,,359963000.0,63221000.0,,,,,-4108000.0,,,308903000.0,189098000.0,,159756000.0,125579000.0,-127000.0,,93000.0,119965000.0,,,,44834000.0,275896000.0,,,,-143487000.0,1809220000.0,,,,,2502902000.0,,,,272290000.0,239152000.0,,34177000.0,-51603000.0,,-200918000.0,,,,,-451988000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,29978000.0,,6545000.0,-9946000.0,245814000.0,9680000.0,-6339000.0,,,,2805611000.0,,,32439000.0,671000.0,898305000.0,1699763000.0,8878000.0,119414000.0,35428000.0,95672000.0,0.0,0.0,265951000.0,3183000.0,101302000.0,13404000.0,28770000.0,13404000.0,1699763000.0,0.0,0.0,,,3183000.0,35537000.0,,-2804000.0,,176729000.0,18396000.0,-12249000.0,1806004000.0,969164000.0,-3928000.0,179042000.0,3761000.0,-22199000.0,,179042000.0,160863000.0,,2467451000.0,0.0,,179042000.0,29223000.0,179042000.0,176729000.0,,-293723000.0,189098000.0,250220000.0,,134510000.0,10811000.0,2942293000.0,179042000.0,-4243000.0,,24519000.0,,13002000.0,,,1907306000.0,18238000.0,,2805611000.0,-10959000.0,28770000.0,,,15885000.0,2539242000.0,-38000.0,6545000.0,-5675000.0,-125392000.0,,,,2942293000.0,18238000.0,184593000.0,-474842000.0,-53000.0,,,-13274000.0,34484000.0,-184467000.0,,,,266369000.0,,604000.0,,0.0,-3928000.0,,,898305000.0,-117000.0,112954000.0,8878000.0,3351000.0,65509000.0,53859000.0,,32439000.0,,-7764000.0,98289000.0,-190386000.0,-14783000.0,179042000.0,,154673000.0,118387000.0,-66000.0,2539242000.0,323000.0,101302000.0,0.0,,,75999000.0,266369000.0,605596000.0,,,-2851000.0,1806004000.0,,1907306000.0,-17978000.0,,2467451000.0,,,,-81971000.0,250345000.0,38537000.0,36286000.0,-14093000.0,7000.0,-25141000.0,,,29090000.0,,-474842000.0,834654000.0,35471000.0,66088000.0,,-99753000.0,363568000.0,,74743000.0,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,11511000.0,,6888000.0,-42884000.0,,6510000.0,6510000.0,,,,,,,30241000.0,,,,7947000.0,,36944000.0,74494000.0,,,,,,9804000.0,27260000.0,,1620507000.0,,,,,3026000.0,,,22787000.0,,,,,,,,136158000.0,,-12499000.0,,136158000.0,,,,,,,29214000.0,,176780000.0,,,179042000.0,,,,,,,-1695000.0,,24633000.0,,13703000.0,,,1818954000.0,15471000.0,,2736284000.0,876000.0,,,,-2301000.0,2513445000.0,0.0,,0.0,,,,,2960586000.0,,,,0.0,,,-3515000.0,34785000.0,,,,,,,,,0.0,-3928000.0,,,917330000.0,,,,2654000.0,36948000.0,,,,,-1209000.0,,,-8574000.0,136158000.0,,114122000.0,106388000.0,157000.0,,179000.0,91813000.0,,,,65058000.0,222839000.0,,,,-33322000.0,1727141000.0,,,,,2451338000.0,,,,-114946000.0,188616000.0,,7734000.0,-13812000.0,,-45821000.0,,,,,-509248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,23149000.0,,6562000.0,61059000.0,,-111901000.0,-130205000.0,,,,,,,30790000.0,,,,7382000.0,,29475000.0,75211000.0,,37048000.0,,,,8659000.0,26693000.0,,1431149000.0,,,,,2553000.0,,,-101048000.0,,,,,,,,195073000.0,,-5137000.0,,232121000.0,,,,,,,29262000.0,,176988000.0,,,136158000.0,,,,,,,7032000.0,,24127000.0,,83668000.0,,,1700297000.0,12833000.0,,2582225000.0,-135393000.0,,,,10902000.0,2262133000.0,-3104000.0,,0.0,,,,,2694340000.0,,,,-4802000.0,,,2378000.0,35812000.0,,,,,,,,,4490000.0,-3928000.0,,,881928000.0,,,,-3169000.0,42282000.0,,,,,-1429000.0,,,38289000.0,195073000.0,,111603000.0,98583000.0,298000.0,,51000.0,162790000.0,,,,58422000.0,320092000.0,,,,-150836000.0,1537507000.0,,,,,2204795000.0,,,,-250289000.0,186814000.0,,13020000.0,-12247000.0,,-379000.0,,,,,-489545000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,18599000.0,,6496000.0,7655000.0,,-17103000.0,-17948000.0,,,,,,,66758000.0,,,,8429000.0,,24674000.0,70622000.0,0.0,16597000.0,,,,6450000.0,25948000.0,,1131188000.0,,,,,2560000.0,,,-2744000.0,,,,,,,,202578000.0,,-5138000.0,,219175000.0,,,,,,,27027000.0,,176989000.0,,,195073000.0,,,,,,,4755000.0,,24842000.0,,314410000.0,,,1668037000.0,12220000.0,,2527813000.0,-23135000.0,,,,11171000.0,2222192000.0,-54000.0,,250000.0,,,,,2677991000.0,,,,0.0,,,4889000.0,35773000.0,,,,,,,,,1724000.0,-3928000.0,,,859776000.0,,,,-1861000.0,37270000.0,,,,,5406000.0,,,-1276000.0,202578000.0,,105394000.0,95151000.0,-32000.0,,6000.0,430507000.0,,,,56368000.0,305621000.0,,,,-4476000.0,1237530000.0,,,,,2169169000.0,,,,-273374000.0,176016000.0,,10243000.0,-7428000.0,,-9668000.0,,,,,-508822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,16836000.0,,7256000.0,156678000.0,18645000.0,-92749000.0,-127965000.0,,,,2513530000.0,,,69723000.0,-48530000.0,886767000.0,1050019000.0,9092000.0,111060000.0,22624000.0,29826000.0,165600000.0,118814000.0,-8949000.0,2446000.0,469592000.0,4673000.0,730000.0,4673000.0,1050019000.0,500000.0,269100000.0,,,2446000.0,22624000.0,,-83322000.0,,177219000.0,22242000.0,,1157171000.0,717823000.0,-2981000.0,358610000.0,-104281000.0,-5137000.0,,477424000.0,70095000.0,,1902034000.0,118814000.0,35214000.0,477424000.0,25557000.0,358610000.0,177219000.0,,93768000.0,202578000.0,154133000.0,,43073000.0,-1823000.0,2351932000.0,358610000.0,-189000.0,,19985000.0,,363398000.0,,,1626763000.0,6218000.0,,2513530000.0,-133152000.0,730000.0,,35214000.0,6218000.0,1956169000.0,-382000.0,7256000.0,250000.0,-44105000.0,,,,2351932000.0,6218000.0,206669000.0,-449898000.0,-7223000.0,,,-1743000.0,22242000.0,-12025000.0,,,,557361000.0,,9903000.0,,8235000.0,-2981000.0,,,886767000.0,-3540000.0,182508000.0,9092000.0,553000.0,35843000.0,-290804000.0,,69723000.0,,,91575000.0,-191856000.0,-9794000.0,358610000.0,,151265000.0,140979000.0,-133000.0,1956169000.0,-48766000.0,469592000.0,8235000.0,,,33319000.0,557361000.0,473896000.0,,,-3222000.0,1157171000.0,,1626763000.0,2009000.0,,1902034000.0,,,,-8949000.0,181091000.0,-151395000.0,10286000.0,-10618000.0,290000.0,149636000.0,,,363398000.0,,-449898000.0,430823000.0,25990000.0,176102000.0,,-27911000.0,243927000.0,,-269608000.0,,,,,,,,,,,,,,,,,,,,,,,
