date,quarterlyCurrentDebt,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInventory,quarterlyInventory,annualStockBasedCompensation,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualGrossProfit,annualNetPPE,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,trailingPretaxIncome,trailingNetIncome,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualGoodwill,annualInterestExpense,annualPretaxIncome,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingIncome,annualCapitalStock,annualInvestingCashFlow,annualOtherIncomeExpense,trailingGrossProfit,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingInterestExpense,annualDilutedAverageShares,trailingTotalRevenue,annualEndCashPosition,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualBasicAverageShares,trailingEndCashPosition,annualAccumulatedDepreciation,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualNetOtherFinancingCharges,annualBasicEPS,annualCurrentDebt,annualInvestmentsAndAdvances,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBeginningCashPosition,trailingOperatingExpense,annualCurrentAssets,annualCostOfRevenue,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBeginningCashPosition,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualEbitda,quarterlyStockholdersEquity,annualRetainedEarnings,annualNetIncome,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualCashDividendsPaid,annualCommonStockIssuance,annualFreeCashFlow,annualOtherCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualTotalNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingCashDividendsPaid,quarterlyInvestingCashFlow,trailingNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCapitalExpenditure,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangeInInventory,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,annualResearchAndDevelopment,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingResearchAndDevelopment,quarterlyNetOtherInvestingChanges,trailingOtherNonCashItems,quarterlyDilutedAverageShares,trailingRepurchaseOfCapitalStock
1970-01-01 00:00:00.954460800,,68808000.0,,18229000.0,124793000.0,,0.0,53763000.0,,,13078000.0,,106533000.0,99190000.0,,1716000.0,,60734000.0,-2951000.0,3066518000.0,1604505000.0,,-11020000.0,49034000.0,171985000.0,21461000.0,-2164000.0,-68902000.0,,256654000.0,159340000.0,,5469000.0,63938000.0,,,,2871975000.0,366830000.0,,69407000.0,40000000.0,-50030000.0,,3505948000.0,,,,-39010000.0,-4109689000.0,,,381505000.0,347267760.0,8515101000.0,11483000.0,60734000.0,56998000.0,2428468000.0,347267760.0,4064532000.0,-60150000.0,638050000.0,,0.164,0.0,0.164,52341000.0,,11614000.0,-9978000.0,633973000.0,209202000.0,260297000.0,0.0,891642000.0,37126000.0,,-16350000.0,136407000.0,-1070061000.0,,,,,5009153000.0,3807878000.0,1604505000.0,56939000.0,,87636000.0,,,56939000.0,,,,,80000000.0,-25932000.0,11020000.0,1528656000.0,65856000.0,,99190000.0,,39990000.0,,6940000.0,,308392000.0,9898000.0,,168388000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,19386000.0,,25802000.0,123646000.0,,-49074000.0,92633000.0,,,43532000.0,,51796000.0,94603000.0,,2520000.0,,7910000.0,-38870000.0,,,,1902000.0,26169000.0,218340000.0,-12006000.0,-663000.0,25951000.0,,,179990000.0,,9853000.0,9769000.0,,,,,275622000.0,,20396000.0,57825000.0,-60794000.0,,,,,,-18701000.0,,,,,494252740.0,,-523000.0,7910000.0,7405000.0,,494252740.0,,-85387000.0,,,0.0153,0.0,0.0153,71933000.0,,12924000.0,11483000.0,,177940000.0,223826000.0,49045000.0,,31400000.0,,0.0,136570000.0,,,,,,,,,7585000.0,,45424000.0,,,7585000.0,,,,,0.0,24831000.0,9176000.0,,59358000.0,,176970000.0,,32800000.0,,2364000.0,,354910000.0,10404000.0,,214923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,-40833000.0,-3704000.0,37708000.0,64259000.0,,0.0,81865000.0,,,,,7216000.0,127651000.0,,2520000.0,,34303000.0,11832000.0,,,,7558000.0,4987000.0,279490000.0,33753000.0,-9557000.0,-31527000.0,,,233570000.0,7630000.0,6884000.0,-65359000.0,,,,,256546000.0,,-40273000.0,131252000.0,-31662000.0,,,,,22831000.0,-37238000.0,,,,,955568441.0,,33230000.0,34303000.0,-64425000.0,,955568441.0,,-105919000.0,,,-0.0663,0.0,-0.0663,6849000.0,,16589000.0,-523000.0,,197497000.0,249330000.0,0.0,,47489000.0,,-3342000.0,80848000.0,,,,,,,,,-63395000.0,,-20767000.0,,,-63395000.0,,,,0.0,116448000.0,,1000000.0,,53968000.0,,162841000.0,,38301000.0,,-934000.0,,360338000.0,14069000.0,,277103000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,1136000.0,,29336000.0,82796000.0,,-23148000.0,23504000.0,,,-41328000.0,,-3305000.0,53184000.0,,0.0,,123000.0,-85435000.0,,,,-5300000.0,0.0,54378000.0,-33107000.0,-8949000.0,-38323000.0,,,85440000.0,11837000.0,1141000.0,-268317000.0,,,,,123464000.0,,-262105000.0,306256000.0,-24199000.0,,,,,34258000.0,-5443000.0,,,,,2909128537.0,,123000.0,123000.0,-265797000.0,,2909128537.0,,-32256000.0,,,-0.0905,3049000.0,-0.0905,11958000.0,,9000000.0,33230000.0,,26516000.0,126769000.0,0.0,,258800000.0,,-3087000.0,91796000.0,,,,,,,,,-263410000.0,,-237840000.0,,,-263410000.0,,,,,43751000.0,-46771000.0,0.0,,1757000.0,,119658000.0,,22001000.0,,-2520000.0,,146174000.0,9000000.0,,54378000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,2422000.0,-1768000.0,3247000.0,39702000.0,,0.0,853000.0,,,-21577000.0,,-20215000.0,56828000.0,,,,6714000.0,25395000.0,,,,0.0,0.0,30075000.0,3074000.0,-6874000.0,11479000.0,,,61818000.0,0.0,2424000.0,-99338000.0,,,,,33187000.0,,-24874000.0,2920000.0,-7198000.0,,,,,724000.0,-5940000.0,,,,,207316293.0,,3197000.0,3197000.0,-99338000.0,,207316293.0,,-4990000.0,,,-0.47,-2254000.0,-0.47,20522000.0,,28446000.0,123000.0,,10880000.0,53402000.0,17680000.0,,4659000.0,,-649000.0,68148000.0,,,,,,,,,-97618000.0,,-93667000.0,,,-97618000.0,3517000.0,,,,25123000.0,-27517000.0,0.0,,14000.0,,87343000.0,,13977000.0,,0.0,,98223000.0,28446000.0,,20284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,-14905000.0,-13000.0,8897000.0,58639000.0,,,2160000.0,,,-6008000.0,,3735000.0,59927000.0,,,,20239000.0,-1290000.0,,,,34000.0,47114000.0,,17042000.0,-472000.0,-6468000.0,,,,,2998000.0,-29802000.0,,,,,48467000.0,,-11652000.0,4813000.0,-8556000.0,-3292000.0,,,,1431000.0,-9243000.0,,,,,418128571.0,,20239000.0,20239000.0,-30987000.0,,418128571.0,,,,,-0.07,-12125000.0,-0.07,10094000.0,1200000.0,10480000.0,3197000.0,,47077000.0,44732000.0,3441000.0,,15387000.0,,,69119000.0,,,,,,,,,-29269000.0,,-2755000.0,,,-29269000.0,,,,,44203000.0,-15251000.0,18180000.0,,,,64568000.0,,12941000.0,,1185000.0,,111645000.0,,,35050000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,6176000.0,,6710000.0,13482000.0,,,,,,12886000.0,,21723000.0,1080000.0,,,,149502000.0,-2472000.0,,,,1378000.0,13237000.0,,215202000.0,-23710000.0,3339000.0,,,,,2120000.0,-20253000.0,,,,,52901000.0,,-18133000.0,8298000.0,2402000.0,0.0,,,,,-22204000.0,,,,,829842000.0,,235036000.0,149502000.0,-38590000.0,,829842000.0,,,,,-0.07,-19955000.0,-0.07,245000.0,57437000.0,592000.0,20239000.0,,196507000.0,31178000.0,57437000.0,,39856000.0,,,14074000.0,,,,,,,,,-38590000.0,,-11423000.0,,,-25010000.0,,,,,224842000.0,-9318000.0,47005000.0,,,,58517000.0,,32342000.0,,4757000.0,,255024000.0,592000.0,,240950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,-9154000.0,-226652000.0,22504000.0,555872000.0,,,18117000.0,,,13350000.0,,58158000.0,854372000.0,,42945000.0,,749256000.0,-6774000.0,,,,-163424000.0,395734000.0,11856000.0,276600000.0,-88153000.0,20273000.0,,,,80350000.0,19475000.0,151678000.0,,,,,140344000.0,,-43904000.0,11898000.0,-689608000.0,9000.0,,-39826000.0,,30903000.0,-260361000.0,,,,,967388163.0,,520281000.0,520281000.0,63379000.0,,967388163.0,,,,,0.066,-31626000.0,0.066,129235000.0,42481000.0,419121000.0,235036000.0,,914962000.0,82186000.0,237125000.0,,102062000.0,,,974993000.0,,,,,,,,,63379000.0,,-21400000.0,,,102944000.0,228975000.0,130000000.0,,,514387000.0,-247011000.0,99358000.0,,,,1344328000.0,,87299000.0,,48734000.0,,2259290000.0,364320000.0,,1044199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,251746000.0,-213284000.0,69763000.0,1100560000.0,,,39596000.0,,,321509000.0,,267007000.0,1581031000.0,,113343000.0,,719087000.0,-16590000.0,,,,-405645000.0,659241000.0,14518000.0,-122242000.0,-124601000.0,-188389000.0,,,,103634000.0,67421000.0,310484000.0,,,,,765538000.0,,76394000.0,12398000.0,-1066450000.0,13644000.0,,-291748000.0,,164792000.0,-158630000.0,,,,,1251084290.0,,422773000.0,422773000.0,175373000.0,,1234083610.0,,,,,0.3415,-109546000.0,0.3462,276527000.0,458976000.0,1099528000.0,520281000.0,,1448555000.0,498531000.0,688734000.0,,190613000.0,,-5285000.0,2200088000.0,,,,,,,,,427242000.0,,146157000.0,,,520004000.0,296314000.0,145502000.0,,,48892000.0,162879000.0,333990000.0,,355882000.0,,2977877000.0,,152559000.0,,135111000.0,,4426432000.0,971667000.0,,1757584000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,89947000.0,-65366000.0,102539000.0,1401594000.0,,39784000.0,46013000.0,,,107252000.0,,320769000.0,1961865000.0,,180780000.0,,546067000.0,-8279000.0,,,,-95688000.0,552000.0,0.0,122319000.0,-359753000.0,-46103000.0,,,2177816000.0,155126000.0,85223000.0,326617000.0,,,,,1033199000.0,,352358000.0,12069000.0,-383110000.0,,,-41709000.0,,261134000.0,-253621000.0,,28309000.0,,,1297084520.0,,546067000.0,546067000.0,228674000.0,,1224661305.0,,-215951000.0,,,0.0912,7540000.0,0.0939,332800000.0,,1455986000.0,422773000.0,,1612493000.0,712430000.0,394717000.0,,-31589000.0,,-38729000.0,2857580000.0,,,,,,,,,115037000.0,,514379000.0,,36206000.0,115037000.0,,172771000.0,,,0.0,-146369000.0,403670000.0,,337318000.0,,3932924000.0,,229877000.0,,97943000.0,,5545417000.0,1246897000.0,,1876160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
