date,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,annualOperatingExpense,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlySellingGeneralAndAdministration,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,annualTotalRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyChangeInInventory,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyRetainedEarnings,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,annualEbitda,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,trailingOperatingIncome,trailingCapitalExpenditure,annualOtherIncomeExpense,annualPretaxIncome,annualOperatingIncome,trailingPurchaseOfInvestment,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,trailingOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyCapitalStock,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockBasedCompensation,quarterlyInventory,quarterlyNetPPE,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualChangeInInventory,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGoodwill,annualInventory,quarterlyTaxProvision,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,annualNetPPE,annualCurrentLiabilities,annualOtherIntangibleAssets,annualBasicEPS,trailingChangeInInventory,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyBasicEPS,quarterlyBasicAverageShares,annualCostOfRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualLongTermDebt,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingTaxProvision,annualFreeCashFlow,annualDilutedEPS,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedEPS
1987-09-30,,,226400000.0,-28400000.0,226400000.0,,,,,,,,,,,,339500000.0,,161600000.0,,-92400000.0,,,,,,571300000.0,,,,,1050900000.0,8067700000.0,,,-117100000.0,,,,,,,,226400000.0,,,,,,,13000000.0,,,,-579400000.0,-325100000.0,,,103300000.0,,205000000.0,,1282800000.0,,,,,,,0.37,711500000.0,-1275300000.0,,,,-547200000.0,,,9350500000.0,-441300000.0,,659300000.0,,-61500000.0,,,,,,,,-392400000.0,,-1297900000.0,,,,,,,,,,,2100000.0,,,393900000.0,,,,,,,518800000.0,,,,26800000.0,,,27100000.0,,,,,,,,,,,,967800000.0,,,,,,,,,,,,,,-398400000.0,,,,-34100000.0,,,,,,,,-34100000.0,,,-57800000.0,,-307500000.0,,,,0.37,,,,,,,,,,,,96800000.0,,,,,,,,,,,,,,,,
1987-12-31,,,253400000.0,,253400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,290900000.0,,290900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,111700000.0,147300000.0,-562500000.0,,314900000.0,,,,,,,,132800000.0,1718600000.0,996000000.0,79200000.0,,,,,,,1085600000.0,,376900000.0,,,,231400000.0,,36200000.0,,,,87800000.0,,,,,,,,,-562500000.0,97400000.0,315200000.0,,,-938600000.0,764600000.0,,286700000.0,,,,,1095200000.0,310700000.0,,147300000.0,,,,185400000.0,,,,147300000.0,147300000.0,,,,18900000.0,190900000.0,208200000.0,,0.0,,,,,,,,1472100000.0,,,,,,,,,,,1718600000.0,,,46000000.0,,,,,,,,,,,132400000.0,780000000.0,476100000.0,14500000.0,,,,50206186.0,,,-938600000.0,0.0,28300000.0,,315200000.0,,,,0.0,,14500000.0,185400000.0,,,,439400000.0,,,,132400000.0,,,,,780000000.0,231400000.0,,1.94,,,341000000.0,,,,,,50206186.0,764600000.0,1472100000.0,,,376900000.0,,,996000000.0,,,476100000.0,87800000.0,,,744600000.0,,6700000.0,,0.0,6700000.0,439400000.0,46000000.0,111700000.0,,,0.0,1.94,1095200000.0,310700000.0,54300000.0,,,,,,,,,,,
1988-09-30,,,268600000.0,,268600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,310800000.0,,310800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,322600000.0,,322600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,137300000.0,91500000.0,-636100000.0,,319700000.0,,,,,,,,169500000.0,2142500000.0,912600000.0,77600000.0,,,,,,,1221700000.0,,394500000.0,,,,270300000.0,,53300000.0,,,,183900000.0,,,,,,,,,-636100000.0,137300000.0,139300000.0,,,-998400000.0,642300000.0,,365600000.0,,,,,1283400000.0,120600000.0,,91500000.0,,,,210000000.0,,,,91500000.0,91500000.0,,,,2300000.0,214900000.0,265900000.0,,0.0,,,,,,,,1677900000.0,,,,,,,,,,,2142500000.0,,,60300000.0,,,,,,,,,,,179400000.0,1144100000.0,765300000.0,20200000.0,,,,52007576.0,,,-998400000.0,0.0,30000000.0,,139300000.0,,,,0.0,,20200000.0,210000000.0,,,,501500000.0,,,,179400000.0,,,,,1144100000.0,270300000.0,,2.64,,,435400000.0,,,,,,52007576.0,642300000.0,1677900000.0,,,394500000.0,,,912600000.0,,,765300000.0,183900000.0,,,786300000.0,,7100000.0,,0.0,7100000.0,501500000.0,60300000.0,137300000.0,,,0.0,2.64,1283400000.0,120600000.0,69800000.0,,,,,,,,,,,
1989-09-30,,,45100000.0,,251000000.0,,,-14100000.0,3900000.0,,,83300000.0,,2152700000.0,867200000.0,,,,,14900000.0,,,,,,,,,221500000.0,-3900000.0,,,,,196800000.0,,,0.0,-20800000.0,,,,,68400000.0,,,,-7100000.0,,,,,21800000.0,91500000.0,,,1279800000.0,,,,,,,,,,,71600000.0,71600000.0,0.38,,,,,,,,,,,,,23300000.0,,1645300000.0,20000000.0,,,,,,,,,,,,14300000.0,34700000.0,-12100000.0,,,,,,0.0,,,,183300000.0,1132100000.0,,,3400000.0,,,,,,-1020600000.0,,20000000.0,20000000.0,147700000.0,-33000000.0,33900000.0,,,,24100000.0,186800000.0,,,,501200000.0,38200000.0,34200000.0,,,14200000.0,,,52631579.0,,,,,,-19900000.0,,,,,,167700000.0,,645700000.0,,,,365500000.0,-9300000.0,,,,,778100000.0,,0.38,52631579.0,,,,,,7100000.0,,,,,,,,,120400000.0,,,,,,,,,,,,
1989-12-31,,,47700000.0,,263200000.0,,,-41000000.0,5200000.0,,,84500000.0,,2162200000.0,871900000.0,,,,,15700000.0,,,,,,,,,204900000.0,-3900000.0,,,,,211600000.0,,,0.0,-42700000.0,,,,,68800000.0,,,,-7100000.0,,,,,-22600000.0,0.0,,,1301800000.0,,,,,,,,,,,20800000.0,20800000.0,0.42,,,,,,,,,,,,,18900000.0,,1664800000.0,21900000.0,,,,,,,,,,,,14000000.0,10700000.0,-31800000.0,,,,,,0.0,,,,187200000.0,1144900000.0,,,2500000.0,,,,,,-1017300000.0,,21900000.0,21900000.0,156900000.0,-17300000.0,9200000.0,,,,29300000.0,194200000.0,,,,514900000.0,36800000.0,36200000.0,,,14300000.0,,,52142857.0,,,,,,-50800000.0,,,,,,178700000.0,,667000000.0,,,,363000000.0,-10300000.0,,,,,792900000.0,,0.42,52142857.0,,,,,,5700000.0,,,,,,,,,122800000.0,,,,,,,,,,,,
