date,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCurrentDebt,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualBasicEPS,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentAccruedExpenses,annualRetainedEarnings,annualCurrentLiabilities,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherIncomeExpense,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,annualChangesInAccountReceivables,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicEPS,annualCapitalStock,annualPurchaseOfInvestment,quarterlyBasicAverageShares,annualTotalRevenue,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingDilutedAverageShares
1970-01-01 00:00:01.246320000,,,,1540385000.0,,,,-185033000.0,,,,,1432444000.0,,287564000.0,,,,2143206000.0,,,,,,253886000.0,,,,,4091669000.0,,,,,210307000,814312000,,3683591000.0,,,114266000,,,5524113000.0,,,236810000.0,,,,108882000,114266000,1.05,,,,61893000.0,,108629000.0,331906000.0,,,,,,169600000.0,,153693000.0,,,,,832902000.0,,-152713000.0,1893086000.0,,,242704000.0,-152713000.0,,,1741872000.0,33547000.0,644712000.0,69428000.0,,-7223000.0,1154000.0,,,,,,434405000.0,,160374000.0,,,,,1059515000.0,,,,656712000.0,,832902000.0,832902000.0,51492000.0,,2597115000.0,728572000.0,,,,536553000.0,,,44732000.0,,,,,417736000.0,38559000.0,,,,,,,,,,,236810000.0,,,,,,,,,,233487000.0,,,,104330000.0,,27785000.0,,1081668000.0,,188179000.0,,,,,,,,349362000,,,,,,,,,,,1.05,,,108508000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,1565668000.0,,,,72600000.0,,,,,1503525000.0,,319421000.0,,,,2195471000.0,,,,,,1081668000.0,,,,,4242808000.0,,,,,216621000,856198000,,3761139000.0,,,142691000,,,5746333000.0,,,-326663000.0,,,,133545000,142691000,1.31,,,,158258000.0,,108763000.0,233175000.0,,,,,,304923000.0,,193145000.0,,,,,873008000.0,,-214736000.0,2051254000.0,,,286796000.0,433808000.0,,,1791577000.0,45519000.0,551275000.0,70183000.0,,9161000.0,1143000.0,,,,,,334654000.0,,184537000.0,,,,,1067265000.0,,,,657653000.0,,873008000.0,873008000.0,50992000.0,,2687666000.0,832902000.0,,,,563472000.0,,,42929000.0,,,,,469717000.0,,,,,,,,,,,,270253000.0,,,,,,,,,,269417000.0,,,,40106000.0,,-277288000.0,,,,756617000.0,,,,,,,,227466000,,,,,,,,,,,1.31,,,108531000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,858269000.0,937398000.0,0.0,1613354000.0,2111116000.0,,,-183001000.0,,194691000.0,455968000.0,2856000.0,2075164000.0,,342701000.0,3680888000.0,,178220000.0,2067534000.0,,1511162000.0,,58159000.0,,937398000.0,,77523000.0,,-107988000.0,3915854000.0,1561223000.0,,,,224838000,923682000,,3680888000.0,691588000.0,850788000.0,454211000,0.0,872000.0,5991018000.0,433987000.0,503590000.0,250196000.0,1798629000.0,,715829000.0,136704000,454211000,,139574000.0,1177019000.0,,157385000.0,2383803000.0,,0.0,-65580000.0,1912900000.0,,7.84,2075164000.0,336933000.0,850788000.0,,547986000.0,173609000.0,850788000.0,1569772000.0,1511162000.0,,-286265000.0,2383803000.0,5991018000.0,187998000.0,224708000.0,-112862000.0,611435000.0,-1619000.0,1912900000.0,46980000.0,586749000.0,66492000.0,,,,,224708000.0,2467000.0,2710641000.0,,361911000.0,,180899000.0,455968000.0,2656898000.0,3915854000.0,2438000.0,496851000.0,1561223000.0,1044837000.0,-299361000.0,660547000.0,7.82,1511162000.0,1511162000.0,44195000.0,1476498000.0,2710641000.0,873008000.0,,,,433987000.0,4108741000.0,-175653000.0,45753000.0,,108566000.0,,8812000.0,139574000.0,-8270000.0,,-1398100000.0,131724000.0,674195000.0,,-53086000.0,-772569000.0,,,-161074000.0,425849000.0,,-1398100000.0,,,4108741000.0,,,,,194691000.0,,,66492000.0,638154000.0,,316998000.0,2111000.0,,,43582000.0,,,,210385000.0,,,108789000.0,404872000,836967000.0,10175000.0,4781000.0,547986000.0,46980000.0,124140000.0,,,-506588000.0,173475000.0,,660547000.0,,,3372727000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,1529957000.0,,,,-14135000.0,,,,,2185155000.0,,309506000.0,,,,2094265000.0,,,50782000.0,,,155534000.0,,,,,3886863000.0,,,,,240656000,905031000,,3624222000.0,,,155534000,,,6072018000.0,,,303520000.0,,,,141967000,155534000,1.43,,,,107041000.0,,108869000.0,146051000.0,,,,,,188867000.0,,,,,,,1531432000.0,,-117151000.0,2533011000.0,,,227027000.0,-117151000.0,,,1878875000.0,50593000.0,716164000.0,69339000.0,,,,,,,,,475508000.0,,202138000.0,,,,0.0,,,,,663456000.0,,1582214000.0,1531432000.0,60171000.0,,2673887000.0,1511162000.0,,,,476359000.0,,,43154000.0,,,,,146898000.0,-170553000.0,,,,,,,,,,,303520000.0,,,,,,,,,,530883000.0,,,,20270000.0,,-48355000.0,,,,206775000.0,,,,,,,,411294000,,,,,,,,,,,1.43,,,108678000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,1491533000.0,,,,346712000.0,,,,,1793882000.0,,332216000.0,,,,2206478000.0,,,,,,1134354000.0,,,,,3798135000.0,,,,,255932000,928550000,,3698011000.0,,,134290000,,,5592017000.0,,,38619000.0,,,,122208000,134290000,1.23,,,,122356000.0,,109040000.0,44209000.0,,,,,,318144000.0,,,,,,,1228766000.0,,-55683000.0,1988690000.0,,,219935000.0,165118000.0,,,1979852000.0,57201000.0,610406000.0,75190000.0,,,,,,,,,354474000.0,,177201000.0,,,,0.0,,,,,678863000.0,,1229110000.0,1229110000.0,54993000.0,,2606203000.0,1531432000.0,,,,536289000.0,,,46825000.0,,,,,135451000.0,,,,,,,,,,,,271839000.0,,,,,,,,,,183948000.0,,,,-302666000.0,,17375000.0,,,,249591000.0,,,,,,,,224026000,,,,,,,,,,,1.23,,,108839000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,519000.0,2179112000.0,,,,-884180000.0,,,,,2310612000.0,,378775000.0,,,183700000.0,2207640000.0,,,,,,1134354000.0,,,,,5227710000.0,,,,,266262000,1017733000,,4386752000.0,,,1205248000,,,7538322000.0,,,184974000.0,,,,1205365000,1205248000,11.09,,,,126999000.0,,108666000.0,40579000.0,,,,,,339906000.0,,,,,,,1660021000.0,,-142555000.0,3139820000.0,,,251832000.0,9997000.0,,4028000.0,1847924000.0,55081000.0,677827000.0,192208000.0,,,,,,,,,411565000.0,,1265142000.0,,,,-5284000.0,2272391000.0,,,-278997000.0,680931000.0,,1660128000.0,1660128000.0,59777000.0,,2786120000.0,1228766000.0,,,,1140109000.0,,-170156000.0,61802000.0,,,,,134463000.0,0.0,,,,,,,,,,,355130000.0,,,-97618000.0,,,,,,,189118000.0,,,,431255000.0,,-35791000.0,1324000.0,,,230414000.0,,,,,,,,1510644000,,,19859000.0,,,,,,,,11.11,,,108476000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,1057987000.0,1134354000.0,-519000.0,1684831000.0,2151275000.0,44773000.0,,-171853000.0,,202707000.0,785367000.0,3276000.0,1650099000.0,,433031000.0,3841183000.0,,167213000.0,2151275000.0,,1023487000.0,,77282000.0,,2786587000.0,,885000.0,,49997000.0,5345018000.0,1026593000.0,,,,281429000,1068935000,,3836106000.0,1870163000.0,1652233000.0,157161000,-788526000.0,18120000.0,6995117000.0,555464000.0,1643067000.0,232742000.0,2056036000.0,,806226000.0,173528000,157161000,,252427000.0,1382937000.0,,86059000.0,3113461000.0,,60767000.0,-74933000.0,1796572000.0,-300000000.0,15.27,1655176000.0,355649000.0,1652233000.0,228360000.0,,228360000.0,1652233000.0,1689908000.0,1023487000.0,,-228421000.0,3113461000.0,7000194000.0,227096000.0,253258000.0,-15304000.0,676986000.0,-6809000.0,1796572000.0,62132000.0,713286000.0,195919000.0,,,18120000.0,,253258000.0,-31519000.0,2767667000.0,,431857000.0,,225682000.0,785367000.0,3114023000.0,5345018000.0,0.0,2282845000.0,1026593000.0,2282845000.0,-945670000.0,681559000.0,15.24,1023487000.0,1023487000.0,52154000.0,2761959000.0,2767667000.0,1660021000.0,,,,555464000.0,4741622000.0,-219762000.0,63029000.0,,108219000.0,,-12606000.0,252427000.0,5597000.0,,-1973955000.0,140534000.0,1511162000.0,,-5284000.0,-623138000.0,,,58800000.0,452504000.0,,-1973955000.0,-195317000.0,,4741622000.0,,,,,202707000.0,,,195919000.0,-636534000.0,,67656000.0,322000.0,,,79861000.0,,,,247534000.0,,,108396000.0,455924000,-487675000.0,30718000.0,4640000.0,,62132000.0,-1334662000.0,-1334662000.0,,-1396997000.0,214810000.0,,681559000.0,,,3920249000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,0.0,1691754000.0,,,,29170000.0,,,,,2029419000.0,,387942000.0,,,177731000.0,2056089000.0,,,,,,2788794000.0,,,,,5155168000.0,,,,,310630000,1081418000,,3747843000.0,,,230137000,,,7184587000.0,,,185693000.0,,,,199432000,230137000,2.17,,,,236166000.0,,105943000.0,12734000.0,,,,,,364769000.0,,,,,,,1220654000.0,,-142372000.0,3382826000.0,,,249837000.0,-5121000.0,,7533000.0,1750622000.0,56173000.0,716649000.0,84394000.0,,,,,,,,,406019000.0,,281414000.0,,,,,2232176000.0,,,-179522000.0,685704000.0,,1221723000.0,1221723000.0,81982000.0,,2793937000.0,1023487000.0,,,,587718000.0,,-142770000.0,49059000.0,,,,,82701000.0,0.0,,,,,,,,,,,328463000.0,,,,,,,,,,186969000.0,,,,197167000.0,,-66926000.0,1105000.0,,,219926000.0,,,,,,,,508204000,,,3501000.0,,,,,,,,2.17,,,105825000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,-188538000.0,1764990000.0,,,,-201357000.0,,,,,1873170000.0,,410022000.0,,,189226000.0,1980791000.0,,,,,,2223942000.0,,,,,5135118000.0,,,,,292714000,1120107000,,3745781000.0,,,175172000,,,7008288000.0,,,211733000.0,,,,191971000,175172000,1.67,,,,216353000.0,,105089000.0,12505000.0,,,,,,391578000.0,,,,,,,1005071000.0,,-133285000.0,3200509000.0,,,263329000.0,13326000.0,,-1178000.0,1674094000.0,58145000.0,728529000.0,183977000.0,,,,,,,,,435815000.0,,249467000.0,,,,,2199817000.0,,,-179859000.0,662527000.0,,1006140000.0,1006140000.0,57496000.0,,2798050000.0,1220654000.0,,,,649739000.0,,-149780000.0,41980000.0,,,,,86953000.0,0.0,,,,,,,,,,,361513000.0,,,,,,,,,,178429000.0,,,,-215583000.0,,23941000.0,214000.0,,,200652000.0,,,,,,,,480673000,,,3884000.0,,,,,,,,1.67,,,104985000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,-32338000.0,1648236000.0,,,,-4414000.0,,,,,1830346000.0,,425182000.0,,,186921000.0,1981922000.0,,,,,,2223990000.0,,,,,5245245000.0,,,,,320796000,1150689000,,3630158000.0,,,287923000,,,7075591000.0,,,281521000.0,,,,413408000,287923000,2.77,,,,280422000.0,,103837000.0,23977000.0,,,,,,398973000.0,,,,,,,974498000.0,,-147110000.0,3256019000.0,,,268045000.0,-27576000.0,,-7428000.0,1674890000.0,63390000.0,751716000.0,71933000.0,,,,,,,,,430920000.0,,246911000.0,,,,,2163035000.0,,,-261479000.0,662100000.0,,976567000.0,976567000.0,-166497000.0,,2691886000.0,1005071000.0,,,,535204000.0,,-165860000.0,47784000.0,,,,,84349000.0,0.0,,,,,,,,,,,447381000.0,,,-197640000.0,,,,,,,190777000.0,,,,-30573000.0,,18358000.0,0.0,,,245066000.0,,,,,,,,481616000,,,4607000.0,,,,,,,,2.78,,,103739000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,1257000000.0,-840914000.0,-273033000.0,2698845000.0,2147000000.0,,,352838000.0,,93000000.0,834934000.0,1319000.0,1779796000.0,,432992000.0,4836000000.0,,185102000.0,2137547000.0,,881279000.0,,298000000.0,,2811130000.0,,14539000.0,,-35307000.0,5502150000.0,881000000.0,,,,332881000,1177383000,,4836392000.0,1071000000.0,925000000.0,231283000,-493909000.0,62984000.0,7281946000.0,621000000.0,1090000000.0,155987000.0,2267000000.0,,1006000000.0,284729000,231283000,,153000000.0,1563000000.0,11520000.0,178939000.0,2254000000.0,,0.0,176237000.0,1817000000.0,-498274000.0,8.87,1714000000.0,405557000.0,925000000.0,263747000.0,,263747000.0,925000000.0,2689000000.0,881279000.0,,-249711000.0,2254384000.0,7282000000.0,-19000000.0,276944000.0,-15936000.0,738980000.0,-12070000.0,1816852000.0,74593000.0,771826000.0,199066000.0,,,62984000.0,,277000000.0,-13881000.0,2865000000.0,,438945000.0,,293401000.0,1611457000.0,3524000000.0,5568000000.0,,,881000000.0,2170000000.0,-171080000.0,662527000.0,8.86,881279000.0,881279000.0,8672000.0,1997000000.0,2865117000.0,974498000.0,,,,621426000.0,,-318113000.0,,,104000000.0,,-13143000.0,37359000.0,-27542000.0,,,131000000.0,1023487000.0,,,-776523000.0,,105217000.0,-672478000.0,474100000.0,,,-129775000.0,105217000.0,,,,,,224089000.0,,,199000000.0,-93219000.0,,39166000.0,0.0,-840914000.0,,754803000.0,,,,1606000000.0,,,104000000.0,525508000,-142208000.0,17264000.0,5272000.0,,75000000.0,-27542000.0,-1107273000.0,,-791940000.0,187000000.0,,663000000.0,,,4530000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,2661461000.0,,,,11768000.0,,,,,1878607000.0,,434877000.0,,,196011000.0,2252736000.0,,,,,,2900701000.0,,,,,5610317000.0,,,,,295430000,1168316000,,4914197000.0,,,94606000,,,7488924000.0,,,173002000.0,,,,108842000,94606000,0.93,,,,95019000.0,,101767000.0,9077000.0,,,,,,421271000.0,,,,,,,1116696000.0,,-123776000.0,2371007000.0,,,292802000.0,20559000.0,,2477000.0,1911168000.0,110986000.0,747045000.0,195108000.0,,,,,,,,,451615000.0,,200161000.0,,,,-13192000.0,2167573000.0,,,-187487000.0,661423000.0,,1116696000.0,1116696000.0,91319000.0,,2880160000.0,881279000.0,,,,567096000.0,,-202531000.0,46536000.0,,,,,145754000.0,0.0,,,,,,,,,,,375533000.0,,,,,,,,,,204693000.0,,,,235417000.0,,-37512000.0,0.0,,,809196000.0,,,,,,,,442708000,,,5105000.0,,,,,,,,0.93,,,101669000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,2615679000.0,,,,-183186000.0,,,,,1758026000.0,,451913000.0,,,199275000.0,2345234000.0,,,,,,2545957000.0,,,,,5602219000.0,,,,,278118000,1181016000,,4960913000.0,,,212212000,,,7360245000.0,,,48961000.0,,,,209306000,212212000,2.09,,,,95026000.0,,101294000.0,8121000.0,,,,,,433325000.0,,,,,,,930156000.0,,-194876000.0,2202642000.0,,,296583000.0,-15209000.0,,-14760000.0,2025668000.0,124778000.0,747691000.0,183542000.0,,,,,,,,,469573000.0,,294201000.0,,,,-2837000.0,2192700000.0,,,-215588000.0,641621000.0,,930156000.0,930156000.0,84895000.0,,2854335000.0,1116696000.0,,,,628884000.0,,-209227000.0,54979000.0,,,,,160062000.0,-244174000.0,,,,,,,,,,,258188000.0,,,,,,,,,,168087000.0,,,,-186540000.0,,-58103000.0,0.0,,,719898000.0,,,,,,,,548455000,,,6001000.0,,,,,,,,2.09,,,101201000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,2881000000.0,,,,,,,,,2097000000.0,,450000000.0,,,,2691000000.0,,,,,,421000000.0,,,,,5699000000.0,,,,,263000000,1199000000,,5572000000.0,,,114000000,,,7796000000.0,,,275037000.0,,,,118000000,114000000,1.14,,,,424000000.0,,100304000.0,490000000.0,,,,,,281000000.0,,,,,,,1010000000.0,,130652000.0,2588000000.0,,,324000000.0,-193350000.0,,,2022000000.0,111000000.0,918000000.0,179000000.0,,,,,,,,,655000000.0,,179000000.0,,,,,2216000000.0,,,,642000000.0,,1010000000.0,1010000000.0,61000000.0,,2850000000.0,930156000.0,,,,805000000.0,,,56000000.0,,,,,92000000.0,,,,,,,,,,,,-136721000.0,,,,,,,,,,80000000.0,,,,81123000.0,,25615000.0,,,,1144000000.0,,,,,,,,441000000,,,,,,,,,,,1.14,,,100212000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,1104000000.0,-870000000.0,,2998000000.0,2877000000.0,,,,,259000000.0,584000000.0,0.0,2099000000.0,,585000000.0,5875000000.0,,,2877000000.0,,1174000000.0,,86000000.0,,2450000000.0,,84000000.0,,-54000000.0,6112000000.0,1174000000.0,,,,265000000,1266000000,,5875000000.0,897000000.0,508000000.0,87000000,-541000000.0,193000000.0,8211000000.0,661000000.0,504000000.0,87000000.0,1973000000.0,220000000.0,1737000000.0,68000000,87000000,,133000000.0,1870000000.0,0.0,86000000.0,2024000000.0,,8000000.0,184000000.0,2366000000.0,-190000000.0,5.02,2099000000.0,909000000.0,508000000.0,341000000.0,1508000000.0,341000000.0,2450000000.0,2998000000.0,1174000000.0,,-922000000.0,2024000000.0,8211000000.0,393000000.0,322000000.0,134000000.0,811000000.0,,2366000000.0,93000000.0,357000000.0,180000000.0,220000000.0,,193000000.0,,322000000.0,-1000000.0,3108000000.0,,92000000.0,,224000000.0,1585000000.0,3077000000.0,6112000000.0,,911000000.0,1174000000.0,911000000.0,,642000000.0,5.01,1174000000.0,1174000000.0,156000000.0,1928000000.0,3108000000.0,1010000000.0,,,,661000000.0,6056000000.0,,63000000.0,,101332000.0,,-14000000.0,133000000.0,,,-2948000000.0,8000000.0,861000000.0,,-172000000.0,-1001000000.0,,161000000.0,-1110000000.0,1088000000.0,,-2948000000.0,,161000000.0,6056000000.0,,51000000.0,,-103000000.0,259000000.0,,51000000.0,180000000.0,183000000.0,,154000000.0,,-870000000.0,,800000000.0,,,,800000000.0,,,101425000.0,287000000,313000000.0,22000000.0,,1508000000.0,93000000.0,-55000000.0,-164000000.0,,-978000000.0,220000000.0,,642000000.0,,,4814000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,2923000000.0,,,,21000000.0,,,,,2176000000.0,,503000000.0,,,209000000.0,2831000000.0,,,,,,2611000000.0,,,-12000000.0,,6040000000.0,,,,,238000000,1246000000,,5754000000.0,,,145000000,,,8216000000.0,,,-61000000.0,,,,143000000,145000000,1.45,,,,109000000.0,,99778000.0,125000000.0,,,,,,468000000.0,,357000000.0,,,,,1137000000.0,,-396000000.0,2199000000.0,,,343000000.0,-69000000.0,,-22000000.0,2535000000.0,114000000.0,778000000.0,167000000.0,,36000000.0,178000000.0,,,,,,540000000.0,,211000000.0,,,,0.0,,,,-102000000.0,641000000.0,,1137000000.0,1137000000.0,68000000.0,,3020000000.0,1174000000.0,,-62000000.0,,760000000.0,,-331000000.0,66000000.0,,,,,129000000.0,0.0,88000000.0,,,,,,,,207000000.0,,270000000.0,,,,,3020000000.0,,,,,273000000.0,,,,-37000000.0,,-79000000.0,,-867000000.0,,682000000.0,,,,,,,,486000000,,,5000000.0,,,,,,,,1.45,,,99690000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,2492000000.0,,,,76000000.0,,,,,1961000000.0,,533000000.0,,,215000000.0,3118000000.0,,,,,,2393000000.0,,,,,5867000000.0,,,,,200000000,1258000000,,5610000000.0,,,66000000,,,7828000000.0,,,-11000000.0,,,,54000000,66000000,0.66,,,,75000000.0,,99900000.0,125000000.0,,,,,,486000000.0,,385000000.0,,,,,914000000.0,,-174000000.0,1947000000.0,,,304000000.0,27000000.0,,-19000000.0,2825000000.0,134000000.0,772000000.0,165000000.0,,-28000000.0,64000000.0,,,,,,572000000.0,,116000000.0,,,,-1000000.0,,,,-578000000.0,640000000.0,,914000000.0,914000000.0,62000000.0,,2922000000.0,1137000000.0,,49000000.0,,514000000.0,,-216000000.0,66000000.0,,,,,141000000.0,-264000000.0,-247000000.0,,,,,,,,119000000.0,,205000000.0,,,,,2922000000.0,,,,,221000000.0,,,,-223000000.0,,-26000000.0,,-913000000.0,,651000000.0,,,,,,,,397000000,,,5000000.0,,,,,,,,0.66,,,99831000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,2896000000.0,,,,,,,,,2138000000.0,,547000000.0,,,,2949000000.0,,,,,,2356000000.0,,,,,5899000000.0,,,,,196000000,1290000000,,5845000000.0,,,-37000000,,,8037000000.0,,,283000000.0,,,,-35000000,-37000000,-0.37,,,,30000000.0,,99885000.0,127000000.0,,,,,,509000000.0,,428000000.0,,,,,1024000000.0,,-209000000.0,1915000000.0,,,316000000.0,,,,2655000000.0,125000000.0,781000000.0,164000000.0,,-110000000.0,56000000.0,,,,,,585000000.0,,19000000.0,,,,,,,,,640000000.0,,1024000000.0,1024000000.0,54000000.0,,2979000000.0,914000000.0,,,,720000000.0,,,71000000.0,,,,,72000000.0,,,,,,,,,,113000000.0,,283000000.0,,,,,2979000000.0,,,,,216000000.0,,,,110000000.0,,,,-909000000.0,,750000000.0,,,,,,,,90000000,,,,,,,,,,,-0.37,,,99836000.0,,,,,,,,,,,,,,,,,,
