date,annualCapitalExpenditure,annualDeferredIncomeTax,trailingOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentAssets,annualCurrentAssets,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualAccumulatedDepreciation,quarterlyGrossProfit,annualOtherIntangibleAssets,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyOperatingExpense,annualCostOfRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualNetIncome,annualCurrentDebt,trailingTaxProvision,annualCashDividendsPaid,annualDilutedEPS,annualFreeCashFlow,annualBasicEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingPretaxIncome,annualLongTermDebt,annualBasicAverageShares,annualStockholdersEquity,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualInventory,quarterlyInventory,annualStockBasedCompensation,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingIncome,annualTotalRevenue,annualCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyDilutedEPS,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:01.285804800,,,,,,,,,,,,,,,,2897000000.0,,,3001000000.0,,,,,,,,,,5193000000.0,,,,2296000000.0,,,2464000000.0,,,,,,,,,,,,,547000000.0,2407000000.0,,,,0.94,,9323000000.0,1591000000.0,,,,,,,,,,,1434000000.0,,1860000000.0,,,,,,,,,,,,,,,,,,104000000.0,,,,,,,,,1591000000.0,4130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,594000000.0,,,,0.94,,1434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,-2344000000.0,,,3661000000.0,0.0,12597000000.0,9585000000.0,,8997000000.0,32000000.0,,-190000000.0,12071000000.0,,30296000000.0,3041000000.0,478000000.0,,4353000000.0,35259000000.0,4026000000.0,0.0,14731000000.0,-31607000000.0,602000000.0,,,-14403000000.0,5281000000.0,23359000000.0,-754000000.0,4261000000.0,2240000000.0,16151000000.0,20146000000.0,2452000000.0,,32000000.0,1611000000.0,-14403000000.0,101745000000.0,,11909000000.0,1920000000.0,75543000000.0,13656000000.0,59823000000.0,15893000000.0,548000000.0,2105000000.0,-134000000.0,,12597000000.0,,15720000000.0,9473000000.0,,-71000000.0,5762000000.0,72000000.0,4026000000.0,2933000000.0,,-1924000000.0,2.5,7561000000.0,2.53,968000000.0,-2546000000.0,1557000000.0,4638000000.0,0.0,0.0,44256000000.0,-604000000.0,,44256000000.0,1592000000.0,35259000000.0,114342000000.0,,11909000000.0,,,52498000000.0,226000000.0,13656000000.0,403000000.0,,15720000000.0,641000000.0,7538000000.0,2409000000.0,2409000000.0,156000000.0,4638000000.0,,4192000000.0,52498000000.0,215000000.0,121000000.0,641000000.0,12071000000.0,,59823000000.0,550000000.0,,36297000000.0,0.0,11149000000.0,269000000.0,,9905000000.0,5152000000.0,4511000000.0,,15893000000.0,-6757000000.0,4497000000.0,,5152000000.0,97000000.0,4511000000.0,30296000000.0,2933000000.0,2248000000.0,0.0,0.0,0.0,,7538000000.0,968000000.0,75543000000.0,478000000.0,114342000000.0,101745000000.0,23359000000.0,7682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,,,,,,,,,,,,2755000000.0,,,2656000000.0,,,,,,,,,,5104000000.0,,,,2349000000.0,,,2454000000.0,,,,,,,,,,,,,427000000.0,1898000000.0,,,,0.3,,9003000000.0,1591000000.0,,,,,,,,,,,964000000.0,,1471000000.0,,,,,,,,,,,,,,,,,,-99000000.0,,,,,,,,,1591000000.0,3899000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,758000000.0,,,,0.3,,964000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,2000000.0,,,12937000000.0,,32759000000.0,3058000000.0,614000000.0,,3026000000.0,36754000000.0,,,,,,,,,5620000000.0,,,,2562000000.0,,,2696000000.0,,,,-16144000000.0,,,11732000000.0,,,14380000000.0,58860000000.0,16615000000.0,369000000.0,2284000000.0,,,13218000000.0,,17539000000.0,9952000000.0,,,,,,,,,,,,1450000000.0,,1915000000.0,,0.0,1805000000.0,41786000000.0,,,,,,,,,,,53778000000.0,,,-207000000.0,,,362000000.0,7801000000.0,,2724000000.0,,5407000000.0,,4332000000.0,,,,,,,,,,,,,,,,4827000000.0,4465000000.0,,,,,,,,,,3680000000.0,742000000.0,,1137000000.0,0.0,,,1450000000.0,76399000000.0,,117051000000.0,103833000000.0,23634000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,,,,,,,,,,,,3248000000.0,,,3281000000.0,,,,,,,,,,5828000000.0,,,,2580000000.0,,,2742000000.0,,,,,,,,,,,,,434000000.0,2467000000.0,,,,1.0,,10217000000.0,1594000000.0,,,,,,,,,,,1591000000.0,,2033000000.0,,,,,,,,,,,,,,,,,,33000000.0,,,,,,,,,1594000000.0,4389000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,814000000.0,,,,1.0,,1591000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-3376000000.0,,,4497000000.0,1339000000.0,12323000000.0,10499000000.0,,9805000000.0,1000000.0,,174000000.0,13337000000.0,,31357000000.0,3546000000.0,499000000.0,,4501000000.0,37492000000.0,5855000000.0,0.0,16173000000.0,-21849000000.0,759000000.0,,,-15335000000.0,5860000000.0,23818000000.0,-1505000000.0,3575000000.0,2314000000.0,16634000000.0,22412000000.0,2607000000.0,,1000000.0,1614000000.0,-15335000000.0,100104000000.0,,11279000000.0,1856000000.0,71383000000.0,17820000000.0,51739000000.0,16022000000.0,626000000.0,3166000000.0,-157000000.0,,12323000000.0,,19644000000.0,9874000000.0,,-479000000.0,7959000000.0,464000000.0,5855000000.0,5567000000.0,,-3088000000.0,3.63,9110000000.0,3.67,1850000000.0,-2731000000.0,2540000000.0,4121000000.0,0.0,1548000000.0,34598000000.0,-25000000.0,,34598000000.0,1595000000.0,37492000000.0,112427000000.0,,11279000000.0,2783000000.0,,51302000000.0,699000000.0,17820000000.0,517000000.0,,19644000000.0,103000000.0,6940000000.0,2466000000.0,2466000000.0,203000000.0,4121000000.0,,4014000000.0,51302000000.0,155000000.0,578000000.0,103000000.0,13337000000.0,,51739000000.0,1392000000.0,,39046000000.0,1734000000.0,12607000000.0,345000000.0,,12486000000.0,5423000000.0,5320000000.0,,16022000000.0,-8996000000.0,5312000000.0,,5423000000.0,-3000000.0,5320000000.0,31357000000.0,5567000000.0,1335000000.0,1548000000.0,1339000000.0,1734000000.0,,6940000000.0,1850000000.0,71383000000.0,499000000.0,112427000000.0,100104000000.0,23818000000.0,9815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,,,,,,,,,,,,,2887000000.0,,,2887000000.0,,,,,,,,,,5477000000.0,,,,2590000000.0,,,2715000000.0,,,,,,,,,,,,,437000000.0,2657000000.0,,,,0.61,,9332000000.0,1598000000.0,,,,,,,,,,,2220000000.0,,2220000000.0,,,,,,,,,,,,,,,,,,150000000.0,,,,,,,,,1598000000.0,3855000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,2220000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,,,,,3000000.0,,,11891000000.0,268000000.0,31731000000.0,2635000000.0,797000000.0,,3683000000.0,37692000000.0,,,,,,,,,5661000000.0,,,,3026000000.0,,,2901000000.0,,,,-15873000000.0,,,11090000000.0,,,18127000000.0,49702000000.0,15858000000.0,313000000.0,2689000000.0,,,10857000000.0,,20439000000.0,9870000000.0,,,,,,,,,,,,1428000000.0,,2376000000.0,,0.0,2431000000.0,32273000000.0,,,,,,,,,,,51596000000.0,,,471000000.0,,,120000000.0,6852000000.0,,2626000000.0,,4312000000.0,,4209000000.0,,,,,,,,,,,,,,,,3793000000.0,3673000000.0,,,,,,,,,,7570000000.0,,,1570000000.0,1734000000.0,,,1428000000.0,70141000000.0,,111863000000.0,101006000000.0,24214000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,,,,,,,,,,,,,3298000000.0,,,3298000000.0,,,,,,,,,,5992000000.0,,,,2694000000.0,,,2880000000.0,,,,,,,,,,,,,465000000.0,2806000000.0,,,,1.0,,10268000000.0,1599000000.0,,,,,,,,,,,1839000000.0,,2341000000.0,,,,,,,,,,,,,,,,,,149000000.0,,,,,,,,,1599000000.0,4276000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1839000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,-3264000000.0,1717000000.0,,5312000000.0,949000000.0,20630000000.0,11230000000.0,,10643000000.0,432000000.0,,-102000000.0,8476000000.0,157000000.0,33108000000.0,3578000000.0,543000000.0,,4069000000.0,41142000000.0,7243000000.0,1008000000.0,15906000000.0,-14814000000.0,2089000000.0,,870000000.0,-16647000000.0,6181000000.0,24371000000.0,43000000.0,2008000000.0,2603000000.0,16447000000.0,23311000000.0,2733000000.0,28000000.0,432000000.0,1628000000.0,-16647000000.0,101991000000.0,28000000.0,11168000000.0,1717000000.0,77180000000.0,21677000000.0,56772000000.0,16461000000.0,502000000.0,2999000000.0,-130000000.0,,20630000000.0,,20408000000.0,10287000000.0,,-1555000000.0,9434000000.0,2088000000.0,7243000000.0,5387000000.0,,-3632000000.0,4.45,10004000000.0,4.53,1756000000.0,-11341000000.0,2497000000.0,2736000000.0,1008000000.0,1000000.0,38813000000.0,-110000000.0,,38813000000.0,1600000000.0,41142000000.0,122621000000.0,,11168000000.0,2747000000.0,870000000.0,51766000000.0,478000000.0,21677000000.0,-121000000.0,,20408000000.0,6827000000.0,7346000000.0,2461000000.0,2461000000.0,201000000.0,2736000000.0,,4106000000.0,51766000000.0,102000000.0,14000000.0,6827000000.0,8476000000.0,,56772000000.0,1331000000.0,,39758000000.0,0.0,12668000000.0,378000000.0,157000000.0,13268000000.0,13878000000.0,7051000000.0,,16461000000.0,162000000.0,7051000000.0,,13878000000.0,-28000000.0,7051000000.0,33108000000.0,5387000000.0,,1000000.0,949000000.0,0.0,,7346000000.0,1756000000.0,77180000000.0,543000000.0,122621000000.0,101991000000.0,24371000000.0,11151000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,,,,,,,,,,,,,2751000000.0,,,3340000000.0,,,,,,,,,,5265000000.0,,,,2514000000.0,,,2707000000.0,,,,,,,,,,,,,333000000.0,2860000000.0,,,,1.28,,9169000000.0,1602000000.0,,,,,,,,,,,2051000000.0,,2527000000.0,,,,,,,,,,,,,,,,,,302000000.0,,,,,,,,,1602000000.0,3904000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000000.0,,,,1.28,,2051000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,,,,,,41000000.0,,,8050000000.0,778000000.0,37365000000.0,3154000000.0,1716000000.0,,8979000000.0,47491000000.0,,,,,,,,,6136000000.0,,,,2982000000.0,,,3172000000.0,,,,-16991000000.0,,28000000.0,12100000000.0,,,27388000000.0,66290000000.0,20374000000.0,516000000.0,8358000000.0,,,15124000000.0,,20406000000.0,10587000000.0,,,,,,,,,,,,7458000000.0,,7842000000.0,,916000000.0,4581000000.0,45065000000.0,,,,,,,,,,734000000.0,70630000000.0,,,6066000000.0,,,219000000.0,456000000.0,,3219000000.0,,4849000000.0,,4451000000.0,,,,,,,,,,,,,,,,6920000000.0,6701000000.0,,,,,,,,,,5149000000.0,621000000.0,,1472000000.0,0.0,,,7458000000.0,86696000000.0,,138663000000.0,123539000000.0,29396000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,,,,,,,,,,,,,3908000000.0,,,3965000000.0,,,,,,,,,,6972000000.0,,,,3064000000.0,,,3354000000.0,,,,,,,,,,,,,699000000.0,3495000000.0,,,,1.475614,,11729000000.0,1607249166.0,,,,,,,,,,,2366000000.0,,2796000000.0,,,,,,,,,,,,,,,,,,66000000.0,,,,,,,,,1607249166.0,4757000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,470000000.0,,,,1.475614,,2366000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,-3869000000.0,2016000000.0,,7051000000.0,1000000.0,18690000000.0,12558000000.0,,11477000000.0,691000000.0,,,9834000000.0,18000000.0,38107000000.0,5024000000.0,1105000000.0,,11184000000.0,50365000000.0,14394000000.0,630000000.0,23680000000.0,-18006000000.0,3924000000.0,,888000000.0,-17218000000.0,8452000000.0,29338000000.0,2063000000.0,2161000000.0,3428000000.0,17594000000.0,25601000000.0,4053000000.0,38000000.0,84000000.0,1650000000.0,-17218000000.0,122976000000.0,38000000.0,12841000000.0,2016000000.0,86358000000.0,31004000000.0,60731000000.0,20889000000.0,828000000.0,10493000000.0,-129000000.0,,18690000000.0,,25627000000.0,13724000000.0,,-17538000000.0,16518000000.0,2098000000.0,14394000000.0,7849000000.0,,-6253000000.0,8.72,9995000000.0,8.9,8970000000.0,-10281000000.0,9665000000.0,2935000000.0,630000000.0,3222000000.0,41142000000.0,-99000000.0,,41142000000.0,1617000000.0,50365000000.0,141666000000.0,,12841000000.0,2985000000.0,888000000.0,69926000000.0,213000000.0,31004000000.0,5787000000.0,,25627000000.0,123000000.0,380000000.0,2872000000.0,2872000000.0,240000000.0,2935000000.0,,5272000000.0,69926000000.0,73000000.0,,123000000.0,9834000000.0,,60731000000.0,1020000000.0,,43195000000.0,0.0,14124000000.0,6097000000.0,18000000.0,13864000000.0,9962000000.0,9839000000.0,,20889000000.0,341000000.0,9833000000.0,,9962000000.0,4120000000.0,9839000000.0,38107000000.0,7849000000.0,691000000.0,3222000000.0,1000000.0,0.0,,380000000.0,8970000000.0,86358000000.0,1105000000.0,141666000000.0,122976000000.0,29338000000.0,18534000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,,,,,,,,,,,,,,3127000000.0,,,2689000000.0,,,,,,,,,,6318000000.0,,,,3191000000.0,,,3394000000.0,,,,,,,,,,,,,419000000.0,2218000000.0,,,,0.84,,10605000000.0,1631000000.0,,,,,,,,,,,1372000000.0,,1799000000.0,,,,,,,,,,,,,,,,,,-118000000.0,24000000.0,,,,,,,,1631000000.0,4287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,471000000.0,,,,0.84,,1372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,,,,,,114000000.0,,,10272000000.0,837000000.0,39960000000.0,4033000000.0,785000000.0,,4473000000.0,52392000000.0,,,,,,,,,7334000000.0,,,,3301000000.0,,,3796000000.0,,,,-18410000000.0,,28000000.0,13109000000.0,,,32199000000.0,66525000000.0,21550000000.0,647000000.0,3858000000.0,,,19408000000.0,,26120000000.0,12201000000.0,,,,,,,,,,,,2818000000.0,,3211000000.0,,333000000.0,1270000000.0,47083000000.0,,,,,,,,,,825000000.0,75231000000.0,,,-239000000.0,,,350000000.0,320000000.0,,3593000000.0,,6441000000.0,,4867000000.0,,,,,,,,,,,,,,,,8845000000.0,8495000000.0,,,,,,,,,,8294000000.0,615000000.0,,1396000000.0,0.0,,,2818000000.0,92645000000.0,,149895000000.0,130487000000.0,30612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,,,,,,,,,,,,,3895000000.0,,,4114000000.0,,,,,,,,,,7273000000.0,,,,3378000000.0,,,3659000000.0,,,,,,,,,,,,,684000000.0,3700000000.0,,,,1.53,,12239000000.0,1633000000.0,,,,,,,,,,,2499000000.0,,3016000000.0,,,,,,,,,,,,,,,,,,92000000.0,,,,,,,,,1633000000.0,4966000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000000.0,,,,1.53,,2499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,-4395000000.0,2499000000.0,,9833000000.0,1236000000.0,18541000000.0,14385000000.0,,13038000000.0,1838000000.0,,,10913000000.0,-4558000000.0,37485000000.0,4193000000.0,629000000.0,,4765000000.0,49972000000.0,9218000000.0,1013000000.0,19249000000.0,-15159000000.0,-863000000.0,,850000000.0,-17222000000.0,7382000000.0,29923000000.0,239000000.0,2093000000.0,3189000000.0,18756000000.0,28307000000.0,3536000000.0,53000000.0,1838000000.0,1665000000.0,-17222000000.0,124009000000.0,53000000.0,12701000000.0,2499000000.0,88293000000.0,35174000000.0,61085000000.0,20263000000.0,749000000.0,4027000000.0,-354000000.0,,18541000000.0,,27208000000.0,12018000000.0,,-7283000000.0,11304000000.0,1129000000.0,9218000000.0,7489000000.0,,-7400000000.0,5.54,9749000000.0,5.64,2529000000.0,-11152000000.0,3278000000.0,3363000000.0,1013000000.0,868000000.0,43500000000.0,-92000000.0,,43500000000.0,1634000000.0,49972000000.0,142550000000.0,,12701000000.0,3353000000.0,850000000.0,70758000000.0,357000000.0,35174000000.0,-30000000.0,,27208000000.0,301000000.0,228000000.0,2888000000.0,2888000000.0,249000000.0,3363000000.0,,4636000000.0,70758000000.0,83000000.0,,301000000.0,10913000000.0,,61085000000.0,1540000000.0,,47063000000.0,0.0,15269000000.0,47000000.0,-4558000000.0,14144000000.0,8658000000.0,8357000000.0,,20263000000.0,-3855000000.0,8316000000.0,,8658000000.0,14000000.0,8357000000.0,37485000000.0,7489000000.0,738000000.0,868000000.0,1262000000.0,0.0,,228000000.0,2529000000.0,88293000000.0,629000000.0,142550000000.0,124009000000.0,29923000000.0,13803000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,,,,,,,,,,,,,,3127000000.0,,,2689000000.0,,,,,,,,,,6318000000.0,,,,3191000000.0,,,3394000000.0,,,,,,,,,,,,,419000000.0,2218000000.0,,,,0.84,,10605000000.0,1642000000.0,,,,,,,,,,,1372000000.0,,1799000000.0,,,,,,,,,,,,,,,,,,-87000000.0,24000000.0,,,,,,,,1642000000.0,4287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,471000000.0,,,,0.84,,1372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,,,,,,92000000.0,,,10272000000.0,-7274000000.0,36582000000.0,3443000000.0,759000000.0,,4792000000.0,47501000000.0,,,,,,,,,6525000000.0,,,,3082000000.0,,,3337000000.0,,,,-17287000000.0,,51000000.0,12179000000.0,,,35419000000.0,61046000000.0,19295000000.0,706000000.0,4268000000.0,,,17613000000.0,,25866000000.0,10900000000.0,,,,,,,,,,,,3238000000.0,,3562000000.0,,1199000000.0,1026000000.0,43938000000.0,,,,,,,,,,752000000.0,68465000000.0,,,548000000.0,,,331000000.0,274000000.0,,3112000000.0,,7395000000.0,,4375000000.0,,,,,,,,,,,,,,,,6784000000.0,6453000000.0,,,,,,,,,,7432000000.0,524000000.0,,1664000000.0,0.0,,,3238000000.0,86912000000.0,,138355000000.0,120742000000.0,29535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,,,,,,,,,,,,,,,3634000000.0,,,2934000000.0,,,,,,,,,,6932000000.0,,,,3298000000.0,,,3527000000.0,,,,,,,,,,,,,795000000.0,2567000000.0,,,,0.84,,11376000000.0,1639000000.0,,,,,,,,,,,1375000000.0,,1772000000.0,,,,,,,,,,,,,,,,,,-351000000.0,,,,,,,,,1639000000.0,4444000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,367000000.0,,,,0.84,,1375000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-4749000000.0,2594000000.0,,8316000000.0,888000000.0,18294000000.0,13732000000.0,,12781000000.0,3316000000.0,-1000000000.0,,11616000000.0,-13168000000.0,35329000000.0,3457000000.0,669000000.0,,4143000000.0,42137000000.0,8272000000.0,3980000000.0,17536000000.0,-15780000000.0,-90000000.0,,817000000.0,-16377000000.0,6692000000.0,29677000000.0,-777000000.0,1923000000.0,3235000000.0,17137000000.0,26467000000.0,3474000000.0,49000000.0,3316000000.0,1668000000.0,-16377000000.0,116341000000.0,49000000.0,11961000000.0,2594000000.0,88916000000.0,35949000000.0,60460000000.0,18952000000.0,674000000.0,3407000000.0,-424000000.0,,18294000000.0,,28456000000.0,10723000000.0,,-990000000.0,9866000000.0,1064000000.0,8272000000.0,5921000000.0,,-7966000000.0,4.96,9372000000.0,5.05,2287000000.0,-4930000000.0,2733000000.0,3241000000.0,3980000000.0,912000000.0,43419000000.0,,,43419000000.0,1638000000.0,42137000000.0,134635000000.0,,11961000000.0,3153000000.0,817000000.0,65061000000.0,1337000000.0,35949000000.0,763000000.0,,28456000000.0,55000000.0,260000000.0,2759000000.0,2759000000.0,221000000.0,3241000000.0,,4031000000.0,65061000000.0,5000000.0,,55000000.0,11616000000.0,,60460000000.0,2348000000.0,,43604000000.0,0.0,13686000000.0,617000000.0,-13168000000.0,14121000000.0,6978000000.0,6923000000.0,,18952000000.0,-9281000000.0,6910000000.0,,6978000000.0,156000000.0,6923000000.0,35329000000.0,5921000000.0,736000000.0,1241000000.0,888000000.0,0.0,,260000000.0,2287000000.0,88916000000.0,669000000.0,134635000000.0,116341000000.0,29677000000.0,12460000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
