date,annualCapitalExpenditure,annualDeferredIncomeTax,trailingOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentAssets,annualCurrentAssets,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualAccumulatedDepreciation,quarterlyGrossProfit,annualOtherIntangibleAssets,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyOperatingExpense,annualCostOfRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualNetIncome,annualCurrentDebt,trailingTaxProvision,annualCashDividendsPaid,annualDilutedEPS,annualFreeCashFlow,annualBasicEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingPretaxIncome,annualLongTermDebt,annualBasicAverageShares,annualStockholdersEquity,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualInventory,quarterlyInventory,annualStockBasedCompensation,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingIncome,annualTotalRevenue,annualCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyDilutedEPS,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:01.041292800,-636956042.687598,,16356000000.0,366223490.770958,10493509.764211,2471221549.471652,2799668405.091451,16667000000.0,2986452878.894404,,,,,,,,,9515000000.0,,,490046905.988646,3783959620.974427,1325330283.219829,-6153394125.733234,-263387095.081692,10851000000.0,,,,139563679.864004,-7345456.834948,,,3586681637.407264,3750380389.728953,,,97589640.807161,695805555.0,,9224844433.717747,,,169994858.180216,5798713495.702908,,,,,,-31480529.292633,20582000000.0,,,,,,-2413507245.768492,527823541.139805,713558663.966337,490046905.988646,1513164107.999202,3265000000.0,-149007838.651794,0.70195,459615727.672435,0.70851,,-1013673043.222767,,1553039445.103204,,,,-189932526.732216,14116000000.0,1503719949.211413,689407343.0,4439803981.237605,11696065983.189398,9515000000.0,253942936.293902,561402772.38528,,,-159501348.416005,1092374366.454348,,,3870006401.040956,,,465911833.530961,,,,,,3838525871.748324,3148052.929263,166846805.250952,32529880.269054,2035740894.256902,97000000.0,1928707094.661952,,17426000000.0,7337062027.136216,349433875.148221,763927510.834549,74503919.325897,113329905.453477,1096571770.360032,,,33782000000.0,3685320629.190845,-346285822.218958,97589640.807161,54364000000.0,258140340.199587,20987019.528422,225610459.930533,,,,-485849502.082962,,,,946514580.731817,,,,,,,697818399.320021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,-857650214.727403,,,117124038.134579,11334584.335604,3080488142.765387,3488533178.847147,,3551503091.822727,,,,,,,,,,,,635996121.053361,3494830170.144705,1737969598.126015,-7537498583.176958,358928503.960808,,,,,287142803.168646,-11334584.335604,,,4263063108.446784,4608138231.552964,,,40300744.304371,694206002.0,,10751482941.450575,,,232988678.009647,6854904726.521668,,,,,,-31484956.48779,,,,,,,-482349533.392945,702744228.807476,968477261.564425,635996121.053361,877800586.879589,,-211578907.59795,0.913319,591917181.970455,0.921192,,-1182574965.681397,,1862650025.817664,,,,-78082692.08972,,2770676170.925532,691006896.0,5428006498.495019,13831971084.215961,,316108963.137413,681334458.395778,,,-152387189.400904,1768195156.354294,,,3604397818.722215,,,579323199.375338,,,,,,4715187083.61145,8815787.816581,125939825.951161,0.0,2463382995.6047,,3250506907.799453,,,8871201339.999748,419379620.417365,1056635139.730237,44078939.082906,292180396.206692,1449567396.697858,,,,4208908983.287785,91936072.944347,453383373.424178,,560432225.482664,1259398.259512,560432225.482664,,,,-516353286.399758,,,,868984799.063008,,,,,,,935732906.817123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,-1165817156.490619,,,488016484.112352,66424465.89307,5330224487.582692,4371814336.839822,,4421971586.595814,,-100314499.511984,,,,,,,,,,974677366.879948,7819108556.555688,2684090662.617937,-6798340743.954018,704912699.273398,,,,,333477930.810107,-8133608.068539,,,5416982973.64711,6197809348.226873,,,176228174.818349,772584099.0,,19878538119.509815,,,356523153.670968,12528467628.239887,,,,,,-85402884.719662,,,,,,,-1218685608.936124,1217330007.591368,878429671.402234,974677366.879948,2947077323.500705,,-310432707.949246,1.262757,710335104.652424,1.271231,,-681867476.412537,,2518707298.55764,,,,-16267216.137078,,3005368181.325236,767785440.0,11004771716.733543,25208762607.092506,,425658822.253552,908252900.986878,,,16267216.137078,2667823446.480859,,,7928912265.480967,,,1148194339.008784,,,,,,10111430430.538986,39312438.997939,1565719553.193797,2711202.689513,4451794816.180458,,4599555362.75892,,,11614792321.873983,601886997.071901,1775837761.63106,31178830.9294,478527274.699057,1876152261.143043,,,,7181975924.520117,-489372085.457109,1187506778.006724,,1325778115.17189,-39312438.997939,1323066912.482377,,,,-558507754.039692,,,,379568376.53183,,,,,,,1573853161.262336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,-1398775331.335647,,,1037533607.324324,35531972.853573,5049093342.492686,5034880553.351257,,4878539872.795537,,-129099501.367981,,,,,,,,,,1070696781.987659,350582132.155251,3959446174.983122,-7814665229.595765,-429936871.52823,,,,,639575511.364309,-11843990.951191,,,6019116201.395222,7786239651.312906,,,151603084.175244,964530459.0,,22856533737.608223,,,463100046.191565,13421610545.889544,,,,,,21319183.712144,,,,,,,-161078276.936196,1070696781.987659,2085726806.50472,1660527531.356966,1459179685.186721,,-672738686.027644,1.110684,1308761000.106596,1.118089,,-3060487261.787732,,2784522272.624984,,,,-1947152112.375786,,5289526358.801862,959731800.0,13137354763.06096,27905627080.10091,,324525352.062631,1051746396.465753,,,-72248344.802265,3195508758.631308,,,6145846904.572965,,,1100306759.365636,,,,,,13156305148.582867,66326349.326669,203716644.360484,207269841.645841,4101574066.397413,,7275763641.316578,,,13805355852.70813,556667574.705973,2907699778.517369,-249908209.070128,1147682723.170399,2707536331.442243,,,,7102841373.429191,-76985941.182741,653788300.505738,,933306486.953844,33163174.663335,726036645.308003,,,,-448887257.050136,,,,52113560.18524,,,,,,,2123627577.548531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,-1821325344.138104,,,728530137.655242,2118280563.291056,6287531840.198498,6282252636.302446,,6022251844.421861,,-77868257.466774,,,,,,,,,,1862239174.332511,545077802.267418,5685702596.048516,-7323575604.798796,18477213.636184,,,,,1669548232.126595,-98985073.050984,843352822.394383,,7228549934.669852,10335361427.496733,,,281117607.464794,980525989.0,,28351964523.74982,,,700814317.200966,16133247106.336365,,,,,,1319800.974013,,,,,,,-2020615291.214085,1862239174.332511,4161332471.063364,2805896870.751891,1707822460.372976,,-814317200.966094,1.897744,2516860457.443018,1.914246,,-4594227190.539667,,3393208304.187728,,,,-997769536.353918,,6791695812.271509,972528224.0,15021974686.217318,34639496363.94832,,840713220.446357,1335638585.701276,,,-178173131.491771,4833111166.836041,,,7759109926.223126,,,1342237590.571342,,,,,,16240150985.231426,108223679.869076,21116815.58421,294315617.204925,5172300017.157413,,8374137180.113239,,,17563911362.166584,624265860.708205,4313109583.074872,-182132534.41381,943657696.41938,4338185801.581122,,,,8316065937.256662,274518602.594729,707413322.071032,,1120511026.937138,6599004.870066,826195409.732212,,,,-1161424857.131545,,,,69949451.622695,,,,,,,3506711187.952857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,-2305101549.856387,,,781489203.493373,2099523233.265779,8075874436.846633,7017364806.741802,,6060915333.809614,,-874801347.194075,,,,,,,,,,3204688935.22096,831061279.834371,7931532214.55961,-9017743887.325586,1073089652.558065,,,,,1822502806.654322,-64152098.794232,1039555600.915625,,8654701328.240046,12384271071.77745,,,446148687.068978,980525989.0,,33767332001.691284,,,946243457.214924,20104392960.76516,,,,,,-100602154.927319,,,,,,,-277020426.611457,3204688935.22096,1861868867.278056,4443990843.745899,2213247408.401009,,-1121203726.653739,3.272307,3620219575.138146,3.281422,,-3437969294.472713,,3747065770.481287,,,,-1679618586.612623,,7559741642.002129,975727330.0,21738813477.772755,41843206438.53792,,682345050.811378,1501742312.683162,,,-135594208.815082,7886334144.954583,,,9746745009.987314,,,1631504512.516949,,,,,,20170003061.804714,122472188.60717,,260982401.912899,6429789901.876449,,10357647950.777843,,,21038972400.017494,691093064.283319,6323355737.967836,-61236094.303585,425736655.63445,5925321124.994532,,,,9665096884.249203,-1414262177.963754,1813754793.182382,,2191377374.721157,2916004.490647,1930394972.808258,,,,2051409159.170105,,,,282852435.592751,,,,,,,5390234300.960823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,-2652000000.0,,,1831000000.0,0.0,11360000000.0,7713000000.0,,7374000000.0,,-797000000.0,201000000.0,,,,,,,,,1927000000.0,0.0,7600000000.0,-11959000000.0,534000000.0,,,-11221000000.0,,23673000000.0,-632000000.0,1888000000.0,,10336000000.0,13171000000.0,,,51000000.0,1000000000.0,,101800000000.0,,,674000000.0,88729000000.0,,,,,,-388000000.0,,,,,,,-53104000000.0,3126000000.0,-12000000.0,1927000000.0,12066000000.0,,-2922000000.0,1.93,3506000000.0,1.93,,-55503000000.0,,4620000000.0,,,,,,48424000000.0,999000000.0,22442000000.0,113160000000.0,,12076000000.0,,,,802000000.0,6482000000.0,,,24424000000.0,,,2903000000.0,,63000000.0,,,,49556000000.0,9764000000.0,,270000000.0,11495000000.0,,64305000000.0,989000000.0,,23507000000.0,0.0,5797000000.0,-397000000.0,,6158000000.0,,,,19674000000.0,49879000000.0,2171000000.0,,3206000000.0,-35000000.0,2936000000.0,30895000000.0,,,0.0,,,,7107000000.0,,,405000000.0,,,,3800000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,-1713000000.0,,,2171000000.0,0.0,10853000000.0,9973000000.0,,7838000000.0,66000000.0,,149000000.0,11377000000.0,,29290000000.0,,526000000.0,,,30318000000.0,4613000000.0,0.0,15401000000.0,-39631000000.0,1297000000.0,,,-12829000000.0,,23165000000.0,-62000000.0,4920000000.0,,17198000000.0,19560000000.0,,,66000000.0,1593000000.0,-12829000000.0,101672000000.0,,12495000000.0,1786000000.0,79354000000.0,10448000000.0,65100000000.0,16461000000.0,,,301000000.0,,10853000000.0,,14254000000.0,,,-646000000.0,5877000000.0,-4321000000.0,4613000000.0,2043000000.0,,-1313000000.0,2.9,7411000000.0,2.91,,5269000000.0,,4099000000.0,0.0,0.0,49028000000.0,,,49028000000.0,1584000000.0,30318000000.0,112525000000.0,,12495000000.0,,,52125000000.0,239000000.0,10448000000.0,,,14254000000.0,55000000.0,7021000000.0,2354000000.0,2354000000.0,208000000.0,4099000000.0,,,52125000000.0,76000000.0,877000000.0,55000000.0,11377000000.0,,65100000000.0,337000000.0,,36758000000.0,0.0,11722000000.0,360000000.0,,9124000000.0,3744000000.0,3689000000.0,,16461000000.0,-13096000000.0,3661000000.0,,3744000000.0,256000000.0,3689000000.0,29290000000.0,2043000000.0,,0.0,0.0,0.0,,7021000000.0,,79354000000.0,526000000.0,112525000000.0,101672000000.0,23165000000.0,7663000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,,,,,,,,,,,,2470000000.0,,,2470000000.0,,,,,,,,,,4609000000.0,,,,2139000000.0,,,2225000000.0,,,,,,,,,,,,,355000000.0,1200000000.0,,,,0.3,,8327000000.0,1591000000.0,,,,,,,,,,,475000000.0,,844000000.0,,,,,,,,,,,,,,,,,,-324000000.0,,,,,,,,,1591000000.0,3718000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,475000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,,,77000000.0,,,11111000000.0,,28170000000.0,2740000000.0,567000000.0,,3073000000.0,31785000000.0,,,,,,,,,5062000000.0,,,,2322000000.0,,,2444000000.0,,,,-12689000000.0,,,11843000000.0,,,11246000000.0,61729000000.0,15481000000.0,470000000.0,1970000000.0,,,11729000000.0,,14734000000.0,9174000000.0,,,,,,,,,,,,1149000000.0,,1501000000.0,,0.0,2201000000.0,44244000000.0,,,,,,,,,,,51310000000.0,,,375000000.0,,,11000000.0,7085000000.0,,2350000000.0,,4360000000.0,,4112000000.0,,,,,,,,,,,,,,,,4698000000.0,4687000000.0,,,,,,,,,,2772000000.0,673000000.0,,1754000000.0,0.0,,,1149000000.0,76463000000.0,,111495000000.0,99766000000.0,23269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
