date,annualOperatingIncome,quarterlyDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingTaxProvision,trailingNetIncome,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCostOfRevenue,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualTaxProvision,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,annualAccountsReceivable,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,trailingOtherIncomeExpense,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualBasicEPS,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyEbitda,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingInterestExpense,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyInterestExpense,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1990-03-31,,0.0025,,,1900000.0,,,,,,,,,20500000.0,1600000.0,,300000.0,,6400000.0,,,,,,5700000.0,,-300000.0,,,12700000.0,,,,,400000.0,5800000.0,8300000.0,,,400000.0,,,,33200000.0,0.0,,,,244800000.0,400000.0,400000.0,,,,,13700000.0,,0.0,,,,,,3500000.0,,,,,,24900000.0,-800000.0,0.0,,,,-100000.0,,,,300000.0,,100000.0,300000.0,2300000.0,2700000.0,6100000.0,,,1900000.0,,,,,,500000.0,200000.0,,,,,,1000000.0,1000000.0,100000.0,,8200000.0,,1300000.0,,,,-400000.0,,,4300000.0,0.0,100000.0,-3000000.0,,0.0025,,,,,,,,,400000.0,,,,,,11200000.0,,1000000.0,,,-300000.0,-300000.0,,100000.0,,,900000.0,700000.0,,,,,,,244800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,0.0025,,,1500000.0,,,,,,,,,19000000.0,1500000.0,,300000.0,,6300000.0,,,,,,5900000.0,,-300000.0,,,13900000.0,,,,,-100000.0,4900000.0,7800000.0,,,200000.0,,,,32900000.0,-100000.0,,,,244912000.0,200000.0,200000.0,,,,,13100000.0,,-100000.0,,,,,,3200000.0,,,,,,25100000.0,-1000000.0,0.0,,,,100000.0,,,,200000.0,,200000.0,300000.0,1700000.0,2500000.0,6100000.0,,,1800000.0,,,,,,200000.0,300000.0,,,,,,900000.0,900000.0,0.0,,8800000.0,,0.0,,,,-1000000.0,,,4800000.0,0.0,100000.0,-3000000.0,,0.0025,,,,,,,,,900000.0,,,,,,11800000.0,,900000.0,,,-100000.0,400000.0,,100000.0,,,600000.0,200000.0,,,,,,,244912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,0.0025,,,2100000.0,,,,,,,,,18800000.0,1400000.0,,300000.0,,6400000.0,,,,,,6200000.0,,-1300000.0,,,15200000.0,,,,,300000.0,5200000.0,8500000.0,,,300000.0,,,,34000000.0,500000.0,,,,240000000.0,300000.0,300000.0,,,,,13100000.0,,0.0,,,,,,3200000.0,,,,,,25500000.0,-1700000.0,0.0,,,,100000.0,,,,-100000.0,,200000.0,300000.0,2000000.0,2600000.0,6100000.0,,,1700000.0,,,,,,400000.0,500000.0,,,,,,300000.0,300000.0,100000.0,,9100000.0,,0.0,,,,-400000.0,,,5600000.0,0.0,100000.0,-3000000.0,,0.0025,,,,-100000.0,,,,,900000.0,,,,,,12100000.0,,1100000.0,,,-600000.0,300000.0,,100000.0,,,1000000.0,600000.0,,,,,,,240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,400000.0,,,,1700000.0,,,,6300000.0,,,,900000.0,15600000.0,1700000.0,400000.0,400000.0,8000000.0,6300000.0,0.0,,10700000.0,,1000000.0,900000.0,,-3100000.0,400000.0,220000000.0,18300000.0,500000.0,,,,-200000.0,5300000.0,8000000.0,1100000.0,1200000.0,200000.0,,,,33900000.0,500000.0,1100000.0,7500000.0,13300000.0,,200000.0,200000.0,8800000.0,6200000.0,2500000.0,,10700000.0,25900000.0,0.0,100000.0,6100000.0,15600000.0,1100000.0,,3400000.0,,,900000.0,1700000.0,,25900000.0,-1000000.0,0.0,33900000.0,100000.0,220000000.0,300000.0,,1300000.0,,100000.0,,700000.0,200000.0,1900000.0,2400000.0,6100000.0,,,2100000.0,9300000.0,,3300000.0,7900000.0,18300000.0,100000.0,200000.0,500000.0,,200000.0,,,500000.0,500000.0,-100000.0,1700000.0,9300000.0,0.005,0.0,1200000.0,,13400000.0,-600000.0,,500000.0,8800000.0,0.0,100000.0,-4100000.0,,,0.0,1300000.0,,2400000.0,,,-200000.0,-4500000.0,1100000.0,0.005,-2400000.0,-4100000.0,,200000.0,13400000.0,,,,,300000.0,600000.0,,100000.0,,,,200000.0,,-700000.0,,,,2400000.0,,400000.0,0.0,,500000.0,,-5000000.0,21200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,2300000.0,,,,,100000.0,,,,17900000.0,1600000.0,,400000.0,,6300000.0,,,,,,6400000.0,,2100000.0,,,16800000.0,,,,,-200000.0,5100000.0,8600000.0,,,,,,,34700000.0,-700000.0,,,,245792000.0,,,,,,,7800000.0,,0.0,,,,,,3300000.0,,,,,,26100000.0,4300000.0,0.0,,,,100000.0,,,,100000.0,,200000.0,200000.0,1800000.0,2400000.0,6100000.0,,,2000000.0,,,,,,,800000.0,,,,,,5400000.0,5400000.0,,,10200000.0,,500000.0,,,,-1200000.0,,,5800000.0,0.0,100000.0,-4100000.0,,,,,,3300000.0,,,,,500000.0,,,,,,14300000.0,,1300000.0,,,4900000.0,0.0,,100000.0,,,1000000.0,200000.0,,,,,,,245792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,0.0025,,,1900000.0,,,,,0.0,,,,16800000.0,1600000.0,,300000.0,,6200000.0,,,,,,6500000.0,,,,,17600000.0,,,,,-100000.0,5000000.0,8100000.0,,,100000.0,,,,34400000.0,-300000.0,,,,247472000.0,100000.0,100000.0,,,,,9300000.0,,0.0,,,,,,3100000.0,,,,,,26300000.0,-2700000.0,0.0,,,,500000.0,,,,300000.0,,200000.0,100000.0,1900000.0,2100000.0,6100000.0,,,2000000.0,,,,,,,900000.0,,,,,,3100000.0,3100000.0,,,10400000.0,,0.0,,,,-500000.0,,,6300000.0,0.0,100000.0,-4100000.0,,0.0025,,,,-600000.0,,,,,200000.0,,,,,,14500000.0,,1000000.0,,,-2400000.0,-100000.0,,100000.0,,,900000.0,300000.0,,,,,,,247472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,0.005,,,3400000.0,,,,,,,,,17800000.0,1900000.0,,600000.0,,6000000.0,,,,,,7300000.0,,,,,18900000.0,,,,,1000000.0,8600000.0,9400000.0,,,800000.0,,,,36700000.0,600000.0,,,,249008000.0,800000.0,800000.0,,,,,6400000.0,,-100000.0,,,,,,5300000.0,,,,,,27300000.0,900000.0,0.0,,,,-700000.0,,,,,,200000.0,200000.0,3300000.0,2500000.0,5900000.0,,,2300000.0,,,,,,1200000.0,2000000.0,,,,,,4800000.0,4800000.0,400000.0,,10100000.0,,0.0,,200000.0,,-200000.0,,,6800000.0,0.0,100000.0,-4100000.0,,0.005,,,,1800000.0,,,,,800000.0,,,,,,14200000.0,,1700000.0,,,1700000.0,-600000.0,,100000.0,,,1500000.0,1600000.0,,,,,,,249008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,1900000.0,,,,8600000.0,,,,400000.0,,1500000.0,,1600000.0,20800000.0,1900000.0,400000.0,600000.0,9000000.0,400000.0,0.0,,200000.0,,-100000.0,8000000.0,,,1500000.0,253333333.0,16400000.0,8500000.0,,,,1100000.0,8200000.0,9000000.0,1900000.0,2700000.0,1000000.0,,,6000000.0,37200000.0,2000000.0,1900000.0,8800000.0,16200000.0,,1000000.0,1000000.0,4300000.0,6900000.0,4500000.0,,200000.0,28200000.0,0.0,-100000.0,100000.0,20800000.0,1900000.0,,4600000.0,,,8000000.0,8600000.0,,28200000.0,1300000.0,0.0,37200000.0,800000.0,253333333.0,1600000.0,,1900000.0,,,,800000.0,300000.0,3600000.0,2600000.0,100000.0,,,2500000.0,10100000.0,,3800000.0,10700000.0,16400000.0,1400000.0,2000000.0,8500000.0,,2000000.0,,,8500000.0,8500000.0,400000.0,3800000.0,10100000.0,0.0075,0.0,1300000.0,6000000.0,14400000.0,-300000.0,,-200000.0,4300000.0,0.0,100000.0,-4300000.0,,,0.0,500000.0,,0.0,,,200000.0,3800000.0,2300000.0,0.0075,-2200000.0,-4300000.0,,300000.0,14400000.0,,1500000.0,,,3700000.0,600000.0,,100000.0,,,1100000.0,1700000.0,1100000.0,7900000.0,,,,2600000.0,,400000.0,0.0,,500000.0,,,26900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,0.005,,,9800000.0,,,,,,,,,22600000.0,2100000.0,,400000.0,,400000.0,,,,,,8800000.0,,-800000.0,,,17100000.0,,,,,1000000.0,8400000.0,10200000.0,,,800000.0,,,,39700000.0,200000.0,,,,251712000.0,800000.0,800000.0,,,,,400000.0,,0.0,,,,,,4900000.0,,,,,,29500000.0,-1900000.0,0.0,,,,-300000.0,,,,-200000.0,,200000.0,300000.0,3500000.0,2800000.0,100000.0,,,2500000.0,,,,,,1200000.0,2200000.0,,,,,,8000000.0,8000000.0,400000.0,,10600000.0,,8500000.0,,6000000.0,,-800000.0,,,4300000.0,0.0,400000.0,-4300000.0,,0.005,,,,,,,,,1000000.0,,,,,,14900000.0,,2100000.0,,,-400000.0,-300000.0,,,,,1700000.0,1400000.0,,,,,,,251712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,0.005,,,4200000.0,,,,,,,,,16800000.0,2300000.0,,500000.0,,700000.0,,,,,,10100000.0,,600000.0,,,19200000.0,,,,,1800000.0,10300000.0,4900000.0,,,1300000.0,,,,36000000.0,-700000.0,,,,260000000.0,1300000.0,1300000.0,,,,,400000.0,,100000.0,,,,,,5700000.0,,,,,,31100000.0,-1100000.0,0.0,,,,-400000.0,,,,100000.0,,200000.0,600000.0,4600000.0,2700000.0,,,,2800000.0,,,,,,1900000.0,2600000.0,,,,,,2300000.0,2300000.0,600000.0,,12200000.0,,0.0,,,,-2000000.0,,,4400000.0,700000.0,-5800000.0,-4300000.0,,0.005,,,,,,,,,1300000.0,,,,,,16500000.0,,2400000.0,,,-5800000.0,-900000.0,,,,,1800000.0,2300000.0,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,0.005,,,5300000.0,,,,,,,,,16600000.0,2500000.0,,600000.0,,700000.0,,,,,,11200000.0,,,,,22000000.0,,,,,1500000.0,11400000.0,6000000.0,,,1200000.0,,,,38600000.0,500000.0,,,,240000000.0,1200000.0,1200000.0,,,,,400000.0,,0.0,,,,,,6800000.0,,,,,,32600000.0,-1500000.0,0.0,,,,-3000000.0,,,,-1200000.0,,200000.0,700000.0,4600000.0,3900000.0,,,,3100000.0,,,,,,1800000.0,2800000.0,,,,,,2200000.0,2200000.0,600000.0,,12400000.0,,0.0,,,,-700000.0,,,6800000.0,0.0,100000.0,-4300000.0,,0.005,,,,2000000.0,,,,,1200000.0,,,,,,16700000.0,,2800000.0,100000.0,,0.0,-700000.0,,100000.0,,,2500000.0,2100000.0,,,,,,,240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,6900000.0,,,,4000000.0,,,,900000.0,,2200000.0,,2200000.0,17800000.0,2400000.0,1700000.0,2100000.0,4900000.0,900000.0,0.0,,4200000.0,,-2700000.0,13100000.0,,,-1600000.0,255000000.0,22500000.0,4100000.0,,,,2700000.0,15100000.0,4900000.0,5100000.0,7600000.0,1900000.0,,,,40300000.0,2200000.0,5100000.0,12900000.0,25300000.0,,1900000.0,1900000.0,7700000.0,9300000.0,2100000.0,,4200000.0,35400000.0,100000.0,100000.0,,17800000.0,5100000.0,,7900000.0,,,13100000.0,4000000.0,,35400000.0,-1900000.0,0.0,40300000.0,2500000.0,255000000.0,2100000.0,,3600000.0,,-200000.0,,300000.0,800000.0,7200000.0,4000000.0,,,,4500000.0,12500000.0,,6400000.0,19800000.0,22500000.0,2800000.0,2300000.0,4100000.0,,2300000.0,,,4100000.0,4100000.0,900000.0,10500000.0,12500000.0,0.02,0.0,900000.0,,17900000.0,-700000.0,,-1500000.0,7700000.0,0.0,900000.0,-5400000.0,,,100000.0,8500000.0,,-600000.0,,,200000.0,-6400000.0,2900000.0,0.02,-4200000.0,-5400000.0,,800000.0,17900000.0,,2200000.0,-100000.0,,1800000.0,-800000.0,,900000.0,,,1800000.0,4800000.0,1800000.0,-4400000.0,,,,4000000.0,,-4400000.0,0.0,,200000.0,,-2700000.0,45100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,0.0075,,,7000000.0,,,,,,,,,24400000.0,2600000.0,,2000000.0,,600000.0,,,,,,15100000.0,,-1000000.0,,,21300000.0,,,,,2800000.0,15300000.0,7600000.0,,,2000000.0,,,,45700000.0,4300000.0,,,,266666667.0,2000000.0,2000000.0,,,,,5000000.0,,0.0,,,,,,7900000.0,,,,,,38100000.0,-1700000.0,0.0,,,,-900000.0,,,,200000.0,,200000.0,600000.0,7400000.0,3900000.0,,,,4600000.0,,,,,,3000000.0,2500000.0,,,,,,7800000.0,7800000.0,1000000.0,,12800000.0,,4100000.0,,,,-800000.0,,,6000000.0,0.0,500000.0,-5400000.0,,0.0075,,,,1000000.0,,,,,5100000.0,,,,,,18200000.0,,3600000.0,-200000.0,,3800000.0,1300000.0,,500000.0,,,3400000.0,4800000.0,,,,,,,266666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,0.0075,,,7100000.0,,,,,,,,,26200000.0,2600000.0,,900000.0,,300000.0,,,,,,17100000.0,,-1700000.0,,,21800000.0,,,,,2700000.0,13700000.0,7400000.0,,,2000000.0,,,,48000000.0,1200000.0,,,,266666667.0,2000000.0,2000000.0,,,,,900000.0,,0.0,,,,,,7500000.0,,,,,,40600000.0,-1800000.0,0.0,,,,2000000.0,,,,300000.0,,200000.0,300000.0,6200000.0,3500000.0,,,,3500000.0,,,,,,3000000.0,1000000.0,,,,,,8900000.0,8900000.0,1000000.0,,13500000.0,,0.0,,,,-1100000.0,,,7300000.0,0.0,500000.0,-5400000.0,,0.0075,,,,,,,,,2300000.0,,,,,,18900000.0,,2500000.0,-700000.0,,1100000.0,0.0,,500000.0,,,4600000.0,3600000.0,,,,,,,266666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,0.01,,,9300000.0,,,,,,,,,27700000.0,3000000.0,,800000.0,,100000.0,,,,,,19300000.0,,-5600000.0,,,24900000.0,,,,,3200000.0,15500000.0,9400000.0,,,2200000.0,,,,52600000.0,700000.0,,,,220000000.0,2200000.0,2200000.0,,,,,9800000.0,,0.0,,,,,,8100000.0,,,,,,43200000.0,-6100000.0,0.0,,,,400000.0,,,,-400000.0,,200000.0,100000.0,7400000.0,3900000.0,,,,4200000.0,,,,,,3300000.0,1000000.0,,,,,,4600000.0,4600000.0,1100000.0,,13700000.0,,0.0,,,,-900000.0,,,10200000.0,0.0,200000.0,-5400000.0,,0.01,,,,,,,,,1600000.0,,,,,,19100000.0,,3400000.0,-500000.0,,-4300000.0,-800000.0,,200000.0,,,5900000.0,4400000.0,,,,,,,220000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,13800000.0,,,,5500000.0,,,,200000.0,,2200000.0,,400000.0,27100000.0,3200000.0,3700000.0,900000.0,5700000.0,200000.0,0.0,,8200000.0,,-2800000.0,22900000.0,,4700000.0,1400000.0,261333333.0,28100000.0,6000000.0,,,,5100000.0,19200000.0,5700000.0,9800000.0,14700000.0,3600000.0,,,,55200000.0,-5800000.0,9800000.0,16000000.0,33900000.0,,3600000.0,3600000.0,13900000.0,11400000.0,,,8200000.0,49500000.0,100000.0,-100000.0,,27100000.0,9800000.0,,10000000.0,,,22900000.0,5500000.0,,49500000.0,-2600000.0,0.0,55200000.0,4900000.0,261333333.0,-100000.0,,4600000.0,,0.0,,200000.0,100000.0,9200000.0,4000000.0,,,,4100000.0,13700000.0,,10400000.0,29800000.0,28100000.0,5400000.0,500000.0,6000000.0,,500000.0,,,6000000.0,6000000.0,1800000.0,18400000.0,13700000.0,0.0375,0.0,900000.0,,21000000.0,-7200000.0,,100000.0,13900000.0,0.0,2500000.0,-7300000.0,,,100000.0,4100000.0,,,,,-1200000.0,-12200000.0,1400000.0,0.0375,-10000000.0,-7300000.0,,100000.0,21000000.0,,2200000.0,200000.0,,1300000.0,-3300000.0,,2500000.0,,,3300000.0,6000000.0,3300000.0,1900000.0,,,,4000000.0,,3700000.0,0.0,,,,-3600000.0,63700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,0.015,,,8200000.0,,,,,,,,,28900000.0,2200000.0,,800000.0,,200000.0,,,,,,27000000.0,,-6800000.0,,,34900000.0,,,,,5900000.0,21200000.0,8400000.0,,,4100000.0,,,,63800000.0,6700000.0,,,,273333333.0,4100000.0,4100000.0,,,,,5800000.0,,0.0,,,,,,11100000.0,,,,,,55400000.0,-5200000.0,0.0,,,,0.0,,,,200000.0,,300000.0,200000.0,10100000.0,3800000.0,,,,4200000.0,,,,,,6100000.0,800000.0,,,,,,9700000.0,9700000.0,2000000.0,,13700000.0,,6000000.0,,,,-600000.0,,,20400000.0,0.0,1600000.0,-7300000.0,,0.015,,,,2200000.0,,,,,7300000.0,,,,,,21000000.0,,3300000.0,,,3700000.0,2400000.0,,1600000.0,,1200000.0,4900000.0,6700000.0,,,,,,,273333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,0.015,,,6500000.0,,,,,,,,,28400000.0,2300000.0,,800000.0,,400000.0,,,,,,31000000.0,,,,,39700000.0,,,,,5500000.0,20700000.0,6900000.0,,,4000000.0,,,,68100000.0,1400000.0,,,,266666667.0,4000000.0,4000000.0,,,,,7300000.0,,0.0,,,,,,10900000.0,,,,,,61200000.0,-6900000.0,0.0,,,,-11100000.0,,,,-100000.0,,400000.0,400000.0,9800000.0,3800000.0,,,,4300000.0,,,,,,6000000.0,700000.0,,,,,,7300000.0,7300000.0,2000000.0,,14400000.0,,0.0,,,,-1300000.0,,,24600000.0,0.0,1800000.0,-7300000.0,,0.015,,,,-1300000.0,,,,,2700000.0,,,,,,21700000.0,,3500000.0,,,-2400000.0,-2400000.0,,1800000.0,,1200000.0,3000000.0,6300000.0,,,,,,,266666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,0.015,,,9000000.0,,,,,0.0,,,,35000000.0,2700000.0,,600000.0,,500000.0,,,,,,35000000.0,,,,,40500000.0,,,,,5500000.0,23100000.0,9500000.0,,,4000000.0,,,,75500000.0,3100000.0,,,,266666667.0,4000000.0,4000000.0,,,,,6800000.0,,0.0,,,,,,13000000.0,,,,,,66000000.0,-1100000.0,0.0,,,,11100000.0,,,,-900000.0,,500000.0,500000.0,10100000.0,4800000.0,,,,4600000.0,,,,,,6000000.0,700000.0,,,,,,10800000.0,10800000.0,2000000.0,,14500000.0,,0.0,,,,-900000.0,,,25300000.0,0.0,700000.0,-7300000.0,,0.015,,,,400000.0,,,,,4000000.0,,,,,,21800000.0,,5100000.0,0.0,,3500000.0,-900000.0,,700000.0,,1200000.0,3900000.0,6200000.0,,,,,,,266666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,23000000.0,,,,8800000.0,4900000.0,,,300000.0,,4100000.0,,13700000.0,36400000.0,3500000.0,5000000.0,1100000.0,9100000.0,300000.0,0.0,,8800000.0,,-200000.0,39400000.0,,10900000.0,-12700000.0,264000000.0,44100000.0,11200000.0,,,,6000000.0,24800000.0,9100000.0,16500000.0,24700000.0,4400000.0,,,,80500000.0,2500000.0,16500000.0,18800000.0,48000000.0,,4400000.0,4400000.0,26300000.0,10600000.0,,,8800000.0,71400000.0,-100000.0,,,36400000.0,16500000.0,,13000000.0,,,39400000.0,8800000.0,,71400000.0,-6500000.0,0.0,80500000.0,8200000.0,264000000.0,-12700000.0,,3300000.0,,-500000.0,,500000.0,400000.0,11800000.0,5300000.0,,,,5800000.0,17200000.0,,19900000.0,41800000.0,44100000.0,6600000.0,600000.0,11200000.0,,600000.0,,,11200000.0,11200000.0,2200000.0,26300000.0,17200000.0,0.0625,0.0,1700000.0,,26500000.0,-3400000.0,,-1300000.0,26300000.0,0.0,900000.0,-9300000.0,,,-100000.0,6000000.0,,,,,,-19700000.0,5900000.0,0.0625,-6200000.0,-9300000.0,,400000.0,26500000.0,,4100000.0,,,400000.0,700000.0,,900000.0,,1200000.0,4700000.0,7100000.0,4700000.0,5200000.0,,,,5300000.0,,5000000.0,0.0,,,,-800000.0,89800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,0.0175,,,10900000.0,,,,,-100000.0,,,,46000000.0,3100000.0,,900000.0,,400000.0,,,,,,44000000.0,,-4200000.0,,,42800000.0,,,,,6100000.0,26000000.0,11300000.0,,,4600000.0,,,,88800000.0,7100000.0,,,,262857143.0,4600000.0,4600000.0,,,,,12900000.0,,0.0,,,,,,14500000.0,,,,,,77500000.0,-3700000.0,0.0,,,,0.0,,,,200000.0,,700000.0,400000.0,11500000.0,5100000.0,,,,5400000.0,,,,,,6900000.0,600000.0,,,,,,17000000.0,17000000.0,2300000.0,,17400000.0,,11200000.0,,,,-1000000.0,,,24800000.0,0.0,1400000.0,-10100000.0,,0.0175,,,,1500000.0,,,,,8100000.0,,,,,,27500000.0,,4100000.0,100000.0,,5800000.0,2500000.0,,1400000.0,,1400000.0,6800000.0,7000000.0,,,,,,,262857143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
