,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualBasicAverageShares,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualOperatingExpense,annualFreeCashFlow,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualDilutedAverageShares,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,annualCommonStockIssuance,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualInvestingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualBasicEPS,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingOperatingExpense,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualStockBasedCompensation,trailingResearchAndDevelopment,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualChangeInAccountPayable,trailingBasicEPS,trailingChangeInAccountPayable,trailingDilutedAverageShares
594259200,,1060800000.0,1728300000.0,,,,,,3115500000.0,,,,,,0.0,2789100000.0,33000000.0,1060800000.0,0.65,,,3200000.0,,287000000.0,1749400000.0,1481400000.0,,424740741.0,49000000.0,286700000.0,,-3596400000.0,,,,2789100000.0,476600000.0,,5245300000.0,,,319700000.0,898700000.0,0.0,,,2129800000.0,4179100000.0,286700000.0,1136600000.0,,711200000.0,229500000.0,,80500000.0,,5245300000.0,,3115500000.0,2456200000.0,3200000.0,816900000.0,,,1728300000.0,,,,,441076923.0,1749400000.0,2456200000.0,,,,286700000.0,,,,816900000.0,,,14400000.0,,,,,,,,,,708300000.0,,193500000.0,2129800000.0,,,0.0,993200000.0,49000000.0,49000000.0,,1185700000.0,49000000.0,,,,,,474500000.0,,993200000.0,,,3056400000.0,,,,,,,476600000.0,,,1136600000.0,,-2063200000.0,,,,,,0.0,229500000.0,,,,,,,3056400000.0,,,,,-2063200000.0,,,,0.0,,,,0.675,,,,,,14400000.0,,1251700000.0,,,,,,,,,,,,,,708300000.0,1251700000.0,-3596400000.0,,160800000.0,,,,,5364800000.0,,,,,,,,,,,
602208000,,,4005700000.0,,,-14900000.0,,,7353200000.0,280600000.0,,,,,,,,2132200000.0,,,,,,,1775400000.0,1370500000.0,,,,,,155900000.0,-93700000.0,,,6137900000.0,,,8631500000.0,48400000.0,,,,,-291500000.0,,1278300000.0,,,,,,682900000.0,48400000.0,48400000.0,,,,,,680300000.0,,,,,,,934000000.0,,,,2493600000.0,75000000.0,,,,,,,1372600000.0,440000000.0,24500000.0,76700000.0,0.11,,,,0.0,4500000.0,,280600000.0,,941800000.0,436500000.0,,,,,,,409000000.0,409000000.0,,,,,,,,266000000.0,,,939300000.0,69500000.0,21100000.0,,,,90900000.0,-33100000.0,,380700000.0,2612200000.0,,,317100000.0,,-2063200000.0,,21900000.0,,1400000.0,,,,-258400000.0,,76300000.0,,,,3002500000.0,,,,143000000.0,,0.11,,,,,,1359600000.0,,,,,,,,,33900000.0,,,,,440000000.0,,,,,,,,,,,155900000.0,,,,,,,,,,,,,,,,,,
609897600,,,2611300000.0,,,-22400000.0,,,4056300000.0,192200000.0,,,,,,,,1038600000.0,,,,,,,1883400000.0,1670400000.0,,,,,,173300000.0,,,,3649900000.0,,,6262800000.0,130500000.0,,,,,-364900000.0,,2206500000.0,,,,,,230000000.0,130500000.0,130500000.0,,,,,,3100000.0,,,,,,,1260600000.0,,,,2612900000.0,-80900000.0,,,,,,,784600000.0,450000000.0,-115000000.0,24000000.0,0.29,,,,0.0,55500000.0,,236500000.0,,1039300000.0,409800000.0,,,,,,,178400000.0,178400000.0,,,,,,,,0.0,,,975200000.0,182700000.0,52200000.0,,,,46100000.0,-51500000.0,,417700000.0,1324000000.0,,,1231300000.0,,-2063200000.0,,,,-4800000.0,,,,-313400000.0,,,,,,3038400000.0,,,,-13600000.0,,0.29,,,,,,1122500000.0,,,,,,,,,164800000.0,,,,,450000000.0,,,,,,,,,,,217600000.0,,,,,,,,,,,,,,,,,,
617846400,,,2258700000.0,8200000.0,,-22500000.0,,,3874700000.0,189100000.0,,,44000000.0,,,,,1255700000.0,,,,,,,1955200000.0,1685700000.0,,,,,,123900000.0,,,,3514400000.0,,,6206600000.0,98200000.0,,,,,293900000.0,,2331900000.0,,,,,,231500000.0,98200000.0,98200000.0,,,,,,3200000.0,,,,,,,1328500000.0,,,,2692200000.0,-79900000.0,,,,,,,990700000.0,456744186.0,-143500000.0,33500000.0,0.215,,,,0.0,59700000.0,,233300000.0,132500000.0,918400000.0,357200000.0,,,,,,,204100000.0,204100000.0,,,,,,,,0.0,,,1021600000.0,135200000.0,37000000.0,,,,48500000.0,-63600000.0,,-186300000.0,1003100000.0,,,1254600000.0,,-2063200000.0,,55700000.0,,-4600000.0,,,,357500000.0,,,,,,3084800000.0,,,,25700000.0,,0.215,,,,,202200000.0,1065800000.0,,,37100000.0,,,,,,189800000.0,,,,,456744186.0,,,,,9400000.0,,,,,,168100000.0,,,,,,,,,,,,,,,,,,
625795200,1579000000.0,2131200000.0,4233900000.0,-35200000.0,,-26400000.0,,,7642200000.0,694800000.0,,,60400000.0,,0.0,6365100000.0,167000000.0,2131200000.0,0.835,-237600000.0,,725300000.0,,-40100000.0,2031900000.0,1736400000.0,-517300000.0,449940828.0,203800000.0,380200000.0,,-370000000.0,,,,6365100000.0,2263600000.0,,9145400000.0,103200000.0,,547200000.0,1441900000.0,239400000.0,601900000.0,-86200000.0,1503200000.0,4832100000.0,380200000.0,434500000.0,,1249000000.0,307400000.0,103200000.0,103200000.0,,9145400000.0,100000.0,7642200000.0,2780300000.0,725300000.0,1675600000.0,,192900000.0,4233900000.0,,,1351200000.0,,455329341.0,2031900000.0,2780300000.0,-431500000.0,,,380200000.0,,,259700000.0,1675600000.0,,-499900000.0,148200000.0,,,,,0.0,820500000.0,,755200000.0,206400000.0,711200000.0,385200000.0,994000000.0,1503200000.0,,,420500000.0,996600000.0,203800000.0,203800000.0,72100000.0,1401800000.0,203800000.0,,,,252000000.0,0.0,152800000.0,,996600000.0,174000000.0,70800000.0,3120600000.0,,,276400000.0,-32900000.0,,-360100000.0,2263600000.0,4200000.0,,434500000.0,,-2124000000.0,,72100000.0,,14900000.0,,266000000.0,307400000.0,634800000.0,,,,-181100000.0,,3120600000.0,,,-319900000.0,-217300000.0,-2124000000.0,,,91800000.0,-733900000.0,,423700000.0,1579000000.0,0.845,,-4500000.0,,,,148200000.0,,391300000.0,,,,,,,,,,,,6900000.0,-62200000.0,711200000.0,391300000.0,-309600000.0,,406600000.0,,,,,6233900000.0,,,,,,,,,,,
633744000,,,4719100000.0,,,-26500000.0,,,8115800000.0,317800000.0,,,,,,,,2034800000.0,,,,,,,2072700000.0,1628400000.0,,,,,,201900000.0,-42600000.0,,,6753900000.0,,,9586800000.0,78500000.0,,,,,-247400000.0,,1471000000.0,,,,,,363400000.0,78500000.0,78500000.0,,,,,,895500000.0,,,,,,,1108700000.0,,,,2832900000.0,137800000.0,,,,,,,1506800000.0,448571429.0,88900000.0,164600000.0,0.175,,,,0.0,13100000.0,,317800000.0,,884700000.0,519700000.0,,,,,,,293200000.0,293200000.0,,,,,,,,203800000.0,,,1007000000.0,116500000.0,38000000.0,,,,98400000.0,-39500000.0,,208800000.0,2674100000.0,,,275400000.0,,-2124000000.0,,188600000.0,,-100000.0,,,,-207900000.0,,33200000.0,,,,3131000000.0,,,,89400000.0,,0.175,,,,,,1536700000.0,,,,,,,,,508300000.0,,,,,448571429.0,,,,,,,,,,,201900000.0,,,,,,,,,,,,,,,,,,
641433600,,,5262900000.0,,,-37800000.0,,,8776200000.0,349900000.0,,,,,,,,2012500000.0,,,,,,,2178800000.0,2107500000.0,,,,,,309300000.0,-53200000.0,,,7275400000.0,,,10231300000.0,144000000.0,,,,,-228900000.0,,1455100000.0,,,,,,366800000.0,144000000.0,144000000.0,,,,,,931300000.0,,,,,,,1448300000.0,,,,2955900000.0,-41800000.0,,,,,,,1478800000.0,457142857.0,-132100000.0,166900000.0,0.315,,,,0.0,14200000.0,,349900000.0,,929700000.0,659200000.0,,,,,,,292900000.0,292900000.0,,,,,,,,0.0,,,1025500000.0,215600000.0,71600000.0,,,,107900000.0,-59600000.0,,302100000.0,3052000000.0,,,240500000.0,,-2124000000.0,,189100000.0,,5100000.0,,,,-169300000.0,,22500000.0,,,,3149500000.0,,,,-300000.0,,0.315,,,,,,1677700000.0,,,,,,,,,533200000.0,,,,,457142857.0,,,,,,,,,,,309300000.0,,,,,,,,,,,,,,,,,,
649382400,,,5443000000.0,,,-37900000.0,,,9070500000.0,363100000.0,,,,,,,,2082500000.0,,,,,,,2254800000.0,2052400000.0,,,,,,277600000.0,-53100000.0,,,7525500000.0,,,10572900000.0,114100000.0,,,,,240200000.0,,1502400000.0,,,,,,383200000.0,114100000.0,114100000.0,,,,,,969300000.0,,,,,,,1411700000.0,,,,3047400000.0,-433600000.0,,,,,,,1529800000.0,456400000.0,-526700000.0,169500000.0,0.25,,,,0.0,4000000.0,,363100000.0,,859400000.0,640700000.0,,,,,,,281400000.0,281400000.0,,,,,,,,0.0,,,1059900000.0,169900000.0,55800000.0,,,,111700000.0,-63300000.0,,209300000.0,3284600000.0,,,254900000.0,,-2124000000.0,,187600000.0,,-200000.0,,,,303500000.0,,23300000.0,,,,3183900000.0,,,,-11500000.0,,0.25,,,,,,1613600000.0,,,,,,,,,544800000.0,,,,,456400000.0,,,,,,,,,,,277600000.0,,,,,,,,,,,,,,,,,,
657331200,1722400000.0,2503300000.0,5153400000.0,,,-38100000.0,,,8985700000.0,365500000.0,,,,,0.0,7656700000.0,182000000.0,2503300000.0,0.895,-334900000.0,,1024400000.0,,989300000.0,2291300000.0,2059300000.0,-638900000.0,454254144.0,185400000.0,411100000.0,,200500000.0,-44000000.0,,,7656700000.0,2892500000.0,,10664300000.0,74500000.0,,593100000.0,1600100000.0,105000000.0,341100000.0,-140300000.0,1678600000.0,5258200000.0,411100000.0,289500000.0,,1396300000.0,545700000.0,74500000.0,74500000.0,,10664300000.0,,8985700000.0,3007600000.0,1024400000.0,1785900000.0,,203800000.0,5153400000.0,,,1289500000.0,,459329609.0,2291300000.0,3007600000.0,-301300000.0,,,411100000.0,,,118900000.0,1785900000.0,,-398300000.0,171700000.0,,,,,0.0,7700000.0,,569300000.0,,677700000.0,769800000.0,39000000.0,1678600000.0,,,397100000.0,1149400000.0,185400000.0,185400000.0,239700000.0,2589400000.0,185400000.0,,,,552300000.0,0.0,1193100000.0,,1149400000.0,91200000.0,16700000.0,3445400000.0,,,117100000.0,-129700000.0,,-167900000.0,2892500000.0,67600000.0,,289500000.0,,-2296000000.0,,239700000.0,,-2000000.0,,203800000.0,545700000.0,470800000.0,,39900000.0,,-292100000.0,,3445400000.0,,,-192900000.0,-96000000.0,-2296000000.0,,,57700000.0,-968200000.0,,,1722400000.0,0.905,,,,,,171700000.0,,538500000.0,,,,,,,,,,,,2800000.0,-18400000.0,677700000.0,538500000.0,200500000.0,,435200000.0,,,,,7847600000.0,,,,,,,,,,,
665280000,,,5534700000.0,,,-38000000.0,,,9228800000.0,355100000.0,,,,,,,,2477100000.0,,,,,,,2210200000.0,1433400000.0,,,,,,45100000.0,-47700000.0,,,8011800000.0,,,10940600000.0,-43100000.0,,,,,-220500000.0,,1711800000.0,,,,,,552100000.0,-43100000.0,-43100000.0,,,,,,989900000.0,,,,,,,1033200000.0,,,,2928800000.0,-50300000.0,,,,,,,1759000000.0,453684211.0,-120500000.0,166000000.0,-0.095,,,,0.0,4500000.0,,355100000.0,,799200000.0,400200000.0,,,,,,,356600000.0,356600000.0,,,,,,,,185400000.0,,,1156100000.0,-64400000.0,-21300000.0,,,,114000000.0,-46100000.0,,467000000.0,3433000000.0,,,319200000.0,,-2296000000.0,,236500000.0,,-2300000.0,,,,-174400000.0,,23600000.0,,,,3452100000.0,,,,171200000.0,,-0.095,,,,,,1572600000.0,,,,,,,,,529100000.0,,,,,453684211.0,,,,,,,,,,,45100000.0,,,,,,,,,,,,,,,,,,
672969600,,,5808400000.0,,,-38100000.0,,,9550600000.0,366700000.0,,,,,,,,2476100000.0,,,,,,,2245300000.0,1919700000.0,,,,,,212500000.0,-54200000.0,,,8284500000.0,,,11231600000.0,73100000.0,,,,,-240700000.0,,1681000000.0,,,,,,497300000.0,73100000.0,73100000.0,,,,,,995000000.0,,,,,,,1340500000.0,,,,2947100000.0,-133900000.0,,,,,,,1845100000.0,456875000.0,-215900000.0,133700000.0,0.16,,,,0.0,3100000.0,,366700000.0,,777600000.0,579200000.0,,,,,,,296700000.0,296700000.0,,,,,,,,0.0,,,1132200000.0,100900000.0,27800000.0,,,,114700000.0,-72300000.0,,342000000.0,3659000000.0,,,313700000.0,,-2296000000.0,,235100000.0,,-3900000.0,,,,-168400000.0,,44500000.0,,,,3428200000.0,,,,-59900000.0,,0.16,,,,,,1613100000.0,,,,,,,,,536300000.0,,,,,456875000.0,,,,,,,,,,,212500000.0,,,,,,,,,,,,,,,,,,
680918400,,,5482000000.0,,,-38100000.0,,,9535600000.0,389200000.0,,,,,,,,2809900000.0,,,,,,,2238500000.0,1785000000.0,,,,,,151300000.0,-73500000.0,,,8291900000.0,,,11232500000.0,31300000.0,,,,,313200000.0,,1696900000.0,,,,,,493000000.0,31300000.0,31300000.0,,,,,,1026100000.0,,,,,,,1244500000.0,,,,2940600000.0,-337600000.0,,,,,,,2187900000.0,447142857.0,-432600000.0,129000000.0,0.07,,,,0.0,6700000.0,,389200000.0,,672500000.0,540500000.0,,,,,,,218700000.0,218700000.0,,,,,,,,0.0,,,1148300000.0,48200000.0,16900000.0,,,,109800000.0,-60700000.0,,-34400000.0,3328200000.0,,,314100000.0,,-2296000000.0,,234500000.0,,-4600000.0,,,,373900000.0,,39200000.0,,,,3444300000.0,,,,-78000000.0,,0.07,,,,,,1591000000.0,,,,,,,,,562800000.0,,,,,447142857.0,,,,,,,,,,,151300000.0,,,,,,,,,,,,,,,,,,
688867200,1803600000.0,2957500000.0,5856100000.0,,,-38100000.0,,,9696900000.0,413500000.0,,,,,0.0,8813600000.0,-5200000.0,2957500000.0,-0.045,192400000.0,,1041400000.0,,584700000.0,2119000000.0,1896200000.0,-1049100000.0,448888889.0,278500000.0,-20200000.0,,176000000.0,-25200000.0,,,8813600000.0,3471100000.0,,11649400000.0,-81500000.0,,-25400000.0,1733600000.0,315000000.0,463000000.0,-152300000.0,1952500000.0,4715900000.0,-20200000.0,345800000.0,,1524400000.0,675800000.0,-81500000.0,-81500000.0,,11649400000.0,82900000.0,9696900000.0,2835800000.0,1041400000.0,2206300000.0,,209200000.0,5856100000.0,,,1097500000.0,,448888889.0,2119000000.0,2835800000.0,-527300000.0,,,-20200000.0,,,136300000.0,2206300000.0,,-610000000.0,75400000.0,,,,,0.0,-174500000.0,,622700000.0,,538100000.0,798700000.0,-160100000.0,1952500000.0,,,613000000.0,1235200000.0,278500000.0,278500000.0,371500000.0,2318300000.0,278500000.0,,,,860600000.0,0.0,793900000.0,,1235200000.0,-110100000.0,-28600000.0,3557200000.0,,,111600000.0,-118900000.0,,86000000.0,3471100000.0,134800000.0,,345800000.0,,-2322000000.0,,371500000.0,,-1200000.0,,185400000.0,675800000.0,581900000.0,,29000000.0,,-298000000.0,,3557200000.0,,,-200600000.0,59800000.0,-2322000000.0,,,-100100000.0,-1379000000.0,,,1803600000.0,-0.045,,,,,,75400000.0,,581400000.0,,,,,,,,,,,,-12000000.0,93100000.0,538100000.0,581400000.0,176000000.0,,450000000.0,,,,,7034200000.0,,,,,,,,,,,
696816000,,,5599600000.0,,,-38100000.0,,,9647700000.0,382700000.0,,,,,,,,3252700000.0,,,,,,,2061100000.0,1439700000.0,,,,,,54300000.0,-34300000.0,,,8852300000.0,,,11622800000.0,-19900000.0,,,,,-379200000.0,,1975100000.0,,,,,,666400000.0,-19900000.0,-19900000.0,,,,,,1042800000.0,,,,,,,1002700000.0,,,,2770500000.0,359100000.0,,,,,,,2519600000.0,442222222.0,296600000.0,66700000.0,-0.045,,,,0.0,14000000.0,,382700000.0,,674100000.0,437000000.0,,,,,,,364500000.0,364500000.0,,,,,,,,278500000.0,,,1245900000.0,-36700000.0,-16800000.0,,,,105000000.0,-55800000.0,,112800000.0,3303000000.0,,,358400000.0,,-2322000000.0,,370800000.0,,-3600000.0,,,,-323400000.0,,27600000.0,,,,3567900000.0,,,,86000000.0,,-0.045,,,,,,1710900000.0,,,,,,,,,585700000.0,,,,,442222222.0,,,,,,,,,,,54300000.0,,,,,,,,,,,,,,,,,,
704592000,,,5627200000.0,,,-38100000.0,,,9981900000.0,386200000.0,,,,,,,,3546400000.0,,,,,,,2067100000.0,1853200000.0,,,,,,162300000.0,-96800000.0,,,9173600000.0,,,11949700000.0,44000000.0,,,,,-251900000.0,,1967800000.0,,,,,,708500000.0,44000000.0,44000000.0,,,,,,1064000000.0,,,,,,,1304700000.0,,,,2776100000.0,-74700000.0,,,,,,,2764300000.0,463157895.0,-162300000.0,73600000.0,0.095,,,,0.0,8000000.0,,386200000.0,,746000000.0,548500000.0,,,,,,,325300000.0,325300000.0,,,,,,,,0.0,,,1242800000.0,65800000.0,21800000.0,,,,104500000.0,-61800000.0,,313100000.0,3399400000.0,,,352200000.0,,-2322000000.0,,372800000.0,,-2200000.0,,,,-190100000.0,,71000000.0,,,,3564800000.0,,,,-39200000.0,,0.095,,,,,,1675700000.0,,,,,,,,,552100000.0,,,,,463157895.0,,,,,,,,,,,162300000.0,,,,,,,,,,,,,,,,,,
712540800,,,5788900000.0,,,-38200000.0,,,10059000000.0,388100000.0,,,,,,,,3524000000.0,,,,,,,2038100000.0,1748600000.0,,,,,,112800000.0,-84500000.0,,,9312900000.0,,,12075100000.0,9100000.0,,,,,222900000.0,,2016100000.0,,,,,,741600000.0,9100000.0,9100000.0,,,,,,1080700000.0,,,,,,,1247700000.0,,,,2762200000.0,-237100000.0,,,,,,,2711600000.0,455000000.0,-308100000.0,70800000.0,0.02,,,,0.0,7300000.0,,388100000.0,,722600000.0,500900000.0,,,,,,,314600000.0,314600000.0,,,,,,,,0.0,,,1285600000.0,15500000.0,6400000.0,,,,104600000.0,-56500000.0,,18300000.0,3562100000.0,,,357400000.0,,-2322000000.0,,373100000.0,,-3900000.0,,,,279400000.0,,70000000.0,,,,3607600000.0,,,,-10700000.0,,0.02,,,,,,1650200000.0,,,,,,,,,576600000.0,,,,,455000000.0,,,,,,,,,,,112800000.0,,,,,,,,,,,,,,,,,,
720489600,1845000000.0,3214400000.0,5580900000.0,,,-38100000.0,,,9404900000.0,414600000.0,,,,,0.0,8795300000.0,14700000.0,3214400000.0,0.08,38300000.0,,1121900000.0,,426900000.0,2004300000.0,1889200000.0,202100000.0,467500000.0,216800000.0,37400000.0,,97500000.0,-156600000.0,,,8795300000.0,3080300000.0,,11445600000.0,4200000.0,,52100000.0,1822000000.0,72600000.0,480800000.0,-152500000.0,2040700000.0,4681800000.0,37400000.0,395200000.0,,1571600000.0,716200000.0,4200000.0,4200000.0,,11445600000.0,,9404900000.0,2650300000.0,1121900000.0,2473000000.0,,250400000.0,5580900000.0,,,1126700000.0,,467500000.0,2004300000.0,2650300000.0,154800000.0,,,37400000.0,,,278200000.0,2473000000.0,,40100000.0,25200000.0,,,,,0.0,9300000.0,,665000000.0,,524700000.0,762500000.0,38600000.0,2040700000.0,,,358300000.0,1307900000.0,216800000.0,216800000.0,337600000.0,2248900000.0,216800000.0,,,,-285600000.0,0.0,677300000.0,,1307900000.0,7500000.0,3300000.0,3760900000.0,,,99300000.0,-111600000.0,,-729800000.0,3080300000.0,-3000000.0,,395200000.0,,-2453000000.0,,337600000.0,,-1700000.0,,278500000.0,716200000.0,592400000.0,,109600000.0,,-285700000.0,,3760900000.0,,,-372200000.0,-97800000.0,-2453000000.0,,,-15900000.0,-133700000.0,,,1845000000.0,0.08,,,,,,25200000.0,,655600000.0,,,,,,,,,,,,-11400000.0,-61700000.0,524700000.0,655600000.0,97500000.0,,413400000.0,,,,,6930700000.0,,,,,,,,,,,
728438400,,,5410600000.0,,,-38100000.0,,,9509000000.0,365800000.0,,,,,,,,3524600000.0,,,,,,,1938600000.0,1410800000.0,,,,,,41300000.0,-41600000.0,,,8935200000.0,,,11518400000.0,-27600000.0,,,,,-274700000.0,,2009400000.0,,,,,,697500000.0,-27600000.0,-27600000.0,,,,,,1090300000.0,,,,,,,1003700000.0,,,,2583200000.0,10500000.0,,,,,,,2802400000.0,460000000.0,8800000.0,24700000.0,-0.06,,,,0.0,13100000.0,,365800000.0,,718600000.0,407100000.0,,,,,,,338400000.0,338400000.0,,,,,,,,216800000.0,,,1270300000.0,-40600000.0,-13000000.0,,,,95000000.0,-37100000.0,,351000000.0,3111000000.0,,,403000000.0,,-2453000000.0,,336100000.0,,-1000000.0,,,,-237600000.0,,77000000.0,,,,3723300000.0,,,,121600000.0,,-0.06,,,,,,1660000000.0,,,,,,,,,639600000.0,,,,,460000000.0,,,,,,,,,,,41300000.0,,,,,,,,,,,,,,,,,,
736128000,,,5627000000.0,,,-38200000.0,,,9567700000.0,395900000.0,,,,,,,,3360000000.0,,,,,,,1930600000.0,2093300000.0,,,,,,247900000.0,-116400000.0,,,8987000000.0,,,11562600000.0,30200000.0,,,,,-64200000.0,,1994900000.0,,,,,,726300000.0,30200000.0,30200000.0,,,,,,1170400000.0,,,,,,,1449500000.0,,,,2575600000.0,444000000.0,,,,,,,2603900000.0,464615385.0,345500000.0,29800000.0,0.065,,,,0.0,-93000000.0,,395900000.0,,729300000.0,643800000.0,,,,,,,450700000.0,450700000.0,,,,,,,,0.0,,,1261600000.0,57800000.0,27600000.0,,,,97100000.0,-43500000.0,,-212800000.0,3139600000.0,,,401000000.0,,-2453000000.0,,332300000.0,,4100000.0,,,,-20700000.0,,61400000.0,,,,3714600000.0,,,,112300000.0,,0.065,,,,,,1896400000.0,,,,,,,,,591000000.0,,,,,464615385.0,,,,,,,,,,,247900000.0,,,,,,,,,,,,,,,,,,
744076800,,,5530100000.0,,,-38200000.0,,,9417500000.0,401000000.0,,,,,,,,3183100000.0,,,,,,,1992600000.0,2035400000.0,,,,,,226200000.0,-80400000.0,,,8713200000.0,,,11363600000.0,100100000.0,,,,,440600000.0,,1946100000.0,,,,,,631700000.0,100100000.0,100100000.0,,,,,,1159200000.0,,,,,,,1408200000.0,,,,2650400000.0,-297700000.0,,,,,,,2506600000.0,455000000.0,-328900000.0,44800000.0,0.22,,,,0.0,17500000.0,,401000000.0,,609700000.0,627200000.0,,,,,,,477900000.0,477900000.0,,,,,,,,0.0,,,1207700000.0,153200000.0,53100000.0,,,,90500000.0,-42000000.0,,-125500000.0,3079900000.0,,,408200000.0,,-2453000000.0,,330200000.0,,16900000.0,,,,482600000.0,,91200000.0,,,,3660700000.0,,,,27200000.0,,0.22,,,,,,1814200000.0,,,,,,,,,636000000.0,,,,,455000000.0,,,,,,,,,,,226200000.0,,,,,,,,,,,,,,,,,,
