date,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualInterestExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualCapitalExpenditure,trailingGrossProfit,annualDilutedAverageShares,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyEbitda,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingChangeInInventory,annualStockBasedCompensation,quarterlyCapitalExpenditure,trailingTaxProvision,trailingDepreciationAndAmortization,annualInventory,quarterlyTotalRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualChangeInInventory,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,annualCostOfRevenue,annualPurchaseOfBusiness,trailingOperatingExpense,quarterlyGrossPPE,trailingFreeCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,quarterlyPretaxIncome,annualGrossProfit,annualResearchAndDevelopment,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingBeginningCashPosition,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualNetIncome,annualBasicEPS,trailingChangeInWorkingCapital,annualAccountsReceivable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,trailingInvestingCashFlow,annualFreeCashFlow,annualAccountsPayable,trailingOperatingIncome,annualIncomeTaxPayable,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualEndCashPosition,annualOtherCurrentAssets,quarterlyBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,annualCashAndCashEquivalents,annualDilutedEPS,trailingEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualDepreciationAndAmortization,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyInventory,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualEbitda,trailingNetOtherInvestingChanges,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDilutedEPS,trailingBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:00.307497600,,61900000.0,111900000.0,-646000000.0,,377500000.0,1082000000.0,,,639000000.0,,,-51000000.0,12000000.0,-728900000.0,0.0,6700000.0,-438200000.0,,8288000000.0,325789474.0,255500000.0,-381000000.0,,,,,,,,-957000000.0,,,,-4744000000.0,261000000.0,,,,-204000000.0,,-149000000.0,,,-57000000.0,2253000000.0,206900000.0,,,,,,737000000.0,,62600000.0,61900000.0,,809800000.0,1062000000.0,419100000.0,,6050000000.0,,2371000000.0,,,,4334000000.0,,,281900000.0,,390700000.0,,,18000000.0,-150500000.0,,-454500000.0,325789474.0,0.0,,1236000000.0,-984000000.0,,9002000000.0,,,,,,,,,,,,1233000000.0,,,,,,342000000.0,,1233000000.0,,0.0,1176000000.0,103400000.0,,,,,,61900000.0,0.19,-371000000.0,,,0.0,108800000.0,,-741000000.0,0.0,,2238000000.0,,,,485000000.0,,,454500000.0,0.0,12500000.0,,,17290000000.0,81900000.0,,174500000.0,,,48900000.0,0.19,590000000.0,,,-3224000000.0,,,41500000.0,,,,,,,0.0,,-435000000.0,,3328000000.0,,,227000000.0,,,,,-709400000.0,,0.0,48900000.0,,-629000000.0,,44200000.0,,135200000.0,-261000000.0,438200000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.339120000,,64700000.0,130100000.0,,,468200000.0,,,,,,,,15700000.0,-100000.0,0.0,13900000.0,361100000.0,,,323500000.0,306600000.0,,,,,,,,,,,,,,,,,,,,,,,,,222300000.0,,,,,,,,86300000.0,64700000.0,,942000000.0,,498300000.0,,,,,,,,,,,339200000.0,,443700000.0,,,24100000.0,-173600000.0,,338500000.0,323500000.0,,,,,,,,,,,,,,,,,,,,,,,,388300000.0,,,,841400000.0,,102700000.0,,,,,,64700000.0,0.2,,,,0.0,104500000.0,,,0.0,,,,,,,,,502900000.0,0.0,15800000.0,,,,98100000.0,,216400000.0,,,56000000.0,0.2,,,,,,,38000000.0,,,,,,,,,,,,,,294600000.0,,,,,25000000.0,,0.0,56000000.0,,122100000.0,,41500000.0,,137100000.0,,480300000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.370656000,,75900000.0,167200000.0,,,606500000.0,,,,,,,,26100000.0,100000.0,0.0,21300000.0,477500000.0,,,330000000.0,353600000.0,,,,,,,,,,,,,,,,,,,,,,,,,226800000.0,,,,,,,,55000000.0,75900000.0,,1066100000.0,,557900000.0,,,,,,,,,,,392400000.0,,508200000.0,,,31600000.0,-201800000.0,,438400000.0,330000000.0,,,,,,,,,,,,,,,,,,,,,,,,440300000.0,,,,1004300000.0,,111100000.0,,,,,,75900000.0,0.23,,,,0.0,115800000.0,,,0.0,,,,,,,,,565900000.0,0.0,17600000.0,,,,184500000.0,,222200000.0,,,86800000.0,0.23,,,,,,,35200000.0,,,,,,,,,,,,,,404700000.0,,,,,33500000.0,,0.0,86800000.0,,216200000.0,,39300000.0,,154600000.0,,526800000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.402192000,,76700000.0,150900000.0,,,666800000.0,,,,,,,,32300000.0,-100000.0,0.0,38300000.0,532400000.0,,,333478261.0,378100000.0,,,,,,,,,,,,,,,,,,,,,,,,,222500000.0,,,,,,,,78700000.0,76700000.0,,1113900000.0,,586200000.0,,,,,,,,,,,427500000.0,,527700000.0,,,34700000.0,-220900000.0,,505200000.0,333478261.0,,,,,,,,,,,,,,,,,,,,,,,,494400000.0,,,,1089600000.0,,106200000.0,,,,,,76700000.0,0.23,,,,0.0,100200000.0,,,0.0,,,,,,,,,584400000.0,0.0,24400000.0,,,,241000000.0,,229600000.0,,,100100000.0,0.23,,,,,,,29500000.0,,,,,,,,,,,,,,445900000.0,,,,,51100000.0,,0.0,100100000.0,,275600000.0,,35400000.0,,149600000.0,,557200000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.433728000,,35900000.0,165300000.0,,,675700000.0,,,,,,,,32500000.0,100000.0,0.0,-15200000.0,553300000.0,,,326363636.0,387800000.0,,,,,,,,,,,,,,,,,,,,,,,,,182600000.0,,,,,,,,24900000.0,35900000.0,,1119500000.0,,594300000.0,,,,,,,,,,,444000000.0,,525200000.0,,,44600000.0,-239000000.0,,508900000.0,326363636.0,,,,,,,,,,,,,,,,,,,,,,,,506600000.0,,,,1106600000.0,,33600000.0,,,,,,35900000.0,0.11,,,,0.0,81200000.0,,,0.0,,,,,,,,,597700000.0,0.0,52000000.0,,,,274000000.0,,190200000.0,,,124500000.0,0.11,,,,,,,-2300000.0,,,,,,,,,,,,,,436700000.0,,,,,85600000.0,,0.0,124500000.0,,318700000.0,,31000000.0,,137400000.0,,553300000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327808000.0,285600000.0,,,,,,,,,285600000.0,,285600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600000.0,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327808000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327680000.0,279900000.0,,,,,,,,,279900000.0,,279900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400000.0,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327680000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,63400000.0,223000000.0,,,706300000.0,,606800000.0,,,,,,22800000.0,100000.0,0.0,9700000.0,563700000.0,,,333684211.0,392100000.0,,28100000.0,,,,,148100000.0,148100000.0,,52400000.0,,,,,,,-715700000.0,,,,,,,,166000000.0,305100000.0,,-715700000.0,,-275100000.0,,,22700000.0,63400000.0,,1126800000.0,,569600000.0,,,706300000.0,,,,,,245700000.0,565500000.0,451200000.0,,557200000.0,,,50100000.0,-275100000.0,,522400000.0,333684211.0,,,,,,,,,,,,,,546200000.0,,431200000.0,223000000.0,,,,,,,546200000.0,563700000.0,,,1129200000.0,,92900000.0,,226500000.0,1129200000.0,,,63400000.0,0.19,,,22200000.0,0.0,106000000.0,,,0.0,,,,,,,276700000.0,100000.0,606800000.0,0.0,52400000.0,,,,226500000.0,,245700000.0,,,148100000.0,0.19,,,22700000.0,,,,29500000.0,522400000.0,,50100000.0,,,104400000.0,,,,166000000.0,,,,431200000.0,,,,,104400000.0,,0.0,148100000.0,,276700000.0,,28100000.0,,165100000.0,,565500000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324208000.0,253100000.0,,,,,,,,,253100000.0,,253100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000.0,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324208000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322928000.0,287400000.0,,,,,,,,,287400000.0,,287400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322928000.0,,,,,,,,,,,,,,,,,
