date,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyInterestExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualAccumulatedDepreciation,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyDilutedEPS,annualBasicAverageShares,annualInterestExpense,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualChangeInAccountPayable,annualAccountsPayable,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingNetIncome,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualDilutedAverageShares,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyEndCashPosition,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualDilutedEPS,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyTaxProvision,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualOtherIntangibleAssets,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingTaxProvision,quarterlyOtherIntangibleAssets,annualChangeInInventory,annualGoodwill,trailingChangeInInventory,annualTaxProvision,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyInventory,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:00.930700800,,,,,38724000.0,,,,,,262960000.0,,2900000.0,2900000.0,1500000.0,-500000.0,,,13604031.0,,-14300000.0,148000000.0,,4900000.0,,,,-100000.0,,,,,,,7200000.0,,,,,8500000.0,5800000.0,,,,,,,,,,,526000000.0,,,,,,,1400000.0,,,,,0.41,,,,,13756007.0,,,,,,,-5500000.0,,,,,1400000.0,,1700000.0,,,,,,,,,16200000.0,,,,,,,,,-7100000.0,,,,,562300000.0,,5600000.0,,,,,,299340000.0,,5800000.0,5800000.0,0.41,,,,,,,,,2900000.0,,,-14300000.0,,,0.0,,,,,,,,,128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,,,,38700000.0,,,,,,263500000.0,,2500000.0,2500000.0,2900000.0,-1000000.0,,,13723327.0,,-43500000.0,,,4800000.0,,,,-100000.0,,,,,,,6400000.0,,,,,50800000.0,5900000.0,,,,,,,,,,,579100000.0,,,,,,,-400000.0,,,,,0.36,,,,,13877678.0,,,,,,,-6200000.0,,,,,500000.0,,1900000.0,,,,,,,,,17600000.0,,,,,,,,,-37100000.0,,,,,620100000.0,,4900000.0,,,,,,356600000.0,,5800000.0,5800000.0,0.36,,,,,,,,,2500000.0,,,-57600000.0,,,-14100000.0,,,,,,,,,332600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,,3400000.0,,38700000.0,,42300000.0,598800000.0,,,262600000.0,,3400000.0,3400000.0,2500000.0,-2500000.0,,,,,-39100000.0,,,5100000.0,1600000.0,,,-36900000.0,,,-1300000.0,,,,14700000.0,,-109800000.0,,-109800000.0,11300000.0,5000000.0,,,,,,,,,,,598800000.0,,0.0,69400000.0,,1900000.0,,1000000.0,38700000.0,-5300000.0,,66500000.0,,13525840.0,19700000.0,-67500000.0,,,,,,,,-1300000.0,-6900000.0,380500000.0,1.48,,,-9000000.0,,2100000.0,,,-300000.0,3400000.0,22000000.0,,,,18100000.0,0.0,,,3400000.0,,22100000.0,,,-24400000.0,,,22100000.0,,643100000.0,,4200000.0,-23600000.0,,,,,380500000.0,,5100000.0,5100000.0,,7000000.0,13670568.0,,1600000.0,350500000.0,18900000.0,,262600000.0,3400000.0,,,-25000000.0,,643100000.0,14100000.0,,1.46,20100000.0,,,,,,350500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,,,,38726000.0,,,,,,262914000.0,,1968000.0,1968000.0,3446000.0,-1098000.0,,,13780276.0,,-16780000.0,,,5551000.0,,,,0.0,,,,,,,1798000.0,,,,,13504000.0,5737000.0,,,,,,,,,,,610472000.0,,,,,,,-1478000.0,,,,,0.35,,,,,13912400.0,,,,,,,-6837000.0,,,,,-3939000.0,,2093000.0,,,,,,,,,18411000.0,,,,,,,,,-14982000.0,,,,,661275000.0,,4821000.0,,,,,,398361000.0,,5737000.0,5737000.0,0.35,,,,,,,,,1968000.0,,,-16780000.0,,,0.0,,,,,,,,,369874000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,,,,38732000.0,,,,,,279543000.0,,733000.0,733000.0,1968000.0,-534000.0,,,14272509.0,,-37870000.0,,,5968000.0,,,,17836000.0,,,,,,,4679000.0,,,,,31956000.0,6341000.0,,,,,,,,,,,643098000.0,,,,,,,-1235000.0,,,,,0.38,,,,,14450365.0,,,,,,,-6848000.0,,,,,-1662000.0,,2104000.0,,,,,,,,,18942000.0,,,,,,,,,-33191000.0,,,,,699626000.0,,5425000.0,,,,,,420083000.0,,6341000.0,6341000.0,0.38,,,,,,,,,733000.0,,,-37870000.0,,,0.0,,,,,,,,,391658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,,,,38743000.0,,,,,,324092000.0,,775000.0,775000.0,733000.0,-1132000.0,,,14518005.0,,-46461000.0,,,7066000.0,,,,0.0,,,6703000.0,,,,15397000.0,,,,,41157000.0,6531000.0,,,,,,,,,,,693769000.0,,,,,,,42000.0,,,,,0.38,,,,,14782077.0,,,,,,,-7107000.0,,,,,8866000.0,,2391000.0,,,,,,,,,21409000.0,,,,,,,,,-31064000.0,,,,,765934000.0,,5615000.0,,,,,,441842000.0,,6531000.0,6531000.0,0.39,,,,,,,,,775000.0,,,-56512000.0,,,-10051000.0,,,,,,,,,411613000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,,2776000.0,,38743000.0,,32931000.0,705745000.0,,,319152000.0,,2776000.0,2776000.0,775000.0,35738000.0,,,,,-17825000.0,3885000.0,,7206000.0,3446000.0,,,0.0,,,1541000.0,,,,11057000.0,,-132480000.0,,-118936000.0,12262000.0,7400000.0,,,,,,,,,,,705745000.0,,0.0,98879000.0,,-670000.0,,2001000.0,38743000.0,32974000.0,,81119000.0,,14460711.0,25791000.0,-86005000.0,,,,,,,,1541000.0,-7596000.0,461832000.0,1.55,,,-1434000.0,,2398000.0,,,-19850000.0,2776000.0,26009000.0,,,,22357000.0,-13544000.0,,,2776000.0,,26009000.0,,,-6768000.0,3885000.0,,26009000.0,,780984000.0,,6482000.0,-28388000.0,,,,,461832000.0,,7400000.0,7400000.0,,8986000.0,14699478.0,,1831000.0,427371000.0,24941000.0,,319152000.0,2776000.0,,,-21318000.0,,780984000.0,-3493000.0,,1.52,22343000.0,,,,,,427371000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,38745000.0,,,,,,314076000.0,,5796000.0,5796000.0,2776000.0,-1271000.0,,,15471100.0,,-32733000.0,2614000.0,,7361000.0,,,,0.0,,,-6362000.0,,,,17467000.0,,,,,22226000.0,7306000.0,,,,2566000.0,,,,,,,732577000.0,,,,,,,3020000.0,,,,,0.41,,,,,15704458.0,,,,,6958000.0,,-7606000.0,,,,,637000.0,,2874000.0,,,,,,,,,23634000.0,,,,,,,,,-15266000.0,,,,,820110000.0,,6390000.0,,,,,,506034000.0,,7306000.0,7306000.0,0.41,,,,,,,,,5796000.0,,,-36673000.0,,,-3940000.0,,,,,,,,,457764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,,,38750000.0,,,,,,335862000.0,,3666000.0,3666000.0,5796000.0,-651000.0,,,16011654.0,,-50066000.0,,,6883000.0,,,,0.0,,,-2748000.0,,,,1849000.0,,,,,51822000.0,7324000.0,,,,-14102000.0,,,,,,,776114000.0,,,,,,,-2130000.0,,,,,0.39,,,,,16253036.0,,,,,7685000.0,,-8352000.0,,,,,942000.0,,2819000.0,,,,,,,,,23516000.0,,,,,,,,,-48217000.0,,,,,879561000.0,,6408000.0,,,,,,543699000.0,,7324000.0,7324000.0,0.4,,,,,,,,,3666000.0,,,-55801000.0,,,-5735000.0,,,,,,,,,274000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,,38751000.0,,,,,,328866000.0,,2720000.0,2720000.0,3666000.0,-1317000.0,,,16135399.0,,-60717000.0,,,7278000.0,,,,0.0,,,-9150000.0,,,,13603000.0,,,,,43395000.0,7451000.0,,,,-2578000.0,,,,,,,829780000.0,,,,,,,-946000.0,,,,,0.4,,,,,16413591.0,,,,,8412000.0,,-8392000.0,,,,,318000.0,,2885000.0,,,,,,,,,25452000.0,,,2773000.0,,,,,,-47114000.0,,,,,928788000.0,,6535000.0,,,,,,599922000.0,,7451000.0,7451000.0,0.41,,,,,,,,,2720000.0,,,-57944000.0,,,0.0,,,,,,,,,552697000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
