date,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyInterestExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualAccumulatedDepreciation,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyDilutedEPS,annualBasicAverageShares,annualInterestExpense,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualChangeInAccountPayable,annualAccountsPayable,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingNetIncome,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualDilutedAverageShares,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyEndCashPosition,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualDilutedEPS,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyTaxProvision,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualOtherIntangibleAssets,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingTaxProvision,quarterlyOtherIntangibleAssets,annualChangeInInventory,annualGoodwill,trailingChangeInInventory,annualTaxProvision,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyInventory,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:00.851990400,,,1700000.0,,,1085804000.0,-1600000.0,147000000.0,,,,,,,,,,,,,,,,,900000.0,,145353000.0,,,,,108823000.0,,653435000.0,,,-94900000.0,,-94900000.0,,,,404047000.0,,,,173675000.0,,,,,,,2400000.0,97300000.0,,800000.0,,,25200000.0,-5000000.0,,11400000.0,,3642131.0,6300000.0,-96500000.0,,,,,,,,,,120800000.0,0.6,,,,,,1531296000.0,,-6200000.0,1700000.0,2200000.0,,445492000.0,363165000.0,,0.0,404047000.0,,1700000.0,,2200000.0,,,,,,2200000.0,,,432369000.0,,-1600000.0,,,,,,,,,,2000000.0,3642131.0,,,113200000.0,2400000.0,,39600000.0,,-1800000.0,,,,160400000.0,,,0.6,2200000.0,350995000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,,,,26000000.0,,,,,,38300000.0,,2800000.0,2800000.0,1700000.0,-400000.0,,,3642131.0,,-1300000.0,,,2500000.0,,,,100000.0,,,,,,,3200000.0,,,,,-800000.0,-100000.0,,,,1900000.0,,,,,,,147300000.0,,,,,,,1100000.0,,,,,-0.04,,,,,3642131.0,,,-3400000.0,,1100000.0,,-3000000.0,,,,,300000.0,,600000.0,,,,,,,,,4700000.0,,,,,,,,,1900000.0,,,,,161700000.0,,-100000.0,,,,,,123400000.0,,-100000.0,-100000.0,-0.04,,,,,,,,,2800000.0,,,-1300000.0,,,0.0,,,,,,,,,115300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,,,,,,,168100000.0,,21900000.0,21900000.0,2800000.0,-75500000.0,,,6098381.0,,-52500000.0,,,2100000.0,,,,-2700000.0,,,,,,,-3900000.0,,,,,75500000.0,-11000000.0,,,,,,,,,,,198800000.0,,,,,,,19100000.0,,,,,-1.79,,,,,6098381.0,,,-16600000.0,,,,-900000.0,,,,,10100000.0,,600000.0,,,,,,,,,5600000.0,,,,,,,,,-56400000.0,,,,,230000000.0,,-10900000.0,,,,,,61900000.0,,-10900000.0,-10900000.0,-1.79,,,,,,,,,21900000.0,,,-52500000.0,,,0.0,,,,,,,,,55200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,,,,,,,167300000.0,,6800000.0,6800000.0,21900000.0,2100000.0,,,11404631.0,,-14800000.0,,,1200000.0,,,,100000.0,,,,,,,4400000.0,,,,,-2100000.0,4100000.0,,,,,,,,,,,214900000.0,,,,,,,-15100000.0,,,,,0.36,,,,,11404631.0,,,-11100000.0,,,,-1500000.0,,,,,300000.0,,600000.0,,,,,,,,,8500000.0,,,,,,,,,-10400000.0,,,,,231500000.0,,4100000.0,,,,,,64200000.0,,4100000.0,4100000.0,0.36,,,,,,,,,6800000.0,,,-17400000.0,,,-2600000.0,,,,,,,,,54700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,,,2100000.0,,,,3900000.0,230000000.0,,,166900000.0,,2100000.0,2100000.0,6800000.0,-9400000.0,,,,,-19000000.0,,,1200000.0,1700000.0,,,-100000.0,,,,,,,200000.0,,-87600000.0,,-87600000.0,11500000.0,4100000.0,,,,,,,,,,,230000000.0,,-2600000.0,84100000.0,,400000.0,,-4700000.0,,-83200000.0,,27800000.0,,8075864.0,7000000.0,-83700000.0,,,,,-6900000.0,,,,-4500000.0,81600000.0,-0.35,,,-6500000.0,,700000.0,,,-2400000.0,2100000.0,-2900000.0,,,,9000000.0,0.0,,,2100000.0,,-2800000.0,,,-18800000.0,,,-2800000.0,,248500000.0,,4200000.0,-9900000.0,,,,,81600000.0,,4200000.0,4200000.0,,2500000.0,8075864.0,,4200000.0,70800000.0,4900000.0,,166900000.0,2100000.0,-6900000.0,,-16400000.0,,248500000.0,2600000.0,,-0.35,-2800000.0,,,,,,70800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,,,,,,,167000000.0,,1500000.0,1500000.0,2100000.0,-300000.0,,,11404631.0,,-120500000.0,,,2100000.0,,,,100000.0,,,,,,,8700000.0,,,,,117300000.0,4600000.0,,,,,,,,,,,349000000.0,,,,,,,-600000.0,,,,,0.4,,,,,11652772.0,,,-2300000.0,,,,-4600000.0,,,,,4100000.0,,800000.0,,,,,,,,,9600000.0,,,,,,,,,-111800000.0,,,,,372100000.0,,4600000.0,,,,,,205100000.0,,4600000.0,4600000.0,0.41,,,,,,,,,1500000.0,,,-126600000.0,,,-6100000.0,,,,,,,,,192700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,100000.0,,,,,,199900000.0,,2000000.0,2000000.0,1500000.0,-200000.0,,,11821664.0,,-44000000.0,,,3500000.0,,,,169400000.0,,,,,,,1900000.0,,,,,42600000.0,4700000.0,,,,,,,,,,,390500000.0,,,,,,,500000.0,,,,,0.39,,,,,12053983.0,,,,,,,-4500000.0,,,,,-2900000.0,,900000.0,,,,,,,,,11700000.0,,,,,,,,,-42100000.0,,,,,420900000.0,,4700000.0,,,,,,221000000.0,,4700000.0,4700000.0,0.4,,,,,,,,,2000000.0,,,-43900000.0,,,100000.0,,,,,,,,,206600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,,,,,100000.0,,,,,,200400000.0,,1200000.0,1200000.0,2000000.0,-400000.0,,,12568407.0,,-26200000.0,,,3600000.0,,,,-136300000.0,,,,,,,5400000.0,,,,,47700000.0,5100000.0,,,,,,,,,,,441700000.0,,,,,,,-700000.0,,,,,0.4,,,,,12763525.0,,,,,,,-5000000.0,,,,,300000.0,,1000000.0,,,,,,,,,12200000.0,,,,,,,,,-20800000.0,,,,,476200000.0,,5100000.0,,,,,,275800000.0,,5100000.0,5100000.0,0.41,,,,,,,,,1200000.0,,,-53900000.0,,,-27700000.0,,,,,,,,,258900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,,,1600000.0,,100000.0,,26100000.0,493700000.0,,,199800000.0,,1600000.0,1600000.0,1200000.0,-400000.0,,,,,-50100000.0,,,4834000.0,2100000.0,,,0.0,,,,,,,10100000.0,,-246800000.0,,-240800000.0,12500000.0,4900000.0,,,,,,,,,,,493700000.0,,0.0,220100000.0,,-500000.0,,300000.0,100000.0,-1300000.0,,47000000.0,,12098959.0,14034000.0,-214700000.0,,,,,,,,,-5100000.0,330500000.0,1.6,,,,,1300000.0,,,-3600000.0,1600000.0,19400000.0,,,,13500000.0,-6000000.0,,,1600000.0,,19400000.0,,,-40000000.0,,,19400000.0,,530300000.0,,4900000.0,-19200000.0,,,,,330500000.0,,4900000.0,4900000.0,,3900000.0,12306470.0,,,309800000.0,10300000.0,,199800000.0,1600000.0,,,-22400000.0,,530300000.0,27700000.0,,1.58,19400000.0,,,,,,309800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,100000.0,,,,,,226100000.0,,1500000.0,1500000.0,1600000.0,-1300000.0,,,13025303.0,,-12900000.0,172000000.0,,5000000.0,,,,200000.0,,,,,,,14000000.0,,,,,-1200000.0,5400000.0,,,,,,,,,,,515400000.0,,,,,,,-100000.0,,,,,0.4,,,,,13163695.0,,,,,,,-5000000.0,,,,,8700000.0,,1300000.0,,,,,,,,,14600000.0,,,,,,,,,1100000.0,,,,,549900000.0,,5300000.0,,,,,,323800000.0,,5300000.0,5300000.0,0.41,,,,,,,,,1500000.0,,,-12900000.0,,,0.0,,,,,,,,,127200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
