,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyOperatingIncome,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyChangeInAccountPayable,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualOperatingExpense,quarterlyEndCashPosition,annualCurrentDeferredRevenue,quarterlyBasicEPS,annualCostOfRevenue,quarterlyBasicAverageShares,quarterlyGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyIncomeTaxPayable,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualChangeInWorkingCapital,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyRetainedEarnings,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyOperatingExpense,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualTaxProvision,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTotalAssets,annualStockholdersEquity,annualBasicEPS,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentLiabilities,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,annualInventory,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,trailingOtherNonCashItems,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualNetPPE,annualOperatingCashFlow,annualDilutedEPS,annualGrossProfit,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualEbitda,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualOtherCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualPretaxIncome,quarterlyOtherIntangibleAssets,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccountsPayable,annualTotalRevenue,trailingCapitalExpenditure,annualCapitalExpenditure,trailingGrossProfit,trailingOperatingIncome,annualPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyCapitalStock,annualEndCashPosition,trailingTotalRevenue,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingPurchaseOfInvestment,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyResearchAndDevelopment,annualLongTermDebt,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyLongTermDebt,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,trailingCommonStockIssuance
1167523200,219719000.0,153642000.0,41423000.0,-11079000.0,40041000.0,,15496000.0,,,24761000.0,,,10841000.0,130251000.0,71000.0,,,,-34813000.0,110297000.0,153642000.0,,,650681000.0,,44659000.0,69050000.0,,,7000.0,,61201000.0,-872000.0,2893000.0,,178837000.0,,,522374000.0,-117634000.0,-1857000.0,130251000.0,3701000.0,7044000.0,,,21767000.0,178837000.0,,,,2972000.0,,,40041000.0,175060000.0,,473957000.0,,2972000.0,0.0,4865000.0,41423000.0,17738000.0,41423000.0,136085000.0,6285000.0,61000.0,4865000.0,-112000.0,29163000.0,0.0,,,425371000.0,11983000.0,50369000.0,65284000.0,10841000.0,10841000.0,,26832000.0,0.0,69050000.0,,604208000.0,473957000.0,1.29,34253000.0,71000.0,-34813000.0,5134000.0,427000.0,-880000.0,782000.0,32465000.0,61201000.0,,,,74000.0,,3505000.0,,2893000.0,-117634000.0,,18681000.0,,,325000.0,-19094000.0,,-7915000.0,,3505000.0,,,30108000.0,404740000.0,103597000.0,1.28,172249000.0,,153642000.0,-3923000.0,,,18681000.0,96205000.0,17389000.0,1522000.0,404740000.0,6548000.0,0.0,522374000.0,,,,153581000.0,32051000.0,1522000.0,9265000.0,604208000.0,68255000.0,,,17738000.0,,425371000.0,271000.0,-4705000.0,,50369000.0,,,,19567000.0,822930000.0,,-97312000.0,,,,153642000.0,153642000.0,,-97312000.0,147296000.0,,19567000.0,325000.0,153642000.0,,157565000.0,-10760000.0,,61952000.0,7000.0,,,,,,,,,,,,,,,,,,
1175299200,236095000.0,,,,,,18649000.0,,,28813000.0,,,12440000.0,140080000.0,,,,,-32670000.0,,158902000.0,,0.38,,32558000.0,48924000.0,,,,,,66708000.0,1568000.0,,,177444000.0,,,543682000.0,,,,-1805000.0,7169000.0,,,,,,,,12812000.0,,,39110000.0,187171000.0,,486161000.0,32953000.0,,0.0,5332000.0,,19556000.0,,,,,,-611000.0,30275000.0,,,,,18819000.0,52180000.0,,12440000.0,12440000.0,,,0.0,73372000.0,,,,,,72000.0,-32108000.0,,354000.0,,7183000.0,,,,,,75000.0,,,,3193000.0,-117634000.0,,17174000.0,,,,446000.0,,-1292000.0,,4142000.0,,0.38,30747000.0,,,,,,,5260000.0,,,,,20064000.0,7875000.0,426048000.0,7624000.0,,,,,,,,,10164000.0,626241000.0,,,,,,448797000.0,,-1361000.0,,,,,,,,,,,,,158902000.0,158902000.0,,,,,19651000.0,326000.0,,,153642000.0,,,,7000.0,,,,,,,,,,,,,,,,,,
1183161600,274346000.0,,,,,,30682000.0,,,41258000.0,,,19981000.0,135202000.0,,,,,-35714000.0,,156217000.0,,0.61,,32642000.0,63780000.0,,,,,,60194000.0,2484000.0,,,176412000.0,,,561893000.0,,,,-3475000.0,-277000.0,,,,,,,,32793000.0,,,36869000.0,210566000.0,,510631000.0,33065000.0,,0.0,6270000.0,,21939000.0,,,,,,-246000.0,33098000.0,,,,,20679000.0,61025000.0,,19981000.0,19981000.0,,,0.0,75008000.0,,,,,,74000.0,-30608000.0,,671000.0,,1737000.0,,,,,,74000.0,,,,3223000.0,-117634000.0,,13983000.0,,,,1083000.0,,-1843000.0,,4418000.0,,0.6,31292000.0,,,,,,,-2685000.0,,,,,32138000.0,3328000.0,444259000.0,12157000.0,,,,,,,,,10576000.0,645833000.0,,,,,,469421000.0,,684000.0,,,,,,,,,,,,,156217000.0,156217000.0,,,,,19923000.0,327000.0,,,158902000.0,,,,7000.0,,,,,,,,,,,,,,,,,,
1191110400,286431000.0,,,,,,31396000.0,,,42563000.0,,,20604000.0,146600000.0,,,,,-35470000.0,,167657000.0,,0.63,,32706000.0,65976000.0,,,,,,70256000.0,2085000.0,,,188649000.0,,,586929000.0,,,,-3602000.0,11528000.0,,,,,,,,53397000.0,,,45223000.0,220455000.0,,536767000.0,33171000.0,,5668000.0,5869000.0,,21939000.0,,,,,,14000.0,34580000.0,,,,,21629000.0,65831000.0,,20604000.0,20604000.0,,,0.0,76344000.0,,,,,,75000.0,-41138000.0,,1255000.0,,3376000.0,,,,,,74000.0,,,,3484000.0,-117634000.0,,10513000.0,,,,8540000.0,,-1784000.0,,4404000.0,,0.62,43534000.0,,,,,,,11440000.0,,,,,32919000.0,0.0,469295000.0,12315000.0,,,,,,,,,11167000.0,683367000.0,,,,,,494718000.0,,2396000.0,,,,,,,,,,,,,167657000.0,167657000.0,,,,,24958000.0,328000.0,,,156217000.0,,,,7000.0,,,,,,,,,,,,,,,,,,
1199059200,288910000.0,151176000.0,70563000.0,12961000.0,53345000.0,,37496000.0,,,49184000.0,,,17538000.0,160005000.0,,,,,-62359000.0,124801000.0,151176000.0,,,843213000.0,,63889000.0,86704000.0,,,,,73301000.0,2185000.0,3402000.0,,201844000.0,20000000.0,,645926000.0,-150996000.0,-3545000.0,160005000.0,5337000.0,3385000.0,,,21805000.0,201844000.0,,,,72486000.0,,,53345000.0,225021000.0,,562110000.0,,72486000.0,-25668000.0,5373000.0,70563000.0,,70563000.0,3863000.0,6378000.0,153642000.0,5373000.0,72000.0,26393000.0,0.0,,,520271000.0,13911000.0,70221000.0,75038000.0,17538000.0,17538000.0,,43439000.0,0.0,86704000.0,,722115000.0,562110000.0,2.16,43595000.0,,-36691000.0,8322000.0,1583000.0,-771000.0,4528000.0,33146000.0,73301000.0,,,,73000.0,,4332000.0,,3402000.0,-150996000.0,,16483000.0,,,328000.0,2892000.0,,-10834000.0,,4332000.0,,,41350000.0,494930000.0,146923000.0,2.13,242569000.0,21939000.0,171176000.0,-16481000.0,,,16483000.0,161363000.0,28881000.0,76000.0,494930000.0,11343000.0,0.0,645926000.0,20000000.0,,,-2466000.0,32672000.0,76000.0,11688000.0,722115000.0,114002000.0,21939000.0,,,,520271000.0,296000.0,4659000.0,,70221000.0,,,,19880000.0,1085782000.0,,-140545000.0,,,-20000000.0,151176000.0,171176000.0,,-166213000.0,16824000.0,,19880000.0,328000.0,151176000.0,,167657000.0,-15753000.0,,117768000.0,,,,,,,,,,,,,,,,,,,
1206921600,305327000.0,,,,,,26793000.0,,,38963000.0,,,17284000.0,170651000.0,,,,,-12243000.0,,187162000.0,,0.53,,32808000.0,64817000.0,,,,,,75934000.0,1930000.0,,,210676000.0,,,666243000.0,,,,2630000.0,12803000.0,,,,,,,,89770000.0,,,50174000.0,240510000.0,,581281000.0,33330000.0,,0.0,3879000.0,,21939000.0,,,,,,-251000.0,38024000.0,,,,,24391000.0,75500000.0,,17284000.0,17284000.0,,,0.0,94717000.0,,,,,,,-32243000.0,,,,-18000.0,,,,,,74000.0,,,,4070000.0,-150996000.0,,19217000.0,,,,0.0,,-1463000.0,,4583000.0,,0.52,48247000.0,,,,,,,35986000.0,,,,,28062000.0,78000.0,515247000.0,10778000.0,,,,,,,,,12170000.0,751932000.0,,,,,,541256000.0,,16004000.0,,,,,,,,,,,,,187162000.0,187162000.0,20000000.0,,,,25682000.0,328000.0,,,151176000.0,,,,,,,,,,,,,,,,,,,,,,
1214784000,340754000.0,,,,,,38314000.0,,,51021000.0,,,24468000.0,177719000.0,,,,,-39023000.0,,195617000.0,,0.74,,32856000.0,76478000.0,,,,,,71295000.0,3165000.0,,,220338000.0,,,690336000.0,,,,4998000.0,684000.0,,,,,,,,114238000.0,,,44284000.0,264276000.0,,609037000.0,33284000.0,,0.0,5374000.0,,21939000.0,,,,,,-568000.0,38164000.0,,,,,24087000.0,81971000.0,,24468000.0,24468000.0,,,0.0,106424000.0,,,,,,,-39023000.0,,,,86000.0,,,,,,75000.0,,,,5139000.0,-150996000.0,,24453000.0,,,,105000.0,,-1370000.0,,5151000.0,,0.74,47392000.0,,,,,,,8455000.0,,,,,39164000.0,1446000.0,539340000.0,14696000.0,,,,,,,,,12707000.0,786756000.0,,,,,,566418000.0,,8369000.0,,,,,,,,,,,,,195617000.0,195617000.0,0.0,,,,25565000.0,328000.0,,,187162000.0,,,,,,,,,,,,,,,,,,,,,,
1222732800,340543000.0,,,,,,33942000.0,,,47711000.0,,,19477000.0,199217000.0,,,,,-38744000.0,,212183000.0,,0.59,,32862000.0,72735000.0,,,,,,80997000.0,3849000.0,,,239976000.0,,,717029000.0,,,,5590000.0,9980000.0,,,,,,,,133715000.0,,,51667000.0,267808000.0,,632702000.0,33170000.0,,0.0,4582000.0,,21939000.0,,,,,,-334000.0,38793000.0,,,,,22645000.0,88500000.0,,19477000.0,19477000.0,,,0.0,118220000.0,,,,,,,-38744000.0,,165000.0,,287000.0,,,,,,78000.0,,,,3971000.0,-150996000.0,,29720000.0,,,,85000.0,,-5263000.0,,5485000.0,,0.59,55023000.0,,,,,,,16566000.0,,,,,31911000.0,81000.0,566033000.0,12434000.0,,,,,,,,,13769000.0,831919000.0,,,,,,591943000.0,,16279000.0,,,,,,,,,,,,,212183000.0,212183000.0,0.0,,,,29249000.0,328000.0,,,195617000.0,,,,-21000.0,,,,,,,,,,,,,,,,,,
1230681600,345344000.0,88044000.0,78202000.0,-29548000.0,52816000.0,,13544000.0,,,31137000.0,,,16973000.0,202395000.0,,,,,-142081000.0,162888000.0,88044000.0,,,1045041000.0,,72897000.0,125607000.0,,,-193000.0,,76788000.0,-8641000.0,6075000.0,,211072000.0,99990000.0,,777361000.0,-191462000.0,13165000.0,202395000.0,-53000.0,9887000.0,87009000.0,,33354000.0,211072000.0,,1290000.0,,150688000.0,,-30227000.0,52816000.0,272447000.0,,622590000.0,,150688000.0,0.0,3643000.0,78202000.0,21939000.0,78202000.0,0.0,198507000.0,151176000.0,3643000.0,696000.0,59353000.0,0.0,,,613913000.0,35890000.0,4857000.0,89155000.0,16973000.0,16973000.0,,49004000.0,0.0,125607000.0,,824985000.0,622590000.0,2.39,52770000.0,,-42091000.0,303000.0,-206000.0,-457000.0,-29903000.0,33146000.0,76788000.0,,,,75000.0,,4789000.0,,6075000.0,-191462000.0,20000000.0,29863000.0,11374000.0,,329000.0,135000.0,,5212000.0,0.0,4789000.0,,,47845000.0,585899000.0,198507000.0,2.36,286927000.0,,188034000.0,-124139000.0,,,29863000.0,180278000.0,28069000.0,0.0,585899000.0,11096000.0,-232091000.0,777361000.0,99990000.0,,,-63132000.0,32766000.0,0.0,14124000.0,824985000.0,127206000.0,,,21939000.0,-76000.0,613913000.0,302000.0,5754000.0,,4857000.0,,,,23890000.0,1331968000.0,,-152101000.0,,,-99990000.0,88044000.0,188034000.0,0.0,-232091000.0,-29548000.0,87009000.0,23890000.0,329000.0,88044000.0,,212183000.0,9339000.0,,124039000.0,-193000.0,,,,,,,,,,,,,,,,,,
1238457600,354456000.0,,,,,3372000.0,-1007000.0,,,56107000.0,,,25392000.0,222053000.0,,,,,72846000.0,,204934000.0,,0.79,,32003000.0,41189000.0,,,9923000.0,,,88616000.0,-318000.0,,-21148000.0,230445000.0,,,,,,,2945000.0,15036000.0,91148000.0,,,,,,,176080000.0,,,55947000.0,313267000.0,,632546000.0,32362000.0,,0.0,3375000.0,,21939000.0,,,,,,-977000.0,42196000.0,,,,,25612000.0,5473000.0,,25392000.0,25392000.0,,,0.0,133437000.0,-20000.0,,,,,,-27144000.0,,,,-18967000.0,,,,,,73000.0,,,,6264000.0,,,32960000.0,,,,630000.0,,0.0,,5766000.0,,0.78,63011000.0,,,,,,,116890000.0,,,,,41314000.0,0.0,595951000.0,15922000.0,,,0.0,,567000.0,,,,14720000.0,854599000.0,,,,,,624154000.0,,35867000.0,,,,,,,,,,,,,204934000.0,204934000.0,99990000.0,,,,22662000.0,329000.0,,,88044000.0,,,,-212000.0,,,,,,,,,,,,,,,,,,
1246320000,388836000.0,,,,,4339000.0,57322000.0,,,72812000.0,,,35393000.0,224279000.0,,,,,-24665000.0,,208299000.0,,1.11,,31856000.0,101228000.0,,,,,,80942000.0,241000.0,,-36369000.0,239297000.0,,,,,,,5367000.0,-10230000.0,94679000.0,,,,,,,211473000.0,,,56191000.0,287608000.0,,649060000.0,32195000.0,,0.0,3217000.0,,21939000.0,,,,,,51000.0,43906000.0,,,,,27365000.0,5991000.0,,35393000.0,35393000.0,,,0.0,143337000.0,-20000.0,,,,,,-24665000.0,,,,-23621000.0,,,,,,186000.0,,,,6472000.0,,,38832000.0,,,,6166000.0,,0.0,,5715000.0,,1.1,51651000.0,,,,,,,3365000.0,,,,,57429000.0,0.0,605631000.0,22036000.0,,,0.0,,104000.0,,,,15197000.0,873339000.0,,,,,,634042000.0,,26986000.0,,,,,,,,,,,,,208299000.0,208299000.0,0.0,,,,24666000.0,333000.0,,,204934000.0,,,,-25000.0,,,,,,,,,,,,,,,,,,
1254268800,387581000.0,,,,,3768000.0,54809000.0,,,70392000.0,,,34464000.0,238137000.0,,,,,-28473000.0,,238446000.0,,1.09,,31625000.0,98894000.0,,,,,,87136000.0,4000.0,,-12484000.0,269142000.0,,,,,,,2069000.0,7131000.0,99506000.0,,,,,,,245937000.0,,,54492000.0,288687000.0,,681682000.0,31949000.0,,0.0,3133000.0,,21939000.0,,,,,,-143000.0,44085000.0,,,,,27090000.0,6627000.0,,34464000.0,34464000.0,,,0.0,151001000.0,-21000.0,,,,,,-28473000.0,,,,-5811000.0,,,,,,74000.0,,,,6712000.0,,,41058000.0,,,,3461000.0,,0.0,,5858000.0,,1.08,64431000.0,,,,,,,30147000.0,,,,,54867000.0,0.0,622026000.0,20403000.0,,,0.0,,84000.0,,,,15451000.0,919819000.0,,,,,,650677000.0,,35958000.0,,,,,,,,,,,,,238446000.0,238446000.0,0.0,,,,32555000.0,334000.0,,,208299000.0,,,,-21000.0,,,,,,,,,,,,,,,,,,
1262217600,387544000.0,219566000.0,126845000.0,10435000.0,72620000.0,3513000.0,50385000.0,,,66627000.0,,,31596000.0,258044000.0,,,,,-86916000.0,174814000.0,219566000.0,,,1139898000.0,,95012000.0,155891000.0,,4207000.0,29000.0,,102153000.0,191000.0,5701000.0,-14088000.0,297454000.0,50000000.0,,882111000.0,-245700000.0,8423000.0,258044000.0,-2099000.0,31235000.0,106395000.0,,43172000.0,297454000.0,,-875000.0,,277533000.0,,-84089000.0,72620000.0,292532000.0,,703461000.0,,277533000.0,0.0,4763000.0,126845000.0,21939000.0,126845000.0,,143475000.0,88044000.0,4763000.0,244000.0,44627000.0,0.0,,,664051000.0,27483000.0,6851000.0,107550000.0,31596000.0,31596000.0,,77380000.0,0.0,155891000.0,-21000.0,961505000.0,703461000.0,3.99,61308000.0,,-36916000.0,-23000.0,,-825000.0,-13544000.0,32102000.0,102153000.0,,,,72000.0,,5614000.0,4207000.0,5701000.0,-245700000.0,99990000.0,38863000.0,14992000.0,,335000.0,178000.0,,0.0,0.0,5614000.0,,,81580000.0,636411000.0,260673000.0,3.95,378519000.0,,269566000.0,-18880000.0,,,38863000.0,265938000.0,50615000.0,0.0,636411000.0,19019000.0,0.0,882111000.0,50000000.0,,-1630000.0,131522000.0,31766000.0,0.0,15940000.0,961505000.0,204225000.0,,,21939000.0,-82000.0,664051000.0,405000.0,44664000.0,,6851000.0,,,,25230000.0,1518417000.0,,-117198000.0,,,-50000000.0,219566000.0,269566000.0,0.0,-67208000.0,-61943000.0,106395000.0,25230000.0,335000.0,219566000.0,,238446000.0,0.0,,203705000.0,29000.0,,,,,,,,,,,,,,,,,,
1269993600,409686000.0,,,,,4687000.0,61296000.0,,-55000000.0,78305000.0,,,37847000.0,258393000.0,,,,,-74703000.0,,193002000.0,,1.2,,31483000.0,106995000.0,,,21068000.0,,,100272000.0,-295000.0,,-17798000.0,327050000.0,,,,,,,-3271000.0,2896000.0,110019000.0,,,,,,,315380000.0,,,52962000.0,302691000.0,,734379000.0,31814000.0,,0.0,3514000.0,,21939000.0,,,,,,-700000.0,45699000.0,,,,,27696000.0,8365000.0,,37847000.0,37847000.0,,,0.0,158121000.0,-22000.0,,,,,,-19703000.0,,,,-11728000.0,,,,,,79000.0,,,,6214000.0,,,35984000.0,,,,2301000.0,,0.0,,6314000.0,,1.19,59867000.0,,,,,,,-26564000.0,,,,,61492000.0,0.0,637569000.0,23645000.0,,,105000000.0,,1385000.0,,,,16734000.0,992772000.0,,,,,,665722000.0,,40164000.0,,,,,,,,,,,,,193002000.0,298002000.0,0.0,,,,26139000.0,336000.0,,,219566000.0,,,,-130000.0,,,,,,,,,,,,,,,,,,
1277856000,466841000.0,,,,,7002000.0,74959000.0,,-25000000.0,92439000.0,,,46461000.0,259108000.0,,,,,-21950000.0,,202042000.0,,1.48,,31373000.0,125389000.0,,,3381000.0,,,100574000.0,114000.0,,-40785000.0,339348000.0,,,,,,,-4096000.0,1043000.0,114119000.0,,,,,,,361841000.0,,,66871000.0,341452000.0,,750014000.0,31802000.0,,0.0,3787000.0,,21939000.0,,,,,,-44000.0,50430000.0,,,,,31865000.0,8570000.0,,46461000.0,46461000.0,,,0.0,158534000.0,-21000.0,,,,,,-21950000.0,,,,-38099000.0,,,,,,85000.0,,,,6235000.0,,,32121000.0,,,,1039000.0,,0.0,,6358000.0,,1.46,69089000.0,,,,,,,9040000.0,,,,,75301000.0,0.0,641600000.0,28840000.0,,,105000000.0,,-337000.0,,,,17053000.0,1009122000.0,,,,,,669774000.0,,47139000.0,,,,,,,,,,,,,202042000.0,307042000.0,25000000.0,,,,30211000.0,337000.0,,,193002000.0,,,,-80000.0,,,,,,,,,,,,,,,,,,
1285804800,476874000.0,,,,,6157000.0,77584000.0,,-10000000.0,95298000.0,,,48228000.0,271342000.0,,,,,-14526000.0,,210996000.0,,1.55,,31031000.0,131879000.0,,,0.0,,,103433000.0,-47000.0,,-52897000.0,345399000.0,,,,,,,4328000.0,-10256000.0,118394000.0,,,,,,,410069000.0,,,67675000.0,344995000.0,,761029000.0,31629000.0,,0.0,4446000.0,,21939000.0,,,,,,-816000.0,54295000.0,,,,,35465000.0,9374000.0,,48228000.0,48228000.0,,,0.0,167909000.0,-25000.0,,,,,,-29526000.0,,,,-44539000.0,,,,,,14000.0,,,,6610000.0,,,36448000.0,,,,2547000.0,,0.0,,7175000.0,,1.52,67240000.0,,,,,,,8954000.0,,,,,77965000.0,0.0,658423000.0,29737000.0,,,90000000.0,,-503000.0,,,,17319000.0,1032371000.0,,,,,,686972000.0,,37714000.0,,,,,,,,,,,,,210996000.0,300996000.0,25000000.0,,,,35641000.0,338000.0,,,202042000.0,,,,864000.0,,,,,,,,,,,,,,,,,,
1293753600,482521000.0,224838000.0,178981000.0,14526000.0,89228000.0,3535000.0,73992000.0,,-35000000.0,92209000.0,,,46445000.0,310732000.0,,,,,-78702000.0,201574000.0,224838000.0,,,1346517000.0,,125142000.0,187678000.0,6989000.0,0.0,606000.0,,123054000.0,492000.0,16564000.0,-15122000.0,406221000.0,124766000.0,,982109000.0,-305228000.0,10479000.0,310732000.0,13103000.0,24127000.0,123667000.0,,17810000.0,406221000.0,,-743000.0,,456514000.0,,-126602000.0,89228000.0,357379000.0,,810873000.0,,456514000.0,-1900000.0,5658000.0,178981000.0,21939000.0,178981000.0,,175976000.0,219566000.0,5658000.0,79000.0,51150000.0,0.0,,,715384000.0,31331000.0,9825000.0,126357000.0,46445000.0,46445000.0,,110080000.0,0.0,187678000.0,-28000.0,1121605000.0,810873000.0,5.73,68921000.0,,-42036000.0,-151000.0,,-1481000.0,-156000.0,31735000.0,123054000.0,,,,91000.0,,7098000.0,0.0,16564000.0,-305228000.0,50234000.0,50525000.0,21381000.0,,340000.0,8639000.0,,0.0,-1900000.0,7098000.0,,,92995000.0,676881000.0,289191000.0,5.64,489405000.0,,349604000.0,13842000.0,,,50525000.0,358251000.0,74303000.0,0.0,676881000.0,27858000.0,0.0,982109000.0,124766000.0,,-1288000.0,5272000.0,31234000.0,0.0,,1121605000.0,289061000.0,,,21939000.0,-96000.0,715384000.0,269000.0,50959000.0,,9825000.0,,,,33705000.0,1835922000.0,,-113215000.0,,,-126900000.0,224838000.0,349604000.0,234000.0,-189881000.0,-94522000.0,123667000.0,33705000.0,340000.0,224838000.0,,210996000.0,0.0,,287831000.0,606000.0,,,,,,,,,,,,,,,,,,
1301529600,509384000.0,,,,,8923000.0,74821000.0,,-59452000.0,93790000.0,,,46382000.0,295309000.0,,2501000.0,,,-6124000.0,,282939000.0,,1.49,,31082000.0,128488000.0,,,,,,99344000.0,118000.0,,-13523000.0,377160000.0,,,,,,,2703000.0,-1276000.0,127387000.0,,,,,,,502896000.0,,,63291000.0,380896000.0,,862746000.0,31717000.0,,0.0,7623000.0,,21939000.0,,,,,,-1639000.0,53667000.0,,,,,33512000.0,11341000.0,,46382000.0,46382000.0,,,0.0,195965000.0,-29000.0,,,,,,-26438000.0,,,,-4480000.0,,,,,,188000.0,,,,16108000.0,,,53608000.0,,,,8700000.0,59456000.0,0.0,,8738000.0,,1.46,68305000.0,,,,,,,58101000.0,,,,,75108000.0,0.0,683392000.0,28726000.0,,,45000000.0,,-1968000.0,,,,18494000.0,1158055000.0,,,,,,780895000.0,,41867000.0,,,,,,,,,,,,,282939000.0,327939000.0,79766000.0,,,,35929000.0,341000.0,,,224838000.0,,,,1224000.0,,,,,,,,,,,,,,,,,,
1309392000,188121000.0,,,,,13055000.0,-298200000.0,,-30836000.0,102843000.0,,,50657000.0,324519000.0,,3868000.0,,,-51838000.0,,349801000.0,,1.63,,31167000.0,-236121000.0,,,,,,117416000.0,99400000.0,,-8961000.0,441712000.0,,,,,,,5998000.0,35428000.0,131592000.0,,,,,,,553553000.0,,,31647000.0,424242000.0,,939062000.0,31761000.0,,0.0,6179000.0,,21939000.0,,,,,,292000.0,62079000.0,,,,,43574000.0,11892000.0,,50657000.0,50657000.0,,,0.0,207103000.0,,,,,,,-31243000.0,,,,12068000.0,,,,,,2481000.0,,,,14609000.0,,,60023000.0,,,,20915000.0,89712000.0,-1377000.0,,8447000.0,,1.59,106411000.0,,,,,,,66862000.0,,,,,81857000.0,0.0,695609000.0,31200000.0,,,34759000.0,,1444000.0,,,,18505000.0,1263581000.0,,,,,,821869000.0,,75168000.0,,,,,,,,,,,,,349801000.0,384560000.0,10241000.0,,,,40258000.0,343000.0,,,282939000.0,,,,1331000.0,,,,,,,,,,,,,,,,,,
