date,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualPretaxIncome,annualNetIncome,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualAccountsReceivable,annualDilutedAverageShares,quarterlyNetIncome,annualFreeCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,trailingCommonStockIssuance,annualStockholdersEquity,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyInterestExpense,trailingTotalRevenue,trailingDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualEndCashPosition,annualOtherCurrentAssets,annualOperatingIncome,quarterlyBasicAverageShares,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyInvestingCashFlow,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,annualCashAndCashEquivalents,trailingOperatingIncome,quarterlyOtherNonCurrentAssets,trailingOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualBasicAverageShares,trailingRepurchaseOfCapitalStock,annualNetPPE,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualEbitda,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualGrossPPE,trailingChangesInAccountReceivables,trailingInterestExpense,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualInterestExpense,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,trailingGrossProfit,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualDilutedEPS,annualCapitalStock,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCostOfRevenue,annualGrossProfit,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingFreeCashFlow,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,annualResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualIncomeTaxPayable,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1970-01-01 00:00:01.364688000,,,,345452000.0,,,380650000.0,,,0.0,,,,,-89959000.0,-25899000.0,-52999000.0,,68765000.0,,148468717.0,,16616000.0,-665192000.0,,,-14477000.0,,1950000.0,53367000.0,,,,5692000.0,,3132251000.0,471133000.0,,,101662000.0,,-15680000.0,,,,,,,,27100000.0,72464000.0,,194010000.0,1097478000.0,,,,,385109000.0,,36062000.0,,,,918596000.0,,,,,,,148468717.0,-689516000.0,,3988000.0,,176975000.0,46821000.0,,53097000.0,-8042000.0,71252000.0,-6999000.0,,-33862000.0,,,,17559000.0,51816000.0,-52999000.0,,-79432000.0,135524000.0,,,,6532000.0,345452000.0,,-0.356971,,-54636000.0,1252555000.0,132916000.0,,,,-13160000.0,,,,,,,448116000.0,,-164314000.0,,,-3936000.0,-7227000.0,-19071000.0,,,,30819000.0,-89670000.0,,-2201000.0,35198000.0,-29709000.0,74916000.0,,,,-52999000.0,,,-0.356971,,-47697000.0,8632000.0,964147000.0,470231000.0,658332000.0,305815000.0,,,,,321495000.0,,333491000.0,,,,,,16796000.0,754282000.0,345452000.0,-8672000.0,1879696000.0,,,,-38400000.0,,650064000.0,,,,178793000.0,,,,,867446000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,,,180997000.0,,,,,0.041995,,,,,,,,,,,,,,6235000.0,,,,6235000.0,,,,,,,,,1469000.0,,,,,,,,148468717.0,,,,,,6235000.0,,,,,,,35820000.0,,,,,,,,107523000.0,,427000.0,,,92131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,148468717.0,,,,,,,,,,,,,,,,,,,,,,,,0.041995,,,,,,15865000.0,,,,,,,,,288520000.0,,,,,,,,,,,,,,14396000.0,,,,,,,,,,,,,,,,,15392000.0,,,,,,,,,,,8161000.0,,50378000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,382894000.0,-607266000.0,156720000.0,,103901000.0,920312000.0,,,920312000.0,0.0,51824000.0,137417000.0,103901000.0,,-125037000.0,23873000.0,12642000.0,23793000.0,,137417000.0,148468717.0,-1046000.0,62769000.0,,79783000.0,-1046000.0,-57033000.0,40312000.0,,,676351000.0,,23104000.0,5061000.0,1602000.0,,,23988000.0,87263000.0,171898000.0,12000.0,27341000.0,,51824000.0,125703000.0,10757000.0,219973000.0,171898000.0,-1046000.0,11231000.0,74336000.0,-9999000.0,,,884000.0,33703000.0,11000.0,171898000.0,,24166000.0,,243961000.0,3841000.0,99279000.0,,1138000.0,24166000.0,54990000.0,100021000.0,-785000.0,72067000.0,148468717.0,,195996000.0,17480000.0,23988000.0,133585000.0,-43393000.0,243965000.0,104192000.0,,130849000.0,-12780000.0,537418000.0,70236000.0,0.0,6176000.0,748897000.0,,,12642000.0,1103000.0,0.0,101662000.0,,23104000.0,676351000.0,5983000.0,,10216000.0,0.085149,-785000.0,-68080000.0,,151404000.0,382894000.0,54990000.0,3841000.0,,28585000.0,243965000.0,171898000.0,47000.0,12000.0,79783000.0,,1284402000.0,,,117482000.0,2336000.0,-8945000.0,35266000.0,195996000.0,40759000.0,5151000.0,29901000.0,-4245000.0,125703000.0,,,,,255999000.0,12204000.0,-7928000.0,12642000.0,87263000.0,-552901000.0,0.085149,1284402000.0,0.0,,1148231000.0,,743304000.0,404927000.0,-1155000.0,0.0,748897000.0,219973000.0,377586000.0,537418000.0,,-552901000.0,,243961000.0,884000.0,31721000.0,441000.0,,,-3313000.0,,-742000.0,1103000.0,54416000.0,6160000.0,72067000.0,,-1706000.0,-20234000.0,-1150000.0,197269000.0,12146000.0,-109000.0,-607266000.0,49362000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,148468717.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,148468717.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,0.0,,195216000.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,195000.0,,,0.0,,,,,148468717.0,,,0.0,,0.0,0.0,,,,,,,36933000.0,,,,,,0.0,,167451000.0,,137000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,148468717.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,48567000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,410358000.0,,206384000.0,,,1165615000.0,,0.591795,,,67569000.0,215248000.0,103901000.0,,,,,116169000.0,,,,87863000.0,,,,87863000.0,,12950000.0,,,,,50300000.0,,197000.0,,,50300000.0,0.0,,,,148468717.0,,170019000.0,-142206000.0,,118093000.0,87863000.0,,,-89469000.0,,,,29965000.0,1372000.0,,,39195000.0,,270053000.0,2150000.0,190702000.0,,-195000.0,,,87067000.0,,,,,,,,,,,,,,,,,,2743000.0,,,,,,,,148468717.0,,895562000.0,,,-10989000.0,,1823000.0,,,,,36533000.0,,,40999000.0,296703000.0,118093000.0,-52000.0,7436000.0,130461000.0,,1311184000.0,,0.591795,0.0,,,,228579000.0,103628000.0,4119000.0,,,,,,,,397086000.0,4200000.0,-21857000.0,,,-576112000.0,,,,,,,,,103431000.0,0.0,804691000.0,219753000.0,,755257000.0,,,,,,167099000.0,,,,,,103635000.0,21723000.0,-53805000.0,,178610000.0,,-37021000.0,,1011000.0,,2880000.0,15568000.0,-417445000.0,48865000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,5392274000.0,-410963000.0,446006000.0,,2140586000.0,6892379000.0,,0.04,6892379000.0,0.0,131871000.0,353830000.0,2140586000.0,,-387734000.0,121241000.0,196303000.0,18493000.0,,353830000.0,149059000.0,6482000.0,134662000.0,,182468000.0,6482000.0,-63942000.0,179964000.0,,,6173160000.0,,83720000.0,847000.0,555000.0,,,393909000.0,0.0,299814000.0,26538000.0,122466000.0,149059000.0,131871000.0,346900000.0,78264000.0,325310000.0,299814000.0,6482000.0,-75062000.0,216988000.0,-115156000.0,,,310189000.0,145033000.0,-10319000.0,299814000.0,,57005000.0,,719219000.0,4083000.0,188886000.0,,-580000.0,57005000.0,2307229000.0,291431000.0,-124000.0,244830000.0,149059000.0,,883371000.0,46072000.0,393909000.0,261482000.0,-30107000.0,544644000.0,339650000.0,,305624000.0,-50874000.0,1500105000.0,127916000.0,0.0,47471000.0,1492947000.0,,,196303000.0,10971000.0,-87503000.0,171898000.0,150470000.0,83720000.0,6173160000.0,1421000.0,,55086000.0,1.316948,-124000.0,-170962000.0,,249886000.0,5392274000.0,2307229000.0,4083000.0,,89051000.0,544644000.0,299814000.0,52000.0,26538000.0,182468000.0,,6584247000.0,,0.043486,118093000.0,-254000.0,-20593000.0,10423000.0,883371000.0,77026000.0,42110000.0,64941000.0,-112898000.0,346900000.0,,,,,634892000.0,-34408000.0,-120032000.0,196303000.0,0.0,-609576000.0,1.316948,6584247000.0,224324000.0,,1710966000.0,,1021658000.0,689308000.0,-103493000.0,-50874000.0,1492947000.0,325310000.0,566842000.0,1500105000.0,,-609576000.0,,719219000.0,310189000.0,138525000.0,-109970000.0,,,-58236000.0,,-102545000.0,10971000.0,181721000.0,-30369000.0,244830000.0,,48939000.0,-18880000.0,-118715000.0,257494000.0,26733000.0,-109975000.0,-410963000.0,115476000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,5329884000.0,,394124000.0,,,6909870000.0,,0.01,,,128583000.0,408074000.0,2136773000.0,,,,,52037000.0,,,,2036000.0,,,,2036000.0,,42738000.0,,,,,86489000.0,,548000.0,,,396183000.0,,,,,149431000.0,,363914000.0,-75137000.0,,325602000.0,2036000.0,,,-86145000.0,,,309694000.0,145728000.0,-8850000.0,,,64631000.0,,731679000.0,4397000.0,279517000.0,,4119000.0,,,280852000.0,,,,,,,,,,,,,,,,,0.0,-54245000.0,,,,,,,,154461000.0,,6178191000.0,,,-21606000.0,,-1083000.0,,,,,2184013000.0,,,100263000.0,558429000.0,325602000.0,0.0,24927000.0,206071000.0,,6588201000.0,,0.013625,299814000.0,,,,940070000.0,45914000.0,48170000.0,,,,,,,,673641000.0,-40473000.0,-89395000.0,,,-644052000.0,,,,,,,,,2628000.0,-50009000.0,1584122000.0,335496000.0,,1579986000.0,,,,,,141432000.0,,,,,,-1335000.0,842000.0,25788000.0,,232827000.0,,-75007000.0,123121000.0,3849000.0,,18386000.0,592000.0,-408927000.0,117210000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,5256115000.0,,423487000.0,,,6532097000.0,,0.029746,,,147326000.0,438266000.0,2135697000.0,75000000.0,,,,88504000.0,,,,4448000.0,,,,4448000.0,,46069000.0,,,,,86342000.0,,660000.0,,,464525000.0,,,,,140976000.0,,393760000.0,100669000.0,,169597000.0,4448000.0,,,-88959000.0,,,303183000.0,134994000.0,-11836000.0,,,64101000.0,,819999000.0,28761000.0,284848000.0,,381000.0,,,266809000.0,,,,,,,,,,,,,,,,,0.0,-30251000.0,,,,,,,,150783000.0,,5712098000.0,,,-30197000.0,,-1281000.0,,,,,2055228000.0,,,269804000.0,195557000.0,169597000.0,-50000000.0,22532000.0,204857000.0,,6117858000.0,,0.029746,325602000.0,,,,972328000.0,64961000.0,35730000.0,,,,,,,,708335000.0,-425445000.0,-80291000.0,,,-682261000.0,,,,,,,,,18232000.0,-499931000.0,1654589000.0,355474000.0,,1275982000.0,,,,,,168795000.0,,,,,,18039000.0,3291000.0,-156005000.0,,25960000.0,,-44580000.0,127819000.0,-1461000.0,,11322000.0,13784000.0,-404479000.0,118293000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,5167393000.0,,389693000.0,,,7011110000.0,,-0.08,,,111449000.0,296592000.0,2135697000.0,987888000.0,,,,156538000.0,,,,-11127000.0,,,,-11127000.0,,48522000.0,,,,,85362000.0,,7668000.0,,,1216353000.0,,,,,137051000.0,,406692000.0,-207962000.0,,851597000.0,-11127000.0,,,-168362000.0,,,143103000.0,126294000.0,-13081000.0,,,62207000.0,,1517038000.0,29287000.0,230988000.0,,-639000.0,,,244201000.0,,,,,,,,,,,,,,,,,0.0,141363000.0,,,,,,,,139343000.0,,5494072000.0,,,-13194000.0,,-1353000.0,,,,,1927366000.0,,,21455000.0,1025166000.0,851597000.0,-75000000.0,24827000.0,188521000.0,,5911031000.0,,-0.078724,169597000.0,,,,1012836000.0,35189000.0,30308000.0,,,,,,,,620681000.0,672616000.0,-61468000.0,,,-719382000.0,,,,,,,,,-21001000.0,-250069000.0,1732218000.0,300685000.0,,1843717000.0,,,,,,218006000.0,,,,,,-13213000.0,715000.0,682000000.0,,173569000.0,,43770000.0,128647000.0,-21441000.0,,10766000.0,-9874000.0,-415606000.0,105992000.0,,,,,,,,,,,,,,,,,,,
