,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyBasicEPS,annualCashAndCashEquivalents,quarterlyEbitda,annualCurrentAccruedExpenses,annualCurrentDebt,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualDeferredIncomeTax,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyLongTermDebt,annualCommonStockIssuance,annualAccountsReceivable,annualFreeCashFlow,annualBeginningCashPosition,annualNetIncome,annualCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualOtherNonCashItems,annualOtherCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInInventory,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,annualCapitalStock,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyInventory,annualDilutedAverageShares,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,annualGrossProfit,quarterlyOperatingCashFlow,annualDilutedEPS,quarterlyChangeInCashSupplementalAsReported,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,quarterlyTaxProvision,quarterlyDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentLiabilities,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,quarterlyFreeCashFlow,annualGoodwill,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,annualOperatingIncome,trailingGrossProfit,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,annualAccountsPayable,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
488937600,,,155700000.0,,,,0.0025,,155700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155700000.0,,,,,,,401904000.0,,,,,,,,,,,,,,,,,,15600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,144100000.0,,,,0.002188,,144100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144100000.0,,,,,,,401904000.0,,,,,,,,,,,,,,,,,,12700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,148600000.0,,31500000.0,,,53800000.0,-365500000.0,,7600000.0,,,118500000.0,,,,363500000.0,,,,,,,122700000.0,262200000.0,150600000.0,90000000.0,,,340800000.0,,-203800000.0,,,,28500000.0,,,,,,262200000.0,118500000.0,-365500000.0,364700000.0,,,,,31500000.0,,,,,,0.005,,403400000.0,364700000.0,,10000000.0,,,0.0,0.0,31500000.0,,,-10800000.0,259700000.0,,,12000000.0,,123300000.0,,38400000.0,,27600000.0,521900000.0,27600000.0,403400000.0,10000000.0,28500000.0,90000000.0,,,7600000.0,,,,83100000.0,,,,-203800000.0,122700000.0,6500000.0,,,,,,,,83100000.0,403264000.0,137000000.0,53800000.0,0.0,,232600000.0,,0.005,,109300000.0,6500000.0,82400000.0,403264000.0,,,,,137000000.0,,82400000.0,340800000.0,,,,,69900000.0,,,,,521900000.0,12000000.0,,259700000.0,-12100000.0,82000000.0,,,0.0,,596100000.0,,,53800000.0,53800000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,174700000.0,,,,0.0025,,174700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174700000.0,,,,,,,402896000.0,,,,,,,,,,,,,,,,,,15200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,203000000.0,,,,0.003125,,203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203000000.0,,,,,,,403184000.0,,,,,,,,,,,,,,,,,,19500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,192000000.0,,,,0.002813,,192000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192000000.0,,,,,,,403184000.0,,,,,,,,,,,,,,,,,,17500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,389500000.0,,79600000.0,,,27100000.0,-457600000.0,,35700000.0,,,799600000.0,,,,586100000.0,,,,,,,162200000.0,597800000.0,261000000.0,304200000.0,,,549700000.0,,-231900000.0,,,,495400000.0,,,,,,597800000.0,799600000.0,-457600000.0,427000000.0,,,,,79600000.0,,,,,,0.012188,,476600000.0,427000000.0,,468300000.0,,,0.0,0.0,79600000.0,,,27300000.0,678400000.0,,,13400000.0,,223800000.0,,68500000.0,,52200000.0,1276200000.0,52200000.0,476600000.0,468300000.0,495400000.0,304200000.0,,,35700000.0,,,,278900000.0,,,,-231900000.0,162200000.0,13700000.0,,,,,,,,278900000.0,410032000.0,317800000.0,27100000.0,0.0,198400000.0,375000000.0,,0.012188,,151200000.0,13700000.0,268500000.0,410032000.0,,,,,317800000.0,,268500000.0,549700000.0,,,,,148100000.0,,,,,1276200000.0,13400000.0,198400000.0,678400000.0,34100000.0,114000000.0,,,0.0,,961100000.0,,,27100000.0,27100000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,401400000.0,,,,0.00375,,401400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401400000.0,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,24400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,425100000.0,,,,0.00875,,425100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425100000.0,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,28700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,419800000.0,,,,0.008125,,419800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419800000.0,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,26400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,452100000.0,,106200000.0,,,32100000.0,-1006600000.0,,47700000.0,,,676400000.0,,,,1061800000.0,,,,,,,102800000.0,674200000.0,396900000.0,341800000.0,,,599200000.0,,-280500000.0,,,,334600000.0,,,,,,674200000.0,676400000.0,-1006600000.0,512400000.0,,,,,106200000.0,,,,,,0.0325,,608500000.0,512400000.0,,309500000.0,,,0.0,0.0,106200000.0,,,26700000.0,610700000.0,,,18200000.0,,339100000.0,,93900000.0,,43300000.0,1284900000.0,43300000.0,608500000.0,309500000.0,334600000.0,341800000.0,,,47700000.0,,,,20100000.0,,,,-280500000.0,102800000.0,6900000.0,,,,,,,,20100000.0,414584000.0,318700000.0,32100000.0,0.0,189200000.0,636600000.0,,0.0325,,297500000.0,6900000.0,294100000.0,414584000.0,,,,,318700000.0,,294100000.0,599200000.0,,,,,200100000.0,33400000.0,,,,1284900000.0,18200000.0,189200000.0,610700000.0,-6100000.0,239700000.0,,,0.0,,1698400000.0,,,32100000.0,32100000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,447800000.0,,,,0.009375,,447800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447800000.0,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,30900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,500900000.0,,,,0.011875,,500900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500900000.0,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,38900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,480700000.0,,,,0.010625,,480700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480700000.0,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,34500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,500400000.0,,140000000.0,,,26700000.0,-1156700000.0,,31700000.0,,,635500000.0,,,,1212900000.0,,,,,,,140000000.0,713600000.0,444200000.0,321400000.0,,,661300000.0,,-318500000.0,,,,314100000.0,,,,,,713600000.0,635500000.0,-1156700000.0,634900000.0,,,,,140000000.0,,,,,,0.04125,,744700000.0,634900000.0,,225900000.0,,,0.0,0.0,140000000.0,,,35600000.0,666600000.0,,,21300000.0,,369100000.0,,92800000.0,,54800000.0,1380200000.0,54800000.0,744700000.0,225900000.0,314100000.0,321400000.0,,,31700000.0,,,,315600000.0,,,,-318500000.0,140000000.0,66900000.0,,,,,,,,315600000.0,422784000.0,342800000.0,26700000.0,0.0,183800000.0,716900000.0,,0.040625,,347800000.0,66900000.0,289700000.0,422784000.0,,,,,342800000.0,,289700000.0,661300000.0,,,,,232800000.0,26100000.0,,,,1380200000.0,21300000.0,183800000.0,666600000.0,-13800000.0,272700000.0,,,0.0,,1929800000.0,,,26700000.0,26700000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
