,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyBasicEPS,annualCashAndCashEquivalents,quarterlyEbitda,annualCurrentAccruedExpenses,annualCurrentDebt,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualDeferredIncomeTax,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyLongTermDebt,annualCommonStockIssuance,annualAccountsReceivable,annualFreeCashFlow,annualBeginningCashPosition,annualNetIncome,annualCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualOtherNonCashItems,annualOtherCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInInventory,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,annualCapitalStock,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyInventory,annualDilutedAverageShares,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,annualGrossProfit,quarterlyOperatingCashFlow,annualDilutedEPS,quarterlyChangeInCashSupplementalAsReported,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,quarterlyTaxProvision,quarterlyDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentLiabilities,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,quarterlyFreeCashFlow,annualGoodwill,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,annualOperatingIncome,trailingGrossProfit,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,annualAccountsPayable,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
315446400,,,,,41200000.0,,,64900000.0,,,2700000.0,,,,,,,238400000.0,,,,,,,36000000.0,,93800000.0,,,,,,-124300000.0,,,,11000000.0,,,,,,186400000.0,83600000.0,,,,,,,41200000.0,,,,,,0.003438,,,182800000.0,,,,,0.0,0.0,41200000.0,,,,128100000.0,,,,,75900000.0,,32700000.0,,4100000.0,314500000.0,,230900000.0,1600000.0,,72600000.0,,,,,,,58000000.0,,,,,,,,,,,,,,,391392000.0,92100000.0,64900000.0,0.0,,159700000.0,,0.003438,,83800000.0,1500000.0,,391392000.0,,,,,,,69900000.0,216400000.0,,,,,73900000.0,1200000.0,,,,,7900000.0,,,9100000.0,65900000.0,,,0.0,,398100000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347068800,,,,,42900000.0,,,74100000.0,,,1700000.0,,,,,,,237200000.0,,,,,,,48100000.0,,101900000.0,,,,,,-139800000.0,,,,12700000.0,,,,,,197900000.0,81200000.0,,,,,,,42900000.0,,,,,,0.003438,,,213300000.0,,,,,0.0,0.0,42900000.0,,,,147200000.0,,,,,82700000.0,,33900000.0,,2300000.0,345100000.0,,263900000.0,2900000.0,,68500000.0,,,,,,,57100000.0,,,,,,,,,,,,,,,391424000.0,99100000.0,74100000.0,0.0,,164500000.0,,0.003438,,81800000.0,1100000.0,,391424000.0,,,,,,,66800000.0,238900000.0,,,,,76800000.0,1000000.0,,,,,8700000.0,,,15200000.0,62600000.0,,,0.0,,401700000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378604800,,,,,43100000.0,,,32700000.0,,,6000000.0,,,,,,,270900000.0,,,,,,,83700000.0,,116500000.0,,,,,,-154100000.0,,,,26400000.0,,,,,,182800000.0,95700000.0,,,,,,,43100000.0,,,,,,0.003438,,,244500000.0,,,,,0.0,0.0,43100000.0,,,,199000000.0,,,,,94400000.0,,31800000.0,,3800000.0,381800000.0,,286100000.0,13500000.0,,69300000.0,,,,,,,70700000.0,,,,,,,,,,,,,,,391616000.0,115300000.0,32700000.0,0.0,,184600000.0,,0.003438,,90200000.0,2700000.0,,391616000.0,,,,,,,63300000.0,269400000.0,,,,,74900000.0,2300000.0,,,,,10200000.0,,,9100000.0,68100000.0,,,0.0,,455500000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410140800,,,,,39200000.0,,,44900000.0,,,6900000.0,,,,,,,264800000.0,,,,,,,95800000.0,,119900000.0,,,,,,-166000000.0,,,,29900000.0,,,,,,188700000.0,93000000.0,,,,,,,39200000.0,,,,,,0.003125,,,270800000.0,,,,,0.0,0.0,39200000.0,,,,205800000.0,,,,,97200000.0,,29100000.0,,4000000.0,394500000.0,,301500000.0,10300000.0,,63100000.0,,,,,,,66600000.0,,,,,,,,,,,,,,,393504000.0,110000000.0,44900000.0,0.0,,182200000.0,,0.003125,,85000000.0,11500000.0,,393504000.0,,,,,,,56200000.0,276000000.0,,,,,68300000.0,2000000.0,,,,,8100000.0,,,8000000.0,62300000.0,,,0.0,,447000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441676800,,,,,49600000.0,,,81900000.0,,,5800000.0,,,,,,,301000000.0,,,,,,,96600000.0,,128600000.0,,,,,,-181400000.0,,,,29100000.0,,,,,,244500000.0,109800000.0,,,,,,,49600000.0,,,,,,0.003906,,,306900000.0,,,,,0.0,0.0,49600000.0,,,,205300000.0,,,,,104600000.0,,33300000.0,,6600000.0,449800000.0,,340000000.0,11600000.0,,80700000.0,,,,,,,70900000.0,,,,,,,,,,,,,,,399376000.0,108700000.0,81900000.0,0.0,,196800000.0,,0.003438,,92200000.0,9300000.0,,399376000.0,,,,,,,74900000.0,290100000.0,,,,,82900000.0,2400000.0,,,,,8200000.0,,,17200000.0,68200000.0,,,0.0,,497800000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449539200,,,137900000.0,,,,0.001094,,137900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137900000.0,,,,,,,400320000.0,,,,,,,,,,,,,,,,,,12900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457401600,,,155900000.0,,,,0.0025,,155900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155900000.0,,,,,,,400320000.0,,,,,,,,,,,,,,,,,,16100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465350400,,,149100000.0,,,,0.0025,,149100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149100000.0,,,,,,,400832000.0,,,,,,,,,,,,,,,,,,15900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473299200,,,149400000.0,,60000000.0,,,66400000.0,-349000000.0,,6400000.0,,,106400000.0,,,,356900000.0,,,,,,,103100000.0,262000000.0,141500000.0,79400000.0,,,304600000.0,,-185700000.0,,,,27000000.0,,,,,,262000000.0,106400000.0,-349000000.0,350800000.0,,,,,60000000.0,,,,,,0.009375,,377600000.0,350800000.0,,11100000.0,,,0.0,0.0,60000000.0,,,15100000.0,222000000.0,,,9300000.0,,115800000.0,,38700000.0,,12100000.0,484000000.0,12100000.0,377600000.0,11100000.0,27000000.0,79400000.0,,,6400000.0,,,,82300000.0,,,,-185700000.0,103100000.0,6600000.0,,,,,,,,82300000.0,401216000.0,118900000.0,66400000.0,0.0,,235400000.0,,0.009375,,119600000.0,6600000.0,73000000.0,401216000.0,,,,,118900000.0,,73000000.0,304600000.0,,,,,98700000.0,1900000.0,,,,484000000.0,9300000.0,,222000000.0,6800000.0,93900000.0,,,0.0,,592300000.0,,,66400000.0,66400000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481075200,,,147700000.0,,,,0.002188,,147700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147700000.0,,,,,,,401216000.0,,,,,,,,,,,,,,,,,,13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
