date,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,annualLongTermDebt,trailingCashDividendsPaid,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingNetIncome,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInWorkingCapital,annualGoodwill,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyDilutedEPS,quarterlyDilutedAverageShares,annualEbitda,annualBasicEPS,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualDilutedEPS,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyEbitda,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentAssets,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyBasicEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualInvestmentsAndAdvances
1988-12-31,0.0,,6100000.0,,,,,32200000.0,34300000.0,,148500000.0,,,111800000.0,,,4800000.0,490100000.0,,,181500000.0,,123100000.0,,,,61400000.0,,,,61400000.0,,,106900000.0,148500000.0,4800000.0,,,,,,,,,,20500000.0,,19200000.0,64400000.0,,,136400000.0,60200000.0,,500600000.0,136400000.0,0.0,185500000.0,,136400000.0,,,,30300000.0,0.097778,,,,,0.0,,,,,,,,119900000.0,,11300000.0,136400000.0,,27400000.0,308600000.0,,,,,32200000.0,158900000.0,,60200000.0,490100000.0,119900000.0,,,34300000.0,,,155700000.0,,,,,-55500000.0,144600000.0,,,,-331100000.0,,,,331200000.0,4400000.0,,,0.091852,,,,,20100000.0,111800000.0,58718000.0,,-331100000.0,,,181500000.0,,,10200000.0,,,,,,,,,123100000.0,,158900000.0,,331200000.0,,,4400000.0,,174900000.0,,,7300000.0,308600000.0,,106900000.0,64400000.0,,,,,185500000.0,,150300000.0,,20100000.0,,58718000.0,-55500000.0,,,,,,,,0.0,325700000.0,20100000.0,0.0,11300000.0,,,,,,,,,,,,,,,
1989-03-31,,,4800000.0,58169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023704,58169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200000.0,,,,,,,,,,,,,,,,,137200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200000.0,,,,,,,,,,,0.023704,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,5600000.0,58778000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026667,58778000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150800000.0,,,,,,,,,,,,,,,,,150800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150800000.0,,,,,,,,,,,0.026667,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,6600000.0,6600000.0,60709000.0,,,,12900000.0,55000000.0,,,,,58700000.0,,,,,,,,,,,86800000.0,9200000.0,71200000.0,,,,,,,,187000000.0,14900000.0,,,,,,,,,,,,,,,,,,,,64600000.0,,,,64600000.0,,0.02963,60709000.0,,,,,,,,,,,,,3100000.0,,,,7300000.0,,,,324200000.0,,,,,,193900000.0,6600000.0,66600000.0,564700000.0,134000000.0,,,,,,,,,,,,,,,,3100000.0,,,,,141800000.0,43400000.0,,,,,,,,,,,6200000.0,,,198700000.0,,,,,,,46300000.0,,,,,109400000.0,,,43200000.0,370800000.0,,,,,,40100000.0,,,,1900000.0,123500000.0,72300000.0,,,,8500000.0,214800000.0,,133100000.0,,,,,-61700000.0,,,,,,0.032593,,,,,,,,,,,,,,,,,,,,,
1989-12-31,-96600000.0,7600000.0,7600000.0,,33900000.0,-55600000.0,29200000.0,32800000.0,63000000.0,,172100000.0,,3200000.0,78400000.0,,,3000000.0,623600000.0,,,210600000.0,,153500000.0,,103700000.0,10100000.0,69700000.0,,12700000.0,3800000.0,69700000.0,,,131100000.0,172100000.0,3000000.0,,,,,,11600000.0,,23000000.0,,31300000.0,,17800000.0,76500000.0,,,93900000.0,68200000.0,3300000.0,579000000.0,93900000.0,47600000.0,207900000.0,,93900000.0,47600000.0,,,30500000.0,0.10963,,87200000.0,0.0,,0.0,,,-7500000.0,,,3300000.0,,140200000.0,-7600000.0,27500000.0,93900000.0,9900000.0,34200000.0,361400000.0,26500000.0,,,,32800000.0,207700000.0,7600000.0,68200000.0,623600000.0,140200000.0,,,63000000.0,-2100000.0,,177100000.0,-2800000.0,,2600000.0,,-63700000.0,164400000.0,,-47900000.0,,3700000.0,-8100000.0,,,415900000.0,120900000.0,47600000.0,33700000.0,0.103704,,,,10000000.0,24600000.0,78400000.0,61063000.0,,7000000.0,-5700000.0,,210600000.0,38900000.0,,11600000.0,,1700000.0,,54200000.0,-19200000.0,,0.0,,153500000.0,,207700000.0,50500000.0,415900000.0,,-3400000.0,120900000.0,,194900000.0,47200000.0,19800000.0,9600000.0,361400000.0,2100000.0,131100000.0,76500000.0,,,,9700000.0,207900000.0,-5100000.0,157900000.0,,24600000.0,,61063000.0,-63700000.0,14700000.0,-7400000.0,,,,,,54900000.0,384100000.0,24600000.0,-300000.0,27500000.0,,,,,,,,,,,,,,,
1990-03-31,,6000000.0,6000000.0,65651000.0,-24200000.0,,-24700000.0,13600000.0,71500000.0,,,,,80200000.0,,,,,,,,,,,84200000.0,6100000.0,76300000.0,,,600000.0,,,,,163900000.0,23300000.0,,,,,,,,,,,,,,,,,,3500000.0,,69200000.0,,,,69200000.0,,0.026667,65651000.0,,,,,93900000.0,,,,,-4900000.0,,,3000000.0,,,,5600000.0,,-200000.0,,331500000.0,-29900000.0,,,,,226500000.0,6000000.0,74000000.0,613700000.0,147500000.0,,,,,,,-2900000.0,,19900000.0,,,,,,,5800000.0,,,,,149800000.0,44900000.0,-30200000.0,,400000.0,,,,,,,,9300000.0,-7100000.0,,218000000.0,,,,,-5000000.0,,49100000.0,2500000.0,,0.0,,130700000.0,,,43300000.0,387200000.0,,1000000.0,,,,39800000.0,,,,1500000.0,137500000.0,81000000.0,,,,7500000.0,200800000.0,,133300000.0,,,,,-66500000.0,-2800000.0,-5700000.0,,,,0.026667,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,8100000.0,8100000.0,70604000.0,10900000.0,,-21300000.0,11500000.0,78700000.0,,,,,172600000.0,,,,,,,,,,,110000000.0,12500000.0,130300000.0,,,51000000.0,,,,,182600000.0,35100000.0,,,,,,,,,,,,,,,,,,5000000.0,,49900000.0,,,,49900000.0,,0.032593,70604000.0,,,,,0.0,,,,,-1200000.0,,,3000000.0,,,,10100000.0,,-300000.0,,473400000.0,-82900000.0,,,,,373900000.0,8100000.0,167400000.0,828200000.0,204900000.0,,,,,,,-2700000.0,,24200000.0,,,,,,,1600000.0,,,,,130200000.0,61500000.0,2600000.0,,0.0,,,,,,,,6600000.0,-4300000.0,,279800000.0,,,,,-2300000.0,,60200000.0,-74800000.0,,0.0,,244200000.0,,,58600000.0,454300000.0,,500000.0,,,,53600000.0,,,,1100000.0,155300000.0,127800000.0,,,,9200000.0,229200000.0,,170200000.0,,,,,-77100000.0,43300000.0,-93800000.0,,,,0.032593,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,9500000.0,9500000.0,68879000.0,13400000.0,,34300000.0,8300000.0,80500000.0,,,,,167300000.0,,,,,,,,,,,112000000.0,8700000.0,136700000.0,,,7300000.0,,,,,216300000.0,36600000.0,,,,,,,,,,,0.0,,,,,,,,,84200000.0,,,,84200000.0,,0.038519,68879000.0,,,,,0.0,,,,,-900000.0,,,3800000.0,,,,11400000.0,,-700000.0,,499400000.0,8000000.0,,,,,379700000.0,9500000.0,168800000.0,864600000.0,208400000.0,,,,,,,-16900000.0,,3600000.0,,,,,,,13500000.0,,,,,122900000.0,59500000.0,,,,,,,,,,,13500000.0,-1400000.0,,284000000.0,,,,,,,69500000.0,-2900000.0,,0.0,,238200000.0,,,56000000.0,484900000.0,,,,,,56000000.0,,,,6900000.0,163300000.0,130400000.0,,,,16400000.0,261200000.0,,181500000.0,,,,,-78000000.0,22600000.0,-5400000.0,,,,0.041481,,,,,,,,,,,,,,,,,,,,,
1990-12-31,-76000000.0,9900000.0,9900000.0,,18500000.0,-9500000.0,33700000.0,30700000.0,87100000.0,,210000000.0,,3900000.0,180300000.0,,,4200000.0,898200000.0,,,315900000.0,,253500000.0,,122600000.0,9000000.0,121000000.0,,18800000.0,20000000.0,121000000.0,,,173700000.0,210000000.0,4200000.0,,,,,8700000.0,65400000.0,,78900000.0,,36500000.0,100000.0,35600000.0,139700000.0,,,117900000.0,177200000.0,,708000000.0,117900000.0,18600000.0,244900000.0,,117900000.0,66400000.0,,,54400000.0,0.136296,8700000.0,75900000.0,0.0,,0.0,,,-2500000.0,,,3900000.0,,221000000.0,-14300000.0,6800000.0,117900000.0,400000.0,51000000.0,498400000.0,3400000.0,,,,30700000.0,404000000.0,9900000.0,177200000.0,898200000.0,221000000.0,,,87100000.0,-200000.0,,229400000.0,-4000000.0,,17700000.0,,-81300000.0,210600000.0,,-120000000.0,,13900000.0,-26500000.0,,,494200000.0,77900000.0,66400000.0,,0.127407,,,,-800000.0,33900000.0,180300000.0,70604000.0,,13900000.0,-1500000.0,,315900000.0,22000000.0,,13900000.0,,,,90900000.0,-800000.0,,0.0,,253500000.0,,404000000.0,77000000.0,494200000.0,,,77900000.0,,265000000.0,58200000.0,-23200000.0,17100000.0,498400000.0,7400000.0,173700000.0,139700000.0,,,,17300000.0,244900000.0,-10900000.0,213500000.0,,33900000.0,,70604000.0,-81300000.0,12800000.0,-15100000.0,,,-600000.0,,,95900000.0,443000000.0,33900000.0,-101400000.0,6800000.0,,,,,,,,,,,,,,,
1991-03-31,,8200000.0,8200000.0,71609000.0,-15900000.0,,17500000.0,0.0,92300000.0,,,,,160900000.0,,,,,,,,,,,126000000.0,9400000.0,121000000.0,,,13300000.0,,,,,278400000.0,37200000.0,,,,,,,,,,,,,,,,,,,,135300000.0,,,,135300000.0,,0.032593,71609000.0,,,8800000.0,,117900000.0,,,,,-38100000.0,,,4300000.0,,,,5000000.0,,-200000.0,,540500000.0,-23400000.0,,,,,408700000.0,8200000.0,178200000.0,956600000.0,223100000.0,,,,,,,-500000.0,,2700000.0,,,,,,,9200000.0,,,,,150700000.0,59000000.0,,,,,,,,,,,9200000.0,-2100000.0,,327300000.0,,,,,,,65800000.0,-44400000.0,,0.0,,224900000.0,,,56600000.0,547900000.0,,,,,,56600000.0,,,,4700000.0,181600000.0,138200000.0,,,,12900000.0,315600000.0,,191800000.0,,,,,-84900000.0,79400000.0,-7500000.0,,,,0.032593,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,10200000.0,10200000.0,83342000.0,11700000.0,,-25800000.0,100000.0,96300000.0,,,,,159700000.0,,,,,,,,,,,126800000.0,12700000.0,118900000.0,,,28300000.0,,,,,264500000.0,36800000.0,,,,,,,,,,,,,,,,,,,,109600000.0,,,,109600000.0,,0.038519,83342000.0,,,8900000.0,,0.0,,,,,-42800000.0,,,4900000.0,,,,7100000.0,,800000.0,,520600000.0,-6700000.0,,,,,417600000.0,10200000.0,178000000.0,976200000.0,230500000.0,,,,,,,-2300000.0,,600000.0,,,,,,,9300000.0,,,,,186700000.0,52400000.0,,,,,,,,,,,9300000.0,-2700000.0,,353200000.0,,,,,,,67100000.0,-62600000.0,,0.0,,219200000.0,,,57800000.0,558600000.0,,,,,,57800000.0,,,,4700000.0,194800000.0,143300000.0,,,,14900000.0,301400000.0,,193900000.0,,,,,-87200000.0,28300000.0,-18400000.0,,,,0.041481,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,13600000.0,13600000.0,86478000.0,-1200000.0,,1000000.0,0.0,106600000.0,,,,,157600000.0,,,,,,,,,,,125400000.0,16300000.0,118200000.0,,,17200000.0,,,,,263700000.0,37500000.0,,,,,,,,,,,,,,,,,,,,110900000.0,,,,110900000.0,,0.044444,86478000.0,,,9000000.0,,0.0,,,,,-93300000.0,,,4400000.0,,,,6300000.0,,-800000.0,,514800000.0,-6900000.0,,,,,435300000.0,13600000.0,179700000.0,1085000000.0,241600000.0,,,,,,,-5100000.0,,2900000.0,,,,,,,9100000.0,,,,,266000000.0,49700000.0,,,,,,,,,,,9100000.0,-2200000.0,,459100000.0,,,,,,,66600000.0,-98000000.0,,0.0,,213600000.0,,,57500000.0,649700000.0,,,,,,57500000.0,,,,5600000.0,211100000.0,149000000.0,,,,19200000.0,301200000.0,,192000000.0,,,,,-92600000.0,95200000.0,-5700000.0,,,,0.047407,,,,,,,,,,,,,,,,,,,,,
1991-12-31,-278400000.0,14200000.0,14200000.0,,28400000.0,-248400000.0,20000000.0,33400000.0,78500000.0,,255000000.0,,19200000.0,236700000.0,,,4700000.0,1199500000.0,,,486500000.0,,297400000.0,,129600000.0,20900000.0,116600000.0,,23400000.0,6100000.0,116600000.0,,,226300000.0,255000000.0,4700000.0,,,,,5600000.0,15800000.0,,64900000.0,,59300000.0,,38300000.0,182700000.0,,,131000000.0,175600000.0,,805500000.0,131000000.0,23000000.0,293100000.0,,131000000.0,55800000.0,,,61700000.0,0.165926,5600000.0,270600000.0,0.0,,0.0,,,-74200000.0,,,4800000.0,,279700000.0,-14700000.0,4900000.0,131000000.0,-200000.0,72000000.0,590500000.0,26500000.0,,,,33400000.0,436800000.0,14200000.0,175600000.0,1199500000.0,279700000.0,,,78500000.0,200000.0,,257000000.0,-3800000.0,,9600000.0,,-97000000.0,233600000.0,,-33500000.0,,9100000.0,-11700000.0,,,762700000.0,314300000.0,55800000.0,,0.157037,,,,-400000.0,47100000.0,236700000.0,87055000.0,,9100000.0,-7700000.0,,486500000.0,12700000.0,,18300000.0,,,,90600000.0,-73400000.0,,0.0,,297400000.0,,436800000.0,81500000.0,762700000.0,,,314300000.0,,295300000.0,58100000.0,-34900000.0,24900000.0,590500000.0,9300000.0,226300000.0,182700000.0,,,,23500000.0,293100000.0,8200000.0,220200000.0,,47100000.0,,87055000.0,-97000000.0,67700000.0,-1900000.0,,,,,,118200000.0,510200000.0,47100000.0,-10500000.0,4900000.0,,,,,,,,,,,,,,,
1992-03-31,,12600000.0,12600000.0,86915000.0,-7400000.0,,15600000.0,207400000.0,321800000.0,,,,,148800000.0,,,,,,,,,,,137900000.0,14900000.0,118200000.0,,,45100000.0,,,,,247800000.0,38000000.0,,,,,,,,,,,,,,,,,,,,146500000.0,,,,146500000.0,,0.041481,86915000.0,,,5500000.0,,131000000.0,,,,,-19700000.0,,,4600000.0,,,,5600000.0,,-100000.0,,701800000.0,-14000000.0,,,,,656900000.0,12600000.0,181100000.0,1356700000.0,252800000.0,,,,,,,-11300000.0,,12800000.0,,,,,,,8700000.0,,,,,257200000.0,54200000.0,,,,,,,,,,,8700000.0,5100000.0,,530200000.0,,,,,,,66500000.0,-7800000.0,,0.0,,208600000.0,,,57800000.0,699800000.0,,-20000000.0,,,,57800000.0,,,,4500000.0,240000000.0,154000000.0,,,,17100000.0,493200000.0,,204400000.0,,,,,-98800000.0,32800000.0,-6600000.0,,,,0.041481,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,13900000.0,13900000.0,90208000.0,30900000.0,,-11000000.0,210000000.0,114400000.0,,,,,167200000.0,,,,,,,,,,,134600000.0,13300000.0,126800000.0,,,22500000.0,,,,,236500000.0,36100000.0,,,,,,,,,,,,,,,,,,,,135500000.0,,,,135500000.0,,0.044444,90208000.0,,,5500000.0,,0.0,,,,,,,,4500000.0,,,,6000000.0,,700000.0,,713900000.0,-6100000.0,,,,,725200000.0,13900000.0,216300000.0,1409400000.0,498100000.0,,,,,,,-13400000.0,,12400000.0,,,,,,,17000000.0,,,,,238800000.0,58100000.0,,,,,,,,,,,17000000.0,-169500000.0,,551400000.0,,,,,,,75500000.0,-174200000.0,,0.0,,231300000.0,,,58500000.0,684200000.0,,,,,,58500000.0,,,,8800000.0,251700000.0,394500000.0,,,,22700000.0,482600000.0,,210100000.0,,,,,-103600000.0,129800000.0,-37000000.0,,,,0.044444,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,15500000.0,15500000.0,90531000.0,18900000.0,,30600000.0,202400000.0,365800000.0,,,,,226600000.0,,,,,,,,,,,150300000.0,10900000.0,162200000.0,,,7900000.0,,,,,474300000.0,56000000.0,,,,,,,,,,,,,,,,,,,,166200000.0,,,,166200000.0,,0.044444,90531000.0,,,5500000.0,,0.0,,,,,,,,6600000.0,,,,19700000.0,,132600000.0,,1049200000.0,7600000.0,,,,,993700000.0,15500000.0,375900000.0,1772400000.0,361400000.0,,,,,,,-3800000.0,,32100000.0,,,,,,,24000000.0,,,,,223300000.0,70200000.0,,,,,,,,,,,24000000.0,-230900000.0,,573600000.0,,,,,,,92600000.0,-207400000.0,,0.0,,316500000.0,,,68600000.0,778700000.0,,,,,,68600000.0,,,,9300000.0,266100000.0,252000000.0,,,,24800000.0,732700000.0,,242900000.0,,,,,-109400000.0,218800000.0,-11300000.0,,,,0.05037,,,,,,,,,,,,,,,,,,,,,
1992-12-31,-410600000.0,17100000.0,18500000.0,,12500000.0,,24400000.0,240800000.0,366700000.0,,494200000.0,,25500000.0,234900000.0,,,34200000.0,1818300000.0,,,558400000.0,,326400000.0,,157000000.0,18900000.0,167200000.0,,29200000.0,25200000.0,167200000.0,,,285500000.0,494200000.0,34200000.0,,,,,5500000.0,68300000.0,,100700000.0,,58000000.0,,68300000.0,257900000.0,,,190600000.0,364000000.0,,949000000.0,190600000.0,54900000.0,769200000.0,,190600000.0,69500000.0,,,97500000.0,0.180741,5500000.0,417700000.0,0.0,,0.0,,,,,,8600000.0,,371300000.0,-420500000.0,22000000.0,190600000.0,800000.0,88100000.0,1095600000.0,7400000.0,,,,240800000.0,988600000.0,17100000.0,364000000.0,1818300000.0,371300000.0,,,366700000.0,12300000.0,,300900000.0,-16800000.0,,11000000.0,,-113400000.0,271700000.0,,-60000000.0,,18600000.0,-45300000.0,,,829700000.0,241200000.0,69500000.0,,0.168889,,,,134000000.0,59200000.0,234900000.0,91036000.0,,18600000.0,-25200000.0,,558400000.0,59600000.0,,24300000.0,,,,134600000.0,-21200000.0,,0.0,,326400000.0,,988600000.0,116000000.0,829700000.0,,25200000.0,241200000.0,,369200000.0,86800000.0,-43500000.0,27500000.0,1095600000.0,4900000.0,285500000.0,257900000.0,,,,23400000.0,769200000.0,-4800000.0,291600000.0,,60600000.0,,91036000.0,-113400000.0,36300000.0,-5100000.0,,,,,,131000000.0,579800000.0,59200000.0,-5100000.0,22000000.0,,,,,,,,,,,,,,,
1993-03-31,,15400000.0,15400000.0,91225000.0,11100000.0,,-83200000.0,239900000.0,376200000.0,,,,,255500000.0,,,,,,,,,,,169400000.0,8900000.0,179200000.0,,,52400000.0,,,,,484200000.0,32300000.0,,,,,,,,,,,,,,,,,,13200000.0,,107400000.0,,,,107400000.0,,0.044444,91225000.0,,,19800000.0,,190600000.0,,,,,-29300000.0,,,7900000.0,,,,23900000.0,,-300000.0,,1108500000.0,-2100000.0,,,,,1077800000.0,15400000.0,437300000.0,1878200000.0,383600000.0,,,,,,,-22600000.0,,1000000.0,,,,,,,23500000.0,,,,,258100000.0,72700000.0,,,,,,,,,,,36700000.0,-82000000.0,,574600000.0,,,,,,,123400000.0,-122700000.0,,0.0,,352100000.0,,,99900000.0,800400000.0,,-17500000.0,,,,86700000.0,,,,5500000.0,301000000.0,264300000.0,,,,20900000.0,756400000.0,,292800000.0,,,,,-119300000.0,28800000.0,-13200000.0,,,,0.05037,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,17600000.0,17600000.0,91319000.0,12200000.0,,-26100000.0,239400000.0,371800000.0,,,,,262200000.0,,,,,,,,,,,185300000.0,15000000.0,187800000.0,,,29600000.0,,,,,473100000.0,32100000.0,,,,,,,,,,,,,,,,,,,,81300000.0,,,,81300000.0,,0.05037,91319000.0,,,19800000.0,,0.0,,,,,-18900000.0,,,7600000.0,,,,24300000.0,,500000.0,,1103200000.0,5200000.0,,,,,1091900000.0,17600000.0,447200000.0,1908700000.0,400400000.0,,,,,,,-14100000.0,,7200000.0,,,,,,,23500000.0,,,,,282600000.0,72100000.0,,,,,,,,,,,23500000.0,-32600000.0,,586100000.0,,,,,,,115100000.0,-50100000.0,,0.0,,358600000.0,,,91600000.0,816800000.0,,7700000.0,,,,91600000.0,,,,7600000.0,318600000.0,272900000.0,,,,25200000.0,744600000.0,,300400000.0,,,,,-127500000.0,12600000.0,-7000000.0,,,,0.056296,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,20900000.0,20900000.0,106780000.0,36900000.0,,264300000.0,203400000.0,377900000.0,,,,,280400000.0,,,,,,,,,,,188500000.0,11500000.0,191600000.0,,,251300000.0,,,,,527200000.0,77700000.0,,,,,,,,,,,,,,,,,,,,345600000.0,,,,345600000.0,,0.053333,106780000.0,,,19900000.0,,0.0,,,,,-79800000.0,,,7800000.0,,,,26200000.0,,-500000.0,,1193200000.0,30900000.0,,,,,1104600000.0,20900000.0,453000000.0,2285000000.0,406100000.0,,,,,,,-4600000.0,,8400000.0,,,,,,,39600000.0,,,,,357000000.0,78300000.0,,,,,,,,,,,39600000.0,-9100000.0,,853900000.0,,,,,,,129900000.0,-85900000.0,,0.0,,384900000.0,,,90300000.0,1180400000.0,,16000000.0,,,,90300000.0,,,,16800000.0,339500000.0,273700000.0,,,,37700000.0,808300000.0,,318400000.0,,,,,-132400000.0,313500000.0,-6000000.0,,,,0.059259,,,,,,,,,,,,,,,,,,,,,
